"Hijos","Sexo.Jefe","Sexo.Conyuge","Tipo.Union","Edad.Jefe","Edad.Conyuge","Region","Estrato.vivienda","Trabajo.Jefe","Trabajo.conyuge","Ingresos.totales","Uso.tecnologia.Jefe","Uso.tecnologia.conyuge","Edu.Jefe","Edu.Conyuge"
0,1,2,2,68,67,1,1,1,4,400000,0,0,1,0
2,2,NA,4,45,NA,1,1,4,NA,200000,0,NA,1,NA
0,1,2,2,53,53,1,1,1,1,140000,0,0,1,0
1,1,2,2,97,77,1,1,4,4,16666,0,0,1,1
2,1,2,2,42,29,1,1,1,4,708333,0,0,1,1
1,1,2,2,45,40,1,1,1,4,800000,0,0,1,1
3,1,2,2,78,63,1,1,1,4,815098,0,0,1,1
2,1,2,2,62,32,1,1,1,1,138196,0,2,0,3
1,2,NA,3,79,NA,1,1,5,NA,0,0,NA,0,NA
2,1,2,6,35,35,1,1,1,4,108431,0,0,1,1
3,1,2,2,83,64,1,1,5,4,0,0,0,0,1
1,2,NA,3,76,NA,1,1,4,NA,25000,0,NA,1,NA
3,2,1,2,41,43,1,1,4,4,150000,0,0,1,1
1,1,NA,3,85,NA,1,1,5,NA,6666,0,NA,0,NA
0,1,NA,4,67,NA,1,1,1,NA,100098,0,NA,1,NA
0,1,2,6,71,65,1,1,1,4,600000,0,0,1,1
0,1,NA,3,71,NA,1,1,1,NA,50098,0,NA,0,NA
1,2,NA,3,54,NA,1,1,4,NA,0,2,NA,1,NA
2,1,2,2,81,44,1,1,5,4,75000,0,0,0,0
0,1,2,6,71,70,1,1,4,4,1250000,2,0,1,1
1,2,NA,4,48,NA,1,1,1,NA,858000,2,NA,2,NA
3,1,2,2,38,42,1,0,1,4,100106,0,0,1,1
4,1,2,2,38,31,1,1,1,4,1050000,0,2,1,1
6,1,2,6,45,41,1,1,1,4,683333,0,2,1,1
1,2,NA,3,36,NA,1,1,4,NA,200000,0,NA,3,NA
4,1,2,2,38,39,1,1,1,4,800000,0,0,1,1
0,2,NA,3,54,NA,1,1,1,NA,81666,0,NA,0,NA
2,2,1,2,39,44,1,1,4,1,98,2,2,1,1
2,2,NA,4,40,NA,1,1,4,NA,100000,0,NA,1,NA
2,1,2,6,81,69,1,1,5,4,65000,0,0,1,1
0,2,NA,4,62,NA,1,1,4,NA,8333,0,NA,1,NA
3,1,2,6,49,46,1,1,1,1,3483333,2,2,3,3
2,1,NA,3,56,NA,1,1,2,NA,100000,0,NA,1,NA
1,1,2,2,65,59,1,1,4,4,0,0,0,1,1
1,1,2,2,67,56,1,2,1,4,600000,0,0,1,1
2,2,NA,6,48,NA,1,1,4,NA,540000,2,NA,1,NA
1,2,NA,4,65,NA,1,1,1,NA,98,0,NA,1,NA
2,1,2,2,37,37,1,2,1,4,150000,0,0,1,1
0,1,2,2,55,53,1,1,1,4,0,2,2,3,3
0,1,NA,2,58,NA,1,1,2,NA,420000,0,NA,1,NA
0,1,2,6,70,64,1,1,4,1,1980833,0,2,1,3
0,2,NA,4,65,NA,1,2,4,NA,250000,0,NA,0,NA
1,2,NA,4,42,NA,1,1,1,NA,4265000,2,NA,3,NA
1,2,NA,3,66,NA,1,2,4,NA,0,0,NA,1,NA
3,2,NA,2,35,NA,1,2,1,NA,1210000,2,NA,1,NA
0,1,2,6,51,62,1,2,2,1,170000,0,0,1,2
2,1,2,2,58,53,1,2,1,4,180000,0,0,0,1
2,1,2,2,63,57,1,1,4,1,887500,0,2,1,1
0,2,NA,3,72,NA,1,2,4,NA,556000,0,NA,1,NA
1,1,2,6,55,64,1,2,4,5,0,2,1,1,1
2,1,2,6,50,49,1,2,1,1,1062499,2,1,1,1
1,1,NA,3,85,NA,1,1,5,NA,0,0,NA,0,NA
2,1,2,6,47,41,1,1,1,4,850000,2,2,1,3
0,1,NA,4,61,NA,1,1,1,NA,965833,2,NA,1,NA
2,2,NA,4,39,NA,1,1,4,NA,66666,2,NA,1,NA
2,1,2,6,57,59,1,2,1,4,6416666,2,2,3,3
1,1,2,2,56,58,1,1,1,4,1850000,0,2,1,1
0,1,2,2,41,54,1,1,1,4,200000,2,0,1,1
0,2,NA,3,54,NA,1,1,1,NA,1200099,0,NA,1,NA
0,1,2,6,69,58,1,2,4,4,98,0,0,3,1
0,2,NA,3,76,NA,1,1,4,NA,8333,0,NA,0,NA
0,1,NA,4,66,NA,1,1,1,NA,150000,0,NA,0,NA
1,2,NA,6,36,NA,1,1,1,NA,1687500,2,NA,1,NA
4,1,2,6,40,40,1,1,1,4,200000,0,0,1,1
4,1,2,2,47,37,1,1,1,4,1200000,2,2,3,1
0,1,2,2,60,45,1,1,1,4,500000,0,0,1,1
0,2,NA,5,25,NA,1,1,1,NA,433333,2,NA,3,NA
1,1,2,2,33,29,1,1,1,4,99,2,2,3,3
3,1,2,6,63,62,1,1,5,4,12499,0,0,1,0
1,1,2,6,49,41,1,1,1,4,99,0,0,1,1
2,1,2,2,34,40,1,1,1,4,890000,0,0,1,1
1,1,2,2,27,19,1,1,1,4,0,0,0,1,1
0,1,NA,5,29,NA,5,2,1,NA,3888333,2,NA,3,NA
2,2,NA,3,85,NA,5,2,4,NA,828116,0,NA,1,NA
2,2,NA,4,38,NA,5,2,4,NA,540000,2,NA,1,NA
1,2,1,6,54,60,5,2,4,6,70000,0,0,1,1
0,2,1,2,41,25,5,2,1,3,197,2,2,1,3
0,1,NA,5,29,NA,5,2,2,NA,0,2,NA,2,NA
1,2,NA,5,34,NA,5,2,4,NA,0,2,NA,1,NA
2,1,2,6,40,39,5,2,1,4,800000,2,0,1,1
2,1,2,6,38,40,5,2,1,1,1000000,0,0,1,1
0,2,NA,4,61,NA,5,2,4,NA,1500000,2,NA,1,NA
0,2,NA,1,37,NA,5,2,1,NA,380000,2,NA,1,NA
1,2,NA,4,62,NA,5,2,4,NA,0,2,NA,1,NA
0,2,1,2,38,27,5,2,1,5,1025000,2,2,1,1
0,1,2,6,54,54,5,3,1,1,4753213,2,2,1,1
2,1,2,6,51,50,5,3,1,1,4600007,2,2,1,3
2,2,1,6,41,45,5,3,1,1,2135833,2,2,3,3
0,1,NA,3,69,NA,5,2,1,NA,1230000,2,NA,1,NA
0,2,NA,5,58,NA,5,2,4,NA,1049166,0,NA,1,NA
2,1,2,2,60,32,5,2,2,2,50000,2,1,1,1
1,2,NA,3,73,NA,5,2,5,NA,828116,2,NA,1,NA
0,2,1,1,30,33,5,2,1,1,7353666,2,2,3,3
0,1,2,6,69,70,5,3,6,4,2000008,0,0,1,1
1,2,NA,5,36,NA,5,3,1,NA,99,2,NA,3,NA
0,1,2,2,31,27,5,3,1,1,2200000,2,2,3,3
0,1,2,2,35,24,5,3,1,1,1845486,2,2,1,1
0,2,NA,3,65,NA,5,3,4,NA,98,2,NA,1,NA
0,1,1,2,30,24,5,4,4,1,2400000,2,2,3,3
0,2,NA,5,30,NA,5,4,1,NA,9833333,2,NA,3,NA
0,2,NA,4,59,NA,5,3,1,NA,800000,0,NA,1,NA
2,2,NA,4,55,NA,5,3,1,NA,1121666,2,NA,3,NA
1,2,NA,5,45,NA,5,3,4,NA,0,2,NA,1,NA
0,2,NA,4,60,NA,5,4,1,NA,1500000,2,NA,3,NA
2,1,2,6,37,37,5,4,1,1,3625000,2,2,3,3
0,2,1,1,49,40,5,2,4,2,0,2,2,2,3
1,1,NA,3,53,NA,5,2,1,NA,800000,0,NA,1,NA
1,2,1,6,47,43,5,2,1,3,828132,0,0,3,3
2,2,NA,3,74,NA,5,2,4,NA,0,0,NA,1,NA
1,2,NA,4,52,NA,5,2,1,NA,100000,0,NA,1,NA
0,2,NA,5,30,NA,5,4,1,NA,5500000,2,NA,3,NA
3,1,2,1,43,48,5,2,1,1,1726232,2,2,1,1
2,1,2,2,62,63,5,2,6,4,944782,0,0,1,1
0,1,NA,3,71,NA,5,2,6,NA,33333,0,NA,1,NA
3,1,2,2,62,61,5,2,2,4,0,2,0,1,0
1,1,2,6,36,40,5,2,1,4,1179541,2,2,1,1
2,1,2,2,29,29,5,2,1,4,1150000,2,2,1,1
0,1,NA,4,49,NA,5,2,1,NA,1100000,0,NA,1,NA
0,2,NA,5,39,NA,5,4,1,NA,2250000,2,NA,3,NA
1,1,NA,4,32,NA,5,2,1,NA,1500000,2,NA,1,NA
1,2,NA,4,24,NA,5,2,1,NA,966339,2,NA,3,NA
2,1,2,2,39,41,5,2,1,1,1841764,2,2,1,3
1,1,2,6,56,59,5,4,1,4,5500000,2,0,3,3
1,1,2,6,53,46,5,2,1,1,7000099,2,2,1,1
0,1,NA,4,52,NA,5,4,1,NA,8016666,2,NA,3,NA
0,2,NA,5,34,NA,5,4,4,NA,0,2,NA,3,NA
2,2,NA,4,45,NA,5,2,1,NA,830000,2,NA,3,NA
0,2,NA,5,37,NA,5,4,1,NA,6300000,2,NA,3,NA
0,1,NA,5,36,NA,5,4,1,NA,1583333,2,NA,3,NA
1,2,1,2,52,62,5,2,4,1,935500,2,2,1,1
0,1,NA,5,28,NA,5,2,1,NA,1842365,2,NA,3,NA
1,2,1,2,30,28,5,2,1,1,1028116,2,2,3,1
2,1,2,2,30,29,5,2,1,1,3252357,2,2,3,3
1,2,1,2,56,51,5,2,1,1,700000,2,2,1,1
0,1,NA,4,51,NA,5,3,1,NA,5775000,2,NA,1,NA
1,2,NA,4,34,NA,5,2,1,NA,1050000,2,NA,3,NA
3,2,1,2,39,44,5,2,4,2,200000,0,0,3,1
0,1,2,2,75,68,5,6,4,1,3000000,2,2,3,3
2,2,1,2,36,38,5,3,1,6,300000,2,2,1,1
2,2,NA,4,42,NA,5,3,1,NA,1269333,2,NA,1,NA
0,1,2,6,61,59,5,3,1,4,1500098,0,0,1,1
2,1,2,6,42,45,5,6,1,1,41266666,2,2,3,3
0,1,NA,4,87,NA,5,3,6,NA,1300000,0,NA,1,NA
0,2,NA,5,50,NA,5,3,1,NA,120000,0,NA,3,NA
2,1,2,6,54,46,5,6,1,4,12000000,2,2,3,3
0,1,2,6,67,63,5,3,2,4,25000,0,0,1,1
1,1,2,2,50,48,5,2,1,4,2500000,2,2,3,3
1,2,NA,4,62,NA,5,3,4,NA,0,2,NA,1,NA
1,1,2,6,78,76,5,3,1,4,3800000,0,0,1,2
2,1,2,6,67,57,5,2,4,4,1125000,2,2,3,3
2,2,1,2,51,69,5,2,1,1,475197,2,0,1,1
0,1,NA,3,81,NA,5,2,1,NA,197,0,NA,1,NA
2,2,1,2,61,52,5,2,4,1,500000,0,2,1,2
1,2,NA,4,51,NA,5,2,4,NA,8983333,2,NA,2,NA
2,1,NA,3,65,NA,5,2,6,NA,828116,2,NA,1,NA
2,1,2,2,39,21,5,2,1,6,2566000,2,2,1,2
2,1,2,6,38,37,5,2,1,1,6833333,2,2,1,3
3,2,NA,4,50,NA,5,2,1,NA,800000,2,NA,1,NA
0,1,NA,4,67,NA,5,3,4,NA,41666,0,NA,1,NA
1,1,2,6,49,50,5,3,1,4,900000,2,2,1,1
0,2,NA,5,80,NA,5,3,4,NA,1000000,0,NA,1,NA
2,1,NA,4,54,NA,5,3,1,NA,2250000,2,NA,3,NA
1,1,2,2,51,40,5,3,1,4,1050000,2,2,1,1
3,1,2,6,52,51,5,6,1,1,18800000,2,2,3,3
0,1,2,6,73,69,5,6,6,4,10000000,2,2,3,3
2,2,NA,5,44,NA,5,3,1,NA,3900196,2,NA,3,NA
3,2,NA,4,35,NA,5,3,1,NA,1700000,2,NA,3,NA
2,1,2,2,49,53,5,3,1,4,1000000,2,2,1,1
1,1,2,2,54,50,5,3,1,1,2873166,2,2,1,1
1,1,2,6,70,72,5,3,1,4,1996666,2,0,1,1
1,2,1,6,56,53,5,3,4,5,0,2,2,3,3
2,1,2,6,69,72,5,3,1,1,190098,0,0,1,1
0,2,NA,5,57,NA,5,3,4,NA,0,0,NA,1,NA
0,1,NA,5,62,NA,5,3,1,NA,450000,2,NA,1,NA
3,1,2,2,50,49,5,3,2,4,0,0,2,1,1
3,1,2,2,60,54,5,3,5,1,850000,0,2,1,1
1,2,1,2,53,49,5,2,1,5,828000,0,2,3,1
2,2,1,2,42,46,5,2,4,1,2500008,2,2,3,3
1,2,1,2,50,44,5,2,4,1,4000000,2,2,1,0
1,1,2,2,29,33,5,3,1,2,700000,2,2,1,1
2,1,2,6,33,36,5,3,1,1,4000000,2,2,1,1
2,2,NA,4,42,NA,5,3,1,NA,650000,2,NA,3,NA
1,1,2,2,63,39,5,3,1,1,3372000,2,2,3,3
0,1,2,6,56,55,5,2,1,1,3000252,2,2,3,3
0,2,1,1,29,23,5,2,4,1,400000,2,2,3,1
2,2,1,2,38,35,5,3,1,1,4393333,2,2,3,3
1,1,2,6,68,62,5,3,4,1,800000,0,2,1,1
1,2,NA,3,84,NA,5,2,5,NA,0,0,NA,1,NA
0,1,NA,5,79,NA,5,2,6,NA,1400000,0,NA,1,NA
0,1,NA,5,65,NA,5,2,1,NA,3000,0,NA,1,NA
0,1,2,6,49,52,5,3,1,1,3969333,2,2,3,1
3,2,1,2,43,39,5,2,4,1,300000,2,0,1,1
0,1,NA,4,68,NA,5,3,4,NA,3250000,2,NA,3,NA
1,2,1,2,61,53,5,3,4,1,800000,0,0,1,1
1,1,NA,4,57,NA,5,2,1,NA,700000,0,NA,1,NA
0,1,NA,5,54,NA,5,2,2,NA,100000,2,NA,1,NA
0,1,2,6,76,69,5,2,6,4,844782,0,0,3,1
2,2,NA,4,31,NA,5,2,2,NA,180000,2,NA,3,NA
1,1,2,6,56,52,5,2,1,4,300000,0,2,1,1
0,1,2,6,56,52,5,2,1,4,956333,2,0,1,1
2,1,2,6,39,32,5,2,1,1,3675000,2,2,2,3
4,2,NA,4,38,NA,5,3,1,NA,1492400,2,NA,1,NA
0,2,NA,4,45,NA,5,3,4,NA,0,2,NA,1,NA
2,1,2,6,35,29,5,2,1,1,5900000,2,2,3,3
1,1,2,2,58,53,5,2,1,4,500000,2,2,1,1
0,2,1,2,29,28,5,2,3,1,982333,2,2,3,1
0,2,NA,5,51,NA,5,2,1,NA,834000,2,NA,3,NA
2,1,2,6,36,36,5,2,1,1,5428000,2,2,3,3
1,1,2,2,34,41,5,3,2,1,800000,2,2,3,1
0,2,NA,5,59,NA,5,3,6,NA,728000,2,NA,3,NA
2,1,NA,3,89,NA,5,3,5,NA,3625000,0,NA,3,NA
0,1,2,2,21,20,5,2,1,4,600000,2,2,1,1
1,1,2,2,28,25,5,1,1,1,900000,2,2,1,1
1,2,NA,4,59,NA,5,1,4,NA,33333,2,NA,1,NA
1,1,2,6,33,31,5,2,1,4,1000000,2,2,3,3
1,1,2,2,33,43,5,2,1,4,2000000,2,2,1,1
2,2,NA,4,57,NA,5,2,1,NA,844782,2,NA,1,NA
2,1,2,2,26,27,5,2,1,4,1568000,2,2,1,1
1,1,2,1,28,24,5,2,1,4,1237500,2,2,1,3
2,2,NA,4,56,NA,5,5,1,NA,800000,2,NA,3,NA
2,2,NA,5,68,NA,5,1,4,NA,350000,0,NA,1,NA
1,1,2,1,30,26,5,1,1,1,1460822,2,2,1,1
0,1,2,6,62,57,5,1,1,1,3137598,2,0,1,1
0,2,NA,5,25,NA,5,1,1,NA,1300000,2,NA,3,NA
0,2,NA,3,84,NA,5,1,4,NA,250000,0,NA,0,NA
0,1,NA,5,20,NA,5,2,1,NA,1350000,2,NA,1,NA
1,2,NA,4,71,NA,2,2,4,NA,500000,0,NA,1,NA
0,1,2,6,66,71,2,2,6,4,2925000,2,2,1,1
3,1,2,2,23,30,2,2,1,4,600000,2,2,1,1
2,2,1,2,30,41,2,2,1,1,1770000,2,2,1,1
1,1,2,2,39,38,2,2,1,4,1039583,0,0,1,1
0,1,2,6,64,62,2,4,6,6,4347125,2,2,3,1
0,1,NA,4,61,NA,2,2,1,NA,3250000,2,NA,3,NA
1,2,NA,5,51,NA,2,3,1,NA,320000,2,NA,0,NA
0,1,NA,3,78,NA,2,2,1,NA,410000,0,NA,1,NA
1,1,2,6,54,50,2,2,1,4,700000,0,0,1,1
2,2,NA,4,52,NA,2,2,4,NA,1083333,2,NA,1,NA
2,2,NA,3,53,NA,2,2,1,NA,1500000,2,NA,1,NA
2,1,2,2,30,26,2,2,2,1,830000,2,2,1,1
1,1,2,2,42,28,2,2,6,1,800000,0,2,1,1
2,1,2,2,30,30,2,2,1,1,1508449,0,2,1,1
1,1,2,2,41,20,2,2,1,4,900000,0,0,1,1
0,2,1,6,75,71,2,2,4,1,432500,0,0,1,1
0,2,1,2,64,50,2,2,6,5,1227500,2,0,1,1
1,1,2,6,70,59,2,2,1,4,500000,0,0,1,1
0,2,1,2,47,36,2,2,1,1,1900000,2,2,1,1
0,1,2,6,79,69,2,2,6,4,897116,0,0,1,1
1,1,2,6,44,47,2,2,1,1,1499333,0,0,1,1
0,1,2,6,68,57,2,2,6,4,630000,0,0,1,1
2,1,2,6,28,29,2,2,1,1,2471219,2,2,3,3
1,1,2,6,71,81,2,2,1,4,1100000,0,0,0,1
0,1,2,6,76,67,2,2,4,6,2166666,2,0,1,1
1,1,NA,5,24,NA,2,2,1,NA,1080000,2,NA,3,NA
0,2,NA,4,76,NA,2,3,4,NA,2000000,2,NA,3,NA
3,1,2,6,34,34,2,3,1,4,1024449,2,2,1,1
1,1,2,2,53,49,2,3,1,1,3967812,2,2,3,1
2,1,2,2,58,49,2,2,1,1,3000000,0,0,1,0
0,1,NA,3,80,NA,2,2,4,NA,200000,0,NA,0,NA
3,1,2,2,54,57,2,2,1,4,716666,2,0,1,1
0,1,2,2,60,53,2,2,1,4,1476666,0,0,1,1
3,1,2,2,31,28,2,2,1,4,1233333,2,0,1,1
1,1,2,6,56,53,2,2,1,4,880000,0,0,0,1
2,2,NA,4,38,NA,2,2,1,NA,920000,2,NA,1,NA
3,2,NA,3,65,NA,2,2,4,NA,98,0,NA,1,NA
0,2,NA,4,60,NA,2,2,1,NA,1600000,0,NA,1,NA
0,2,1,6,80,87,2,3,4,4,2024999,2,0,1,1
0,2,NA,4,65,NA,2,3,6,NA,3408333,2,NA,3,NA
0,1,NA,5,58,NA,2,2,1,NA,350000,0,NA,1,NA
2,1,2,6,40,29,2,2,1,4,900000,2,2,1,1
0,1,NA,5,22,NA,2,2,1,NA,974666,2,NA,1,NA
0,1,NA,4,65,NA,2,2,1,NA,420000,0,NA,1,NA
2,1,2,6,40,43,2,2,1,4,1094166,2,2,1,1
0,2,NA,3,65,NA,2,2,4,NA,16666,0,NA,1,NA
1,2,NA,5,32,NA,2,3,1,NA,1956666,2,NA,3,NA
0,2,1,6,56,65,2,2,4,1,600000,0,0,1,1
3,2,NA,5,39,NA,2,2,1,NA,1120833,2,NA,1,NA
0,1,2,6,73,84,2,1,6,4,106,2,0,3,0
0,1,2,2,75,72,2,2,4,4,6499999,2,2,2,3
1,1,2,2,49,45,2,1,1,4,1367666,2,2,1,2
2,2,NA,4,46,NA,2,2,1,NA,840000,2,NA,1,NA
1,1,2,2,26,31,2,1,1,1,1400000,2,2,1,1
0,1,2,6,62,59,2,2,1,1,2003333,2,2,1,1
2,1,2,2,47,46,2,2,1,1,1080000,0,0,1,1
2,1,2,2,30,25,2,2,1,1,1273333,2,2,1,1
1,1,2,6,48,47,2,1,1,4,939666,2,2,1,1
2,1,2,2,49,47,2,1,1,4,969666,0,0,1,1
0,2,1,2,51,78,2,1,4,1,939666,0,0,1,1
1,1,2,6,62,54,2,2,1,4,972583,0,0,1,1
0,1,NA,4,53,NA,2,1,1,NA,964666,0,NA,1,NA
1,1,2,2,56,49,2,1,1,4,823000,0,0,0,1
0,1,NA,5,25,NA,2,1,1,NA,830000,2,NA,3,NA
0,1,2,6,46,37,2,2,1,4,500000,0,0,1,1
2,1,2,2,36,35,2,1,1,1,1970833,2,2,1,1
1,1,NA,3,78,NA,2,2,5,NA,0,0,NA,1,NA
1,2,NA,3,53,NA,2,1,1,NA,986666,0,NA,1,NA
2,1,2,2,52,54,2,1,1,4,1048000,2,2,1,1
0,1,2,6,64,64,2,1,5,4,1646000,0,2,1,1
0,1,NA,5,20,NA,2,1,1,NA,830000,0,NA,1,NA
1,2,NA,4,45,NA,2,1,1,NA,850000,2,NA,1,NA
1,2,NA,5,27,NA,2,1,1,NA,333333,2,NA,3,NA
2,1,2,2,30,37,2,1,1,4,500000,2,2,1,1
0,1,NA,5,31,NA,2,1,1,NA,800000,2,NA,1,NA
0,1,2,2,56,54,2,1,1,4,896666,0,0,1,1
1,1,2,2,62,56,2,1,1,4,1041666,0,0,1,1
1,2,NA,4,59,NA,2,8,1,NA,250000,2,NA,1,NA
2,2,1,2,39,38,2,2,1,1,2019833,2,2,1,3
2,1,2,2,42,29,2,2,1,4,800000,0,0,1,1
2,1,2,6,41,36,2,1,1,4,964000,0,1,1,1
2,1,2,2,55,53,3,1,4,1,1720782,0,2,1,1
0,1,2,6,72,53,3,1,1,4,850000,0,0,1,1
0,1,2,2,64,74,3,3,4,4,1098949,0,0,1,1
0,2,NA,5,27,NA,3,3,1,NA,2000000,2,NA,2,NA
3,1,2,2,37,36,3,1,1,1,950000,0,0,1,1
3,1,2,2,45,39,3,1,1,4,375000,2,0,1,1
1,1,2,6,35,28,3,4,1,1,8142000,2,2,3,3
2,2,NA,5,55,NA,3,2,4,NA,0,0,NA,1,NA
2,1,2,2,30,30,3,1,1,4,450000,0,0,1,1
1,1,2,2,22,19,3,1,4,1,616666,0,0,1,1
0,2,NA,5,59,NA,3,1,5,NA,400000,2,NA,1,NA
2,1,2,2,40,34,3,1,5,4,16666,2,0,1,1
0,1,2,2,59,50,3,1,4,4,62499,2,0,1,1
2,2,NA,4,51,NA,3,2,1,NA,400000,2,NA,1,NA
0,1,NA,5,27,NA,3,1,1,NA,500000,2,NA,3,NA
2,1,2,2,31,28,3,2,1,4,800000,2,2,1,1
2,1,2,2,46,40,3,1,1,4,1200000,2,2,1,1
1,1,2,2,31,18,3,1,1,4,900000,2,0,0,1
0,1,2,6,54,54,3,1,1,1,1500000,0,0,0,1
0,1,NA,3,60,NA,3,1,1,NA,500000,0,NA,1,NA
0,1,2,2,55,61,3,1,1,4,533333,0,0,1,1
0,2,NA,3,59,NA,3,1,1,NA,300000,0,NA,1,NA
2,1,2,6,39,25,3,1,1,4,700000,0,0,1,1
0,2,NA,5,44,NA,3,1,1,NA,900000,0,NA,1,NA
0,1,2,1,24,19,3,0,1,4,500000,0,0,1,1
1,2,NA,4,59,NA,3,1,1,NA,300000,0,NA,1,NA
2,1,2,2,33,25,3,1,1,4,500000,2,2,1,1
2,2,1,2,53,45,3,1,4,1,350000,0,0,1,1
0,2,NA,3,62,NA,3,1,4,NA,16666,0,NA,1,NA
1,1,2,2,44,45,3,1,1,4,830000,0,0,1,1
2,2,NA,2,33,NA,3,8,1,NA,1462500,2,NA,3,NA
3,1,2,2,35,37,3,8,1,1,3047333,0,2,1,3
2,1,2,2,40,36,3,8,1,4,1029314,0,2,1,1
0,1,2,6,36,36,3,8,1,4,1250000,0,0,1,1
1,1,2,2,30,33,3,1,1,4,900000,0,0,1,1
0,2,NA,4,32,NA,3,0,1,NA,550000,0,NA,1,NA
1,2,NA,4,51,NA,3,1,1,NA,1133333,2,NA,1,NA
2,2,NA,2,22,NA,3,0,1,NA,1016666,0,NA,1,NA
1,2,NA,4,20,NA,3,1,1,NA,500000,0,NA,1,NA
1,1,2,1,19,17,3,8,1,4,900000,0,2,1,1
1,2,1,2,45,48,3,1,1,1,3150000,2,0,1,0
1,1,2,6,56,51,3,1,1,1,4390833,0,2,1,3
0,1,2,6,58,51,3,1,1,4,912500,0,0,1,1
0,1,2,6,83,67,3,1,4,4,758333,0,0,1,0
2,2,NA,2,40,NA,3,0,1,NA,400000,2,NA,1,NA
2,1,2,6,55,53,3,1,1,4,1108333,0,0,1,1
1,1,2,2,39,37,3,1,1,4,1533333,2,2,1,1
1,2,1,2,28,25,3,1,4,1,841666,0,0,1,1
2,2,NA,4,23,NA,3,1,4,NA,625000,1,NA,1,NA
3,2,NA,6,39,NA,3,1,1,NA,750000,2,NA,1,NA
2,2,1,2,45,59,3,1,4,1,1866666,0,0,1,1
0,2,NA,2,51,NA,3,1,4,NA,358333,0,NA,1,NA
2,2,NA,4,48,NA,3,1,4,NA,1925000,0,NA,1,NA
0,1,2,6,64,53,3,2,4,1,2048750,2,2,3,3
0,1,2,6,65,62,3,1,1,1,1550000,0,2,0,1
0,1,2,2,25,18,3,1,1,4,1000000,2,2,1,1
1,1,2,2,24,22,3,1,1,1,1000000,0,0,1,1
0,2,1,6,64,77,3,1,4,6,500000,0,0,1,1
0,2,1,2,71,81,3,1,1,6,500000,0,0,0,0
0,2,NA,3,68,NA,3,1,4,NA,641666,0,NA,1,NA
1,2,NA,3,67,NA,3,2,4,NA,83333,0,NA,1,NA
0,2,1,2,27,39,3,1,4,4,800000,2,0,1,1
0,2,NA,3,75,NA,3,1,4,NA,400000,0,NA,1,NA
3,2,NA,5,32,NA,3,1,1,NA,350000,2,NA,1,NA
3,1,2,6,45,33,3,1,1,1,1800000,0,2,1,1
4,1,2,6,42,46,3,1,1,4,1000000,0,0,1,1
0,1,2,2,58,52,3,1,1,4,6825666,2,2,3,1
2,2,NA,4,38,NA,3,1,1,NA,603536,2,NA,1,NA
2,2,NA,4,30,NA,3,1,1,NA,250000,2,NA,1,NA
0,1,NA,6,59,NA,3,1,1,NA,2925000,2,NA,3,NA
5,2,NA,2,41,NA,3,1,4,NA,500000,2,NA,1,NA
1,2,NA,3,72,NA,3,1,4,NA,75000,0,NA,0,NA
3,1,2,2,44,38,3,0,1,1,1829000,2,2,1,3
0,2,NA,4,67,NA,3,1,1,NA,650000,0,NA,1,NA
1,2,NA,4,62,NA,3,1,4,NA,300000,0,NA,1,NA
0,1,2,6,63,55,3,2,1,4,1000000,2,0,1,1
0,1,2,6,73,72,3,1,4,4,333332,0,0,1,1
0,1,2,6,64,64,3,1,4,4,350000,0,0,1,0
0,1,2,2,64,65,3,2,1,4,1000000,0,0,1,1
0,2,NA,3,81,NA,3,1,1,NA,600000,0,NA,1,NA
2,1,2,6,55,51,3,1,1,4,916666,0,0,1,1
0,1,NA,4,70,NA,3,1,1,NA,450000,0,NA,1,NA
0,1,2,6,71,68,3,1,1,4,1508333,0,0,1,1
2,1,2,2,31,25,3,1,1,4,1135416,0,0,1,1
0,2,NA,4,63,NA,3,1,1,NA,966666,0,NA,1,NA
1,1,2,2,37,45,3,1,1,4,1320000,2,0,1,1
0,1,NA,4,50,NA,3,1,1,NA,1566666,2,NA,2,NA
0,1,2,6,58,53,3,1,1,4,1116666,0,0,1,1
0,2,1,6,48,51,3,1,1,1,2984166,0,0,1,1
0,1,NA,4,61,NA,3,1,2,NA,300000,2,NA,3,NA
2,1,2,2,54,26,3,1,1,4,600000,0,0,1,1
3,2,NA,4,33,NA,3,1,2,NA,433333,2,NA,1,NA
2,1,2,6,33,41,3,1,1,4,900000,2,0,1,1
0,1,NA,4,83,NA,3,1,4,NA,100000,0,NA,0,NA
1,1,NA,4,64,NA,3,1,4,NA,300000,0,NA,1,NA
0,1,2,6,63,61,3,2,1,4,750000,0,0,1,1
0,1,NA,4,61,NA,3,1,1,NA,750000,0,NA,1,NA
0,1,2,6,56,62,3,1,1,1,11555000,2,2,1,3
0,1,2,1,36,22,3,1,1,1,3050000,2,2,3,3
2,1,2,2,41,26,3,1,1,4,800000,0,2,1,1
2,1,2,2,47,42,3,1,1,1,2329375,0,2,1,3
0,1,NA,3,70,NA,3,1,4,NA,375000,0,NA,0,NA
0,1,NA,5,34,NA,3,1,2,NA,200000,2,NA,1,NA
0,2,NA,2,56,NA,3,2,1,NA,3478833,2,NA,3,NA
1,2,NA,2,49,NA,3,2,1,NA,450000,0,NA,1,NA
2,1,2,6,46,38,3,2,1,4,1200000,2,2,1,1
