"Hijos","Sexo.Jefe","Sexo.Conyuge","Tipo.Union","Edad.Jefe","Edad.Conyuge","Region","Estrato.vivienda","Trabajo.Jefe","Trabajo.conyuge","Ingresos.totales","Uso.tecnologia.Jefe","Uso.tecnologia.conyuge","Edu.Jefe","Edu.Conyuge"
0,1,NA,5,31,NA,3,1,1,NA,1408333,2,NA,1,NA
2,2,1,2,40,37,3,1,1,1,2233332,2,0,1,1
3,2,1,6,31,38,3,1,4,1,1446666,2,2,1,1
0,1,NA,5,55,NA,3,1,1,NA,300000,0,NA,1,NA
1,1,2,6,51,42,3,1,1,1,1138333,0,0,1,1
0,1,NA,4,50,NA,3,1,1,NA,840000,0,NA,0,NA
1,2,NA,3,77,NA,3,1,5,NA,0,0,NA,0,NA
2,2,NA,4,52,NA,3,1,1,NA,308333,0,NA,1,NA
3,1,2,2,29,27,3,1,1,4,1211666,1,0,1,1
0,1,2,6,63,58,3,1,1,1,915000,2,0,1,1
0,1,2,6,79,69,3,1,5,4,708333,0,0,1,1
2,2,NA,4,30,NA,3,1,1,NA,500000,2,NA,1,NA
2,1,2,2,38,33,3,1,1,1,1316666,2,2,1,1
1,1,2,2,23,18,3,1,1,4,1225000,0,0,1,1
4,1,2,2,37,36,3,1,1,4,969999,0,0,1,1
1,2,1,6,53,59,3,1,1,1,608333,0,0,1,1
2,2,NA,6,30,NA,3,1,4,NA,1250000,2,NA,1,NA
1,2,NA,3,75,NA,3,1,4,NA,100000,0,NA,1,NA
1,1,2,1,30,24,3,1,1,4,1001666,2,2,3,1
0,2,NA,4,53,NA,3,1,1,NA,2480000,2,NA,3,NA
0,1,NA,4,82,NA,3,1,1,NA,600000,0,NA,1,NA
5,1,2,2,53,51,3,1,1,4,180000,0,0,1,1
2,2,NA,4,71,NA,3,1,4,NA,66666,0,NA,1,NA
2,1,2,2,22,30,3,1,3,4,400000,0,2,3,1
1,1,2,2,61,65,3,1,1,4,346666,0,0,0,1
1,1,2,6,57,56,3,2,1,4,1955000,2,2,1,1
0,1,2,6,30,28,3,2,1,1,1700000,2,2,1,3
1,2,1,6,31,38,3,2,4,6,2000000,2,2,3,3
1,1,2,2,72,62,3,2,4,1,350000,2,2,1,1
0,2,NA,5,72,NA,3,2,4,NA,100000,0,NA,1,NA
0,2,NA,5,18,NA,3,2,1,NA,520000,2,NA,3,NA
0,2,NA,5,18,NA,3,2,1,NA,1841666,1,NA,1,NA
0,1,NA,5,41,NA,3,2,1,NA,1200000,2,NA,1,NA
1,2,NA,5,60,NA,3,1,4,NA,200000,0,NA,1,NA
0,2,NA,3,77,NA,3,2,4,NA,200000,0,NA,0,NA
1,2,NA,5,32,NA,3,1,4,NA,300000,2,NA,1,NA
2,1,2,2,37,34,3,1,1,1,940000,2,2,1,1
3,1,2,6,50,47,3,2,1,4,1066666,0,2,1,1
3,1,2,6,33,33,3,1,1,4,1237500,2,2,1,1
1,1,2,2,30,26,3,1,1,4,680000,0,0,1,3
2,1,2,6,52,40,3,1,1,4,755000,0,0,1,1
1,2,NA,2,23,NA,3,2,1,NA,1800000,2,NA,3,NA
0,1,2,6,47,46,3,2,1,4,1600000,2,0,1,1
2,2,NA,5,28,NA,3,1,4,NA,160000,2,NA,1,NA
1,1,2,2,43,42,3,1,1,4,458333,0,2,1,1
0,1,2,2,61,43,3,1,2,2,450000,0,0,1,1
0,2,1,6,61,60,3,1,4,4,400000,0,0,1,1
3,1,2,6,50,46,3,1,1,4,1200000,2,0,1,1
2,1,2,6,47,42,3,1,1,1,1100000,2,2,1,3
1,2,NA,3,63,NA,3,1,4,NA,12500,0,NA,1,NA
2,1,2,6,42,40,3,1,1,1,1180000,0,0,1,1
1,2,1,6,29,46,3,0,1,1,1800000,2,0,1,1
0,1,2,6,62,60,3,2,1,4,863000,2,2,1,1
0,1,2,6,82,56,3,2,4,1,800000,0,2,1,1
4,1,2,6,44,41,3,2,6,4,3150000,2,2,3,3
0,1,NA,6,62,NA,3,2,1,NA,1784532,2,NA,1,NA
1,1,2,2,41,44,3,1,1,4,600000,0,2,3,1
1,1,2,2,60,59,3,1,1,4,1417031,2,0,1,0
3,1,2,2,57,57,3,1,1,4,200000,0,0,1,1
0,1,2,6,68,66,3,1,1,4,512500,0,0,1,1
0,2,1,1,40,23,3,1,1,1,1800000,2,2,1,1
1,1,2,2,48,42,3,1,1,4,1473333,0,0,0,1
1,2,1,6,48,53,3,1,4,2,728333,0,0,1,1
1,1,2,6,63,61,3,1,1,4,733332,0,0,1,1
0,1,2,6,57,62,3,2,1,4,1850000,0,0,1,1
2,1,2,6,39,34,3,1,1,4,1300000,0,0,1,1
0,1,NA,2,60,NA,3,1,1,NA,1620833,2,NA,2,NA
0,2,NA,4,58,NA,3,1,4,NA,1250000,0,NA,1,NA
0,1,NA,6,45,NA,3,1,1,NA,1645000,2,NA,1,NA
3,1,2,6,34,34,3,1,1,4,700000,2,2,1,1
3,1,2,2,59,27,3,1,1,4,1400000,0,2,1,1
0,1,NA,6,54,NA,3,1,1,NA,2000000,0,NA,1,NA
2,1,2,6,58,53,3,2,1,4,2200000,0,0,1,1
0,1,NA,4,49,NA,3,2,1,NA,283333,2,NA,1,NA
2,1,2,6,33,28,3,1,1,1,3374999,2,2,3,3
0,1,2,6,85,78,3,2,5,4,16666,0,0,1,1
0,1,NA,4,81,NA,3,2,4,NA,0,0,NA,0,NA
1,1,2,6,87,80,3,1,4,1,1658333,0,0,1,1
1,2,1,2,63,70,3,2,4,6,289666,0,0,0,0
1,2,NA,3,78,NA,3,2,4,NA,0,0,NA,1,NA
1,1,2,6,58,60,3,1,1,4,1216666,0,0,1,1
0,1,NA,5,33,NA,3,2,1,NA,1000000,2,NA,3,NA
0,1,2,6,58,60,3,2,1,1,1129782,2,2,1,1
0,2,1,6,72,77,3,2,1,6,499999,0,0,1,1
2,1,2,6,55,51,3,2,1,1,2758333,0,2,1,1
1,1,2,6,77,76,3,1,1,4,300000,0,0,1,0
1,1,2,2,20,18,3,2,1,4,1628116,0,0,1,1
0,1,2,6,57,53,3,2,1,4,2416666,2,2,1,1
2,2,NA,3,67,NA,3,2,4,NA,0,0,NA,1,NA
0,1,2,2,63,56,3,2,6,1,408333,0,0,1,1
2,1,2,2,34,25,3,2,1,4,1866666,2,2,1,1
2,1,2,6,63,46,3,2,1,4,828116,0,0,1,1
1,2,NA,3,60,NA,3,2,1,NA,2033333,2,NA,1,NA
2,1,2,6,51,44,3,2,1,1,2352666,0,2,1,3
0,1,NA,5,28,NA,3,2,1,NA,1658333,2,NA,1,NA
1,1,2,2,37,37,3,2,1,1,4141666,0,2,1,1
1,1,2,6,58,54,3,1,1,1,3488333,0,2,1,1
1,2,1,2,20,27,3,1,4,1,1488333,2,2,1,1
2,1,2,6,46,44,3,1,1,4,1004782,2,2,1,1
0,1,2,2,58,56,3,1,1,4,828116,0,2,1,1
4,1,2,2,52,41,3,1,1,4,1550000,2,2,1,1
0,1,2,6,62,63,3,1,4,1,225000,0,0,0,0
1,2,NA,3,59,NA,3,1,4,NA,1978116,0,NA,1,NA
2,2,1,6,42,53,3,1,4,1,1450000,2,2,1,1
0,1,NA,4,44,NA,3,1,5,NA,780000,2,NA,1,NA
0,2,1,2,67,79,3,1,1,5,858333,0,0,0,0
0,1,2,2,56,58,3,1,1,4,750000,0,0,1,1
0,1,2,2,34,39,3,1,6,4,1228116,0,2,1,1
0,2,NA,3,86,NA,2,3,6,NA,700000,0,NA,1,NA
2,1,2,6,48,33,2,1,1,1,1745304,0,2,1,3
1,2,NA,6,57,NA,2,3,1,NA,11000000,2,NA,3,NA
5,2,1,6,44,37,2,1,4,1,828116,0,0,1,1
1,2,NA,4,55,NA,2,2,1,NA,400000,0,NA,1,NA
0,1,2,6,78,71,2,2,5,5,700000,0,0,1,1
3,1,2,2,43,45,2,1,1,1,1722898,2,2,1,1
0,1,NA,6,67,NA,2,1,1,NA,6400000,2,NA,3,NA
2,1,2,2,30,27,2,2,1,4,887116,2,2,1,1
0,1,NA,6,69,NA,2,1,6,NA,897125,0,NA,1,NA
0,2,NA,5,66,NA,2,2,1,NA,150000,0,NA,1,NA
0,1,NA,3,74,NA,2,1,1,NA,425000,0,NA,1,NA
0,2,NA,5,57,NA,2,1,4,NA,83333,0,NA,1,NA
0,1,NA,5,32,NA,2,2,1,NA,600000,0,NA,1,NA
2,2,NA,5,81,NA,2,2,4,NA,0,0,NA,1,NA
1,1,2,6,67,63,2,2,1,4,150000,0,0,1,1
4,1,2,2,41,34,2,2,1,4,1361000,2,2,1,1
1,1,NA,3,86,NA,2,1,4,NA,50000,0,NA,1,NA
0,1,NA,3,77,NA,2,2,1,NA,133333,0,NA,1,NA
1,1,2,2,36,33,2,2,1,4,828116,2,0,1,1
0,1,2,6,67,56,2,1,1,4,250000,0,0,1,1
0,1,2,6,75,86,2,2,4,4,141666,0,0,1,1
0,1,NA,4,57,NA,2,2,4,NA,187500,0,NA,1,NA
2,1,NA,4,58,NA,2,2,1,NA,2391666,2,NA,1,NA
0,2,NA,5,56,NA,2,2,4,NA,58333,0,NA,1,NA
2,2,NA,3,68,NA,2,2,4,NA,4166,0,NA,1,NA
0,1,NA,5,63,NA,2,2,1,NA,325000,0,NA,1,NA
0,1,2,6,61,55,2,2,4,4,268333,0,0,1,1
0,1,NA,5,55,NA,2,2,1,NA,366666,2,NA,1,NA
2,2,NA,5,35,NA,2,2,1,NA,180000,0,NA,1,NA
0,1,NA,6,74,NA,2,2,5,NA,8333,0,NA,0,NA
0,1,NA,6,77,NA,2,1,5,NA,83333,0,NA,1,NA
2,2,1,2,49,55,2,1,1,4,600000,2,0,3,1
1,2,NA,5,51,NA,2,1,4,NA,0,2,NA,1,NA
0,2,NA,5,52,NA,2,2,4,NA,12500,0,NA,1,NA
1,2,1,2,22,28,2,1,4,1,931630,2,2,1,3
3,2,NA,5,36,NA,2,2,4,NA,80000,2,NA,1,NA
0,2,NA,4,65,NA,2,2,4,NA,68333,0,NA,1,NA
2,2,NA,5,43,NA,2,2,1,NA,400000,2,NA,1,NA
0,1,2,6,79,79,2,2,4,4,1250000,0,0,1,1
2,2,NA,5,28,NA,2,2,4,NA,400000,2,NA,3,NA
0,1,2,2,46,48,2,2,1,4,959652,2,0,1,1
2,2,NA,5,46,NA,2,2,1,NA,150000,2,NA,1,NA
0,1,2,6,79,79,2,2,4,4,83332,0,0,1,1
1,2,NA,6,42,NA,2,2,4,NA,33333,2,NA,1,NA
2,2,NA,5,41,NA,2,2,4,NA,100000,0,NA,1,NA
1,1,2,6,69,63,2,2,4,4,0,0,0,1,1
1,2,NA,5,45,NA,2,2,1,NA,180000,0,NA,1,NA
1,1,2,6,62,60,2,2,1,1,2645833,0,2,1,3
2,1,2,2,27,25,2,2,1,4,510000,2,2,1,1
1,2,NA,4,43,NA,2,2,1,NA,330000,2,NA,1,NA
3,1,2,2,37,32,2,2,1,1,600000,2,2,1,1
1,2,NA,5,52,NA,2,2,1,NA,100000,0,NA,1,NA
3,1,2,2,54,26,2,1,1,4,133333,0,0,1,1
1,1,2,6,66,56,2,1,5,4,41666,0,0,1,1
0,1,NA,5,56,NA,2,2,1,NA,150000,0,NA,1,NA
0,1,2,6,71,64,2,1,4,4,0,0,0,0,1
1,1,NA,3,91,NA,2,1,5,NA,0,0,NA,1,NA
0,1,2,2,54,43,2,2,1,1,421666,0,0,1,1
1,2,NA,5,17,NA,2,1,4,NA,62500,2,NA,1,NA
0,1,NA,5,70,NA,2,1,4,NA,145000,0,NA,1,NA
1,1,2,2,58,52,2,1,1,4,166666,0,0,1,0
1,2,NA,3,60,NA,2,2,4,NA,108333,0,NA,1,NA
0,2,NA,4,61,NA,2,2,4,NA,8333,0,NA,1,NA
3,1,2,2,34,34,2,2,1,4,500000,0,0,1,1
5,2,NA,5,39,NA,2,2,1,NA,250000,0,NA,1,NA
2,1,2,2,33,26,2,2,1,4,283333,0,0,1,1
1,2,NA,3,63,NA,2,1,4,NA,69009,0,NA,1,NA
0,1,2,6,66,62,2,2,4,4,1900000,2,2,1,1
0,1,2,2,38,39,2,2,1,4,242000,0,0,1,1
0,2,NA,5,73,NA,2,2,4,NA,0,0,NA,1,NA
1,1,2,6,69,67,2,2,1,4,146666,0,0,1,1
3,1,NA,3,67,NA,2,2,4,NA,0,0,NA,1,NA
3,1,2,2,35,35,2,2,1,4,350000,2,2,1,1
2,1,2,6,47,39,2,2,1,4,966152,2,2,1,1
2,2,1,2,36,38,2,2,1,2,550000,2,2,3,1
2,1,2,6,42,44,2,2,1,1,1838666,0,2,1,1
2,1,2,6,43,37,2,3,1,1,2008481,2,2,3,3
4,1,2,2,48,48,2,2,1,4,300000,0,0,1,1
1,2,NA,6,58,NA,2,2,4,NA,0,0,NA,1,NA
2,1,2,2,26,31,2,2,1,4,240000,2,2,1,1
1,1,2,6,81,60,2,2,1,4,250000,0,0,1,1
0,1,NA,5,19,NA,2,2,1,NA,675000,2,NA,1,NA
2,1,2,2,31,53,2,2,1,1,2150000,2,2,1,1
2,1,NA,4,49,NA,2,3,1,NA,1000000,2,NA,1,NA
0,1,NA,4,34,NA,2,2,1,NA,935000,2,NA,1,NA
1,1,2,6,58,57,2,2,1,1,2712666,0,0,1,1
2,1,2,2,29,31,2,2,1,1,1466666,2,0,1,1
1,1,2,1,25,32,2,2,1,1,1640000,2,2,3,3
3,1,2,6,49,47,2,2,1,4,1300000,2,0,1,1
0,1,2,6,56,53,2,2,1,4,1500000,0,0,1,1
3,1,2,2,40,42,2,2,1,1,600000,2,0,1,1
4,1,2,2,27,33,2,2,1,4,1041666,2,2,1,1
1,1,2,6,75,72,2,3,5,4,559166,0,2,1,1
1,1,2,2,34,30,2,1,1,4,1137333,2,2,3,3
1,2,NA,4,51,NA,2,1,1,NA,840833,0,NA,1,NA
1,1,2,2,52,60,2,2,1,4,963200,2,0,1,1
2,1,2,2,34,44,2,2,1,1,3900000,2,2,1,1
2,1,2,2,31,22,2,2,1,5,1825000,2,2,1,1
2,1,2,6,54,53,2,2,1,4,2766666,0,0,1,1
3,1,2,2,50,44,2,2,1,4,500000,0,0,1,1
2,1,2,6,55,54,2,2,1,1,550000,0,0,1,1
3,1,2,6,55,44,2,2,1,4,2000000,0,0,1,1
2,1,2,2,45,35,2,2,1,1,1791666,2,2,1,1
1,2,NA,3,87,NA,2,2,4,NA,0,0,NA,1,NA
1,1,2,6,78,69,2,2,1,4,2916666,0,0,1,0
2,2,NA,2,38,NA,2,2,1,NA,378333,0,NA,1,NA
1,1,2,6,57,46,2,2,1,4,766666,0,0,1,1
0,1,2,6,81,79,2,2,1,4,2133333,0,0,1,1
0,1,NA,5,18,NA,2,2,1,NA,200000,0,NA,1,NA
3,1,2,6,48,48,2,2,1,1,1091666,0,0,1,1
2,1,2,2,40,26,2,2,1,4,1100000,0,0,1,1
0,2,NA,4,77,NA,2,2,4,NA,16666,0,NA,0,NA
0,1,NA,5,29,NA,2,2,1,NA,1400000,0,NA,1,NA
0,2,NA,4,80,NA,2,2,4,NA,124166,0,NA,0,NA
0,1,2,6,50,52,2,2,1,4,1183333,2,2,1,1
0,1,2,2,35,32,2,2,1,1,1200000,0,0,1,1
2,1,2,2,29,28,2,2,1,4,1006666,1,0,1,1
0,1,2,6,78,70,2,1,5,4,0,0,0,1,0
0,1,2,2,53,43,2,2,1,1,750000,2,2,1,1
0,1,2,6,66,71,2,2,1,4,1000000,0,0,1,1
3,2,NA,2,37,NA,2,2,1,NA,1346666,0,NA,0,NA
2,1,2,2,30,21,2,2,1,1,754166,2,2,1,1
1,1,NA,3,82,NA,2,2,4,NA,0,0,NA,1,NA
2,1,2,2,35,31,2,2,1,4,2100000,0,0,1,1
2,1,2,2,26,22,2,2,1,4,888333,0,0,1,1
0,2,NA,6,64,NA,2,2,4,NA,25000,0,NA,0,NA
0,2,NA,3,73,NA,2,2,4,NA,516666,0,NA,1,NA
1,1,2,6,65,60,2,2,1,4,374999,0,0,0,0
1,1,2,6,56,46,2,2,1,4,1450000,0,0,1,1
1,2,NA,5,23,NA,2,2,1,NA,50000,0,NA,1,NA
2,1,2,2,31,29,2,2,1,1,3494166,0,0,1,1
2,2,NA,5,38,NA,2,2,1,NA,300000,0,NA,1,NA
0,1,NA,4,52,NA,2,2,1,NA,0,2,NA,1,NA
3,1,2,6,36,27,2,2,1,4,800000,1,0,3,1
0,1,2,6,78,71,2,2,4,4,83333,0,0,1,1
0,1,NA,5,27,NA,2,2,1,NA,1000000,2,NA,1,NA
2,1,2,2,38,28,2,1,1,4,1127500,0,1,1,3
1,1,NA,5,37,NA,2,2,1,NA,1777000,2,NA,1,NA
2,1,2,6,48,46,2,1,1,4,1350000,2,2,1,1
0,1,NA,5,26,NA,2,2,1,NA,1288000,2,NA,3,NA
2,2,NA,5,26,NA,2,1,1,NA,1083333,2,NA,1,NA
1,1,2,2,22,26,2,1,1,4,1110333,2,2,1,1
0,1,NA,5,27,NA,2,1,1,NA,1000000,0,NA,1,NA
2,1,2,2,45,22,2,2,1,4,1627000,2,2,1,3
0,2,NA,5,19,NA,2,2,1,NA,937500,2,NA,3,NA
0,1,NA,4,54,NA,2,2,4,NA,425000,0,NA,1,NA
3,2,NA,4,53,NA,2,2,1,NA,700000,0,NA,1,NA
0,2,1,6,78,83,2,2,4,1,37606,0,0,1,1
2,2,1,2,35,36,2,2,1,1,1081000,2,0,3,1
2,1,2,6,47,46,2,2,1,1,1739333,2,2,1,1
0,2,NA,3,72,NA,2,2,4,NA,15000,0,NA,1,NA
0,1,2,6,69,66,2,2,4,1,98,0,0,3,1
0,2,NA,5,79,NA,2,2,1,NA,600000,0,NA,1,NA
0,2,NA,5,70,NA,2,2,1,NA,500000,2,NA,1,NA
1,1,2,2,44,40,2,2,1,4,1350000,2,2,1,3
0,2,1,2,24,26,2,1,1,1,2133000,2,2,3,3
1,2,NA,4,21,NA,2,2,4,NA,330000,2,NA,1,NA
3,2,NA,4,49,NA,2,2,4,NA,200000,0,NA,1,NA
0,1,NA,4,46,NA,2,2,1,NA,300000,2,NA,1,NA
1,2,1,2,33,32,2,2,1,1,1100000,2,2,1,3
0,1,NA,5,24,NA,2,3,1,NA,1278966,2,NA,3,NA
1,1,2,2,26,24,2,2,1,1,2190000,2,2,1,3
2,1,2,2,46,50,2,3,1,1,4984348,2,2,1,1
1,2,1,2,28,26,2,2,1,1,3644500,2,2,3,3
0,1,2,2,59,49,2,2,2,1,874999,2,2,1,1
1,1,2,6,60,44,2,2,1,4,1200000,2,0,1,1
0,1,NA,5,24,NA,2,2,1,NA,1912500,2,NA,1,NA
4,1,2,2,43,33,2,3,1,1,2000000,2,2,1,1
1,2,NA,4,75,NA,2,3,4,NA,800000,0,NA,1,NA
1,1,2,6,61,56,2,3,1,4,4850000,2,2,3,3
3,2,1,2,42,37,2,3,1,2,1430000,2,2,1,1
1,1,2,6,46,33,2,5,6,1,6500000,2,2,3,3
1,1,2,2,26,31,2,3,1,1,12280000,2,2,3,3
0,1,2,2,29,23,2,1,1,1,2146999,2,2,3,1
0,2,NA,4,55,NA,2,3,1,NA,1183666,2,NA,3,NA
1,1,2,2,44,40,2,1,1,4,800000,2,2,1,1
2,1,2,6,40,41,2,3,1,1,7319999,2,2,3,3
3,1,2,2,33,32,2,2,2,1,1299333,2,2,1,3
0,2,NA,6,51,NA,2,4,4,NA,1700000,2,NA,1,NA
0,1,2,2,66,53,2,3,1,4,7000000,2,2,3,2
0,1,2,6,69,63,2,3,1,4,12316666,2,2,3,3
0,2,NA,5,62,NA,2,4,1,NA,4012500,2,NA,3,NA
0,1,NA,5,31,NA,2,4,1,NA,4200000,2,NA,3,NA
0,1,2,2,36,32,2,1,1,1,2545833,2,2,1,3
0,1,2,2,53,51,2,3,1,1,2183333,2,0,1,1
3,2,1,6,34,42,2,2,4,1,1594403,2,2,1,1
3,1,2,6,28,30,2,1,1,1,2657500,2,2,1,3
1,2,NA,4,29,NA,2,2,1,NA,1000000,2,NA,1,NA
1,1,NA,4,31,NA,2,2,1,NA,1740732,2,NA,1,NA
2,2,NA,4,40,NA,2,2,1,NA,1100000,2,NA,1,NA
1,2,1,2,49,45,2,1,1,1,4420000,2,2,3,1
2,2,1,6,38,44,2,2,1,1,2000000,2,2,1,1
0,1,NA,5,53,NA,2,2,1,NA,820000,0,NA,1,NA
3,1,2,2,35,31,2,1,1,1,1100000,2,2,1,1
0,1,2,2,41,45,2,1,1,2,1260000,2,2,1,2
0,1,NA,4,57,NA,2,1,1,NA,1200000,2,NA,1,NA
0,2,NA,3,77,NA,2,1,5,NA,204166,0,NA,1,NA
2,2,NA,4,34,NA,2,1,1,NA,800000,2,NA,1,NA
4,2,NA,2,31,NA,2,1,4,NA,655000,2,NA,1,NA
1,1,2,2,39,29,2,3,1,1,5260000,2,2,2,3
1,1,2,2,24,18,2,2,1,4,1000000,2,2,1,1
0,1,NA,4,63,NA,2,3,1,NA,1020833,0,NA,1,NA
0,1,NA,4,86,NA,2,3,1,NA,850000,0,NA,1,NA
1,2,1,2,24,27,2,3,1,2,934481,2,2,1,1
0,1,NA,4,54,NA,2,3,1,NA,2200000,2,NA,1,NA
1,1,2,2,44,24,2,3,1,1,900000,2,0,1,1
1,1,2,2,62,49,2,3,1,4,2900000,2,2,1,1
0,1,2,6,37,30,2,3,1,1,2155116,2,2,1,3
0,1,2,6,75,63,2,3,1,4,1453500,0,2,1,3
0,2,1,2,50,57,2,3,1,5,1800000,2,2,1,1
1,2,NA,4,48,NA,2,1,1,NA,830000,2,NA,3,NA
0,2,NA,4,70,NA,2,3,4,NA,600000,0,NA,1,NA
0,1,NA,5,28,NA,2,3,1,NA,4691666,2,NA,3,NA
2,1,2,6,44,42,2,3,1,4,7500000,2,2,3,3
0,2,1,2,46,51,2,2,1,1,2416666,2,0,1,1
0,2,NA,3,72,NA,2,8,4,NA,83333,0,NA,0,NA
1,1,NA,3,70,NA,2,1,1,NA,300000,0,NA,1,NA
0,1,NA,4,71,NA,2,1,1,NA,206,0,NA,1,NA
1,1,2,6,65,50,2,1,1,4,1414166,0,0,1,1
0,1,NA,4,39,NA,2,1,1,NA,1200000,0,NA,1,NA
0,1,2,2,59,55,2,1,1,4,300000,0,0,0,1
1,2,NA,6,30,NA,2,2,4,NA,600000,2,NA,3,NA
3,2,NA,4,43,NA,2,1,6,NA,200000,0,NA,1,NA
2,2,NA,4,29,NA,2,1,1,NA,450000,2,NA,1,NA
2,1,2,2,33,35,2,2,1,4,450000,0,0,1,1
0,2,NA,6,43,NA,2,2,1,NA,3142500,2,NA,3,NA
0,2,NA,6,55,NA,2,2,1,NA,320000,2,NA,1,NA
1,2,NA,4,43,NA,2,2,1,NA,1700000,2,NA,1,NA
0,1,NA,5,26,NA,2,1,1,NA,460000,0,NA,1,NA
3,1,2,6,33,34,2,2,1,4,910000,0,0,3,1
0,2,NA,6,62,NA,2,2,4,NA,262000,0,NA,1,NA
0,2,NA,4,48,NA,2,2,4,NA,345000,0,NA,1,NA
1,2,NA,3,78,NA,2,2,4,NA,690000,0,NA,1,NA
0,2,NA,3,81,NA,2,0,4,NA,25000,0,NA,0,NA
0,2,1,6,66,58,2,1,4,1,400000,2,0,1,1
0,1,NA,4,76,NA,2,1,1,NA,683333,0,NA,1,NA
1,2,NA,2,48,NA,2,2,1,NA,300000,0,NA,1,NA
0,2,NA,4,46,NA,2,1,1,NA,40000,0,NA,1,NA
1,1,2,2,28,23,2,1,1,4,1400000,0,0,1,1
1,1,2,2,46,44,2,1,1,4,1916666,2,2,1,1
2,2,NA,4,40,NA,2,1,1,NA,1200000,2,NA,1,NA
1,1,2,2,46,43,2,1,1,4,500000,0,2,1,1
2,1,2,6,43,38,2,1,1,4,400000,0,0,0,1
1,2,NA,2,19,NA,2,1,4,NA,0,0,NA,1,NA
0,1,NA,4,38,NA,2,1,1,NA,600000,2,NA,1,NA
2,1,2,2,43,39,2,1,1,4,540000,0,2,1,1
2,1,2,2,24,23,2,1,1,4,558000,2,0,1,1
1,1,2,6,58,44,2,1,1,4,400000,0,0,1,1
1,2,1,2,48,38,2,1,1,1,1025250,2,2,1,1
4,2,1,2,32,38,2,1,4,1,2150000,2,0,1,1
0,1,NA,2,50,NA,2,1,1,NA,1553333,2,NA,1,NA
1,2,1,2,59,59,2,1,4,1,1443333,0,0,1,1
3,2,1,2,31,32,2,1,4,1,750000,2,2,1,1
0,1,NA,4,66,NA,2,1,1,NA,1300000,0,NA,1,NA
0,1,NA,5,30,NA,2,1,2,NA,0,0,NA,1,NA
3,2,NA,4,42,NA,2,1,1,NA,1203750,0,NA,1,NA
0,1,NA,4,60,NA,2,1,1,NA,1867333,0,NA,1,NA
2,1,2,2,31,23,2,1,1,4,2033333,2,2,1,1
3,1,2,2,38,33,9,8,1,4,1595000,1,2,1,1
2,1,2,2,31,33,9,0,1,4,1046666,1,2,1,1
2,1,2,2,45,40,9,8,1,4,783333,0,0,1,1
1,1,2,2,65,64,9,8,1,4,640000,0,0,1,1
2,1,2,2,54,28,9,8,1,4,1566666,0,0,1,1
1,1,2,2,35,36,9,8,1,5,530000,0,0,1,1
3,1,2,2,42,35,9,8,1,4,400000,0,0,1,1
0,1,NA,5,66,NA,9,8,1,NA,2200000,0,NA,1,NA
2,1,2,2,52,30,9,8,1,4,1000000,1,1,1,1
3,1,2,2,56,49,9,8,1,4,2675000,0,0,1,1
2,1,2,2,27,20,9,8,1,4,1141666,0,0,1,1
0,1,NA,6,49,NA,9,8,1,NA,1893500,2,NA,1,NA
2,1,2,2,21,22,9,8,1,4,900000,0,0,1,1
3,1,2,2,28,24,9,8,1,4,1833333,1,0,3,1
2,1,2,6,76,66,9,0,1,4,152499,0,0,0,0
2,1,2,2,47,45,9,8,1,6,250000,0,0,1,1
3,1,2,6,52,48,9,8,4,4,400000,0,0,1,1
0,1,2,2,65,56,9,8,1,4,1000000,0,0,1,1
0,1,NA,3,63,NA,9,8,1,NA,135833,0,NA,0,NA
3,1,2,2,49,33,9,8,1,4,400000,0,0,1,1
1,1,NA,4,45,NA,9,8,1,NA,283333,0,NA,1,NA
5,1,2,2,31,28,9,8,1,4,1300000,0,0,1,1
2,1,2,2,40,43,9,8,1,4,600000,0,0,1,1
3,1,2,6,43,44,9,0,1,6,700000,0,0,1,1
0,2,NA,3,70,NA,9,0,1,NA,385008,0,NA,1,NA
2,1,2,2,55,43,9,8,1,4,200008,2,0,1,1
1,1,2,6,56,55,9,0,1,1,350016,0,0,1,1
1,2,1,6,63,75,9,8,4,1,200008,0,0,0,0
2,1,2,2,32,46,9,0,6,6,400008,0,0,1,1
0,1,NA,5,26,NA,9,0,1,NA,1400000,2,NA,1,NA
0,1,2,6,54,55,9,8,1,4,200008,0,0,1,1
2,2,NA,6,53,NA,9,0,1,NA,40008,0,NA,1,NA
1,1,2,2,20,19,9,0,1,4,104174,1,1,1,1
1,1,2,2,45,50,9,0,1,1,783349,0,0,1,1
0,1,NA,4,44,NA,9,8,1,NA,225000,0,NA,1,NA
3,1,2,2,36,29,9,8,1,4,1714666,2,1,3,1
1,1,2,2,20,19,9,0,1,4,117508,1,1,1,1
1,1,2,2,24,21,9,0,1,4,2416666,2,2,1,1
0,1,2,6,82,72,9,0,6,1,41674,0,0,1,1
2,1,2,2,44,36,9,0,1,4,200008,2,2,1,1
0,1,NA,5,25,NA,9,0,6,NA,600000,2,NA,1,NA
1,2,NA,3,79,NA,9,0,4,NA,2500,0,NA,1,NA
0,2,NA,3,61,NA,9,0,1,NA,50008,0,NA,1,NA
0,1,2,6,69,64,9,0,1,4,200008,0,0,1,1
2,1,2,2,49,46,9,0,1,1,909674,2,2,1,1
3,1,2,2,45,44,9,0,1,4,200008,0,0,1,1
2,1,2,2,47,45,9,0,1,4,500008,0,0,1,1
