"Hijos","Edad.Jefe","Edad.Conyuge","Ingresos.totales","Sexo.Jefe","Sexo.Conyuge","Tipo.Union","Region","Trabajo.Jefe","Trabajo.conyuge","Edu.Jefe","Edu.Conyuge","Estrato.vivienda","Uso.tecnologia.Jefe","Uso.tecnologia.conyuge"
"T",22,21,400000,"2","1","1","9","4","1","1","1","2","2","2"
"T",35,34,400000,"2","1","2","9","4","1","1","1","2","2","0"
"T",29,20,1600000,"1","2","2","9","1","4","1","1","1","2","2"
"T",33,36,14333333,"1","2","2","9","1","1","1","3","1","2","2"
"T",46,52,500000,"2","1","2","9","1","5","1","1","1","2","0"
"T",38,41,2000000,"1","2","6","9","1","4","3","3","1","2","2"
"N",62,62,4808333,"1","2","6","9","5","5","3","3","0","2","2"
"T",33,30,645000,"1","2","2","9","1","4","1","1","1","2","2"
"N",58,54,83333,"1","2","6","9","6","4","3","1","1","2","2"
"T",62,55,212,"1","2","2","9","1","1","1","0","1","0","0"
"T",43,37,106,"2","1","6","9","6","1","1","2","1","2","2"
"T",33,26,350000,"1","2","1","9","1","4","1","1","1","2","2"
"T",40,29,216666,"1","2","6","9","1","4","1","1","1","2","1"
"T",36,40,1874666,"2","1","6","9","1","1","1","1","1","0","0"
"T",42,38,100000,"1","2","2","9","1","2","1","1","1","0","0"
"T",32,30,1000000,"1","2","2","9","1","1","1","1","1","2","2"
"N",20,19,300000,"1","2","2","9","1","4","1","1","1","0","0"
"T",21,22,800000,"2","1","2","9","4","1","1","1","1","2","0"
"T",33,28,1200000,"1","2","2","9","1","4","1","1","1","2","0"
"T",39,25,7200000,"1","2","2","9","1","1","1","1","1","2","2"
"N",45,41,133333,"1","2","6","9","2","2","1","3","2","2","2"
"T",56,57,2839583,"2","1","2","9","1","1","3","1","3","2","2"
"T",49,45,2039000,"1","2","2","9","1","1","1","1","2","2","2"
"T",38,67,450000,"2","1","2","9","4","6","1","1","2","0","0"
"T",74,42,1200000,"1","2","2","9","1","1","1","1","2","0","0"
"T",47,47,3000000,"1","2","2","9","1","1","1","1","1","1","0"
"N",55,46,1400000,"1","2","2","9","1","1","1","1","1","0","0"
"T",40,33,3300000,"1","2","6","9","1","4","3","1","2","2","2"
"T",34,48,1274582,"2","1","2","9","4","1","1","1","1","2","2"
"T",69,45,633333,"2","1","2","9","4","1","1","1","1","0","0"
"N",34,22,3200000,"1","2","1","9","1","4","3","1","2","2","0"
"T",41,36,8725198,"1","2","6","9","1","1","3","3","2","2","2"
"T",69,65,200000,"1","2","6","9","1","1","1","0","1","0","0"
"T",62,50,1900000,"1","2","6","9","1","4","3","1","2","0","0"
"T",55,22,1200000,"1","2","2","9","1","4","1","1","1","2","0"
"T",31,24,200000,"1","2","2","9","1","4","3","1","1","2","0"
"N",42,22,800000,"1","2","2","9","1","3","1","3","1","2","2"
"T",46,25,2000000,"1","2","2","9","1","1","1","3","1","0","2"
"T",57,56,1450000,"1","2","2","9","1","1","1","1","1","0","0"
"T",51,50,10554750,"1","2","6","9","1","1","3","3","1","2","2"
"T",61,78,1300000,"1","2","2","9","4","4","3","1","1","0","0"
"T",24,33,1300000,"1","2","2","9","1","4","1","1","1","0","0"
"T",45,55,6900000,"1","2","2","9","1","1","3","3","1","2","2"
"N",44,33,3037833,"1","2","6","9","6","1","3","3","1","2","2"
"T",32,25,666666,"1","2","2","9","4","1","3","3","1","2","2"
"T",34,28,0,"1","2","2","9","6","3","3","3","1","2","2"
"T",42,36,800000,"1","2","2","9","1","4","1","1","1","0","0"
"T",51,54,2233237,"1","2","2","9","1","4","1","1","1","2","0"
"T",37,43,1681666,"1","2","2","9","1","1","1","1","1","2","2"
"T",28,23,1000000,"1","2","2","9","2","1","1","1","1","2","2"
"T",34,40,1050000,"1","2","2","9","1","4","3","1","1","2","0"
"T",48,51,1300000,"2","1","2","9","1","1","1","1","1","0","0"
"T",26,22,1200000,"1","2","2","9","1","4","3","1","1","2","2"
"T",37,27,4500000,"1","2","2","9","1","1","3","3","2","2","2"
"T",37,48,1700000,"2","1","2","9","1","4","3","3","1","2","2"
"N",28,30,2241666,"1","2","2","9","1","1","3","3","1","2","2"
"T",61,29,3733333,"1","2","2","9","1","4","3","3","1","2","2"
"T",71,61,540000,"1","2","2","9","5","4","1","1","1","0","0"
"T",45,49,1500000,"1","2","2","9","1","4","1","3","1","0","0"
"T",64,56,155000,"1","2","2","9","4","4","1","1","1","0","0"
"T",28,37,1520000,"1","2","6","9","1","4","3","1","1","2","0"
"T",50,43,2290666,"1","2","2","9","2","1","1","3","1","1","2"
"T",47,48,3800760,"2","1","2","9","1","1","3","1","1","2","0"
"T",54,58,40000,"1","2","2","9","1","4","1","1","0","0","0"
"T",35,20,3000000,"1","2","2","9","1","4","1","1","1","0","1"
"N",35,39,7466666,"2","2","2","9","1","1","3","3","1","2","2"
"T",51,40,1640000,"1","2","2","9","1","1","1","3","1","2","2"
"T",64,52,8313000,"1","2","6","9","1","1","3","3","1","2","2"
"T",69,52,1728000,"1","2","2","9","4","1","3","1","1","0","2"
"T",38,39,2200000,"1","2","2","9","1","1","1","1","1","0","0"
"N",48,19,0,"1","2","1","9","2","4","3","1","1","2","1"
"T",31,31,3300000,"2","1","6","9","1","1","3","3","1","2","2"
"T",61,66,3236666,"1","2","2","9","1","1","1","1","1","2","0"
"T",33,35,600000,"1","2","2","9","6","4","3","3","1","0","0"
"N",24,27,1500000,"1","2","1","9","1","1","3","1","1","0","0"
"N",50,47,650000,"1","2","2","9","1","1","1","1","1","0","0"
"T",29,30,2771032,"1","2","2","9","1","1","3","3","2","2","2"
"T",45,40,1900000,"1","2","2","9","1","1","1","1","1","2","2"
"T",51,48,2450000,"1","2","6","9","1","1","1","3","2","2","1"
"T",49,42,1400000,"2","1","2","9","1","1","1","1","1","0","2"
"N",69,65,220000,"1","2","2","9","1","4","1","0","1","0","0"
"T",39,21,1180000,"1","2","2","9","1","1","1","1","1","0","0"
"T",19,29,1900000,"2","1","2","9","1","1","3","1","1","2","2"
"T",54,51,316000,"1","2","6","9","1","1","1","1","1","0","0"
"N",26,25,1061112,"1","2","1","9","1","4","1","1","1","2","0"
"T",44,47,750000,"1","2","6","9","1","4","1","1","1","2","2"
"N",69,59,250000,"1","2","2","9","1","4","1","1","1","0","0"
"T",23,27,860833,"1","2","1","9","1","4","1","1","1","2","2"
"T",50,50,1150000,"1","2","2","9","1","1","1","1","2","2","2"
"T",42,33,400000,"1","2","6","9","1","4","1","1","1","1","2"
"T",27,26,1500000,"1","2","1","9","1","4","3","3","1","2","0"
"T",20,30,650000,"2","1","2","9","4","1","1","1","1","0","0"
"T",67,57,0,"1","2","6","9","1","4","1","1","2","0","2"
"N",46,57,4066666,"1","2","2","9","1","6","1","1","2","0","2"
"T",36,31,7000000,"1","2","6","9","1","1","1","1","2","2","2"
"T",39,35,955000,"1","2","2","9","1","1","1","1","1","2","0"
"T",37,32,4419499,"1","2","2","9","1","1","1","3","1","2","2"
"T",39,27,600000,"1","2","1","9","1","4","1","3","1","2","0"
"T",38,30,2000000,"1","2","2","9","1","1","1","1","1","0","2"
"N",28,24,2341333,"1","2","2","9","1","1","3","3","1","2","2"
"T",37,60,541666,"2","1","6","9","4","1","1","1","1","0","0"
"T",48,33,3000000,"1","2","2","9","1","4","1","1","1","2","2"
"T",38,34,700000,"1","2","2","9","1","4","1","1","1","0","0"
"N",54,57,800000,"1","2","6","9","1","4","1","1","1","0","0"
"T",36,28,800000,"1","2","2","9","1","4","1","1","1","0","0"
"T",34,31,883333,"1","2","2","9","1","1","1","1","1","0","1"
"N",54,57,625000,"2","1","2","9","4","1","1","1","1","2","0"
"N",70,62,141666,"1","2","6","9","1","4","1","1","1","0","0"
"N",50,62,1200000,"1","2","2","9","1","4","1","1","1","0","0"
"T",31,30,1040000,"1","2","2","9","1","1","1","1","2","2","0"
"T",41,41,490000,"2","1","6","9","4","1","1","1","1","2","0"
"N",65,54,2251000,"1","2","2","9","4","1","1","1","1","0","0"
"T",36,48,650098,"2","1","6","9","1","1","1","1","1","0","0"
"T",59,49,200000,"1","2","6","9","1","4","1","1","0","0","0"
"T",59,39,600000,"1","2","6","9","1","4","1","1","1","2","0"
"T",27,28,500000,"2","1","1","9","4","1","2","3","1","0","0"
"T",25,24,850000,"1","2","6","9","1","4","1","1","1","0","0"
"T",70,49,700000,"1","2","6","9","1","4","1","1","1","0","0"
"T",58,64,997666,"2","1","2","9","1","1","1","1","1","0","0"
"N",44,50,879166,"1","2","6","9","1","4","1","1","1","0","0"
"T",35,31,969000,"1","2","2","9","1","4","1","1","3","2","2"
"T",55,37,0,"1","2","6","9","1","4","1","0","1","0","0"
"T",44,30,350000,"1","2","6","9","1","4","0","3","1","0","0"
"T",25,16,828116,"1","2","1","9","1","4","1","1","0","0","0"
"N",58,51,600000,"1","2","2","9","1","4","1","0","1","0","0"
"T",39,33,1000000,"1","2","6","9","1","4","1","1","1","0","0"
"T",54,44,183431,"1","2","2","9","1","4","1","1","1","0","0"
"T",63,53,41666,"1","2","2","9","1","4","1","1","1","0","0"
"T",35,32,2860282,"1","2","1","9","1","1","1","3","1","2","2"
"T",42,34,3657000,"1","2","2","1","1","1","3","3","2","2","2"
"T",25,27,1272326,"1","2","2","1","1","4","3","3","2","1","2"
"N",39,55,860000,"1","2","2","1","1","4","1","1","2","0","0"
"T",50,32,1300000,"1","2","2","1","1","4","1","1","1","0","0"
"T",48,51,500000,"1","2","6","1","2","1","1","1","1","2","2"
"T",33,38,2088116,"2","1","2","1","1","1","3","3","1","2","2"
"N",27,28,2305250,"2","1","6","1","1","1","2","3","1","2","2"
"T",35,36,1895098,"1","2","2","1","1","1","3","3","3","2","2"
"T",75,77,5380916,"1","2","6","1","6","4","3","3","3","0","0"
"T",31,34,879416,"1","2","2","1","1","4","1","1","1","2","2"
"T",65,56,1050000,"1","2","2","1","4","4","1","1","1","2","0"
"N",24,16,400000,"1","2","1","1","1","4","1","3","1","2","2"
"T",41,41,678333,"1","2","2","1","2","1","1","1","1","2","2"
"T",20,31,212,"2","1","2","1","4","1","1","1","1","1","1"
"T",51,36,30212,"2","1","2","1","1","1","1","1","1","2","2"
"N",55,51,2000106,"1","2","2","1","1","4","1","1","1","0","0"
"T",28,25,230000,"1","2","2","1","1","4","1","1","0","0","0"
"T",49,31,1377949,"2","1","2","1","1","1","1","1","1","0","2"
"T",52,55,196,"2","1","2","1","2","6","1","1","1","0","0"
"T",32,54,213,"2","1","2","1","2","1","1","1","1","0","0"
"T",25,39,2001666,"2","1","6","1","1","1","1","1","1","1","1"
"T",41,55,1000000,"1","2","2","1","1","4","3","0","2","0","0"
"T",38,25,914250,"1","2","6","1","1","4","0","1","2","0","0"
"N",81,72,1672000,"1","2","2","1","5","1","0","1","2","0","0"
"N",23,32,680000,"2","1","2","1","4","1","1","1","2","2","2"
"T",51,43,1200000,"1","2","6","1","2","1","3","3","2","2","2"
"T",44,41,2667782,"1","2","2","1","1","1","3","3","2","2","2"
"T",29,29,1369500,"2","1","2","1","4","1","1","1","0","0","2"
"T",48,47,220000,"1","2","6","1","1","1","1","1","1","0","0"
"T",37,31,350000,"1","2","6","1","1","4","1","1","1","2","2"
"T",67,68,2100000,"1","2","6","1","1","4","3","1","1","2","0"
"T",47,38,940000,"1","2","6","1","1","1","1","1","1","2","2"
"T",70,62,1500000,"1","2","6","1","6","4","1","1","1","0","0"
"T",29,27,826000,"1","2","2","1","1","4","1","2","2","2","0"
"T",70,74,400000,"2","1","6","1","4","1","1","1","1","0","0"
"T",40,30,2985832,"1","2","2","1","1","1","1","3","1","2","2"
"T",71,41,2400000,"1","2","2","1","1","1","1","1","1","0","2"
"N",47,52,820000,"2","1","6","1","4","1","1","1","1","2","0"
"T",35,37,3525000,"2","1","2","1","1","1","3","1","1","2","2"
"N",51,42,21420000,"1","2","6","1","1","1","1","3","1","2","2"
"T",44,38,1360000,"1","2","2","1","1","1","1","1","1","2","2"
"T",45,38,9333332,"1","2","6","1","1","1","3","3","2","2","2"
"T",53,52,1922333,"1","2","2","1","1","1","1","3","1","0","2"
"T",36,31,4648333,"1","2","6","1","1","1","3","3","1","2","2"
"T",48,33,4450000,"1","2","2","1","1","1","1","3","2","0","2"
"T",44,39,0,"1","2","6","1","2","4","1","3","1","0","0"
"T",34,37,12400000,"1","2","6","1","1","1","3","3","2","2","2"
"T",35,30,1300000,"1","2","2","1","1","4","1","1","1","2","2"
"T",58,53,3494148,"1","2","6","1","1","1","1","3","2","2","2"
"T",46,34,5833333,"1","2","2","1","1","1","3","3","2","2","2"
"T",89,71,4166,"1","2","6","1","4","4","0","0","1","0","0"
"T",29,24,300000,"1","2","2","1","1","4","3","1","1","2","0"
"T",48,35,400000,"1","2","6","1","4","1","1","1","1","0","0"
"N",35,23,420000,"1","2","2","1","1","1","1","3","1","0","1"
"T",22,18,350000,"1","2","2","1","1","4","1","1","1","2","2"
"T",34,37,680000,"2","1","2","1","1","1","1","1","1","0","0"
"N",71,65,0,"1","2","6","1","2","4","1","1","2","0","0"
"T",74,74,88332,"1","2","2","1","1","4","1","0","1","0","0"
"T",77,79,560000,"1","2","2","1","1","4","1","0","2","0","0"
"T",74,77,29166,"2","1","6","1","4","4","0","0","1","0","0"
"N",61,68,355000,"2","1","6","1","4","1","1","1","1","0","0"
"T",28,25,600000,"1","2","6","1","1","4","1","1","1","2","2"
"T",48,46,400000,"1","2","6","1","1","4","1","1","1","0","1"
"T",40,34,75000,"1","2","2","1","2","4","1","1","1","0","0"
"T",49,41,620000,"1","2","2","1","1","1","1","1","1","0","2"
"T",71,56,12500,"1","2","2","1","6","4","0","0","1","0","0"
"N",61,55,1162500,"1","2","6","1","1","1","1","1","1","0","0"
"T",50,52,720000,"2","1","2","1","4","1","1","1","1","0","0"
"T",44,44,60000,"1","2","2","1","4","4","1","1","1","0","0"
"T",38,35,446000,"1","2","2","1","1","1","1","1","1","0","0"
"T",60,57,0,"1","2","6","1","5","4","1","1","2","0","2"
"T",56,49,3083365,"1","2","2","1","1","1","1","1","2","0","0"
"T",42,39,1720250,"1","2","6","1","1","1","1","1","2","0","0"
"T",38,40,5786365,"1","2","1","1","6","1","3","3","2","2","2"
"N",27,26,115,"1","2","6","1","1","4","3","3","2","2","2"
"T",27,32,98,"1","2","2","1","1","4","1","1","1","0","0"
"T",68,67,3241666,"2","1","6","1","6","1","1","1","3","2","0"
"T",51,38,450098,"1","2","6","1","6","4","1","1","2","2","2"
"T",79,76,0,"1","2","6","1","4","4","1","1","3","0","0"
"T",67,60,0,"1","2","6","1","6","4","1","1","3","0","0"
"T",42,41,1200000,"1","2","6","1","1","1","1","1","2","2","2"
"N",58,57,0,"1","2","6","1","5","4","1","1","2","1","2"
"N",51,47,1750000,"1","2","6","1","1","1","1","1","2","2","2"
"T",34,41,14000,"2","1","2","1","4","3","1","3","3","0","0"
"N",33,35,2400000,"1","2","6","1","1","1","3","3","3","2","2"
"T",20,21,700000,"1","2","1","1","4","4","1","1","2","2","2"
"T",45,39,804333,"1","2","6","1","2","1","3","3","3","2","2"
"T",58,58,98,"1","2","6","1","1","4","2","1","3","2","2"
"T",49,46,2727148,"1","2","6","1","1","1","1","3","2","2","2"
"T",29,26,3400000,"1","2","2","1","1","1","3","3","2","2","2"
"T",26,25,99,"1","2","1","1","1","4","1","1","2","2","2"
"T",37,26,2581666,"2","1","2","1","1","1","3","3","2","2","2"
"T",40,42,6474999,"2","1","6","1","1","1","3","3","1","2","2"
"T",79,61,1000000,"1","2","2","1","5","4","1","1","1","0","2"
"T",37,27,15291666,"1","2","6","1","1","4","2","3","2","2","2"
"T",48,45,1400000,"1","2","2","1","1","4","1","1","1","0","1"
"T",60,34,500000,"1","2","2","1","1","4","1","1","2","0","0"
"T",50,32,210000,"1","2","2","1","1","4","1","3","1","0","1"
"T",19,23,514166,"2","1","2","1","4","1","1","1","2","0","0"
"N",56,56,166666,"1","2","2","1","2","4","1","1","2","0","0"
"T",56,44,800000,"1","2","2","1","1","4","1","1","1","0","0"
"N",50,40,1373333,"2","1","2","1","1","6","3","1","2","2","2"
"T",40,43,1100000,"2","1","2","1","1","1","3","3","2","2","0"
"T",21,22,300000,"2","1","2","1","4","1","3","3","2","2","0"
"T",42,26,1490000,"1","2","1","1","1","1","1","1","1","0","2"
"T",33,29,600000,"1","2","2","1","1","4","1","1","0","0","0"
"T",40,19,620000,"2","1","2","1","4","1","1","1","1","0","0"
"T",44,51,570000,"2","1","2","1","4","1","1","1","1","0","0"
"T",66,60,1420000,"1","2","6","1","1","4","1","1","2","2","2"
"T",27,31,1020000,"1","2","2","1","1","4","1","2","1","2","2"
"T",36,44,1787500,"1","2","2","2","1","1","1","0","6","0","0"
"T",49,40,1725000,"1","2","6","2","1","1","1","1","1","2","2"
"T",55,45,1470833,"1","2","6","2","1","1","1","1","1","2","2"
"T",43,38,991666,"1","2","2","2","1","1","1","1","1","0","2"
"N",65,60,1904166,"1","2","6","2","1","1","1","1","6","0","0"
"N",52,49,1143750,"1","2","6","2","1","4","1","1","2","0","0"
"T",41,19,963333,"1","2","2","2","1","4","1","1","6","0","0"
"T",32,24,985000,"1","2","6","2","1","4","1","1","6","0","0"
"T",21,17,800000,"1","2","2","2","1","4","1","1","6","2","1"
"T",45,43,975000,"1","2","2","2","1","4","1","1","5","0","0"
"T",36,33,900000,"1","2","2","2","1","4","1","2","6","2","0"
"N",55,55,4000000,"2","1","6","2","4","1","3","3","4","2","2"
"T",45,40,1475000,"1","2","6","2","1","1","1","1","6","2","0"
"T",32,46,300000,"2","1","2","3","4","2","1","1","1","2","0"
"T",32,29,828116,"1","2","2","3","1","4","1","1","1","1","2"
"N",45,45,76000000,"1","2","6","3","4","4","1","3","2","2","2"
"T",55,46,2800000,"1","2","6","3","1","4","1","1","2","2","2"
"T",48,48,650000,"1","2","6","3","1","4","3","1","2","2","2"
"T",31,33,714166,"1","2","6","3","1","5","3","1","1","2","2"
"T",46,40,2900000,"1","2","2","3","1","4","1","1","1","2","2"
"T",62,49,750000,"1","2","2","3","1","4","1","1","1","0","2"
"T",29,35,1250000,"1","2","2","3","3","4","3","1","1","2","2"
"N",35,14,1200000,"1","2","2","3","1","4","1","1","1","0","0"
"T",19,23,800000,"1","2","2","3","1","4","1","1","1","0","0"
"N",76,59,400000,"1","2","2","3","6","1","1","0","1","0","0"
"T",65,50,2019000,"1","2","2","3","1","1","1","1","1","2","2"
"N",83,74,100000,"1","2","6","3","4","4","1","0","1","0","0"
"T",49,41,841666,"2","1","2","3","4","1","1","1","1","0","0"
"T",32,41,2300000,"2","1","2","3","4","1","1","3","1","2","2"
"N",59,59,1000000,"1","2","6","3","1","4","1","1","1","0","0"
"N",22,30,828000,"2","1","2","3","4","1","1","1","1","2","2"
"N",41,38,900000,"1","2","2","3","1","4","1","1","2","0","0"
"T",30,16,1000000,"1","2","2","3","1","4","1","1","1","2","2"
"N",41,40,1716666,"2","1","2","3","4","1","1","1","1","2","0"
"T",38,37,1200000,"1","2","2","3","1","4","1","1","1","2","2"
"T",41,24,1091666,"1","2","6","3","1","4","1","1","1","0","0"
"N",48,41,3333333,"1","2","6","3","1","4","1","3","2","2","1"
"T",36,38,950000,"2","1","2","3","4","1","1","0","8","2","0"
"T",52,35,1000000,"1","2","2","3","1","4","1","3","1","2","2"
"N",48,34,1537499,"1","2","2","3","1","1","1","1","1","2","2"
"N",63,66,700000,"1","2","2","3","1","4","1","1","1","0","0"
"T",20,22,1078000,"1","2","1","3","1","1","1","1","1","0","0"
"T",47,24,828000,"1","2","2","3","1","4","1","1","1","0","0"
"N",70,67,6166666,"1","2","6","3","1","4","1","1","1","0","0"
"N",58,55,900000,"1","2","6","3","1","4","1","1","1","0","0"
"T",39,40,1050000,"1","2","6","2","1","2","3","3","3","2","2"
"T",55,53,4500000,"2","1","6","2","4","1","1","1","5","2","2"
"T",57,42,826116,"1","2","6","2","4","1","1","3","5","0","2"
"T",32,37,1691722,"1","2","2","2","1","1","1","1","3","0","0"
"T",33,38,2333333,"1","2","6","2","1","4","3","3","5","2","2"
"T",34,38,1633944,"2","1","2","2","1","1","1","1","1","2","2"
"T",62,39,800099,"1","2","2","2","1","1","1","1","1","0","0"
"T",54,54,1466814,"1","2","6","2","1","1","1","3","2","0","0"
"N",53,53,1329166,"2","1","6","2","4","1","1","1","3","2","2"
"N",41,68,33333,"2","1","2","2","4","2","1","3","1","0","0"
"T",44,37,900098,"1","2","6","2","1","1","1","3","1","0","2"
"T",46,36,1791991,"1","2","6","2","1","4","1","1","3","0","2"
"T",52,40,9208333,"1","2","6","2","1","1","3","3","3","2","2"
"T",53,55,1833333,"1","2","6","2","1","4","1","1","3","2","2"
"T",49,43,2101016,"1","2","2","2","1","1","1","1","3","2","2"
"T",34,32,3183333,"1","2","2","2","1","1","2","3","3","2","2"
"T",43,42,1058481,"1","2","6","2","1","4","1","1","3","2","2"
"N",67,28,5500000,"1","2","2","2","1","1","3","3","3","2","2"
"T",59,52,7770833,"1","2","6","7","4","1","2","3","5","2","2"
"T",42,40,3362000,"1","2","2","7","6","4","1","3","4","2","2"
"N",32,31,9516666,"1","2","2","7","1","1","3","3","5","2","2"
"T",36,41,1328666,"1","2","2","4","1","1","1","1","2","2","0"
"T",41,51,1625166,"1","2","6","4","1","1","1","3","2","2","2"
"N",69,56,4166789,"1","2","2","4","6","1","3","3","3","2","2"
"T",22,24,2009500,"2","1","2","4","3","1","3","3","3","2","2"
"N",59,56,600000,"1","2","6","4","1","4","1","1","3","0","0"
"T",42,40,400000,"1","2","6","4","1","4","1","1","2","0","0"
"T",36,33,500000,"1","2","2","4","1","4","1","1","2","2","2"
"T",28,30,400000,"1","2","6","4","1","4","3","1","3","1","1"
"T",45,49,880000,"2","1","1","4","1","1","3","1","2","2","2"
"T",72,31,125000,"1","2","1","4","4","4","1","1","2","2","2"
"N",50,47,541000,"1","2","2","4","1","4","1","1","2","0","0"
"T",27,26,920000,"1","2","2","3","1","2","1","1","3","0","0"
"T",48,47,98,"1","2","6","3","1","4","1","1","3","2","1"
"N",70,65,897125,"1","2","6","3","4","4","1","1","2","2","2"
"T",36,35,1069375,"1","2","6","3","1","4","3","1","2","2","2"
"N",78,74,33333,"1","2","6","3","5","4","1","1","2","0","0"
"N",57,45,1442933,"1","2","2","3","1","4","1","1","2","0","0"
"T",48,48,937500,"1","2","2","3","1","4","1","1","2","0","0"
"T",39,43,450000,"1","2","6","3","1","4","1","1","2","2","2"
"N",25,36,1871998,"2","1","2","3","1","1","1","1","2","2","2"
"N",58,54,1633333,"1","2","2","3","1","4","1","1","0","0","0"
"T",34,41,1933332,"2","1","2","3","4","1","1","1","0","2","0"
"N",26,18,1008333,"1","2","1","3","1","3","1","3","0","2","2"
"N",59,67,5750000,"2","1","2","3","6","6","3","3","2","2","2"
"T",41,33,1675000,"1","2","6","3","1","4","1","1","1","2","0"
"T",52,49,700000,"1","2","2","3","1","4","1","1","2","0","0"
"N",48,47,500000,"1","2","2","3","1","4","0","1","1","0","0"
"N",62,61,500000,"2","1","2","3","4","1","0","1","1","0","0"
"T",39,44,1178782,"1","2","2","3","1","1","1","1","2","2","2"
"N",71,65,80000,"1","2","6","3","1","4","1","1","2","0","0"
"T",37,38,800000,"1","2","2","3","1","3","1","1","1","2","1"
"T",28,36,1200000,"2","1","6","4","4","1","1","1","1","2","2"
"T",34,30,198,"1","2","6","4","1","1","1","1","1","2","2"
"T",34,38,212873,"2","1","6","4","1","1","3","3","1","2","2"
"T",47,47,165198,"1","2","2","4","1","1","1","3","1","2","2"
"T",80,74,160000,"1","2","2","9","4","4","1","0","1","0","0"
"N",48,51,400000,"1","2","2","9","4","1","1","1","2","1","0"
"T",66,60,600000,"2","1","2","9","4","6","1","1","2","0","0"
"T",40,40,80000,"1","2","2","9","1","4","1","1","1","0","0"
"T",38,34,1700000,"1","2","2","9","1","2","1","1","2","2","2"
"N",31,25,1860000,"1","2","6","9","1","1","1","3","2","2","2"
"N",44,38,196,"1","2","6","9","1","1","1","1","3","0","2"
"T",30,29,1000000,"1","2","2","9","1","4","3","1","2","0","2"
