"Hijos","Edad.Jefe","Ingresos.totales","Sexo.Jefe","Region","Trabajo.Jefe","Edu.Jefe","Uso.tecnologia.Jefe","Estrato.vivienda","Tipo.Union"
"T",57,625000,"2","9","1","1","0","2","4"
"N",51,1500000,"1","9","1","1","2","2","5"
"T",23,33333,"2","9","4","1","2","2","5"
"N",42,2800000,"1","9","1","3","2","2","5"
"N",68,666666,"1","9","1","1","0","1","4"
"T",56,512500,"2","9","1","1","0","1","4"
"N",64,1000000,"1","9","4","1","0","1","4"
"T",35,200000,"2","9","1","1","2","2","4"
"T",38,150000,"2","9","1","1","1","2","4"
"T",37,1200116,"2","9","1","1","2","2","4"
"N",20,911449,"2","9","1","3","2","2","5"
"N",24,500000,"2","9","1","1","2","2","5"
"N",54,450000,"2","9","1","1","0","1","4"
"N",63,550000,"2","9","1","1","2","2","3"
"T",32,1100000,"2","9","1","1","2","1","4"
"T",34,2000000,"1","9","5","1","2","2","5"
"N",29,1200000,"1","9","1","3","2","1","5"
"T",39,828126,"2","9","1","1","0","2","5"
"N",19,828116,"1","9","1","1","2","1","5"
"T",52,60000,"2","9","4","1","2","2","4"
"N",40,250000,"2","9","1","1","2","1","4"
"N",33,5800000,"1","9","1","3","2","3","5"
"T",50,300000,"2","9","1","3","2","2","4"
"T",39,100000,"2","9","4","1","1","2","4"
"N",70,300000,"2","9","4","0","0","2","3"
"N",66,500000,"2","9","1","0","0","2","5"
"N",33,1593333,"1","9","1","3","2","2","5"
"N",61,98,"2","9","1","3","2","3","4"
"T",51,16666,"2","1","4","1","2","2","4"
"T",60,400000,"2","1","4","1","2","2","4"
"T",50,1030000,"2","1","1","3","2","2","4"
"N",32,1260000,"1","1","1","3","2","2","5"
"N",60,16666,"2","1","4","3","0","2","3"
"N",55,2250000,"1","1","1","3","2","2","4"
"T",72,0,"2","1","4","1","0","2","3"
"N",41,1200000,"1","1","1","3","2","2","5"
"N",44,1400000,"2","1","1","3","2","2","4"
"T",31,1868333,"2","1","1","3","2","2","4"
"T",53,800000,"2","1","1","1","2","1","4"
"T",45,304166,"1","1","1","1","0","1","4"
"N",76,1950000,"1","1","4","3","2","2","3"
"N",56,1648116,"1","1","1","3","2","1","5"
"T",92,832282,"2","1","5","1","0","1","3"
"N",47,16666,"1","1","2","1","2","1","4"
"T",58,100000,"1","1","2","2","0","1","3"
"T",69,0,"2","1","4","1","0","1","3"
"T",60,40000,"2","1","4","3","0","2","4"
"T",57,50000,"2","1","4","1","0","2","4"
"T",47,37500,"2","1","4","1","0","2","4"
"T",53,1500000,"2","1","1","3","2","2","4"
"T",37,841333,"1","1","1","1","2","2","4"
"N",20,400000,"2","1","2","1","0","1","5"
"T",46,0,"2","1","4","1","0","1","4"
"T",56,12500,"2","1","4","0","0","1","4"
"T",63,6666,"2","1","4","0","0","1","3"
"T",60,212500,"2","1","4","0","0","1","3"
"N",44,300000,"1","1","1","1","0","1","5"
"N",91,115833,"1","1","4","0","0","1","3"
"T",40,12500,"2","1","4","1","0","1","2"
"T",64,500000,"2","1","4","0","0","1","4"
"N",41,150008,"2","1","1","1","0","1","4"
"T",35,420000,"2","1","1","1","2","1","4"
"N",61,150000,"1","1","1","0","0","1","5"
"N",52,260000,"2","1","4","1","2","1","4"
"T",61,194166,"2","1","4","1","0","1","4"
"T",76,216666,"2","1","1","0","0","1","4"
"T",46,380000,"2","1","1","1","0","1","4"
"T",45,1200000,"2","1","2","1","2","2","4"
"T",40,700000,"2","1","1","3","2","2","4"
"N",69,0,"2","1","5","1","0","2","3"
"T",22,0,"2","1","4","3","2","2","2"
"N",58,1300000,"2","1","4","1","0","1","4"
"T",62,161666,"2","1","4","2","2","3","4"
"N",62,1700000,"1","1","1","2","0","3","5"
"T",88,2916666,"1","1","5","1","0","3","3"
"N",40,1200000,"1","1","1","1","2","3","4"
"N",71,1697125,"2","1","4","0","0","3","4"
"N",65,58333,"2","1","4","1","0","3","4"
"T",39,2141666,"2","1","1","3","2","3","6"
"T",59,0,"2","1","1","3","2","3","4"
"N",70,1279385,"2","1","4","1","0","3","3"
"T",34,1620000,"2","1","4","1","2","3","2"
"T",64,1791666,"2","1","4","1","0","3","5"
"N",49,0,"1","1","5","0","0","2","5"
"T",47,99,"1","1","1","1","2","2","4"
"N",62,300000,"2","1","5","0","2","2","4"
"T",86,0,"2","1","5","0","0","2","3"
"N",66,0,"1","1","4","1","0","2","4"
"N",60,25000,"2","1","4","1","2","2","4"
"T",42,931666,"2","1","1","3","2","2","4"
"T",38,510000,"2","1","1","1","2","2","4"
"T",23,1000000,"2","1","4","1","0","1","2"
"T",79,2666666,"1","1","4","3","2","3","3"
"T",55,1300000,"2","1","4","1","0","3","3"
"T",44,600000,"2","1","1","1","2","3","4"
"N",68,285000,"2","1","4","1","0","3","4"
"N",41,250000,"2","1","4","3","2","3","5"
"N",55,6000000,"1","1","1","3","2","3","4"
"N",79,470000,"2","1","1","1","0","3","5"
"T",48,900000,"2","1","1","1","0","0","4"
"N",76,966135,"1","1","4","0","0","1","3"
"T",37,190000,"2","1","4","1","0","1","4"
"N",30,385000,"1","1","1","1","0","1","4"
"N",45,828116,"1","1","1","1","0","0","4"
"T",51,90000,"2","1","4","1","2","1","2"
"T",54,80000,"2","1","4","1","0","1","4"
"N",64,83333,"2","1","4","0","0","0","3"
"N",60,107,"1","1","1","1","0","1","6"
"N",25,25000,"2","1","2","1","2","1","1"
"T",26,300000,"2","1","4","3","2","1","4"
"T",60,225000,"1","1","1","1","0","1","3"
"N",72,0,"2","1","4","0","0","1","3"
"N",60,325000,"1","1","1","1","0","1","5"
"N",44,658333,"1","1","1","1","0","1","5"
"T",69,480000,"1","1","1","0","0","1","3"
"N",71,200000,"2","1","1","1","0","1","5"
"N",49,5833,"1","1","4","1","0","1","5"
"T",54,2060000,"2","1","1","1","0","1","6"
"T",47,226666,"2","1","1","1","0","1","2"
"T",76,241666,"2","1","4","1","0","1","3"
"N",72,200000,"2","1","5","1","0","1","4"
"T",55,0,"2","1","4","1","0","1","4"
"T",40,4166,"2","1","4","1","0","1","2"
"N",54,2000000,"1","1","1","2","1","1","6"
"T",70,8333,"2","1","4","1","0","1","4"
"T",88,300000,"2","1","6","1","0","1","3"
"N",22,366666,"1","1","1","1","0","1","4"
"T",76,0,"2","1","4","0","0","1","3"
"T",51,897127,"2","1","5","1","0","0","4"
"T",82,0,"2","1","4","0","0","1","3"
"N",52,8333,"2","1","4","1","0","1","2"
"N",64,808333,"1","1","1","1","0","1","4"
"T",32,566666,"2","1","4","3","2","1","2"
"N",35,2000000,"1","1","1","1","2","1","4"
"N",31,608333,"1","1","1","1","2","2","4"
"T",33,600000,"2","1","4","3","2","1","6"
"T",29,705833,"2","1","1","1","2","1","4"
"T",32,610000,"2","1","1","1","2","1","4"
"T",22,300000,"2","1","4","1","2","2","4"
"T",26,600000,"2","1","4","3","2","1","6"
"T",37,142500,"2","1","4","1","2","1","4"
"N",41,1237500,"2","3","1","3","2","2","4"
"T",56,350000,"2","3","1","1","0","1","4"
"N",30,900000,"1","3","1","1","2","1","5"
"T",48,0,"2","3","4","1","0","1","4"
"T",54,100000,"2","3","4","1","0","1","2"
"T",29,250000,"2","3","4","1","2","1","4"
"N",55,1366666,"1","3","1","1","0","1","5"
"T",55,1266666,"2","3","1","1","0","1","4"
"T",44,750000,"2","3","1","1","2","1","2"
"N",65,200000,"2","3","4","1","0","1","3"
"N",45,541666,"1","3","1","1","0","0","5"
"T",75,181666,"2","3","1","0","0","1","4"
"T",49,0,"1","3","2","1","0","1","4"
"N",74,361666,"1","3","1","1","0","1","3"
"N",58,0,"2","3","6","1","0","1","4"
"N",24,450000,"1","3","1","1","2","1","5"
"N",84,300000,"1","3","1","0","0","1","3"
"T",47,600000,"2","3","1","1","0","1","4"
"T",41,370000,"2","2","1","1","0","1","3"
"T",62,0,"2","2","4","1","0","1","3"
"T",36,300000,"2","2","1","3","2","1","4"
"T",34,300000,"2","2","2","1","0","1","5"
"T",28,700000,"2","2","1","1","2","1","5"
"T",52,533333,"2","2","4","3","0","1","5"
"T",55,572833,"2","2","1","1","0","1","4"
"T",60,0,"2","2","4","3","0","3","5"
"N",22,2000000,"2","2","3","3","2","3","5"
"T",84,2500,"2","2","4","1","0","3","3"
"T",83,1500000,"2","2","6","1","0","3","3"
"N",49,3375000,"2","2","1","3","2","3","5"
"N",52,0,"2","2","4","1","0","3","5"
"N",19,33333,"1","2","3","3","0","1","5"
"T",49,2192666,"2","2","1","3","2","2","5"
"T",52,0,"2","2","4","1","2","3","5"
"N",17,25000,"1","2","3","3","2","3","5"
"T",84,25000,"2","2","4","1","0","2","3"
"T",83,0,"1","2","4","0","0","1","3"
"T",62,3750,"2","2","4","1","0","1","3"
"N",50,525000,"2","2","1","1","2","2","6"
"T",56,0,"2","2","4","1","0","2","5"
"N",66,2166666,"1","2","4","3","2","1","4"
"T",48,216666,"2","2","4","1","0","1","5"
"N",49,120000,"2","2","1","1","0","1","4"
"T",80,4166,"2","2","4","1","0","1","3"
"T",45,874000,"2","2","1","1","0","2","3"
"T",78,0,"2","2","5","0","0","1","3"
"T",67,54166,"1","2","4","3","0","1","6"
"N",68,110000,"1","2","4","1","0","2","4"
"N",79,41666,"1","2","4","1","0","1","3"
"N",59,400000,"1","2","1","1","0","1","2"
"T",38,106,"2","2","1","1","0","1","5"
"N",45,200000,"1","2","1","1","0","1","4"
"N",65,8333,"2","2","4","1","0","1","3"
"N",55,4166,"1","2","4","1","0","1","5"
"T",68,2500,"2","2","4","1","0","1","4"
"N",81,106,"1","2","4","1","0","1","3"
"N",46,106,"2","2","1","3","1","1","4"
"N",72,103750,"1","2","4","1","0","1","5"
"T",32,1143666,"2","2","1","3","2","2","5"
"T",50,200000,"2","2","1","1","0","2","5"
"T",79,778750,"2","2","1","0","0","1","5"
"N",80,3750,"1","2","4","1","0","1","3"
"N",23,98,"2","2","1","1","2","2","5"
"N",42,500000,"1","2","1","1","2","2","5"
"N",47,98,"1","2","1","1","2","2","5"
"N",36,3366666,"1","2","1","3","2","2","5"
"N",42,98,"2","2","1","1","0","2","5"
"T",74,0,"2","2","4","3","0","3","3"
"T",40,2500000,"2","2","1","3","2","3","4"
"N",57,300000,"2","2","4","1","0","2","5"
"T",52,828000,"2","2","5","1","2","3","5"
"T",85,2041666,"2","2","6","1","1","6","3"
"T",41,200000,"2","2","4","0","0","1","5"
"N",84,0,"2","2","4","1","0","1","3"
"T",36,0,"2","2","2","1","2","2","5"
"T",34,16666,"2","2","4","1","0","2","4"
"N",30,2200000,"2","2","1","3","2","2","5"
"N",28,1000000,"1","2","1","3","2","2","5"
"T",53,291666,"2","2","4","1","0","2","5"
"N",42,1600000,"1","2","1","1","2","2","2"
"T",36,0,"2","2","4","1","2","2","6"
"T",44,300000,"2","2","1","1","2","3","4"
"T",58,6250000,"2","2","1","3","2","3","4"
"N",73,625000,"2","2","6","3","0","3","5"
"T",74,2200000,"2","2","6","1","2","5","3"
"N",86,8333,"2","2","5","0","0","3","3"
"N",60,700000,"1","2","1","1","0","4","4"
"N",85,0,"2","2","4","1","0","3","4"
"N",70,100000,"1","2","4","1","0","3","6"
"N",54,150000,"1","2","1","3","2","3","5"
"N",66,33333,"2","2","4","1","0","2","4"
"T",76,866666,"2","2","4","1","0","2","3"
"T",73,400000,"2","2","1","1","1","3","4"
"N",94,400000,"2","2","4","0","0","3","5"
"T",49,81666,"2","2","4","3","2","2","4"
"N",58,500000,"2","2","4","1","0","1","4"
"T",60,1200000,"1","2","1","0","2","2","3"
"N",47,1600000,"1","2","1","1","0","2","4"
"T",40,198000,"2","2","4","1","0","0","5"
"T",56,8333,"2","2","4","0","0","2","4"
"T",56,1804166,"1","2","1","1","0","1","4"
"N",81,41666,"2","2","4","0","0","2","3"
"N",56,1021666,"2","7","1","1","2","3","3"
"T",25,345000,"2","7","4","1","2","3","4"
"N",77,6666,"1","7","5","1","0","2","5"
"N",29,1500000,"2","7","1","1","2","2","5"
"T",31,1450000,"2","7","1","3","2","3","4"
"T",84,1683333,"2","7","5","1","0","3","3"
"N",80,1300000,"2","7","4","1","0","3","3"
"N",75,1500000,"1","7","6","1","2","3","5"
"N",40,212,"1","7","1","3","2","3","5"
"T",42,600000,"2","7","1","1","0","3","4"
"N",56,1000000,"2","7","1","1","0","3","4"
"N",61,2397125,"2","7","1","1","2","5","5"
"N",42,3675000,"2","7","1","3","2","5","5"
"N",35,5241666,"2","7","1","3","2","5","5"
"T",47,1358731,"2","7","1","1","2","2","4"
"T",75,2266666,"2","7","4","1","0","1","3"
"T",83,608333,"1","7","4","1","0","1","3"
"N",61,351666,"2","7","1","1","0","1","3"
"N",71,41666,"2","7","4","1","0","1","3"
"T",62,1447000,"2","4","4","1","0","3","4"
"N",21,41666,"1","4","3","3","2","3","5"
"N",40,200000,"1","4","1","1","0","1","4"
"N",63,795000,"1","4","5","2","0","1","4"
"T",52,0,"2","4","4","1","0","1","2"
"N",34,822166,"1","4","1","2","2","1","5"
"T",35,600000,"2","4","1","1","2","1","5"
"N",47,900000,"1","4","1","3","2","2","5"
"N",64,1366666,"2","4","4","3","0","1","4"
"N",57,828116,"1","4","5","1","0","1","5"
"T",56,6800000,"2","4","1","3","2","1","4"
"T",33,800000,"2","4","1","3","2","1","5"
"N",37,400000,"1","3","1","1","2","2","5"
"N",51,0,"1","3","5","1","0","1","5"
"T",67,560000,"2","3","1","1","0","1","4"
"T",43,1200000,"2","3","1","3","2","3","4"
"N",43,2812500,"2","3","1","3","2","4","4"
"N",65,1258333,"2","3","6","3","2","3","3"
"N",66,2058333,"2","3","6","2","2","3","3"
"N",78,500000,"1","6","1","1","1","1","4"
"N",72,2166666,"1","1","4","3","0","4","5"
"N",69,3300000,"2","1","6","3","2","4","5"
"N",97,25000,"2","1","4","0","0","1","3"
"T",63,530000,"2","1","1","0","0","1","3"
"T",69,66666,"2","1","4","0","0","1","3"
"T",51,823333,"2","1","1","3","2","1","3"
"N",77,783333,"2","1","1","1","2","4","3"
"T",58,1500000,"2","1","4","1","2","4","3"
"N",70,5416666,"2","1","6","3","2","4","3"
"N",58,4333333,"2","1","1","3","2","4","4"
"N",61,0,"2","9","4","1","2","2","3"
"T",46,800000,"2","9","1","1","0","1","4"
"N",20,0,"1","9","3","3","2","1","5"
"T",42,828000,"2","9","1","1","2","2","4"
"N",54,2272500,"2","9","1","1","2","1","4"
"T",59,400000,"2","9","1","1","0","1","4"
"N",58,1200000,"2","9","1","3","2","1","4"
"N",73,33333,"2","9","4","0","0","1","3"
"T",52,600000,"1","9","1","0","0","1","4"
"N",70,450000,"1","9","1","1","0","1","4"
"N",70,100000,"2","9","4","1","0","1","3"
"N",58,100000,"2","9","4","1","0","1","4"
"N",69,0,"2","9","4","1","0","1","3"
"T",47,98,"2","9","2","3","2","1","4"
"N",26,600000,"1","9","1","1","0","1","4"
"N",37,99,"1","9","1","1","2","1","6"
"T",51,112500,"2","9","4","1","2","1","5"
"N",55,107,"2","9","1","1","0","1","4"
"T",20,400000,"2","9","1","1","0","1","4"
"N",73,99,"1","9","1","1","0","1","4"
"T",70,8,"2","9","4","1","0","1","3"
"T",63,0,"2","9","2","0","0","1","4"
"N",42,800098,"1","9","1","1","0","1","4"
"N",80,125000,"2","9","4","0","0","1","3"
"N",41,1050000,"1","9","1","1","2","1","2"
"N",72,366666,"1","9","1","1","0","1","4"
"T",51,0,"2","9","6","1","2","3","4"
"N",27,1933333,"1","9","1","3","2","1","5"
"N",38,1800000,"1","9","1","1","2","2","4"
"T",90,50000,"2","9","6","1","0","2","3"
"N",29,1496666,"1","9","1","2","2","1","5"
"N",25,3700000,"2","9","1","3","2","1","5"
"T",30,2400000,"2","9","1","3","2","1","5"
"N",26,3980000,"2","9","1","3","2","1","5"
"T",42,900000,"2","9","1","3","2","1","4"
"T",30,826000,"2","9","1","1","0","1","5"
"T",45,1900000,"1","9","1","3","2","1","6"
"N",31,834000,"1","9","1","3","2","1","5"
"T",57,205000,"2","9","1","1","0","1","3"
"T",64,0,"1","9","4","1","0","1","3"
"N",86,8333,"2","9","4","1","0","1","3"
"T",47,162500,"2","9","1","1","0","1","4"
"T",87,0,"2","9","5","1","0","1","3"
"T",24,0,"2","9","4","3","2","1","2"
"T",46,500000,"2","9","1","1","0","1","5"
"T",39,300000,"2","9","1","1","0","1","4"
"T",38,350000,"2","9","1","1","0","1","4"
"N",71,80000,"1","9","4","0","0","1","3"
"T",31,600000,"2","9","2","3","2","1","4"
"T",31,0,"2","9","4","1","0","1","4"
"N",23,98,"1","9","1","1","2","1","5"
"N",27,98,"1","9","1","1","2","1","5"
"N",55,733333,"2","9","1","1","0","1","5"
"T",22,600000,"2","9","1","1","0","0","5"
"N",50,116666,"2","9","2","1","0","1","5"
"N",64,0,"2","9","4","1","0","1","4"
"N",31,141666,"1","9","1","1","0","1","5"
"N",28,200000,"1","9","1","1","0","1","5"
"T",38,1000000,"2","9","1","1","2","1","4"
"T",17,25000,"2","9","4","3","2","1","5"
"T",34,500000,"2","9","1","1","0","1","4"
"T",49,104333,"2","9","1","1","0","1","4"
"N",17,200000,"2","9","3","3","2","1","5"
"N",28,500000,"1","9","1","1","0","1","5"
"N",54,400000,"2","9","1","0","0","1","3"
"T",54,600000,"2","9","1","1","0","1","3"
"N",65,3333,"2","9","4","1","0","1","3"
"N",31,500000,"1","9","1","1","2","1","4"
"T",42,300000,"2","9","1","1","0","1","4"
"T",41,350000,"2","9","1","1","0","1","4"
"N",39,2295000,"1","9","1","3","2","8","6"
"N",82,4166,"1","9","4","1","0","8","3"
"N",70,1666,"2","9","4","1","0","1","3"
"T",37,2000000,"2","9","1","3","2","1","4"
"N",54,0,"1","9","2","3","2","1","2"
"T",48,0,"2","9","4","1","1","1","6"
"N",57,15000,"1","9","1","1","1","1","4"
"T",40,0,"2","9","4","1","0","1","4"
"T",83,0,"2","9","4","1","0","1","3"
"N",52,828116,"2","9","1","1","1","1","4"
"N",49,4241666,"1","9","1","3","2","2","4"
"N",53,1000000,"1","9","1","1","2","1","4"
"N",31,1200000,"1","1","1","1","2","3","2"
"T",71,894782,"2","1","4","1","2","3","3"
"N",82,897116,"2","1","4","1","0","3","5"
"T",53,897125,"2","1","1","1","0","1","4"
"N",56,4485628,"2","1","1","3","2","3","4"
"T",57,3250000,"2","1","1","3","2","3","5"
"N",51,2500000,"1","1","1","3","2","3","4"
"T",61,853116,"2","1","4","3","2","1","3"
"T",58,300000,"1","1","1","1","0","1","3"
"N",58,800000,"2","1","1","1","0","1","4"
"N",47,950000,"1","1","1","1","0","1","4"
"T",61,0,"1","1","2","0","0","1","3"
"T",65,400000,"1","1","1","1","0","1","3"
"T",65,0,"2","1","4","1","0","1","4"
"T",47,0,"2","1","4","0","0","1","4"
"T",58,500000,"1","1","1","1","0","1","4"
"T",33,400000,"2","1","1","1","0","1","4"
"N",70,200000,"2","1","4","0","0","1","3"
"T",55,828116,"1","1","1","0","0","1","6"
"T",78,0,"2","1","6","0","0","1","4"
"T",43,1823333,"1","1","1","1","2","1","4"
"T",49,0,"2","1","4","1","2","0","4"
"T",36,300000,"2","1","1","1","2","8","4"
"T",61,1216666,"2","1","1","1","2","0","4"
"N",49,2000000,"1","1","1","1","2","2","5"
"N",56,600000,"1","1","1","1","0","2","6"
"T",79,828116,"2","1","5","0","0","2","3"
"N",73,1400000,"2","1","4","3","2","2","3"
"N",62,320000,"2","1","1","1","0","2","5"
"T",64,0,"2","1","4","1","0","2","4"
"T",31,900000,"1","1","1","1","2","2","4"
"T",51,5000000,"2","1","4","3","2","2","3"
"T",43,152000,"2","1","4","1","0","1","4"
"T",37,750000,"2","1","1","1","0","1","4"
"T",77,0,"2","1","4","0","0","1","3"
"N",47,240000,"1","1","1","0","0","1","4"
"T",25,200000,"2","1","4","1","2","1","2"
"T",21,233333,"2","1","4","1","2","1","4"
"N",50,500000,"1","1","1","1","0","1","4"
"T",67,75000,"2","1","4","0","0","1","4"
"N",59,600000,"1","1","1","1","0","1","4"
"N",40,558333,"1","1","1","0","0","1","2"
"N",43,344166,"1","1","1","0","0","1","5"
"N",39,1300000,"1","1","1","1","0","1","5"
"T",19,366666,"2","1","4","0","0","1","4"
"N",20,275000,"1","1","1","1","2","1","1"
"N",63,166666,"2","1","4","1","0","1","4"
"T",89,0,"2","1","4","1","0","1","3"
"N",51,1408333,"1","8","1","1","0","2","4"
"N",56,1395000,"1","8","1","1","0","1","3"
"N",51,2800000,"2","8","1","3","2","2","4"
"T",38,1047032,"2","8","1","1","0","2","5"
"T",49,1200000,"2","8","1","1","0","2","5"
"N",64,41666,"2","8","6","0","0","1","4"
"T",34,925148,"2","8","1","1","0","2","5"
"T",38,1143333,"1","8","1","1","0","2","5"
"T",65,1126198,"2","8","1","1","0","2","5"
"N",59,1360000,"2","8","4","1","0","2","3"
"T",68,2540000,"1","8","4","3","0","2","4"
"N",81,2725000,"2","8","4","1","0","2","3"
"N",47,900000,"1","8","1","2","0","3","5"
"N",51,1000000,"1","8","1","1","2","3","5"
"T",34,1012508,"2","8","1","3","2","1","4"
"T",38,450000,"1","8","1","1","2","2","5"
"N",49,800000,"2","8","1","1","2","1","5"
"N",30,1500000,"1","8","1","1","2","3","5"
"N",56,300000,"2","8","1","1","0","1","5"
"N",52,2368333,"2","8","1","3","2","2","5"
"N",54,1500000,"1","8","1","1","2","1","5"
"T",49,4000000,"2","8","1","3","2","2","5"
"N",70,1241666,"2","8","4","1","0","3","3"
"T",31,1791750,"2","8","1","3","2","1","4"
"N",59,25000,"2","1","4","1","2","1","4"
"T",36,600000,"2","1","1","1","2","1","4"
"N",78,20833,"2","1","4","0","0","1","3"
"N",20,700000,"2","1","1","3","2","2","2"
"T",47,25000,"2","1","4","1","2","2","4"
"N",69,2100000,"2","1","4","3","0","1","4"
"N",68,0,"2","1","4","0","0","1","3"
"N",42,126666,"1","1","4","1","0","1","4"
"T",61,0,"1","1","4","0","0","0","4"
"T",66,0,"2","1","4","1","0","1","4"
"N",68,416666,"2","1","4","1","0","1","4"
"T",55,25000,"2","1","4","1","0","1","4"
"N",44,1612000,"2","1","1","3","2","1","4"
"T",41,1175000,"2","1","1","3","1","1","4"
"T",77,80000,"2","1","4","1","0","1","3"
"T",39,220000,"2","1","1","1","0","0","4"
"T",18,0,"2","1","4","1","0","1","4"
"T",40,59166,"2","1","1","1","2","0","4"
"T",42,120000,"2","1","1","1","0","0","4"
"N",65,3000000,"1","1","1","1","2","0","3"
"N",27,35000,"1","1","1","1","2","1","5"
"T",39,500000,"2","1","4","1","2","1","6"
"T",55,160000,"2","1","4","1","0","1","4"
"N",57,350000,"1","1","4","1","0","0","4"
"T",46,600000,"2","1","1","1","0","1","4"
"T",65,0,"2","1","4","0","0","1","4"
"T",51,862620,"2","1","1","3","2","1","2"
"T",68,1500000,"1","1","1","1","0","3","6"
"N",50,150000,"2","1","4","1","2","2","4"
"T",88,0,"1","1","5","1","1","2","3"
"N",31,600000,"1","1","1","1","0","2","5"
"T",78,500000,"2","1","5","1","0","1","3"
"N",21,76666,"1","1","1","1","2","1","5"
"T",35,450000,"1","1","1","1","0","1","4"
"T",62,100000,"1","1","1","1","0","1","3"
"N",69,520000,"1","1","6","1","0","1","6"
"T",40,400000,"1","1","1","1","0","1","2"
"T",51,4000000,"2","1","4","1","0","1","2"
"N",49,3087916,"2","1","1","3","2","1","5"
"N",73,700000,"1","1","1","0","0","1","4"
"N",65,195833,"1","1","1","0","0","1","4"
"N",50,180000,"1","1","1","1","0","1","2"
"T",50,30000,"2","1","4","1","0","1","2"
"T",44,90000,"2","1","4","1","0","1","4"
"N",36,0,"1","1","6","2","2","1","5"
"T",70,91666,"2","1","4","1","0","1","3"
"T",69,5833,"2","1","4","1","0","1","2"
"N",31,90000,"1","1","2","0","0","1","5"
"T",54,500000,"1","1","1","0","0","2","3"
"N",74,240000,"1","1","1","1","0","1","5"
"T",63,775000,"1","1","1","1","0","1","4"
"T",45,33333,"2","1","4","2","0","1","2"
"T",53,1089400,"2","1","1","3","2","3","4"
"T",70,0,"2","1","5","1","0","4","4"
"T",45,1425000,"2","1","1","3","2","2","5"
"T",54,0,"2","1","4","1","2","2","6"
"T",42,140000,"2","1","4","1","2","1","5"
"T",63,0,"2","1","4","1","0","1","5"
"T",40,850000,"2","1","1","3","2","1","2"
"T",51,2057500,"2","1","1","3","2","2","4"
"T",71,275000,"1","1","5","0","0","0","3"
"N",60,2158333,"2","1","1","3","1","1","6"
"N",60,500000,"1","1","1","0","0","0","4"
"T",63,356666,"1","1","1","0","0","0","4"
"T",33,575000,"2","1","4","1","2","0","2"
"N",68,900000,"1","1","1","0","0","0","4"
"N",21,843750,"1","1","1","1","2","0","2"
"N",69,1200000,"1","1","1","1","0","1","4"
"N",53,0,"1","1","2","3","0","1","4"
"N",67,1033333,"2","1","4","0","0","1","3"
"N",53,416666,"1","1","1","1","0","1","6"
"N",72,0,"2","1","4","0","0","0","3"
"N",52,120000,"2","1","4","1","0","1","4"
"T",59,0,"2","1","5","1","0","1","3"
"T",41,2700000,"2","1","1","3","2","1","4"
"N",69,0,"2","1","4","1","0","1","4"
"N",61,1080000,"1","1","1","1","0","1","4"
"T",72,400000,"2","1","1","1","0","2","3"
"T",31,500000,"2","1","1","1","2","1","4"
"T",70,250000,"1","1","1","1","0","1","3"
"T",36,0,"2","1","4","1","2","1","6"
"N",43,400000,"1","1","4","3","2","2","4"
"T",28,180000,"2","1","1","1","2","2","6"
"T",54,0,"2","1","4","1","0","1","4"
"T",57,5000,"2","1","4","1","0","1","4"
"N",52,800000,"1","1","1","1","0","1","4"
"T",78,8333,"1","1","5","1","0","1","3"
"T",53,800000,"1","1","1","1","0","1","4"
"N",74,80000,"1","1","4","1","0","1","3"
"N",36,100000,"2","1","4","1","0","1","4"
"N",63,25000,"1","1","2","1","0","1","4"
"N",30,99,"1","1","4","0","0","1","5"
"N",70,0,"1","1","5","0","0","1","5"
"T",65,99,"2","1","1","0","0","1","4"
"N",25,99,"1","1","1","1","2","1","5"
"T",38,846000,"2","1","1","1","1","1","4"
"N",70,99,"1","1","1","0","0","1","3"
"N",62,604166,"2","1","4","1","0","1","3"
"N",22,400000,"1","1","1","3","2","1","5"
"N",87,0,"2","1","5","1","0","1","3"
"N",64,970000,"1","1","1","1","0","1","5"
"N",71,0,"2","1","4","1","0","1","5"
"N",77,0,"1","1","5","1","0","1","4"
"T",83,99,"2","1","1","1","0","1","3"
"T",71,0,"2","1","5","1","0","1","4"
"N",60,25000,"1","1","5","0","0","0","4"
"N",52,99,"2","1","1","0","0","1","4"
"N",41,1270833,"1","1","1","1","2","1","5"
"N",83,16666,"2","1","5","0","0","1","5"
"T",59,500000,"1","1","1","1","0","1","4"
"T",52,208333,"2","1","4","1","0","1","2"
"T",60,0,"2","1","4","1","0","1","4"
"T",41,200000,"2","1","4","1","0","1","4"
"N",54,107,"1","1","1","0","0","0","5"
"N",74,8439,"1","1","1","0","0","1","3"
"N",45,107,"2","1","2","1","0","0","3"
"T",42,1075000,"2","1","1","3","2","1","4"
"N",45,908000,"1","1","1","1","2","1","5"
"T",31,300000,"2","1","4","1","2","1","4"
"N",76,12500,"1","1","5","1","0","1","3"
"N",68,800000,"1","1","1","1","0","0","4"
"N",77,0,"2","1","4","1","0","1","3"
"T",37,0,"2","1","4","1","2","1","4"
"N",39,1380000,"1","1","1","1","0","1","2"
"N",62,3240008,"1","1","1","0","0","1","6"
"N",42,200008,"1","1","1","1","2","0","4"
"T",69,0,"1","1","5","0","0","1","3"
"N",47,1100000,"1","1","1","1","0","0","4"
"N",72,0,"2","5","4","0","0","1","3"
"T",39,1000000,"1","5","1","1","2","1","4"
"T",86,0,"1","2","5","1","0","1","3"
