"Hijos","Edad.Jefe","Ingresos.totales","Sexo.Jefe","Region","Trabajo.Jefe","Edu.Jefe","Uso.tecnologia.Jefe","Estrato.vivienda","Tipo.Union"
"N",43,3650000,"1","9","1","3","2","2","4"
"N",34,1000000,"1","9","1","3","2","2","4"
"N",67,1000000,"1","9","1","0","0","2","3"
"N",18,672500,"2","9","1","1","2","2","5"
"T",26,1800000,"2","9","1","3","2","2","4"
"N",60,670000,"2","9","1","1","0","2","4"
"N",58,2600000,"1","9","1","3","0","3","4"
"N",24,25000,"1","9","2","3","2","3","5"
"N",30,1600000,"2","9","1","3","2","3","5"
"N",27,400000,"2","9","1","3","2","2","5"
"N",36,830000,"1","9","1","1","0","2","5"
"N",28,2000000,"1","9","1","1","2","3","5"
"N",54,700000,"1","9","1","1","0","1","4"
"N",58,1200000,"1","9","1","3","2","2","5"
"N",89,75000,"1","9","5","0","0","1","3"
"N",81,0,"1","9","6","0","0","1","3"
"N",70,0,"2","9","6","0","0","1","3"
"T",24,0,"2","9","4","1","0","1","2"
"N",54,2249000,"1","9","1","3","0","1","6"
"T",18,0,"2","9","6","0","0","1","4"
"T",60,33333,"2","9","4","1","0","1","3"
"T",38,800000,"2","9","4","1","0","1","4"
"T",39,0,"2","9","4","1","0","1","4"
"N",18,0,"1","9","6","1","0","1","5"
"N",43,1566666,"2","9","6","1","0","1","2"
"N",65,300000,"2","9","1","1","0","1","4"
"T",57,0,"1","9","6","1","0","1","3"
"T",44,0,"2","9","6","0","0","1","4"
"T",26,0,"2","9","4","3","0","1","5"
"T",29,0,"2","9","6","1","0","1","4"
"T",31,0,"2","9","4","3","0","1","4"
"T",23,425000,"2","9","4","1","0","1","4"
"N",73,600000,"1","9","4","1","0","1","3"
"N",18,0,"1","9","2","1","2","1","5"
"N",31,1750000,"1","9","1","3","2","1","5"
"T",48,0,"2","9","4","1","0","1","5"
"T",30,0,"2","9","4","1","2","1","4"
"T",27,900000,"2","9","1","1","2","1","5"
"T",54,4376666,"2","9","1","3","2","1","4"
"T",35,600000,"2","9","1","1","0","1","2"
"T",51,1441666,"2","9","1","1","0","1","5"
"T",51,0,"2","9","4","1","0","1","4"
"N",26,1500000,"1","9","1","1","2","1","5"
"N",47,0,"2","9","4","1","0","1","2"
"T",36,1200000,"2","9","1","1","0","1","2"
"N",16,0,"2","9","3","3","2","1","5"
"T",57,400000,"2","9","1","1","0","1","4"
"N",40,1700000,"1","9","1","1","2","1","4"
"N",74,100000,"2","9","5","1","0","1","3"
"T",35,0,"2","9","6","1","2","1","4"
"N",17,900000,"1","9","1","1","1","1","4"
"T",37,150000,"2","9","2","1","2","1","4"
"T",37,0,"2","9","2","3","0","1","3"
"T",50,99,"2","9","1","1","0","1","4"
"T",44,300000,"2","9","1","1","0","1","4"
"N",55,33333,"2","9","4","1","0","1","4"
"T",42,99,"2","9","1","1","0","1","4"
"N",47,450000,"1","9","1","1","0","1","5"
"N",73,16666,"2","9","4","1","0","1","3"
"T",32,900000,"2","9","1","1","0","1","4"
"N",23,0,"2","9","2","1","2","1","4"
"N",24,800000,"2","9","1","1","2","1","5"
"T",26,33333,"2","9","2","1","2","1","2"
"T",23,33333,"2","9","4","1","0","1","2"
"N",52,400000,"1","9","1","1","0","1","5"
"T",31,250000,"2","9","4","1","0","1","4"
"T",45,400000,"2","9","1","1","0","1","5"
"T",20,450000,"2","9","1","3","2","1","5"
"T",45,236666,"2","9","4","1","0","1","4"
"N",33,1500000,"2","9","1","3","2","2","5"
"N",46,1250000,"2","9","4","1","0","1","3"
"T",29,400000,"2","9","2","1","0","1","5"
"T",43,250000,"1","9","1","1","0","1","4"
"N",18,104166,"2","9","1","3","2","1","5"
"T",33,500000,"2","9","1","1","2","1","4"
"N",39,500000,"1","9","1","1","0","1","5"
"N",53,0,"1","9","2","0","0","1","5"
"N",73,0,"2","9","4","1","0","1","4"
"N",34,890000,"1","9","1","1","2","1","6"
"T",31,400000,"2","9","1","1","2","1","4"
"N",77,180000,"2","9","4","0","0","1","4"
"N",57,380000,"2","9","1","1","0","1","3"
"N",73,280000,"2","9","4","0","0","1","3"
"T",38,1400000,"1","9","1","1","2","1","4"
"T",49,600000,"2","9","1","1","0","1","4"
"N",21,500000,"1","9","1","1","2","1","5"
"N",24,0,"2","9","2","3","2","1","2"
"N",43,990000,"1","9","1","1","2","3","4"
"T",61,733333,"2","9","1","1","0","1","4"
"N",58,1200000,"1","9","1","1","2","3","6"
"N",52,200000,"1","9","2","1","0","3","4"
"T",41,2806865,"2","9","1","3","2","1","5"
"N",19,98,"1","9","1","1","2","1","5"
"N",21,250000,"1","9","1","2","2","2","5"
"T",54,2598833,"2","9","1","3","2","2","4"
"N",35,1855000,"2","9","1","3","2","2","5"
"N",53,300000,"2","9","4","1","0","2","3"
"T",33,0,"2","9","4","3","0","2","6"
"N",18,150000,"2","9","3","3","2","2","5"
"T",40,170000,"2","9","2","3","2","2","5"
"T",34,3841666,"2","9","1","3","2","2","2"
"N",52,825000,"2","9","1","1","0","0","4"
"N",61,233333,"1","9","1","1","0","0","4"
"N",48,700000,"2","9","1","1","1","8","4"
"N",63,150000,"1","9","1","0","0","8","2"
"N",61,150000,"1","9","1","0","0","8","4"
"T",40,99,"2","9","1","1","2","8","4"
"T",35,216666,"2","9","1","1","2","0","4"
"N",63,200000,"2","9","1","1","0","1","4"
"N",52,691666,"1","9","1","1","0","1","5"
"N",57,760000,"1","9","1","0","0","1","4"
"N",62,2200000,"1","9","1","1","2","1","2"
"N",15,400000,"1","9","1","1","2","1","5"
"N",30,2475000,"2","9","1","3","2","1","5"
"T",60,2587558,"2","1","4","3","2","4","4"
"T",59,0,"2","1","4","1","0","1","4"
"T",49,16666,"2","1","4","1","1","1","3"
"T",56,3581000,"2","1","1","3","2","3","3"
"T",37,416666,"2","1","4","3","2","2","3"
"T",78,58333,"2","1","4","1","0","1","3"
"T",59,916666,"1","1","4","1","0","1","4"
"N",27,1658602,"2","1","1","3","2","1","5"
"N",48,350000,"1","1","1","1","0","1","5"
"T",40,437500,"2","1","1","0","0","1","4"
"N",28,450000,"1","1","1","1","0","1","5"
"N",54,400000,"2","1","4","1","0","1","3"
"N",38,1286000,"2","1","1","1","2","1","4"
"T",30,145000,"2","1","1","3","0","1","4"
"N",31,250000,"1","1","1","1","0","1","5"
"T",29,1738333,"2","1","1","1","2","1","4"
"T",32,255833,"2","1","1","1","0","1","4"
"T",35,254166,"2","1","1","1","0","1","4"
"N",81,1732000,"1","1","6","1","0","1","3"
"N",59,450000,"1","1","4","1","0","1","4"
"N",37,300000,"2","1","1","3","2","1","5"
"T",49,433333,"2","1","4","3","2","2","4"
"N",45,41666,"2","1","2","3","2","1","4"
"T",22,645000,"2","1","1","1","0","2","4"
"N",69,141666,"1","1","1","1","0","8","2"
"N",71,2000000,"1","1","1","0","0","8","2"
"N",51,200000,"1","1","1","1","0","1","4"
"N",80,416666,"1","1","1","0","0","0","3"
"T",58,140000,"2","1","4","1","0","1","3"
"N",42,258333,"1","1","1","0","0","1","5"
"N",28,400000,"1","1","1","1","2","1","4"
"N",62,100000,"2","1","4","1","0","1","4"
"N",66,100000,"1","1","1","1","0","8","4"
"N",53,500000,"1","1","1","1","0","8","4"
"N",63,400000,"1","1","1","0","0","8","3"
"N",74,100000,"1","1","1","1","0","8","4"
"N",72,1906232,"1","1","1","0","0","1","4"
"T",37,500000,"1","1","6","1","2","1","2"
"N",48,0,"1","1","2","1","0","1","4"
"N",75,578333,"2","1","1","0","0","1","3"
"T",39,300000,"2","1","1","1","0","1","2"
"N",59,180000,"2","1","1","1","0","1","5"
"N",48,236666,"1","1","1","1","0","1","2"
"N",23,180000,"1","1","1","1","0","1","5"
"T",41,366666,"2","1","1","1","0","1","1"
"T",42,1600000,"2","1","1","1","2","2","4"
"N",43,1000000,"1","1","1","1","0","1","5"
"T",32,833333,"2","1","4","3","2","1","2"
"T",20,166666,"2","1","4","3","2","1","4"
"N",89,416666,"2","1","4","1","0","2","3"
"T",64,0,"2","1","4","1","0","1","3"
"N",71,1166666,"1","1","1","1","0","1","4"
"N",30,550000,"1","1","1","1","0","0","2"
"N",64,720000,"1","1","1","1","0","0","2"
"T",49,300000,"1","1","1","0","0","2","4"
"T",52,150000,"2","1","1","1","0","1","4"
"N",47,450000,"2","1","1","1","2","2","5"
"T",42,66666,"2","1","2","3","2","2","4"
"T",41,250000,"2","1","1","3","2","2","4"
"T",38,300000,"2","1","1","1","0","1","2"
"N",75,333333,"2","1","4","1","0","2","4"
"T",75,250000,"1","1","5","1","0","1","4"
"T",97,166666,"1","1","4","0","0","2","3"
"T",58,333333,"2","1","4","1","0","1","4"
"T",59,1397008,"1","8","1","1","2","1","4"
"T",50,1072008,"1","8","1","1","0","2","5"
"T",60,200000,"2","1","4","1","2","1","4"
"N",49,107,"1","1","1","3","2","6","6"
"N",63,50000,"2","1","4","3","2","3","4"
"N",37,1100000,"1","1","1","3","2","3","4"
"N",40,0,"2","1","5","0","0","1","4"
"N",78,400008,"2","1","4","0","0","1","3"
"T",64,1200098,"2","1","4","3","2","6","4"
"T",59,800000,"2","1","1","1","0","1","4"
"N",57,350106,"2","1","4","1","2","1","3"
"T",34,700000,"2","1","4","1","0","1","2"
"N",49,4666666,"1","1","1","1","2","8","6"
"N",61,100000,"1","1","1","1","0","1","4"
"N",39,120000,"1","1","2","1","0","1","2"
"N",59,380000,"2","1","6","3","0","8","3"
"N",68,2150000,"1","1","1","1","0","8","4"
"T",48,400000,"2","1","4","3","2","1","4"
"N",55,1800000,"1","1","1","1","0","1","4"
"N",75,500000,"2","1","4","0","0","8","3"
"T",78,0,"2","1","5","0","0","2","3"
"N",53,200000,"2","1","4","3","0","2","4"
"N",79,16666,"2","1","4","1","0","1","3"
"T",58,1603333,"2","1","4","0","0","0","4"
"T",55,100000,"2","1","4","1","0","0","4"
"N",32,1050000,"1","1","1","1","2","1","4"
"N",82,12500,"2","1","4","0","0","1","3"
"N",49,375000,"1","1","1","1","0","1","4"
"T",62,308333,"1","1","1","1","0","1","5"
"N",29,800000,"1","1","1","1","2","2","2"
"N",85,1312500,"1","1","1","3","0","2","3"
"T",76,300000,"2","1","1","1","0","1","3"
"T",56,33333,"2","1","4","1","2","1","6"
"T",37,550000,"2","1","4","1","1","1","4"
"N",39,1300000,"1","1","1","1","0","1","4"
"T",68,200000,"1","1","5","1","0","1","4"
"T",45,500000,"2","1","1","0","0","1","4"
"N",50,550000,"1","1","1","1","2","1","4"
"T",70,200000,"2","1","4","0","0","1","3"
"T",42,508333,"2","1","1","0","0","1","4"
"T",27,200000,"2","1","1","1","0","1","4"
"N",75,250000,"2","1","4","1","0","1","3"
"T",28,600000,"2","1","4","3","2","1","2"
"T",60,233333,"2","1","4","1","0","1","3"
"T",37,450000,"2","1","4","1","2","1","4"
"T",73,0,"2","1","4","1","0","1","3"
"N",67,600000,"1","1","1","0","0","1","3"
"T",27,400000,"2","1","4","1","2","1","4"
"T",84,200000,"1","1","5","0","0","1","3"
"T",101,200000,"2","1","5","0","0","1","3"
"T",71,170000,"1","1","1","1","0","1","3"
"T",54,540000,"2","1","1","1","0","1","5"
"T",55,30833,"2","1","4","1","0","1","4"
"N",56,50000,"2","1","4","1","0","1","5"
"T",69,87841,"2","1","4","1","0","1","3"
"T",62,430000,"2","1","1","1","0","1","4"
"N",53,4533333,"2","1","1","2","2","1","5"
"N",31,0,"2","1","2","2","2","1","5"
"T",46,16666,"2","1","4","1","0","1","4"
"T",82,1500000,"2","1","4","1","0","2","6"
"N",33,8333,"2","1","4","1","2","3","5"
"T",40,500000,"2","1","1","1","2","3","5"
"T",50,29166,"2","1","4","1","0","1","4"
"T",32,16666,"2","1","4","1","0","1","2"
"N",91,0,"2","1","5","0","0","1","5"
"T",27,3303333,"2","1","1","3","2","3","2"
"N",68,1500000,"2","2","4","3","0","1","4"
"N",67,483333,"1","2","1","1","0","1","4"
"N",76,66666,"2","3","4","1","0","1","3"
"N",33,1200000,"2","3","1","1","2","1","4"
"N",57,100000,"1","3","1","1","0","1","4"
"N",30,1360000,"1","3","1","1","0","1","4"
"T",36,3600000,"2","3","4","1","0","1","4"
"N",57,300000,"1","3","4","1","0","1","4"
"T",31,416666,"2","3","1","0","0","0","2"
"N",35,1836666,"1","3","1","1","0","1","2"
"T",45,1538333,"2","3","1","1","0","1","4"
"T",57,2691666,"2","3","1","1","0","1","3"
"T",31,400000,"2","3","4","1","0","1","4"
"T",25,138000,"2","3","1","1","0","1","4"
"N",20,33333,"2","3","4","1","0","1","2"
"T",53,1600000,"2","3","1","1","0","1","5"
"T",48,750000,"2","3","4","1","0","2","4"
"N",24,1000000,"1","3","1","1","0","1","4"
"T",71,613333,"1","3","1","1","0","1","4"
"T",22,383333,"2","3","4","1","1","1","2"
"T",24,841666,"2","3","1","1","0","1","4"
"T",32,940000,"2","3","4","3","2","2","2"
"N",53,3250000,"1","3","1","1","2","0","6"
"N",54,1500000,"1","3","1","3","0","2","4"
"T",31,687000,"2","3","1","1","1","1","4"
"T",31,770000,"2","3","1","1","0","1","4"
"T",34,70000,"2","3","4","1","0","1","6"
"T",83,0,"2","3","4","1","0","1","3"
"N",48,1626000,"1","3","1","1","2","2","5"
"N",35,1000000,"1","3","1","1","0","1","5"
"N",54,1516666,"1","3","1","1","0","1","2"
"T",51,508333,"2","3","1","1","0","1","5"
"T",48,25000,"2","3","4","1","0","1","2"
"N",53,16666,"2","3","4","0","0","1","4"
"T",40,800000,"2","3","1","1","2","1","3"
"T",63,591666,"2","3","1","1","0","1","4"
"N",80,0,"1","3","4","1","0","1","5"
"T",85,0,"2","3","5","1","0","1","3"
"T",68,390000,"2","3","1","1","0","2","3"
"N",61,800000,"1","3","1","1","0","1","4"
"T",70,400000,"2","3","4","1","0","1","3"
"N",67,26500,"1","3","4","1","0","1","4"
"T",40,894666,"2","3","1","1","2","1","4"
"N",63,600000,"2","3","1","1","2","1","4"
"T",85,400000,"2","3","4","1","0","1","3"
"N",71,180000,"1","3","1","0","0","1","5"
"N",46,1286666,"1","3","1","1","0","1","5"
"T",72,800000,"2","3","4","0","0","1","6"
"T",69,0,"2","3","4","1","0","1","5"
"N",72,50000,"2","3","4","1","0","1","3"
"T",62,41666,"2","2","4","1","0","1","3"
"N",29,2000000,"2","2","1","3","2","2","5"
"T",45,3000000,"2","2","1","3","2","3","6"
"T",63,0,"2","2","4","1","0","5","5"
"T",29,700000,"2","2","2","1","2","2","5"
"N",18,700000,"1","2","1","1","2","2","5"
"N",20,1528116,"2","2","1","3","2","2","5"
"T",35,1679738,"2","2","1","3","2","3","5"
"T",47,2223032,"2","2","1","3","2","3","4"
"N",56,1666,"1","2","2","1","2","3","4"
"N",58,2000000,"2","2","6","3","2","5","4"
"N",27,9633333,"1","2","1","1","2","5","5"
"N",30,1260000,"1","2","1","1","2","2","5"
"T",39,600000,"2","2","1","1","0","3","5"
"N",82,4741666,"2","2","4","3","2","3","3"
"T",50,450000,"2","2","1","1","0","2","4"
"N",70,250000,"2","2","4","1","0","1","5"
"T",26,333333,"2","2","4","1","2","1","2"
"N",68,500000,"2","2","4","1","0","2","6"
"N",86,1408333,"1","2","4","1","0","2","3"
"T",54,700000,"1","2","4","1","0","1","2"
"N",63,330000,"2","2","1","1","0","1","2"
"T",74,0,"2","2","4","1","0","1","3"
"N",83,333333,"2","2","4","0","0","2","3"
"N",64,658333,"1","2","1","1","0","1","5"
"N",69,490000,"1","2","1","1","0","2","3"
"T",40,1283333,"2","2","1","1","0","2","4"
"N",43,1116666,"1","2","1","1","2","1","5"
"N",77,333333,"1","2","4","1","0","2","3"
"N",45,258333,"2","2","1","1","0","2","3"
"N",41,650000,"1","2","1","1","0","2","5"
"N",67,5308333,"2","2","4","3","2","3","4"
"T",62,300000,"2","2","1","1","2","2","5"
"N",68,1000000,"1","2","1","1","0","4","4"
"N",49,900000,"2","2","1","1","2","2","5"
"N",49,2000000,"1","2","1","3","2","2","4"
"N",52,700000,"1","2","1","3","2","2","5"
"T",55,98,"2","2","4","1","0","2","4"
"N",79,600000,"2","2","4","3","0","2","3"
"N",62,600000,"2","2","1","1","0","2","5"
"T",39,3432032,"2","2","1","3","2","3","4"
"N",53,828116,"2","2","1","1","0","2","5"
"N",51,894782,"1","2","1","1","0","2","6"
"N",70,862616,"1","2","6","1","0","2","3"
"N",63,116666,"2","2","1","1","0","2","4"
"N",76,525000,"2","2","4","1","0","2","4"
"N",85,937500,"2","2","4","1","0","2","3"
"N",58,98,"1","2","1","3","2","3","4"
"T",50,98,"1","2","1","1","1","3","4"
"T",56,2812500,"1","2","1","3","2","3","4"
"T",35,99,"2","2","1","1","0","3","4"
"N",69,370833,"2","2","4","0","0","3","5"
"T",50,0,"2","2","4","1","0","1","4"
"T",61,0,"2","2","4","1","0","1","3"
"N",61,41666,"2","2","4","1","0","2","4"
"N",66,1120833,"2","2","1","1","2","3","3"
"T",46,1541666,"2","2","1","1","2","2","4"
"T",55,900000,"1","2","1","1","2","2","4"
"T",46,600000,"2","2","4","1","2","4","4"
"T",57,3150000,"2","2","1","2","2","4","4"
"T",54,25000,"2","2","4","1","1","3","4"
"T",69,533333,"2","2","4","1","2","3","3"
"T",69,90000,"1","2","6","1","0","2","4"
"N",45,600000,"1","2","1","1","2","2","4"
"T",50,884116,"2","2","1","1","2","0","4"
"T",36,200000,"2","2","1","1","2","2","2"
"N",88,0,"1","2","5","1","0","2","3"
"N",74,116666,"1","2","4","0","0","1","2"
"N",85,0,"1","2","4","1","0","2","5"
"T",76,0,"2","7","4","0","0","2","3"
"N",65,850000,"1","7","1","1","0","1","4"
"N",64,100000,"1","7","4","1","0","1","4"
"T",27,400000,"2","7","4","1","0","1","5"
"T",44,600000,"2","7","1","1","0","1","5"
"T",59,100000,"2","7","4","1","0","2","3"
"N",42,1648949,"1","7","1","1","2","2","4"
"N",26,700000,"1","7","1","1","2","2","5"
"N",28,900000,"1","7","1","1","2","1","4"
"N",66,91666,"2","7","4","3","2","2","3"
"T",40,1175000,"2","7","1","1","2","1","4"
"N",75,2001666,"1","7","1","0","0","1","3"
"N",82,1083333,"2","7","4","1","0","1","3"
"T",38,1080098,"2","7","1","1","2","1","4"
"N",72,1233333,"1","7","1","1","0","1","4"
"T",43,1865000,"2","7","1","1","2","1","4"
"N",39,650000,"1","7","1","1","2","2","2"
"T",39,1950000,"2","4","1","3","2","2","5"
"T",70,0,"2","4","4","0","0","1","5"
"N",41,2700000,"2","4","1","3","2","1","5"
"T",60,250000,"2","4","1","1","0","1","4"
"N",20,491666,"2","4","1","1","2","1","5"
"T",26,450000,"2","4","1","1","2","1","5"
"N",17,416666,"1","4","1","3","0","1","5"
"T",50,800000,"2","4","1","0","2","1","4"
"N",58,3575000,"1","4","1","3","2","1","5"
"T",33,800000,"2","4","1","3","2","1","5"
"T",44,3420000,"2","4","1","3","2","1","5"
"N",38,931630,"1","4","1","1","2","1","5"
"N",62,3000000,"1","4","1","1","2","1","5"
"N",90,25000,"1","4","6","0","0","1","3"
"T",23,470833,"2","4","1","1","2","1","5"
"N",69,700000,"2","4","1","1","0","1","5"
"N",36,379166,"2","4","1","1","2","1","5"
"T",61,400000,"2","4","1","1","0","1","3"
"T",36,650000,"2","4","1","3","2","1","5"
"N",31,562500,"2","4","1","1","0","1","5"
"N",31,400000,"1","4","1","3","2","1","5"
"N",64,400000,"2","4","1","0","0","1","5"
"T",21,500000,"2","4","1","1","2","1","5"
"T",40,450000,"2","4","1","1","2","1","5"
"T",43,300000,"2","4","4","1","2","1","5"
"T",78,0,"2","4","4","1","0","1","3"
"N",72,37500,"2","4","4","0","0","8","5"
"N",60,350000,"1","4","1","0","0","8","5"
"T",47,0,"2","4","4","0","0","8","4"
"N",58,500000,"1","4","1","1","0","8","5"
"T",75,316666,"2","4","1","0","0","8","3"
"T",40,700000,"2","4","1","1","0","8","5"
"T",50,1400000,"2","4","1","0","0","8","4"
"T",24,400000,"2","4","1","1","0","8","5"
"T",38,600000,"2","4","1","0","0","8","5"
"T",44,600000,"2","4","1","1","0","8","5"
"T",27,500000,"2","4","1","1","2","8","5"
"T",24,1150000,"2","4","1","0","0","8","4"
"T",32,600000,"2","4","1","1","2","8","5"
"T",26,650000,"2","4","1","1","2","8","5"
"T",31,512500,"2","4","1","1","2","8","5"
"T",29,650000,"2","4","1","3","0","8","5"
"T",91,0,"2","4","5","1","0","2","3"
"T",58,8,"2","4","4","1","0","2","6"
"N",70,145000,"2","4","4","1","0","2","4"
"T",52,33333,"2","4","4","1","0","1","3"
"N",73,75000,"1","4","1","1","0","1","4"
"T",18,236666,"2","4","4","1","1","1","2"
"T",77,0,"2","4","4","1","0","1","6"
"T",57,270000,"1","4","1","1","0","1","3"
"N",66,135000,"2","4","4","1","0","1","5"
"T",89,16666,"2","4","5","0","0","1","3"
"N",77,41666,"2","4","4","0","0","1","3"
"N",13,41666,"2","4","3","3","2","1","5"
"N",76,8,"2","4","4","0","0","1","3"
"N",58,539500,"2","3","1","1","2","2","5"
"N",52,270833,"2","3","2","1","2","2","6"
"N",63,897125,"2","3","4","1","2","4","3"
"N",54,865616,"2","3","4","1","0","3","3"
"N",77,1300000,"2","3","4","1","2","4","3"
"N",64,400000,"2","3","1","1","0","2","3"
"T",42,1812500,"2","3","1","3","2","2","5"
"N",62,1300000,"1","3","4","1","2","2","6"
"T",31,116666,"2","3","1","1","0","1","4"
"T",31,96000,"2","3","1","0","0","2","5"
"N",90,105000,"1","3","5","0","0","2","3"
"T",36,1028116,"2","3","1","1","2","2","5"
"T",38,3875000,"2","3","1","3","2","2","4"
"N",51,1072032,"1","3","1","1","2","2","5"
"T",58,275000,"2","3","4","1","0","2","5"
"T",72,200000,"1","3","1","1","0","1","4"
"N",23,750000,"1","3","1","1","2","1","5"
"T",42,330000,"2","3","4","1","1","1","5"
"T",71,3650000,"2","3","4","1","2","2","4"
"N",65,0,"1","3","6","1","0","3","3"
"T",70,0,"2","3","5","1","0","1","3"
"N",51,0,"2","3","4","1","0","2","3"
"T",71,0,"2","3","4","1","0","1","4"
"N",70,200000,"2","3","4","1","0","1","5"
"N",57,333333,"2","3","4","1","0","1","5"
"T",74,916666,"2","3","4","1","0","2","3"
"N",60,466666,"2","3","4","1","0","2","5"
"T",45,640000,"2","3","1","1","0","1","5"
"N",30,960000,"1","3","1","1","0","1","5"
"N",66,266666,"2","3","4","1","0","2","3"
"N",72,600000,"1","3","1","0","0","2","5"
"N",72,1425000,"1","3","1","1","0","2","4"
"T",53,50000,"2","3","4","1","0","1","5"
"T",83,25000,"2","3","5","1","0","1","3"
"N",57,192500,"1","3","4","1","0","1","5"
"T",87,83333,"2","3","5","1","0","2","3"
"N",56,375000,"1","3","1","1","0","1","5"
"T",53,158333,"1","3","1","1","0","1","6"
"N",74,325000,"2","3","4","1","0","1","3"
"N",39,625000,"1","3","1","1","1","1","5"
"N",61,0,"2","3","4","1","0","1","5"
"T",81,320000,"1","3","1","1","0","1","3"
"T",50,350000,"2","3","1","1","2","2","4"
"T",20,458333,"2","3","1","1","0","1","5"
"T",27,100000,"2","3","3","3","2","1","5"
"N",58,833333,"1","3","1","1","0","1","6"
"T",35,300000,"2","3","1","1","0","1","5"
"N",53,134166,"1","3","1","1","0","2","4"
"N",70,300000,"1","3","5","0","0","1","3"
"T",53,600000,"1","3","1","1","0","1","4"
"N",60,375000,"2","3","1","2","0","1","5"
"N",64,450000,"1","3","1","1","0","2","4"
"N",52,3141666,"2","3","1","3","1","2","3"
"T",25,800000,"2","3","1","1","2","1","5"
"T",75,41666,"2","3","5","1","0","1","4"
"N",41,991696,"1","3","1","1","2","1","4"
"T",48,103333,"2","3","6","1","0","1","4"
"N",55,25000,"2","3","4","1","0","1","3"
"N",50,900000,"1","3","1","3","2","2","4"
"N",24,1200000,"1","3","1","2","1","2","5"
"N",61,800000,"1","3","1","0","0","2","3"
"N",82,300000,"2","3","5","1","0","2","3"
"N",68,200000,"2","3","4","1","0","2","4"
"N",64,900000,"1","3","1","1","0","2","4"
"T",58,900000,"2","3","1","1","0","2","4"
"N",58,0,"1","6","2","1","1","2","5"
"N",65,16833333,"1","6","6","3","2","3","4"
"N",61,1000000,"1","6","1","3","2","3","5"
"N",76,1666666,"2","6","6","1","2","3","3"
"T",52,41666,"2","6","4","1","2","2","5"
"N",78,600000,"2","6","4","0","0","2","4"
"T",32,348333,"2","6","1","1","2","2","5"
"N",48,16666,"2","6","4","1","0","2","2"
"T",84,16666,"2","6","4","1","0","2","3"
"T",59,0,"2","6","4","0","0","2","3"
"N",53,29166,"2","6","4","1","2","2","3"
"T",67,12500,"2","6","4","1","0","2","3"
"T",73,800000,"2","6","4","1","0","2","3"
"T",65,160000,"2","6","1","0","0","2","3"
"T",72,25000,"2","6","4","1","0","1","3"
"N",69,0,"1","6","4","1","0","2","5"
"T",67,8333,"2","6","4","1","0","2","3"
"N",36,2133333,"1","6","1","2","2","2","5"
"N",51,550000,"1","6","5","2","0","2","5"
"T",72,0,"2","6","4","1","0","2","3"
"T",50,2500000,"1","6","1","1","0","2","2"
"T",52,800000,"1","6","1","1","0","2","4"
"N",54,325000,"1","6","1","1","0","1","4"
"N",22,1021666,"1","6","1","1","2","2","5"
"T",37,980000,"2","6","1","1","1","2","4"
"T",39,250000,"2","6","1","1","2","2","4"
"T",42,583333,"2","6","4","1","0","1","6"
"T",40,716666,"2","6","4","1","0","1","6"
"T",27,166666,"2","6","4","1","2","1","2"
"T",24,0,"2","6","4","1","0","1","2"
"N",44,400000,"1","6","1","1","0","1","4"
"T",64,558333,"2","6","1","1","0","1","5"
"N",64,1416666,"1","6","1","1","1","1","5"
"N",64,25000,"2","6","4","1","0","1","4"
"N",55,25000,"2","6","4","1","0","1","5"
"N",25,350000,"1","6","1","1","0","1","5"
"N",18,33333,"2","6","4","1","0","1","5"
"N",51,250000,"2","6","4","0","0","1","5"
"N",39,550000,"2","6","1","1","0","1","5"
"N",40,1541666,"1","6","1","1","0","1","5"
"T",60,0,"2","6","4","1","0","1","3"
"T",47,550000,"2","6","1","1","0","1","3"
"N",58,500000,"2","6","1","1","0","1","4"
"T",49,0,"2","6","4","1","0","1","3"
"N",51,591666,"1","6","1","1","0","1","4"
"N",56,458333,"1","6","1","0","0","1","5"
"T",47,741666,"2","6","1","1","0","1","3"
"N",56,1158333,"1","6","1","1","0","1","5"
"T",26,791666,"2","6","1","1","0","1","5"
"N",63,600000,"1","6","1","1","0","2","6"
"N",54,350000,"1","6","1","1","0","1","5"
"N",64,25000,"2","6","4","1","0","1","5"
"N",43,1987000,"1","4","1","3","2","1","5"
"T",33,268333,"2","4","4","1","2","1","1"
"N",20,83333,"2","4","3","3","0","1","5"
"N",45,826000,"1","4","1","3","2","1","2"
"N",66,8333,"2","4","4","1","0","1","4"
"T",73,80000,"2","4","4","0","0","1","6"
"T",35,801416,"2","4","1","1","2","1","4"
"T",40,20931,"2","4","1","1","0","1","2"
"N",39,100000,"2","4","1","0","0","1","4"
"N",50,8333,"2","4","4","0","0","1","5"
"N",43,3600000,"1","4","1","3","2","1","6"
"T",40,500000,"2","4","4","1","2","1","5"
"T",60,62500,"2","4","4","0","0","1","4"
"T",30,70833,"2","4","4","1","0","8","4"
"T",60,0,"2","9","4","0","0","1","4"
"T",36,325000,"2","9","1","1","2","1","4"
"T",32,300000,"2","9","4","1","2","1","2"
"N",56,106,"1","9","1","0","0","1","4"
"N",44,303333,"1","9","1","1","0","1","3"
"N",45,106,"1","9","1","1","2","1","4"
"N",63,25000,"2","9","4","0","0","1","4"
"N",38,433333,"1","9","1","1","2","1","5"
"N",64,400000,"1","9","1","1","0","1","4"
"N",57,350000,"1","9","1","1","0","1","4"
"N",71,16666,"1","9","4","0","0","0","4"
