Codigo;Hijos;Sexo Jefe;Tipo Union;Edad Jefe;Region;Cantidad de personas;Estrato vivienda;Trabajo Jefe;Ingresos totales;Uso tecnologia Jefe;Edu Jefe;Afiliacion salud;N cuartos;N cuartos dormir;Valor Electricidad;N usos Lavadora
7165437-1;2;2;5;37;4;4;1;4;374500;0;1;1;3;2;25000;0
7165439-1;0;2;3;73;4;1;1;1;276666;0;1;1;2;1;1000;0
7165440-1;2;1;4;38;4;3;1;1;627500;2;3;1;3;2;27000;0
7165446-1;0;1;5;23;4;1;1;2;50000;2;1;1;1;1;5000;0
7165447-1;2;2;3;62;4;3;1;4;2654166;0;1;1;3;3;23000;0
7165448-1;0;2;5;23;4;1;1;1;270000;2;1;1;1;1;1500;0
7165457-1;0;2;5;47;4;1;1;1;220000;0;1;1;2;1;5000;0
7165460-1;1;2;5;26;4;2;1;2;541833;0;1;1;1;1;5000;0
7165461-1;1;2;5;36;4;2;1;2;415333;0;1;1;1;1;5000;0
7165462-1;0;2;4;48;4;1;1;1;230000;2;1;1;1;1;12000;0
7165464-1;0;2;4;28;4;2;1;2;200000;0;1;1;1;1;5000;0
7165469-1;1;2;5;23;4;2;1;4;155000;0;1;1;1;1;5000;0
7165474-1;1;2;5;29;4;2;1;1;380000;1;1;1;2;1;10000;0
7165476-1;0;2;5;42;4;2;1;4;300000;0;1;1;2;2;12000;0
7165478-1;1;2;3;61;4;2;1;4;216666;0;1;1;3;1;11000;0
7165481-1;1;2;5;46;4;2;1;4;50000;0;1;1;2;1;8000;0
7165482-1;0;2;5;78;4;2;1;4;176666;0;1;1;2;1;3500;0
7165487-1;0;2;3;65;4;1;1;4;110000;0;1;1;1;1;13000;0
7165488-1;2;2;4;37;4;3;1;4;202500;0;1;1;1;1;10000;0
7165489-1;1;2;3;77;4;2;1;4;908333;0;1;1;3;2;14500;1
7165494-1;1;2;5;64;4;2;1;4;265000;0;0;1;2;1;24500;0
7165497-1;0;2;5;62;4;1;1;1;198333;0;0;1;1;1;10000;0
7165498-1;1;1;1;34;4;2;1;4;480833;0;1;1;2;1;11200;0
7165504-1;0;1;4;39;4;1;1;1;230000;0;1;1;1;1;5000;0
7165506-1;0;2;3;80;4;1;1;4;118333;0;0;1;2;1;0;0
7165507-1;3;2;5;38;4;5;1;4;210000;0;1;1;3;2;4000;0
7165508-1;1;1;3;86;4;5;1;1;717000;0;1;1;3;3;6000;0
7165509-1;1;2;5;28;4;2;1;1;278000;0;1;1;1;1;4000;0
7165513-1;2;2;3;59;4;3;1;4;200000;0;1;1;3;2;5000;0
7165522-1;2;2;5;44;4;4;1;1;3168500;2;3;1;4;3;19800;2
7165524-1;3;2;2;40;4;4;1;4;573333;2;1;1;3;2;16600;1
7165526-1;0;1;5;43;4;2;3;1;1210000;2;3;1;4;2;48500;0
7165527-1;1;2;4;71;4;5;4;4;2500000;0;1;1;5;4;76000;2
7165528-1;0;1;5;50;4;1;4;1;3850000;2;3;1;4;1;45000;1
7165529-1;0;2;5;41;4;1;4;3;883333;2;3;1;3;1;90000;1
7165535-1;1;2;5;37;4;2;1;4;21666;0;1;1;3;2;16400;2
7165536-1;2;2;5;37;4;4;3;1;9833333;2;3;1;5;3;150000;2
7165541-1;0;2;5;59;4;2;6;1;16700000;2;3;1;7;2;198000;2
7165542-1;1;2;5;77;4;2;3;4;20945949;0;1;1;4;2;58000;2
7165543-1;1;2;3;56;4;2;3;4;828116;0;1;1;3;2;30000;0
7165545-1;0;1;5;56;4;1;3;1;2000000;2;1;1;4;1;50000;2
7165546-1;1;2;5;57;4;3;3;4;400000;2;3;1;4;3;58000;2
7165548-1;0;1;5;25;4;1;3;3;516666;2;3;1;4;1;47000;2
7165550-1;1;2;5;42;4;2;3;3;25000;2;3;1;4;3;30000;0
7165554-1;1;2;4;50;4;5;1;1;1399666;0;1;1;3;2;18500;0
7165557-1;2;1;4;47;4;4;1;1;3883333;2;3;1;8;3;35000;0
7165560-1;2;2;4;46;4;3;1;1;730000;0;1;1;3;2;25000;0
7165561-1;3;2;3;59;4;6;1;4;1282500;0;0;1;4;3;50000;0
7165568-1;2;2;5;47;4;5;1;1;2162000;2;3;1;3;2;35000;0
7165569-2;0;1;5;24;4;1;1;1;600000;0;1;1;2;1;0;0
7165572-1;1;2;2;40;4;2;1;4;225000;2;1;1;2;1;15800;1
7165576-1;3;2;5;35;4;4;1;1;401500;0;1;1;3;2;7200;0
7165590-1;0;2;5;74;3;1;3;1;3769666;0;1;1;3;1;38000;1
7165591-1;1;2;3;45;3;2;1;4;66666;2;1;2;4;2;36000;1
7165595-1;0;2;4;69;3;3;1;4;320000;0;1;1;3;2;17500;1
7165598-1;1;2;5;27;3;2;3;4;497500;2;3;2;3;1;52000;1
7165599-1;1;2;4;71;3;2;2;4;1951166;1;1;1;5;2;60000;2
7165603-1;0;2;4;62;3;1;4;6;1763333;2;3;1;3;1;75000;1
7165604-1;0;2;4;30;3;1;4;1;3750000;2;3;1;2;1;47000;1
7165606-1;0;1;5;22;3;1;5;3;389333;2;3;1;4;1;50000;0
7165607-1;1;2;4;59;3;2;5;6;3300000;2;3;1;4;2;79000;1
7165609-1;0;1;5;46;3;2;3;2;441666;2;3;2;4;2;65000;1
7165615-1;2;2;4;32;3;3;3;3;1726166;2;3;1;4;2;60000;1
7165617-1;2;2;5;47;3;3;2;2;1171430;2;3;1;3;3;35000;2
7165618-1;2;2;4;51;3;5;2;1;3875130;2;1;1;4;3;57000;2
7165621-1;2;2;3;75;3;3;3;4;741666;0;1;1;3;2;42000;2
7165624-1;0;2;5;18;3;1;3;3;500000;2;3;1;4;1;50000;1
7165625-1;0;1;5;43;3;2;3;1;909891;0;3;1;3;2;53000;1
7165627-1;0;1;4;46;3;1;3;2;2250000;2;3;1;4;1;45000;1
7165628-1;2;2;4;43;3;4;2;1;1908481;2;1;1;4;3;35713;0
7165630-1;4;2;4;51;3;6;2;1;2671666;0;1;1;3;3;29873;0
7165631-1;2;2;4;84;3;3;2;5;1666666;0;1;1;4;3;55100;0
7165632-1;1;2;4;49;3;2;2;1;1675481;2;3;1;3;2;35712;1
7165635-1;1;2;4;56;3;6;2;4;2125000;0;1;1;5;4;63520;0
7165636-1;0;1;4;58;3;1;2;1;1100000;2;1;1;4;1;22000;0
7165639-1;2;2;5;61;3;4;1;1;2645000;2;1;1;3;2;42369;2
7165640-1;2;1;4;66;3;4;1;6;270000;0;1;1;3;2;55000;0
7165644-1;2;2;4;41;3;4;3;1;1680500;2;1;1;4;3;43690;1
7165646-1;1;2;5;42;3;3;2;1;1750000;0;1;1;3;2;55000;1
7165648-1;1;2;4;56;3;2;2;1;850000;2;1;2;4;3;55000;0
7165650-1;1;2;4;42;3;2;3;1;2218764;2;3;1;3;2;41713;1
7165652-1;0;1;4;65;3;1;2;1;840000;0;1;1;3;1;31541;0
7165653-1;4;2;5;47;3;6;2;1;3027032;2;1;1;4;3;40800;2
7165655-1;1;2;4;55;3;6;3;4;2590000;0;1;1;5;4;53650;0
7165656-1;0;1;5;29;3;1;1;1;1050000;0;1;1;3;1;20880;0
7165662-1;2;2;4;36;3;4;1;1;845833;2;1;1;3;2;41821;0
7165663-1;3;2;4;53;3;8;1;1;2915000;2;1;1;4;4;53215;1
7165665-1;0;1;4;61;3;1;1;1;800000;2;1;1;2;1;29547;0
7165669-1;0;2;4;70;3;2;3;4;950000;0;1;1;4;2;38600;1
7165672-1;2;2;5;35;3;4;2;1;1049166;2;3;1;4;3;28808;2
7165674-1;2;2;6;34;3;3;2;1;1747032;2;3;1;4;3;40120;2
7165680-1;0;2;6;53;3;2;1;4;753333;2;1;2;3;1;47000;2
7165681-1;1;2;6;39;3;2;2;3;745000;2;3;1;4;2;90000;2
7165685-1;0;2;4;65;3;1;1;4;4691666;2;3;1;4;1;70000;1
7165687-1;0;1;2;64;3;1;2;1;1200000;2;2;2;4;3;86000;2
7165695-1;0;2;3;71;3;1;3;4;6500000;2;3;1;3;1;70000;1
7165698-1;0;2;3;89;3;1;4;5;2397000;0;1;1;4;1;70000;3
7165699-1;0;2;3;82;3;1;4;5;1400000;0;1;1;3;1;68000;2
7165704-1;1;2;3;55;3;3;3;1;5028333;0;1;1;4;1;0;2
7165710-1;0;1;5;55;3;1;2;1;750000;0;1;1;3;1;0;1
7165720-1;1;2;3;76;3;2;1;4;725000;0;1;1;4;2;23000;0
7165723-1;1;2;5;41;3;3;1;1;694100;0;1;1;4;3;25000;2
7165725-1;2;2;3;84;3;3;1;4;2333333;0;0;1;4;3;29000;2
7165728-1;0;1;4;49;3;1;1;1;2272000;2;2;1;1;1;0;0
7165732-1;0;1;5;26;3;1;1;1;983666;2;1;1;2;1;0;0
7165733-1;0;1;5;22;3;2;1;4;1950600;0;2;1;2;2;0;0
7165734-1;1;2;3;53;3;2;2;1;3606500;0;1;1;3;2;46000;2
7165735-1;1;1;4;49;3;2;2;1;2238416;0;1;1;6;2;46000;0
7165736-1;1;2;3;85;3;2;2;5;516666;0;1;1;4;2;98000;0
7165740-1;0;1;4;37;3;1;2;1;1566166;2;3;1;3;1;0;0
7165743-1;1;2;2;54;3;2;2;4;1684000;2;3;1;3;2;50000;2
7165744-1;0;2;5;65;3;2;2;4;600000;0;1;1;4;3;33000;0
7165745-1;0;1;2;66;3;1;2;6;316666;0;1;2;3;2;29000;0
7165746-1;0;2;4;64;3;1;2;6;372500;0;1;1;3;1;54400;0
7165747-1;0;1;5;53;3;1;2;1;2000000;0;1;1;4;1;30000;1
7165748-1;0;2;3;82;3;1;2;4;375000;0;1;1;4;1;45000;0
7165751-1;1;2;4;71;3;2;1;4;1500000;0;1;1;4;2;24000;0
7165757-1;1;2;4;54;3;8;3;4;5421666;2;1;1;10;7;48000;0
7165760-1;1;1;2;73;3;2;1;1;2910000;0;1;1;7;2;0;1
7165761-1;2;2;5;54;3;6;2;1;1445000;2;1;2;4;3;75000;2
7165762-2;0;1;6;43;3;1;2;1;1390500;0;1;1;1;1;0;0
7165763-1;0;1;4;51;3;1;2;1;4100000;2;3;1;4;1;78000;1
7165768-1;1;2;4;43;3;2;2;1;502500;0;1;1;3;2;54000;1
7165771-1;1;2;4;47;3;2;1;4;1000000;1;1;1;5;2;34000;1
7165773-1;0;2;3;84;3;2;1;4;179166;0;1;1;2;2;20000;0
7165774-1;1;2;2;40;3;2;2;1;1180000;0;0;1;6;2;40000;0
7165775-1;1;2;5;46;3;2;1;4;392500;2;3;1;2;1;26000;0
7165776-1;0;1;5;66;3;1;1;1;400000;0;1;1;1;1;0;0
7165781-1;4;2;5;61;3;7;2;4;2130000;0;1;1;5;4;47000;3
7165782-1;1;2;4;47;3;2;3;1;2681250;2;1;1;4;2;62000;1
7165784-1;0;1;5;75;3;1;1;1;740000;0;1;1;1;1;0;0
7165785-1;0;1;4;86;3;1;1;1;100833;0;0;1;1;1;0;0
7165787-1;0;2;4;54;3;1;2;1;1050000;2;3;1;2;1;32000;0
7165788-1;0;1;5;68;3;1;3;5;595833;0;1;1;3;1;83000;1
7165789-1;0;1;5;70;3;1;1;1;360000;0;0;1;1;1;0;0
7165790-1;1;2;3;58;3;2;3;4;850000;0;1;1;3;2;60000;0
7165793-1;1;2;3;81;3;2;2;6;2130459;0;1;1;6;2;50200;1
7165794-1;0;2;4;53;3;1;2;1;1400000;2;1;1;3;1;36000;1
7165796-1;1;2;3;62;3;3;3;4;1320000;2;1;1;5;3;103000;1
7165797-1;0;2;6;58;3;1;2;1;2725000;2;3;1;1;1;27000;0
7165799-1;2;2;4;36;3;2;2;1;2753333;2;3;1;3;2;32000;0
7165800-1;4;2;4;40;3;5;2;2;2545000;2;3;2;4;2;30000;2
7165809-1;2;2;5;31;3;3;1;4;737500;2;1;1;3;2;30000;2
7165817-1;2;2;4;19;3;3;2;4;539500;1;3;1;2;2;19000;2
7165818-1;1;1;4;51;3;2;1;1;1540000;0;1;1;3;2;0;0
7165819-1;0;1;4;58;3;1;2;1;1100000;2;1;1;3;1;28000;0
7165821-1;0;1;6;71;3;1;2;4;2466666;0;3;1;1;1;12000;0
7165822-1;1;1;2;41;3;2;1;1;2133333;2;1;1;3;2;35000;0
7165827-1;0;1;4;62;3;1;1;1;2050000;2;3;1;3;1;40000;1
7165836-1;2;2;3;79;3;3;1;4;1066666;0;1;1;4;2;28000;0
7165842-1;1;2;3;62;3;2;1;1;590000;0;1;1;4;2;0;1
7165846-1;0;2;5;65;3;2;5;4;3410000;0;3;1;6;2;150000;2
7165847-1;0;1;5;25;3;5;3;1;1930000;2;1;1;5;4;70000;2
7165851-1;0;1;4;74;3;1;4;4;16016666;2;3;1;4;1;109480;1
7165863-1;1;2;5;26;3;2;2;6;0;2;1;1;2;2;30000;2
7165865-1;0;1;4;71;3;1;2;4;208333;0;1;1;4;1;25000;1
7165867-1;0;1;5;42;3;5;2;1;1235000;2;1;1;6;5;30000;2
7165869-1;2;1;4;90;3;3;2;6;592500;0;1;1;4;3;33000;2
7165871-1;0;1;4;58;3;1;2;1;820000;0;1;1;1;1;12000;0
7165872-1;0;1;6;61;3;3;1;1;2000000;2;1;1;3;2;65000;2
7165874-1;2;2;5;43;3;3;4;1;5966666;2;3;1;4;3;120000;3
7165879-1;0;1;3;77;3;2;4;5;4954765;0;1;1;3;2;185000;0
7165881-1;1;2;3;87;3;3;4;4;4566666;0;1;1;4;3;50000;2
7165885-1;0;2;6;75;3;2;4;4;1100000;2;1;1;4;2;48504;1
7165886-1;1;2;5;61;3;2;2;1;3909408;2;3;1;4;2;25279;2
7165888-1;1;2;4;69;3;2;2;1;5100000;2;3;1;4;2;52000;0
7165893-1;2;2;5;52;3;3;2;1;2675000;2;1;1;4;3;35000;1
7165895-1;0;1;4;58;3;1;2;6;2225000;0;1;1;2;1;12000;1
7165898-1;1;1;3;73;3;2;2;4;1425000;0;1;1;3;2;21575;0
7165899-1;0;2;3;71;3;1;4;6;3000000;0;1;1;4;1;71400;1
7165901-1;1;2;5;44;3;2;3;1;1900000;2;3;1;3;2;94000;3
7165902-1;2;2;4;49;3;3;1;4;1783333;2;1;2;3;2;17960;0
7165906-1;0;2;4;78;3;1;1;1;637500;0;1;1;2;1;0;0
7165907-1;0;2;5;39;3;3;1;1;1903116;2;1;1;4;2;35000;2
7165912-1;2;2;6;39;3;3;2;1;2894782;2;3;1;4;2;16028;2
7165913-1;1;2;5;32;3;2;2;4;800000;2;3;1;5;2;40000;1
7165917-1;1;2;3;76;3;2;2;6;1797125;0;1;1;3;2;19000;1
7165918-1;1;2;4;60;3;3;2;6;1766666;0;3;1;3;2;20000;1
7165920-1;0;1;5;62;3;1;2;1;500000;0;1;1;3;1;33091;0
7165921-1;0;2;4;67;3;1;3;1;1100000;2;3;1;4;1;60000;1
7165922-1;0;2;5;21;3;2;2;1;840000;1;1;1;2;2;16000;0
7165923-1;0;2;5;25;3;1;2;1;4000000;2;3;1;2;1;16000;3
7165924-1;0;1;4;65;3;1;2;1;1000000;0;1;1;1;1;35700;2
7165925-1;0;2;3;81;3;1;2;5;326666;0;1;1;1;1;20000;0
7165930-1;0;1;5;76;3;2;2;4;148333;0;0;1;3;2;10100;0
7165931-1;0;1;3;76;3;1;2;4;349166;0;1;1;3;1;52000;0
7165932-1;1;2;3;66;3;2;2;4;467500;0;1;1;3;2;52000;2
7165933-1;1;2;3;59;3;2;2;1;1838333;2;3;1;3;2;121000;4
7165934-1;1;2;4;26;3;2;2;1;1058116;2;3;1;3;2;60000;0
7165935-1;3;2;4;31;3;4;2;4;2091500;2;1;1;5;3;52000;2
7165937-1;0;2;5;49;3;1;2;1;2300000;2;3;1;2;1;30000;3
7165938-1;0;1;4;44;3;1;2;1;1200000;0;1;1;3;1;45000;2
7165939-1;0;2;3;85;3;1;2;5;303333;0;1;1;3;1;20000;0
7165940-1;0;2;4;75;3;2;2;4;1041666;0;1;1;3;1;42000;2
7165942-1;0;2;3;68;3;1;2;4;333333;0;1;1;3;1;40000;0
7165943-1;1;2;4;36;3;3;2;4;1350000;2;1;1;3;2;45000;2
7165945-1;0;1;2;53;3;1;2;2;800000;0;1;1;2;1;30000;0
7165948-1;0;2;5;35;3;1;2;1;1400000;2;3;1;2;1;15000;0
7165951-1;0;1;4;37;3;1;2;1;1500000;2;1;1;3;1;43000;2
7165954-1;1;2;4;31;3;2;2;1;1100000;2;1;1;3;1;42000;2
7165957-1;0;2;5;26;3;1;2;1;1558333;2;3;1;2;1;12000;0
7165958-1;0;1;5;32;3;1;2;1;4166666;2;3;1;3;1;30000;3
7165959-1;2;2;4;33;3;3;2;4;1422500;2;1;1;4;1;36000;4
7165961-1;0;2;4;61;3;1;2;4;1028116;0;1;1;3;1;18000;0
7165962-1;2;2;4;24;3;3;1;4;524333;0;1;1;2;2;16000;4
7165963-1;0;2;5;47;3;1;1;4;108333;0;0;1;2;1;1500;0
7165965-1;0;2;3;51;3;3;2;4;535000;0;1;1;3;2;18000;0
7165966-1;0;1;3;84;3;1;2;4;210000;0;1;1;3;1;25000;0
7165976-1;0;2;4;74;3;3;2;4;950000;0;1;1;5;4;28600;2
7165980-1;0;1;4;58;3;1;1;1;1500000;0;1;1;3;1;7000;0
7165983-1;0;1;4;71;3;2;1;4;205000;0;1;1;2;2;3800;0
7165987-1;2;1;3;87;3;3;2;1;791666;0;1;1;4;3;18000;1
7165991-1;2;2;4;43;3;3;2;1;678333;2;1;1;4;3;30000;0
7165992-1;0;2;5;38;3;2;2;1;650000;2;1;1;3;2;14000;0
7165995-1;1;1;4;62;3;2;2;1;1720000;0;0;2;2;2;10000;0
7166000-1;0;1;4;76;3;1;2;4;510416;0;1;1;1;1;35000;0
7166010-1;4;2;4;31;3;4;1;1;1180000;1;1;1;4;2;27000;0
7166012-1;0;1;4;48;3;1;2;4;330000;2;1;1;2;1;0;0
7166013-1;0;1;4;56;3;1;2;1;1200000;2;1;1;1;1;10000;1
7166020-1;1;2;4;19;3;4;2;1;549166;1;1;1;4;3;15000;0
7166021-1;0;1;4;61;3;1;2;1;900000;0;1;1;1;1;10000;0
7166024-1;2;2;4;34;3;3;2;4;405000;0;0;1;2;1;30000;0
7166026-1;0;1;5;53;3;3;2;2;1812500;2;1;1;4;2;22000;0
7166030-1;2;2;4;40;3;2;2;4;1250000;2;1;1;4;2;20000;2
7166032-1;3;2;4;35;3;3;2;1;580000;2;1;1;4;2;25000;0
7166039-1;1;2;5;28;3;2;2;2;200000;2;1;1;4;3;35000;0
7166040-1;1;1;3;77;3;3;1;4;1257282;0;1;1;4;2;22000;2
7166044-1;4;2;4;41;3;6;2;1;1466666;2;1;1;4;4;80000;2
7166048-1;0;1;5;73;3;1;2;4;182500;0;1;1;1;1;12000;0
7166049-1;2;2;5;47;3;6;2;1;1595000;0;1;1;3;3;70000;0
7166053-1;1;2;6;58;3;5;1;4;2767000;0;1;1;3;2;67000;0
7166054-1;2;2;3;60;3;5;1;4;2383000;0;1;1;4;3;30000;2
7166057-1;1;2;3;85;3;2;1;4;1186666;0;0;1;4;2;47080;1
7166061-1;2;2;6;69;3;4;1;4;957166;0;1;1;3;1;27000;1
7166075-1;0;1;5;39;3;1;2;1;940000;0;1;1;1;1;0;0
7166079-1;0;1;4;70;3;1;1;1;703333;0;1;1;1;1;0;0
7166090-1;0;1;4;72;3;1;1;1;917500;0;1;1;1;1;0;0
7166099-1;0;1;6;68;3;1;2;4;2633333;2;3;1;2;1;70000;1
7166102-1;0;1;2;50;3;1;2;1;860000;0;1;2;1;1;0;0
7166107-1;0;1;4;59;3;1;2;6;600000;0;1;1;1;1;0;0
7166110-1;1;2;4;55;3;7;2;4;4247000;0;1;1;4;3;45000;1
7166119-1;1;2;3;65;3;3;3;6;1250000;0;1;1;4;3;120000;2
7166126-1;0;1;5;73;3;1;1;1;970000;0;1;1;4;1;0;0
7166133-1;2;2;4;34;3;4;1;1;1367500;2;1;1;3;2;47500;1
7166139-1;1;2;3;55;3;3;1;1;1600000;2;1;1;3;3;56500;0
7166142-1;0;1;5;63;3;1;1;1;3200000;0;1;2;3;1;45000;0
7166143-1;1;2;3;86;3;2;1;5;750000;0;0;1;3;2;30000;1
7166144-1;0;2;4;44;3;1;1;1;80000;1;1;1;2;1;46000;0
7166145-1;4;1;4;44;3;5;1;1;1672500;2;1;1;2;2;22500;2
7166146-1;0;1;5;62;3;1;1;1;850000;0;1;1;3;1;7500;0
7166159-1;0;1;5;37;3;1;2;1;3266666;2;3;1;2;1;15000;1
7166160-1;0;1;5;35;3;1;3;1;2916666;2;3;1;3;1;32000;1
7166161-1;0;2;5;68;3;1;3;4;520000;0;1;1;2;1;32000;1
7166164-1;0;2;5;65;3;2;3;4;580000;0;1;1;4;2;30000;0
7166167-1;2;2;2;33;3;3;2;4;284166;2;1;1;3;2;22000;0
7166168-1;0;2;3;84;3;1;3;4;900000;0;1;1;3;1;35000;1
7166170-1;0;1;4;75;3;1;3;6;3683333;0;2;1;4;1;49180;2
7166171-1;1;2;5;43;3;2;3;1;1463833;2;1;1;5;2;26000;1
7166172-1;0;1;5;41;3;1;1;1;900000;2;1;1;3;1;25000;0
7166173-1;0;2;4;43;3;3;2;1;1610500;2;1;1;4;2;73000;1
7166178-1;1;2;5;37;3;2;2;4;150833;0;1;1;3;1;35000;0
7166180-1;1;2;3;54;3;6;2;4;1216000;0;1;1;5;4;60000;0
7166182-1;1;2;4;47;3;2;2;1;1970000;2;1;1;6;2;42000;1
7166184-1;0;1;5;16;3;1;2;1;650000;2;1;1;2;1;10000;0
7166188-1;0;2;6;67;3;1;3;4;2737166;2;3;1;4;1;27000;0
7166189-1;0;1;4;77;3;1;3;4;700000;0;1;1;3;1;69000;1
7166191-1;2;2;4;45;3;4;3;1;1595000;2;3;1;3;2;32000;2
7166192-1;0;2;3;67;3;1;3;4;850000;2;1;1;3;1;28000;1
7166195-1;0;1;5;63;3;1;3;6;2183333;2;3;1;1;1;8500;1
7166196-1;1;2;4;47;3;2;3;1;2796666;2;1;1;4;2;30000;2
7166197-1;1;2;3;78;3;4;2;4;1402833;0;1;1;4;3;63000;2
7166198-1;0;1;4;55;3;1;3;1;950000;0;1;1;4;1;25000;0
7166199-1;0;1;5;37;3;1;3;1;800000;2;1;1;1;1;0;0
7166200-1;0;2;5;82;3;1;2;6;0;0;1;1;2;1;3000;0
7166201-1;0;1;5;56;3;1;3;1;2300000;2;3;1;1;1;0;0
7166204-1;1;2;5;65;3;4;3;1;4772500;2;3;1;7;3;80000;2
7166212-1;0;2;5;54;3;2;1;4;450000;0;1;1;3;2;20000;2
7166219-1;0;2;4;33;3;2;1;4;616666;2;1;1;2;2;6000;0
7166224-1;0;2;3;65;3;1;1;4;50000;0;0;1;2;1;9000;0
7166230-1;0;1;6;65;3;1;1;1;900000;0;0;1;3;1;19000;0
7166232-1;0;1;4;53;3;2;1;1;1150000;0;1;1;3;2;16500;0
7166241-1;0;2;4;56;3;1;1;5;350000;0;0;1;1;1;14000;1
7166245-1;1;2;3;68;3;4;1;4;1115000;0;1;1;2;2;28000;0
7166246-1;1;2;5;66;3;2;1;4;305000;0;1;1;2;1;18000;0
7166248-1;0;2;3;57;3;1;1;4;300000;0;1;1;3;1;25000;0
7166251-1;2;2;5;51;3;3;1;1;772500;0;1;1;3;2;15000;0
7166260-1;0;1;3;86;3;1;1;6;105000;0;0;1;2;1;10000;0
7166263-1;0;2;3;77;3;1;1;4;265000;0;1;1;2;1;8000;0
7166267-1;0;1;5;27;3;2;1;1;550000;2;1;1;3;2;22000;0
7166269-1;0;2;3;67;3;1;1;4;266666;0;1;1;2;1;9000;0
7166276-1;0;2;5;23;3;1;3;1;1090116;2;1;1;3;1;65000;0
7166277-1;0;1;4;68;3;1;3;1;500000;0;1;1;1;1;0;0
7166281-1;0;1;5;43;3;2;1;1;1062500;0;1;1;2;1;30000;0
7166282-1;0;2;5;60;3;3;4;1;6775148;2;3;1;4;3;106000;0
7166283-1;0;1;5;41;3;2;4;1;1625000;2;3;1;3;2;103000;1
7166284-1;1;2;4;25;3;2;2;2;3122500;2;1;1;3;1;0;1
7166287-1;0;2;3;51;3;2;2;1;1631812;2;1;1;3;2;0;2
7166288-1;0;1;4;69;3;1;1;1;450000;0;1;1;2;1;21000;0
7166291-1;0;2;4;32;3;1;2;1;1150000;2;1;1;3;1;100000;1
7166292-1;1;2;4;49;3;2;2;1;2410000;2;3;1;5;2;39000;2
7166293-1;1;2;4;27;3;3;2;1;2422566;2;3;1;3;2;38000;2
7166299-1;1;2;5;72;3;5;3;4;3156232;0;1;1;3;3;88000;2
7166300-1;0;2;4;60;3;2;4;4;3250000;2;3;1;4;2;120000;1
7166301-1;0;2;5;18;3;1;4;3;1750000;2;3;1;2;1;0;0
7166305-1;2;2;6;44;3;3;5;4;4100000;2;3;1;5;3;110000;2
7166306-1;0;1;4;57;3;1;3;1;900000;2;1;1;1;1;25000;0
7166309-1;3;2;4;45;3;4;1;1;1265000;2;1;1;3;2;38000;2
7166313-1;1;2;4;59;3;2;1;4;2025000;2;1;1;3;2;23460;1
7166314-1;0;2;4;64;3;2;1;4;1370000;0;1;1;2;2;105000;1
7166316-1;0;1;4;49;3;1;1;1;1150000;2;1;1;3;1;32000;1
7166317-1;1;2;5;39;3;3;1;1;900000;0;1;1;3;2;50000;1
7166318-1;0;1;4;78;3;1;3;4;2800000;0;1;1;3;1;54000;0
7166319-1;2;2;5;35;3;3;3;1;1015666;2;1;1;3;3;80000;1
7166320-1;1;2;3;71;3;4;3;4;2241287;0;1;1;4;3;47000;0
7166323-1;1;2;4;37;3;2;3;1;954116;2;1;1;2;1;8000;1
7166325-1;1;2;4;52;3;2;3;1;4200000;2;1;1;4;1;87000;1
7166327-1;1;2;3;75;3;3;3;4;948116;0;1;1;4;3;45000;2
7166328-1;0;2;5;57;3;1;3;4;1957312;2;1;1;1;1;30000;0
7166329-1;0;2;4;62;3;3;3;4;741666;0;1;1;4;3;50000;1
7166331-1;0;1;3;67;3;3;5;1;3050000;2;1;1;5;3;250000;1
7166334-1;2;2;3;59;3;3;2;4;2225813;2;1;1;4;3;57000;2
7166335-1;0;2;4;70;3;1;3;6;816666;2;1;1;3;1;54000;1
7166336-1;0;2;5;71;3;5;3;1;870000;0;1;1;5;4;36500;0
7166337-1;0;1;4;47;3;1;3;1;960000;2;1;1;3;1;50000;2
7166339-1;0;1;5;27;3;5;3;1;2034782;2;3;1;3;3;80000;0
7166341-1;1;2;4;82;3;2;3;6;815000;0;1;1;4;2;50280;0
7166347-1;0;1;5;51;3;2;3;1;1354166;2;1;1;3;2;54726;1
7166348-1;0;2;3;55;3;1;2;4;1733333;2;1;1;3;1;35000;2
7166349-1;1;2;3;82;3;2;3;4;9069009;0;1;1;3;2;30000;1
7166351-1;0;2;3;80;3;2;3;4;1228123;2;1;1;2;2;56000;0
7166353-1;0;2;4;51;3;1;6;1;3900000;2;3;1;3;1;200000;1
7166358-1;0;2;4;68;3;3;3;4;6228116;2;1;1;3;2;40000;1
