Codigo;Hijos;Secuencia Jefe;Sexo Jefe;Secuencia Conyuge;Sexo Conyuge;Tipo Union;Edad Jefe;Edad Conyuge;Region;Energia;Estrato vivienda;Trabajo Jefe;Trabajo conyuge;Uso tecnologia Jefe;Uso tecnologia conyuge;Edu Jefe;Edu Conyuge;
7189266-1;0;1;1;2;2;2;74;62;1;1;1;5;4;0;0;0;0;
7189267-1;1;1;2;;;3;81;;1;1;1;4;;0;;0;;
7189268-1;2;1;1;2;2;2;33;24;1;1;1;1;3;2;2;1;3;
7189271-1;3;1;1;2;2;2;29;33;1;1;1;1;4;0;0;1;1;
7189272-1;0;1;2;2;1;2;51;60;1;1;1;1;1;0;0;1;1;
7189273-1;1;1;2;;;4;45;;1;1;1;4;;1;;1;;
7189274-1;1;1;2;2;1;1;20;23;1;1;1;4;1;0;0;3;1;
7189275-1;1;1;2;;;4;55;;1;1;1;1;;0;;1;;
7189276-1;4;1;1;2;2;2;40;42;1;1;1;1;4;0;0;0;0;
7189277-1;0;1;2;;;3;77;;1;1;1;4;;0;;0;;
7189279-1;0;1;1;;;4;75;;1;2; ;5;;0;;0;;
7189280-1;0;1;1;2;2;2;77;75;1;1;1;1;4;0;0;0;0;
7189282-1;1;1;2;;;3;75;;1;1;1;4;;0;;0;;
7189283-1;0;1;1;;;4;50;;1;2; ;1;;0;;0;;
7189285-1;0;1;2;;;4;38;;1;1;1;1;;0;;1;;
7189286-1;2;1;1;2;2;2;39;46;1;1;0;1;4;0;0;1;1;
7189287-1;1;1;2;;;3;73;;1;1;1;4;;0;;1;;
7189288-1;1;1;1;2;2;2;30;30;1;1;1;1;4;2;2;1;1;
7189289-1;1;1;1;2;2;2;69;61;1;1;1;4;4;0;0;0;0;
7189290-1;0;1;1;;;2;37;;1;1;1;1;;0;;0;;
7189291-1;2;1;1;2;2;2;30;33;1;1;1;1;4;0;0;1;1;
7189294-1;0;1;2;2;1;6;76;76;1;1;1;4;1;0;0;0;0;
7189295-1;2;1;1;2;2;2;69;33;1;1;1;1;4;2;0;1;0;
7189296-1;1;1;1;2;2;6;73;62;1;1;1;5;4;0;0;1;0;
7189297-1;1;1;1;;;3;59;;1;1;1;1;;0;;1;;
7189298-1;0;1;1;2;2;2;89;77;1;1;1;4;4;0;0;1;0;
7189299-1;0;1;1;2;2;2;84;76;1;1;1;5;4;0;0;0;0;
7189300-1;2;1;2;2;1;2;50;50;1;1;1;1;2;0;0;1;1;
7189301-1;0;1;1;;;4;54;;1;1;1;1;;0;;0;;
7189302-1;1;1;1;2;2;2;60;59;1;1;1;1;4;0;0;1;1;
7189304-1;1;1;2;2;1;2;21;24;1;1;1;4;1;2;2;3;3;
7189305-1;0;1;2;2;1;2;65;65;1;1;1;1;1;0;0;0;0;
7189307-1;0;1;2;2;1;2;69;62;1;1;1;1;1;0;0;0;0;
7189308-1;2;1;2;;;3;47;;1;1;1;1;;0;;1;;
7189309-1;0;1;1;2;2;2;17;17;1;1;1;1;4;0;0;1;1;
7189310-1;3;1;1;2;2;2;44;38;1;1;1;1;4;0;2;0;1;
7189311-1;0;1;1;2;2;6;80;76;1;1;1;1;4;0;0;1;1;
7189312-1;0;1;1;2;2;2;59;60;1;1;1;1;4;0;0;0;0;
7189313-1;0;1;2;2;1;2;67;81;1;1;1;4;4;0;0;1;1;
7189314-1;0;1;1;2;2;2;38;24;1;1;1;1;4;0;1;1;1;
7189315-1;2;1;1;2;2;2;37;33;1;1;1;1;4;0;0;0;1;
7189316-1;1;1;1;2;2;2;67;68;1;1;1;1;4;0;0;0;1;
7189317-1;1;1;1;;;4;58;;1;1;1;1;;0;;1;;
7189318-1;0;1;1;2;2;2;53;52;1;1;1;1;4;0;0;1;0;
7189319-1;0;1;1;2;2;2;64;65;1;1;1;1;4;0;0;1;0;
7189320-1;0;1;1;2;2;2;48;35;1;1;1;1;4;0;0;1;1;
7189322-1;2;1;1;2;2;2;28;37;1;1;0;1;1;0;0;1;1;
7189323-1;4;1;1;2;2;2;44;35;1;1;0;1;4;0;0;1;1;
7189324-1;0;1;2;2;1;2;46;50;1;1;0;4;1;0;0;1;0;
7189325-1;0;1;1;;;4;46;;1;2; ;1;;0;;1;;
7189326-1;1;1;1;2;2;2;64;46;1;2; ;1;4;0;0;1;0;
7189327-1;3;1;1;2;2;2;63;36;1;2; ;1;4;0;0;1;1;
7189328-1;2;1;2;;;4;24;;1;1;0;1;;0;;1;;
7189329-1;5;1;2;2;1;2;53;57;1;1;0;4;1;0;0;0;0;
7189330-1;1;1;1;2;2;2;61;46;1;1;1;1;1;0;2;1;3;
7189331-1;1;1;2;;;4;46;;1;1;1;1;;1;;3;;
7189332-1;1;1;2;;;4;43;;1;1;1;1;;2;;1;;
7189333-1;2;1;1;2;2;6;38;29;1;1;3;1;1;2;2;1;1;
7189334-1;0;1;1;2;2;2;36;35;1;1;2;1;1;2;2;1;3;
7189335-1;0;1;1;2;2;6;71;66;1;1;3;4;1;2;2;3;3;
7189336-1;2;1;2;2;1;2;61;55;1;1;2;4;1;2;2;1;1;
7189337-1;1;1;2;;;1;55;;1;1;2;1;;2;;1;;
7189338-1;1;1;2;;;4;25;;1;1;3;4;;0;;1;;
7189339-1;2;1;2;2;1;2;60;61;1;1;3;1;5;0;0;1;1;
7189340-1;0;1;1;;;4;62;;1;2; ;1;;0;;0;;
7189341-1;0;1;1;;;4;54;;1;1;1;1;;0;;1;;
7189342-1;1;1;2;;;4;52;;1;1;2;1;;2;;1;;
7189343-1;4;1;2;;;6;45;;1;1;1;4;;2;;1;;
7189344-1;2;1;1;2;2;6;33;38;1;1;2;1;1;2;2;3;3;
7189345-1;0;1;1;2;2;6;44;45;1;1;2;1;4;2;2;3;1;
7189347-1;2;1;1;2;2;6;54;40;1;1;1;1;4;2;2;3;3;
7189348-1;0;1;1;;;4;33;;1;1;1;1;;2;;1;;
7189349-1;0;1;1;;;5;54;;1;1;6;1;;2;;3;;
7189350-1;0;1;1;;;4;59;;1;1;6;1;;2;;3;;
7189351-1;2;1;2;;;4;39;;1;1;1;1;;2;;3;;
7189353-1;2;1;2;2;1;2;26;28;1;1;3;1;1;2;2;1;1;
7189354-1;1;1;1;2;2;2;50;48;1;1;6;5;4;2;2;1;1;
7189355-1;3;1;1;2;2;2;55;46;1;1;6;1;1;2;2;1;1;
7189356-1;0;1;2;;;5;47;;1;1;6;4;;2;;3;;
7189357-1;0;1;1;;;1;58;;1;1;3;1;;2;;1;;
7189358-1;0;1;2;2;1;2;26;34;1;1;6;1;1;2;2;3;3;
7189359-1;2;1;1;2;2;6;50;48;1;1;3;1;4;2;2;1;1;
7189361-1;3;1;2;;;4;46;;1;1;6;1;;0;;1;;
7189362-1;2;1;1;2;2;6;51;49;1;1;1;1;4;0;2;0;0;
7189364-1;2;1;1;2;2;2;51;50;1;1;8;1;4;0;0;0;1;
7189365-1;2;1;1;2;2;2;41;22;1;1;8;1;4;0;0;1;1;
7189366-1;1;1;1;2;2;2;29;18;1;2; ;1;4;0;0;1;1;
7189367-1;3;1;1;2;2;2;36;24;1;1;8;1;4;0;0;0;1;
7189368-1;3;1;1;2;2;2;61;38;1;1;1;1;4;0;0;0;1;
7189369-1;2;1;1;2;2;6;38;33;1;1;1;1;4;2;2;1;1;
7189370-1;2;1;1;2;2;2;39;30;1;1;1;1;1;0;2;1;1;
7189371-1;1;1;1;2;2;2;31;24;1;1;2;1;4;0;2;1;1;
7189372-1;2;1;1;2;2;2;46;31;1;1;2;1;4;0;2;1;1;
7189373-1;0;1;1;2;2;2;83;91;1;1;1;5;5;0;0;0;1;
7189374-1;0;1;1;2;2;6;69;58;1;1;1;2;4;0;0;1;1;
7189375-1;0;1;2;2;1;6;53;53;1;1;1;1;1;0;0;3;1;
7189376-1;0;1;2;;;4;63;;1;1;1;4;;0;;1;;
7189378-1;0;1;2;2;1;2;64;68;1;1;1;4;4;0;0;1;0;
7189380-1;0;1;1;2;2;1;41;37;1;1;1;1;4;2;2;3;3;
7189381-1;2;1;2;2;1;6;36;36;1;1;1;1;2;2;2;3;3;
7189382-1;3;1;1;2;2;6;45;42;1;1;1;1;4;2;2;1;1;
7189383-1;1;1;2;;;4;39;;1;1;1;4;;1;;1;;
7189384-1;0;1;1;2;2;6;64;61;1;1;1;1;4;0;0;1;1;
7189385-1;0;1;1;;;5;32;;1;1;1;1;;2;;3;;
7189386-1;0;1;1;2;2;2;47;44;1;1;1;1;4;0;0;1;1;
7189387-1;0;1;1;2;2;2;40;22;1;1;1;1;4;2;2;1;1;
7189388-1;1;1;2;;;4;49;;1;1;1;1;;2;;3;;
7189389-1;2;1;1;2;2;2;31;30;1;1;1;1;4;0;0;1;1;
7189391-1;0;1;1;2;2;6;64;58;1;1;2;1;4;2;0;3;1;
7189392-1;0;1;1;2;2;6;81;74;1;1;2;1;4;0;0;1;1;
7189393-1;0;1;1;;;3;71;;1;1;2;1;;0;;0;;
7189395-1;2;1;1;2;2;2;38;44;1;1;1;1;1;2;2;1;3;
7189397-1;2;1;1;2;2;6;34;27;1;1;1;2;4;0;2;1;3;
7189398-1;1;1;2;2;1;2;43;51;1;1;1;4;1;2;2;1;1;
7189399-1;3;1;2;;;3;51;;1;1;2;1;;0;;1;;
7189400-1;0;1;2;;;3;72;;1;1;1;4;;0;;1;;
7189401-1;3;1;2;2;1;2;32;45;1;1;2;3;4;2;2;3;1;
7189402-1;2;1;2;2;1;2;49;29;1;1;1;1;1;0;0;1;1;
7189403-1;0;1;1;;;4;68;;1;1;2;1;;0;;1;;
7189404-1;0;1;2;;;5;59;;1;1;2;4;;2;;1;;
7189405-1;3;1;2;2;1;6;45;45;1;1;2;1;1;2;2;3;3;
7189406-1;2;1;1;2;2;2;62;45;1;1;2;1;4;0;2;1;3;
7189407-1;2;1;1;;;4;52;;1;1;2;4;;2;;3;;
7189408-1;0;1;1;2;2;6;75;74;1;1;2;4;4;2;0;1;1;
7189409-1;1;1;1;;;3;70;;1;1;1;1;;0;;1;;
7189410-1;2;1;1;2;2;6;68;56;1;1;1;1;4;0;0;1;1;
7189413-1;2;1;1;2;2;2;28;25;3;1;1;1;4;0;0;1;1;
7189414-1;1;1;2;;;2;46;;3;2; ;1;;0;;1;;
7189415-1;1;1;1;;;4;35;;3;2; ;1;;2;;1;;
7189416-1;1;1;1;2;2;2;20;17;3;1;1;1;4;0;0;1;1;
7189417-1;0;1;1;;;3;64;;3;2; ;2;;0;;1;;
7189419-1;0;1;1;;;5;32;;3;1;8;1;;0;;1;;
7189420-1;0;1;2;;;4;59;;3;1;1;4;;0;;1;;
7189421-1;1;1;1;2;2;6;38;33;3;1;1;1;4;0;0;1;1;
7189422-1;1;1;1;2;2;6;42;31;3;1;1;1;4;0;0;1;1;
7189423-1;1;1;1;2;2;2;40;56;3;1;1;1;4;0;0;1;1;
7189424-1;1;1;1;2;2;6;55;61;3;1;1;1;4;0;0;1;1;
7189425-1;1;1;1;2;2;1;22;15;3;1;1;1;4;0;0;1;1;
7189426-1;0;1;1;2;2;2;46;44;3;1;1;1;4;0;0;1;1;
7189427-1;0;1;1;2;2;6;63;61;3;1;8;1;4;0;0;1;1;
7189428-1;1;1;1;2;2;2;40;33;3;1;1;1;4;0;0;0;1;
7189429-1;0;1;1;;;2;46;;3;1;1;1;;0;;1;;
7189430-1;0;1;1;2;2;1;51;48;3;1;1;1;4;0;0;0;1;
7189433-1;1;1;1;2;2;2;33;39;3;1;1;1;4;0;0;1;1;
7189434-1;1;1;1;2;2;2;28;16;3;1;1;1;4;0;0;1;3;
7189435-1;2;1;1;2;2;1;42;20;3;1;1;1;4;0;0;1;1;
7189436-1;1;1;1;2;2;1;23;26;3;1;1;1;4;2;0;1;1;
7189437-1;0;1;1;2;2;6;62;49;3;1;1;1;4;0;0;0;1;
7189438-1;1;1;1;2;2;6;52;44;3;1;1;1;4;0;0;1;1;
7189439-1;1;1;1;2;2;2;35;27;3;1;1;2;4;0;0;1;1;
7189440-1;2;1;1;2;2;2;32;29;3;1;8;1;4;2;2;1;1;
7189441-1;0;1;1;2;2;2;37;37;3;1;1;1;4;0;0;0;1;
7189442-1;3;1;1;2;2;2;44;37;3;1;1;1;4;0;0;1;1;
7189443-1;0;1;1;2;2;6;61;58;3;1;1;1;4;0;0;0;1;
7189445-1;0;1;1;2;2;2;67;57;3;1;1;1;4;0;0;1;1;
7189446-1;1;1;1;2;2;6;70;63;3;1;1;1;4;0;0;1;1;
7189448-1;3;1;2;;;4;30;;3;2; ;4;;2;;3;;
7189450-1;2;1;1;2;2;2;43;20;3;1;1;1;4;0;0;1;1;
7189451-1;2;1;1;2;2;2;34;27;3;1;1;1;1;2;2;1;1;
7189452-1;2;1;2;;;4;24;;3;1;1;1;;0;;1;;
7189453-1;0;1;1;;;5;20;;3;1;1;1;;0;;1;;
7189454-1;2;1;2;;;4;28;;3;1;1;1;;2;;3;;
7189456-1;0;1;1;2;2;1;34;16;3;2; ;1;4;0;0;1;1;
7189459-1;2;1;1;2;2;6;59;55;3;1;1;1;4;0;0;1;1;
7189460-1;0;1;1;2;2;6;26;26;3;1;1;1;4;0;0;1;1;
7189461-1;2;1;1;2;2;2;33;32;3;1;1;1;4;0;0;1;1;
7189462-1;4;1;1;2;2;2;40;34;3;1;1;1;4;0;0;0;1;
7189463-1;0;1;1;2;2;6;62;56;3;1;1;1;4;0;0;0;1;
7189464-1;0;1;1;;;5;49;;3;1;1;1;;2;;1;;
7189465-1;1;1;1;2;2;2;33;28;3;1;1;1;4;0;0;1;1;
7189466-1;1;1;1;2;2;2;22;21;3;1;8;1;4;0;0;1;1;
7189467-1;3;1;1;2;2;2;38;29;3;1;1;1;4;2;2;1;1;
7189468-1;0;1;1;2;2;2;32;31;3;1;1;1;5;2;0;1;1;
7189469-1;0;1;2;;;4;58;;3;1;1;4;;0;;1;;
7189470-1;0;1;1;;;2;50;;3;1;1;1;;0;;1;;
7189471-1;2;1;1;2;2;2;34;38;3;1;8;1;4;0;0;1;1;
7189472-1;1;1;1;2;2;6;75;51;3;1;1;1;4;0;0;0;1;
7189478-1;0;1;1;2;2;6;62;55;4;1;1;1;1;0;2;3;3;
7189479-1;1;1;1;2;2;6;57;56;4;1;1;1;4;0;0;1;1;
7189480-1;3;1;1;2;2;6;38;30;4;1;1;1;4;2;2;1;1;
7189481-1;1;1;2;;;2;17;;4;1;1;1;;0;;1;;
7189482-1;2;1;1;2;2;6;39;37;4;1;1;1;4;2;2;1;1;
7189483-1;1;1;1;;;4;50;;4;1;0;1;;0;;0;;
7189484-1;0;1;1;2;2;6;60;46;4;1;1;1;4;0;2;1;1;
7189485-1;0;1;1;2;2;6;49;49;4;1;1;1;4;0;0;1;0;
7189486-1;0;1;1;2;2;6;57;54;4;1;1;4;4;0;0;1;1;
7189487-1;1;1;2;;;4;28;;4;1;1;1;;2;;3;;
7189488-1;0;1;1;2;2;6;53;50;4;1;1;1;4;0;0;1;1;
7189489-1;0;1;1;2;2;2;66;81;4;1;1;1;4;0;0;1;1;
7189490-1;1;1;1;2;2;2;51;51;4;1;1;6;4;1;0;0;1;
7189491-1;0;1;2;;;3;67;;4;1;0;4;;0;;1;;
7189492-1;0;1;2;;;5;20;;4;1;1;1;;2;;1;;
7189493-1;1;1;2;;;4;33;;4;1;1;4;;2;;1;;
7189494-1;0;1;2;2;1;1;23;34;4;1;1;1;1;0;2;1;3;
7189495-1;0;1;2;2;1;2;60;65;4;1;1;4;1;0;0;1;0;
7189496-1;0;1;1;;;6;33;;4;1;1;1;;2;;3;;
7189497-1;1;1;1;2;2;2;62;64;4;1;1;1;4;0;0;1;1;
7189498-1;1;1;1;2;2;2;28;22;4;1;1;1;1;2;2;1;1;
7189499-1;3;1;1;2;2;2;44;31;4;1;1;1;4;0;2;1;3;
7189500-1;1;1;1;2;2;2;61;36;4;1;1;1;4;2;2;1;1;
7189501-1;4;1;1;2;2;2;34;28;4;1;1;1;1;2;2;1;1;
7189502-1;2;1;1;2;2;6;28;32;4;1;1;1;4;2;2;1;3;
7189503-1;1;1;1;2;2;6;23;19;4;1;1;1;4;2;2;1;1;
7189504-1;0;1;1;2;2;6;56;54;4;1;1;1;4;2;0;1;1;
7189505-1;0;1;1;;;2;47;;4;1;1;1;;2;;1;;
7189506-1;2;1;1;2;2;1;19;33;4;1;1;1;1;0;0;1;1;
7189507-1;1;1;1;2;2;2;31;26;4;1;1;1;4;0;0;1;1;
7189508-1;6;1;2;;;2;40;;4;1;1;4;;0;;1;;
7189509-1;2;1;2;;;4;50;;4;1;1;4;;0;;1;;
7189510-1;3;1;1;2;2;6;41;39;4;1;1;1;4;2;2;1;1;
7189511-1;0;1;1;;;4;80;;4;1;1;4;;0;;0;;
7189512-1;1;1;1;2;2;2;37;27;3;2; ;1;4;2;0;1;1;
7189513-1;1;1;1;2;2;2;46;31;3;1;0;1;1;0;2;1;1;
7189514-1;0;1;1;;;2;51;;3;2; ;1;;0;;1;;
7189515-1;0;1;1;2;2;2;57;52;3;2; ;1;4;0;0;1;1;
7189516-1;2;1;1;2;2;2;48;45;3;2; ;1;4;0;0;1;1;
7189517-1;2;1;2;2;1;2;20;28;3;2; ;4;1;2;0;1;1;
7189518-1;0;1;1;;;4;62;;3;2; ;1;;0;;1;;
7189519-1;0;1;1;2;2;2;59;51;3;2; ;1;4;0;0;1;1;
7189528-1;0;1;2;;;3;65;;2;1;2;4;;0;;1;;
7189530-1;4;1;1;2;2;6;44;41;2;1;2;1;4;0;0;1;1;
7189531-1;1;1;1;2;2;6;66;57;2;1;3;6;4;0;0;1;1;
7189533-1;2;1;1;2;2;6;51;48;2;1;3;1;4;2;2;3;3;
7189534-1;3;1;2;;;5;38;;2;1;2;1;;2;;1;;
7189535-1;1;1;2;2;1;2;48;46;2;1;2;4;1;2;2;1;1;
7189536-1;2;1;1;2;2;2;61;50;2;1;3;5;1;0;2;1;3;
7189537-1;1;1;1;2;2;6;49;50;2;1;2;1;4;2;2;1;1;
7189539-1;1;1;1;2;2;2;43;36;2;1;2;3;1;2;2;3;3;
7189540-1;2;1;1;2;2;2;51;47;2;1;2;1;4;2;2;3;1;
7189541-1;0;1;1;;;5;32;;2;1;1;1;;2;;3;;
7189542-1;1;1;1;2;2;6;42;35;2;1;1;1;1;2;2;2;3;
7189543-1;1;1;2;;;3;65;;2;1;2;4;;0;;1;;
7189544-1;2;1;2;;;2;55;;2;1;2;4;;2;;1;;
7189545-1;0;1;1;;;5;23;;2;1;2;1;;2;;3;;
7189546-1;3;1;1;2;2;6;49;48;2;1;2;1;4;2;2;1;1;
7189547-1;0;1;1;2;2;6;55;60;2;1;2;1;1;2;2;1;1;
7189548-1;2;1;1;2;2;2;71;56;2;1;3;1;4;2;2;1;1;
7189549-1;1;1;1;2;2;2;32;27;2;1;2;6;1;2;2;3;3;
7189550-1;1;1;1;;;3;68;;2;1;3;1;;0;;1;;
7189551-1;2;1;2;;;4;60;;2;1;3;1;;2;;1;;
7189552-1;0;1;2;;;4;58;;2;1;2;4;;2;;1;;
7189553-1;1;1;2;2;1;6;63;70;2;1;1;4;5;0;0;1;1;
7189554-1;1;1;1;2;2;2;54;52;2;1;3;1;4;2;2;1;1;
7189555-1;1;1;1;2;2;2;27;25;2;1;2;1;1;2;2;1;3;
7189556-1;0;1;2;2;1;2;55;63;2;1;3;4;1;0;2;1;1;
7189558-1;2;1;1;2;2;2;37;34;2;1;1;1;4;2;2;1;1;
7189559-1;0;1;2;2;1;2;65;55;2;1;2;1;1;2;0;1;1;
7189560-1;0;1;1;;;5;35;;2;1;1;1;;2;;3;;
7189561-1;0;1;1;;;5;24;;2;1;3;1;;2;;1;;
7189562-1;1;1;2;;;2;21;;2;1;2;4;;2;;1;;
7189563-1;1;1;1;2;2;2;22;20;2;1;3;6;4;2;2;1;1;
7189564-1;2;1;2;;;4;35;;2;1;2;1;;2;;3;;
7189565-1;2;1;2;;;4;50;;2;1;3;1;;2;;3;;
7189567-1;2;1;2;2;1;2;26;28;2;1;2;4;1;2;2;1;3;
7189568-1;2;1;1;2;2;2;64;49;2;1;2;6;1;2;2;3;1;
7189569-1;0;1;2;2;1;2;20;25;2;1;2;4;1;2;2;1;1;
7189570-1;2;1;2;2;1;2;25;30;2;1;2;1;1;2;2;3;3;
7189571-1;5;1;1;2;2;2;59;32;2;1;2;4;4;2;2;1;1;
7189572-1;2;1;2;2;1;2;28;30;2;1;3;1;6;2;2;1;1;
7189575-1;0;1;2;;;5;19;;2;1;3;3;;2;;3;;
7189576-1;1;1;1;2;2;2;37;37;2;1;3;1;2;2;2;3;3;
7189577-1;1;1;2;2;1;2;23;27;2;1;3;1;1;2;2;3;3;
7189578-1;0;1;1;2;2;6;57;57;2;1;3;1;4;2;2;1;1;
7189579-1;0;1;2;;;4;53;;2;1;0;1;;2;;1;;
7189580-1;1;1;1;2;2;6;57;63;2;1;3;1;1;2;2;3;3;
7189581-1;2;1;2;2;1;2;37;41;2;1;1;4;1;2;2;1;1;
7189582-1;1;1;2;;;5;29;;2;1;2;1;;0;;1;;
7189583-1;1;1;2;;;6;56;;2;1;1;5;;0;;0;;
7189584-1;1;1;1;2;2;2;61;43;2;1;1;1;4;0;2;1;1;
7189585-1;0;1;2;;;5;18;;2;1;1;3;;2;;3;;
7189586-1;1;1;1;2;2;2;61;62;2;1;1;1;4;0;2;1;1;
7189587-1;0;1;1;2;2;2;53;48;2;1;1;1;4;2;2;1;1;
7189588-1;0;1;1;;;4;39;;2;1;1;1;;2;;1;;
7189589-1;2;1;1;2;2;2;63;61;2;1;2;1;4;2;2;1;1;
7189590-1;0;1;2;;;4;38;;2;1;2;1;;2;;1;;
7189591-1;1;1;1;2;2;2;34;36;2;1;2;1;4;2;2;2;3;
7189592-1;4;1;2;;;4;32;;2;1;2;4;;2;;1;;
7189593-1;1;1;2;;;4;67;;2;1;2;4;;2;;1;;
7189594-1;1;1;2;2;1;2;55;64;2;1;3;4;5;0;2;1;1;
7189595-1;2;1;2;;;3;43;;2;1;1;4;;0;;1;;
7189596-1;3;1;1;2;2;2;55;31;2;1;2;1;4;2;2;1;1;
7189597-1;1;1;2;2;1;2;62;65;2;1;2;4;1;0;0;0;0;
7189599-1;0;1;1;;;4;62;;2;1;2;1;;2;;1;;
7189600-1;0;1;1;;;4;61;;2;1;2;1;;0;;1;;
7189601-1;0;1;1;;;5;42;;2;1;1;1;;2;;1;;
7189602-1;2;1;2;;;4;26;;2;1;1;4;;2;;1;;
7189603-1;3;1;2;;;4;54;;2;1;1;1;;2;;1;;
7189604-1;1;1;2;;;3;67;;2;1;3;5;;2;;0;;
7189606-1;2;1;1;2;2;2;28;27;2;1;2;1;1;2;2;1;1;
7189607-1;1;1;2;2;1;2;26;36;2;1;3;1;1;2;2;3;1;
7189608-1;2;1;2;;;4;29;;2;1;2;1;;2;;1;;
7189609-1;1;1;1;2;2;6;58;60;2;1;3;1;4;2;2;3;3;
7189611-1;1;1;1;2;2;2;52;52;2;1;8;4;4;2;0;1;1;
7189613-1;6;1;1;2;2;2;45;44;2;2; ;1;4;0;0;1;0;
7189614-1;0;1;1;;;4;48;;2;1;2;1;;2;;1;;
7189615-1;0;1;1;2;2;2;65;60;2;1;1;6;4;0;0;1;1;
7189615-2;2;1;1;2;2;2;29;27;2;1;1;1;4;2;2;1;1;
7189616-1;0;1;1;;;5;35;;2;1;1;1;;2;;3;;
7189617-1;2;1;2;;;4;49;;2;1;1;1;;2;;1;;
7189618-1;1;1;1;2;2;6;33;30;2;1;3;1;4;2;2;1;3;
7189619-1;1;1;1;2;2;6;68;63;2;1;4;1;1;2;2;3;3;
7189620-1;1;1;1;2;2;6;59;48;2;1;4;1;1;2;2;3;3;
7189621-1;1;1;2;;;5;33;;2;1;3;1;;2;;3;;
7189622-1;1;1;1;2;2;1;28;23;2;1;1;1;1;2;2;1;1;
7189623-1;1;1;2;;;3;75;;2;1;3;4;;2;;1;;
7189624-1;1;1;2;;;4;40;;2;1;2;1;;2;;3;;
7189625-1;1;1;1;2;2;6;50;47;2;1;1;1;4;2;2;1;1;
7189626-1;0;1;1;;;4;50;;2;1;2;1;;0;;1;;
7189627-1;0;1;1;2;2;6;60;58;2;1;1;1;4;0;0;1;1;
7189628-1;2;1;2;2;1;6;34;51;2;1;3;4;1;2;2;1;1;
7189629-1;3;1;1;2;2;2;43;31;2;1;1;1;1;0;0;1;1;
7189630-1;2;1;2;2;1;2;23;33;2;1;1;4;1;0;0;1;1;
7189631-1;0;1;1;2;2;6;56;48;2;1;1;1;4;2;2;1;3;
7189632-1;3;1;2;2;1;2;39;39;2;1;1;4;1;2;2;1;1;
7189633-1;4;1;2;2;1;6;66;69;2;1;2;4;1;0;0;1;1;
7189634-1;3;1;2;2;1;6;33;41;2;1;1;4;1;2;0;1;1;
7189635-1;1;1;1;2;2;6;60;60;2;1;2;4;1;0;2;1;1;
7189636-1;1;1;2;2;1;6;51;53;2;1;1;1;1;2;0;1;1;
7189637-1;2;1;1;2;2;2;34;31;2;1;1;1;4;2;2;1;1;
7189638-1;3;1;1;2;2;2;30;29;2;1;1;1;4;2;2;1;1;
7189639-1;0;1;1;2;2;6;64;60;2;1;1;1;4;0;2;1;1;
7189640-1;2;1;1;2;2;1;35;35;2;1;0;1;4;2;2;1;1;
7189641-1;2;1;1;2;2;2;27;25;2;1;1;1;4;2;2;1;1;
7189642-1;4;1;1;2;2;2;49;50;2;1;1;1;4;0;0;1;1;
7189643-1;3;1;1;2;2;2;44;28;2;1;1;1;4;2;2;1;3;
7189644-1;2;1;2;2;1;2;31;31;2;1;1;4;1;2;2;3;1;
7189645-1;0;1;1;2;2;6;56;55;2;1;2;4;4;0;0;1;1;
7189646-1;1;1;1;2;2;6;56;52;2;1;1;1;4;0;0;1;1;
7189647-1;0;1;2;2;1;2;50;45;2;1;1;1;1;2;2;1;1;
7189649-1;3;1;1;2;2;2;38;25;2;1;2;1;4;2;2;1;1;
7189650-1;2;1;2;;;4;22;;2;1;2;4;;2;;1;;
7189651-1;3;1;2;2;1;2;29;28;2;1;1;4;1;2;2;3;1;
7189652-1;3;1;1;2;2;2;57;55;2;1;1;1;4;2;2;1;1;
7189653-1;2;1;2;2;1;6;46;48;2;1;2;4;1;0;0;1;1;
7189654-1;0;1;1;;;5;74;;2;1;1;4;;0;;1;;
7189655-1;0;1;1;;;5;43;;2;1;1;1;;0;;1;;
7189656-1;2;1;2;2;1;6;29;33;2;1;1;4;1;2;2;3;3;
7189657-1;2;1;1;2;2;6;30;30;2;1;1;1;4;2;2;1;1;
7189658-1;1;1;2;2;1;2;37;39;2;1;1;4;1;2;2;1;1;
7189659-1;2;1;1;2;2;2;32;24;2;1;1;1;4;2;2;3;1;
7189660-1;0;1;1;;;6;77;;2;1;1;4;;0;;1;;
7189662-1;2;1;1;2;2;6;44;36;2;1;2;1;4;0;0;1;1;
7189663-1;4;1;1;2;2;6;60;54;2;1;2;4;4;0;0;1;1;
7189664-1;2;1;1;2;2;2;39;23;2;1;2;2;4;0;2;1;3;
7189665-1;3;1;1;2;2;2;48;39;2;1;2;2;1;0;2;1;1;
7189666-1;0;1;1;;;4;50;;2;1;2;1;;2;;1;;
7189667-1;2;1;1;2;2;2;41;38;2;1;0;1;1;2;2;1;1;
7189667-2;2;1;2;2;1;2;38;31;2;1;0;1;1;2;2;1;1;
7189667-3;1;1;1;2;2;2;32;27;2;1;0;1;4;0;0;3;1;
7189668-1;2;1;1;2;2;6;51;49;2;1;1;1;4;2;2;1;1;
7189669-1;2;1;2;2;1;6;39;49;2;1;1;1;1;2;2;1;1;
7189670-1;2;1;2;2;1;2;37;37;2;1;1;1;2;2;0;1;1;
7189671-1;1;1;2;2;1;2;40;46;2;1;1;4;1;2;2;1;1;
