Codigo;Hijos;Secuencia Jefe;Sexo Jefe;Tipo Union;Edad Jefe;Region;Energia;Estrato vivienda;Trabajo Jefe;Uso tecnologia Jefe;Edu Jefe;;;
7122729-1;0;1;2;5;30;9;1;1;2;2;3;;;
7122730-1;0;1;1;6;47;9;1;1;1;2;3;;;
7122731-1;0;1;1;5;22;9;1;1;1;2;3;;;
7122732-1;0;1;1;5;23;9;1;1;1;2;1;;;
7122733-1;0;1;1;5;22;9;1;1;1;2;3;;;
7122735-1;2;1;2;6;36;9;1;2;1;2;1;;;
7122736-1;0;1;1;4;38;9;1;2;1;2;3;;;
7122737-1;1;1;2;3;39;9;1;1;1;0;3;;;
7122738-1;2;1;2;4;50;9;1;1;1;0;1;;;
7122739-1;0;1;2;4;73;9;1;1;1;0;1;;;
7122740-1;0;1;1;4;47;9;1;2;1;2;1;;;
7122741-1;0;1;2;3;66;9;1;1;4;0;0;;;
7122743-1;0;1;1;5;26;9;1;1;1;2;3;;;
7122746-1;0;1;2;3;69;9;1;1;1;0;1;;;
7122747-1;0;1;1;4;77;9;1;1;6;0;0;;;
7122750-1;3;1;2;6;28;9;1;1;1;2;3;;;
7122755-1;1;1;2;5;22;9;1;1;1;0;3;;;
7122757-1;0;1;1;4;40;9;1;1;1;0;0;;;
7122761-1;0;1;1;4;75;9;1;1;6;0;1;;;
7122762-1;0;1;2;2;24;9;1;2;1;2;3;;;
7122763-1;0;1;1;4;62;9;1;1;1;0;1;;;
7122764-1;0;1;2;5;35;9;1;1;1;2;3;;;
7122764-2;0;1;1;5;39;9;1;1;1;2;3;;;
7122765-1;1;1;2;1;24;9;1;2;6;2;3;;;
7122766-1;0;1;1;5;18;9;1;1;1;2;1;;;
7122768-1;0;1;2;5;46;9;2; ;1;2;3;;;
7122770-1;0;1;1;5;21;9;1;1;1;0;1;;;
7122776-1;0;1;1;6;60;9;1;1;1;0;1;;;
7122782-1;0;1;1;2;53;9;1;2;1;0;3;;;
7122792-1;0;1;1;2;63;9;1;1;1;0;1;;;
7122793-1;0;1;2;5;51;9;1;1;4;0;1;;;
7122795-1;0;1;1;6;69;9;1;1;1;0;1;;;
7122797-1;0;1;2;4;49;9;2; ;4;0;0;;;
7122799-1;0;1;2;6;61;9;1;1;1;0;1;;;
7122802-1;0;1;1;4;39;9;1;1;1;0;1;;;
7122804-1;0;1;2;3;76;9;1;0;4;0;1;;;
7122805-1;0;1;2;3;65;9;1;1;4;0;1;;;
7122811-1;0;1;1;5;72;9;1;1;6;0;1;;;
7122816-1;0;1;1;5;34;9;1;1;1;2;3;;;
7122818-1;0;1;1;3;66;9;1;2;1;0;1;;;
7122819-1;0;1;2;5;24;9;2; ;1;2;3;;;
7122820-1;1;1;1;3;85;9;2; ;1;0;0;;;
7122824-1;0;1;1;5;16;9;1;1;3;0;3;;;
7122829-1;0;1;1;4;55;9;1;1;1;0;1;;;
7122831-1;0;1;2;5;19;1;1;2;3;2;3;;;
7122835-1;0;1;2;4;79;1;1;2;5;0;1;;;
7122838-1;1;1;2;4;28;1;1;1;2;2;3;;;
7122845-1;0;1;2;5;63;1;1;3;4;2;1;;;
7122847-1;1;1;2;3;72;1;1;3;5;2;1;;;
7122848-1;0;1;2;4;59;1;1;3;1;2;3;;;
7122850-1;2;1;1;4;64;1;1;1;4;0;1;;;
7122855-1;1;1;2;4;51;1;1;1;1;2;1;;;
7122861-1;0;1;1;4;60;1;1;1;1;2;1;;;
7122863-1;0;1;2;5;49;1;1;1;6;2;3;;;
7122865-1;0;1;1;5;25;1;1;1;2;1;1;;;
7122867-1;0;1;2;5;65;1;1;1;1;0;1;;;
7122869-1;0;1;1;4;25;1;1;1;1;2;1;;;
7122873-1;1;1;2;4;34;1;1;1;1;1;1;;;
7122890-1;2;1;2;4;32;1;1;2;1;2;1;;;
7122891-1;0;1;1;5;27;1;1;2;1;2;1;;;
7122897-1;0;1;2;4;71;1;1;1;4;0;1;;;
7122899-1;3;1;1;4;61;1;1;1;1;2;1;;;
7122900-1;2;1;2;4;47;1;1;0;1;0;1;;;
7122902-1;1;1;2;4;72;1;1;1;4;0;0;;;
7122904-1;1;1;2;6;31;1;1;1;4;2;1;;;
7122905-1;3;1;2;2;27;1;1;1;4;2;1;;;
7122907-1;1;1;2;3;73;1;1;1;4;0;0;;;
7122909-1;0;1;1;3;67;1;1;0;1;0;1;;;
7122912-1;1;1;2;4;63;1;1;1;4;0;1;;;
7122915-1;1;1;2;4;69;1;1;1;4;0;1;;;
7122918-1;1;1;2;3;84;1;1;1;5;0;1;;;
7122923-1;2;1;2;3;53;1;1;1;4;0;1;;;
7122925-1;0;1;2;5;46;1;1;1;1;2;3;;;
7122926-1;0;1;1;2;61;1;1;1;1;2;2;;;
7122936-1;0;1;2;3;70;1;1;2;4;2;1;;;
7122940-1;2;1;2;2;41;1;1;2;4;2;1;;;
7122941-1;0;1;2;5;45;1;1;2;1;2;3;;;
7122945-1;0;1;1;5;26;1;1;0;4;2;1;;;
7122951-1;2;1;2;4;35;1;1;1;1;0;1;;;
7122953-1;0;1;1;4;36;1;1;1;1;2;3;;;
7122955-1;1;1;2;3;62;1;1;1;4;0;0;;;
7122959-1;5;1;2;4;50;1;1;1;4;0;1;;;
7122960-1;2;1;2;2;25;1;1;2;4;2;3;;;
7122963-1;0;1;1;2;56;1;1;1;1;0;1;;;
7122964-1;0;1;1;4;58;1;1;1;1;0;1;;;
7122986-1;0;1;2;5;55;1;1;2;4;0;0;;;
7122987-1;0;1;1;5;46;1;1;1;5;0;0;;;
7122992-1;1;1;2;5;68;1;1;1;4;0;0;;;
7122994-1;0;1;1;5;41;1;1;1;1;0;1;;;
7122996-1;0;1;1;5;53;1;1;1;6;0;1;;;
7122997-1;0;1;2;3;75;1;1;1;5;0;0;;;
7123002-1;0;1;1;5;49;1;1;1;1;2;1;;;
7123003-1;0;1;2;4;65;1;1;1;4;0;1;;;
7123004-1;2;1;2;4;50;1;1;1;4;0;1;;;
7123006-1;2;1;1;4;47;1;1;1;1;0;0;;;
7123007-1;0;1;1;5;23;1;1;1;2;0;1;;;
7123008-1;1;1;2;3;62;1;1;1;1;0;0;;;
7123009-1;1;1;2;4;50;1;1;1;1;0;1;;;
7123027-1;2;1;2;6;46;1;1;3;4;2;3;;;
7123029-1;2;1;2;4;39;1;1;2;4;2;3;;;
7123031-1;1;1;2;6;52;1;1;1;4;0;1;;;
7123037-1;0;1;1;5;19;1;1;3;3;2;3;;;
7123039-1;0;1;2;5;58;1;1;3;1;2;1;;;
7123041-1;0;1;2;3;67;1;1;3;4;0;1;;;
7123043-1;2;1;2;4;38;1;1;2;1;2;3;;;
7123046-1;2;1;2;5;44;1;1;2;1;2;3;;;
7123047-1;0;1;1;5;49;1;1;2;1;2;3;;;
7123055-1;0;1;1;5;31;1;1;3;1;2;1;;;
7123056-1;1;1;2;4;32;1;1;2;1;2;1;;;
7123061-1;2;1;2;3;56;1;1;2;4;2;1;;;
7123063-1;0;1;2;5;27;1;1;2;1;2;3;;;
7123068-1;3;1;2;4;26;1;1;1;4;0;1;;;
7123070-1;1;1;2;2;48;1;1;1;4;0;1;;;
7123072-1;1;1;2;4;42;1;1;2;1;0;1;;;
7123073-1;2;1;2;5;35;1;1;1;1;2;1;;;
7123079-1;2;1;1;3;74;1;1;2;1;1;1;;;
7123081-1;0;1;2;3;82;1;1;2;5;0;1;;;
7123082-1;1;1;2;3;66;1;1;2;4;0;1;;;
7123083-1;0;1;2;4;56;1;1;2;4;0;1;;;
7123085-1;1;1;2;5;92;1;1;2;5;0;0;;;
7123089-1;0;1;1;5;25;1;2; ;3;2;3;;;
7123095-1;0;1;2;4;23;1;1;0;1;2;3;;;
7123098-1;0;1;2;5;61;1;1;2;1;2;3;;;
7123099-1;0;1;2;5;18;1;1;1;2;2;1;;;
7123100-1;0;1;2;4;54;1;1;2;1;2;3;;;
7123101-1;0;1;2;4;67;1;1;2;4;0;0;;;
7123102-1;3;1;2;3;42;1;1;1;1;2;1;;;
7123104-1;3;1;2;4;49;1;1;1;1;2;1;;;
7123105-1;0;1;1;3;75;1;1;1;4;0;1;;;
7123107-1;2;1;2;6;54;1;1;1;4;0;3;;;
7123108-1;0;1;2;4;61;1;1;2;1;0;1;;;
7123109-1;0;1;2;4;50;1;1;2;1;0;1;;;
7123111-1;0;1;2;4;60;1;1;2;1;0;1;;;
7123118-1;0;1;1;5;42;2;1;6;1;2;3;;;
7123123-1;0;1;1;6;55;2;1;6;1;2;1;;;
7123125-1;0;1;1;6;71;2;1;6;1;0;1;;;
7123138-1;0;1;1;5;41;2;1;4;1;2;1;;;
7123140-1;2;1;2;4;36;2;1;6;1;2;1;;;
7123143-1;0;1;1;6;49;2;1;6;1;2;3;;;
7123144-1;0;1;2;5;86;2;1;0;5;0;1;;;
7123146-1;0;1;1;5;55;2;1;6;1;0;1;;;
7123150-1;0;1;2;5;42;2;1;5;1;2;3;;;
7123158-1;2;1;2;2;26;3;1;1;4;2;0;;;
7123160-1;0;1;1;5;22;3;1;1;3;2;3;;;
7123162-1;0;1;1;5;49;3;1;1;1;0;1;;;
7123169-1;0;1;2;3;83;3;1;2;4;0;1;;;
7123172-1;0;1;2;3;67;3;1;1;4;0;1;;;
7123173-1;1;1;2;4;54;3;1;1;1;2;3;;;
7123174-1;1;1;2;4;42;3;1;1;1;2;1;;;
7123175-1;1;1;2;4;40;3;1;1;1;0;1;;;
7123177-1;0;1;2;4;59;3;1;1;1;0;1;;;
7123178-1;1;1;2;5;22;3;1;1;1;2;1;;;
7123179-1;0;1;2;5;31;3;1;1;1;2;3;;;
7123180-1;0;1;1;5;25;3;1;1;1;2;3;;;
7123181-1;0;1;1;5;21;3;1;1;1;2;3;;;
7123185-1;0;1;1;5;48;3;1;1;1;2;1;;;
7123186-1;2;1;2;2;25;3;1;1;4;0;1;;;
7123187-1;2;1;2;4;32;3;1;1;4;0;1;;;
7123188-1;0;1;2;4;38;3;1;1;1;1;1;;;
7123189-1;0;1;1;4;69;3;1;1;4;2;1;;;
7123190-1;0;1;1;4;75;3;1;1;1;0;1;;;
7123191-1;0;1;1;4;42;3;1;1;1;2;1;;;
7123193-1;0;1;2;2;49;3;1;1;4;2;1;;;
7123194-1;1;1;2;4;64;3;1;1;4;0;0;;;
7123195-1;2;1;2;4;43;3;1;3;4;2;1;;;
7123199-1;1;1;2;6;23;3;1;1;1;2;1;;;
7123200-1;0;1;1;4;57;3;1;1;1;0;1;;;
7123203-1;1;1;2;4;25;3;1;1;6;1;3;;;
7123204-1;0;1;2;5;26;3;1;1;1;2;3;;;
7123205-1;0;1;2;4;49;3;1;1;1;2;1;;;
7123209-1;0;1;1;5;23;3;1;1;1;2;3;;;
7123210-1;0;1;1;5;23;3;1;1;1;2;1;;;
7123219-1;0;1;1;4;77;3;1;1;1;0;1;;;
7123223-1;0;1;2;4;39;3;1;1;1;0;1;;;
7123224-1;0;1;1;5;30;3;1;1;1;2;1;;;
7123226-1;0;1;1;4;42;3;1;2;1;2;1;;;
7123233-1;1;1;2;4;43;2;1;5;1;2;3;;;
7123234-1;0;1;2;5;69;2;1;5;6;2;3;;;
7123235-1;0;1;2;3;79;2;1;5;4;0;1;;;
7123238-1;1;1;2;3;77;2;1;5;1;2;3;;;
7123241-1;0;1;1;3;58;2;1;1;4;0;1;;;
7123243-1;0;1;2;4;59;2;1;1;4;0;1;;;
7123245-1;1;1;2;5;60;2;1;3;4;0;3;;;
7123249-1;0;1;1;6;57;2;1;2;1;0;1;;;
7123250-1;0;1;2;4;59;2;1;3;1;2;1;;;
7123252-1;1;1;2;5;26;2;1;2;1;2;3;;;
7123253-1;1;1;2;5;53;2;1;2;1;2;1;;;
7123255-1;1;1;1;6;57;2;1;2;1;2;3;;;
7123256-1;0;1;1;5;20;2;1;3;6;2;3;;;
7123258-1;0;1;2;4;55;2;1;3;1;2;1;;;
7123263-1;1;1;2;3;71;2;1;3;4;2;1;;;
7123265-1;1;1;2;3;78;2;1;3;5;0;1;;;
7123266-1;1;1;2;3;68;2;1;3;1;0;1;;;
7123267-1;0;1;1;4;56;2;1;3;1;1;3;;;
7123268-1;2;1;2;4;43;2;1;3;1;2;1;;;
7123270-1;0;1;2;3;76;2;1;2;4;0;1;;;
7123273-1;1;1;2;5;46;2;1;2;1;2;1;;;
7123274-1;0;1;1;4;49;2;1;3;1;2;1;;;
7123275-1;0;1;2;5;20;2;1;3;1;2;3;;;
7123276-1;0;1;2;3;71;2;1;5;4;2;1;;;
7123284-1;2;1;2;4;39;7;1;4;1;2;3;;;
7123285-1;0;1;2;4;60;7;1;5;1;2;3;;;
7123286-1;0;1;2;5;35;7;1;5;1;2;3;;;
7123291-1;1;1;2;3;89;4;1;2;5;0;0;;;
7123292-1;0;1;1;5;54;4;1;2;4;0;1;;;
7123294-1;0;1;2;5;70;4;1;2;4;2;3;;;
7123297-1;0;1;1;5;78;4;1;2;1;0;0;;;
7123298-1;0;1;1;5;56;4;1;2;1;0;1;;;
7123299-1;0;1;1;5;43;4;1;2;1;2;1;;;
7123301-1;0;1;2;5;66;4;1;3;4;2;3;;;
7123302-1;0;1;2;5;46;4;1;3;6;2;3;;;
7123304-1;1;1;2;4;48;4;1;1;1;2;1;;;
7123304-2;0;1;1;5;21;4;1;1;1;2;3;;;
7123305-1;1;1;2;5;23;4;1;1;4;2;1;;;
7123305-2;1;1;2;5;22;4;1;1;1;0;1;;;
7123306-1;0;1;1;4;69;4;1;1;1;0;0;;;
7123307-1;0;1;2;5;40;4;1;1;4;0;1;;;
7123308-1;0;1;1;5;24;4;1;1;1;0;1;;;
7123311-1;1;1;2;4;35;4;1;1;1;2;1;;;
7123312-1;0;1;1;5;21;4;1;3;1;1;2;;;
7123313-1;0;1;1;5;35;4;1;2;1;2;3;;;
7123314-1;0;1;1;5;30;4;1;2;2;2;3;;;
7123316-1;0;1;1;5;18;4;1;2;1;2;1;;;
7123317-1;1;1;2;4;63;4;1;3;4;2;3;;;
7123320-1;1;1;1;6;40;4;1;2;1;2;1;;;
7123322-1;0;1;1;5;32;4;1;2;1;0;1;;;
7123323-1;0;1;2;4;50;4;1;1;2;1;1;;;
7123327-1;0;1;1;5;31;4;1;3;1;2;1;;;
7123330-1;0;1;2;5;27;4;1;2;1;2;1;;;
7123333-1;1;1;2;3;47;4;1;2;1;2;1;;;
7123334-1;1;1;2;3;80;4;1;2;4;0;1;;;
7123336-1;0;1;2;2;51;4;1;2;4;0;1;;;
7123339-1;0;1;2;4;61;3;1;3;1;0;1;;;
7123343-1;0;1;2;5;65;3;1;2;4;1;1;;;
7123344-1;1;1;2;3;46;3;1;2;4;2;1;;;
7123355-1;0;1;1;4;79;3;1;2;5;0;1;;;
7123356-1;0;1;2;5;48;3;1;2;1;0;1;;;
7123358-1;0;1;1;3;48;3;1;2;1;0;1;;;
7123359-1;1;1;2;5;27;3;1;2;1;2;1;;;
7123360-1;1;1;2;5;28;3;1;2;1;0;1;;;
7123361-1;1;1;1;6;80;3;1;0;6;0;0;;;
7123362-1;0;1;1;5;49;3;1;0;1;0;1;;;
7123366-1;0;1;1;5;55;3;1;0;1;0;0;;;
7123368-1;1;1;1;2;58;3;1;0;1;0;1;;;
7123373-1;0;1;1;5;60;3;1;1;1;2;3;;;
7123375-1;0;1;2;4;59;3;1;1;4;0;1;;;
7123377-1;0;1;1;5;54;3;1;1;1;2;1;;;
7123381-1;0;1;1;3;87;3;2; ;4;0;1;;;
7123384-1;0;1;1;5;54;3;1;0;1;0;1;;;
7123387-1;0;1;1;6;68;3;1;2;4;2;1;;;
7123388-1;0;1;1;4;73;3;1;2;1;0;1;;;
7123389-1;1;1;1;6;76;3;1;2;4;0;1;;;
7123393-1;2;1;2;4;27;3;1;2;1;1;1;;;
7123394-1;2;1;2;2;28;3;1;1;4;1;3;;;
7123395-1;0;1;2;4;58;4;1;1;1;0;1;;;
7123397-1;3;1;2;6;36;4;1;1;1;2;3;;;
7123398-1;1;1;2;5;43;4;1;1;4;2;3;;;
7123399-1;0;1;2;3;59;4;1;1;4;0;1;;;
7123400-1;1;1;1;5;51;4;1;2;1;2;1;;;
7123401-1;1;1;2;4;43;4;1;1;1;2;3;;;
7123402-1;0;1;2;5;25;4;1;1;1;2;3;;;
7123403-1;1;1;2;4;37;4;1;1;1;2;3;;;
7123404-1;2;1;2;4;51;4;1;1;6;2;3;;;
7123408-1;1;1;2;4;43;4;1;1;1;2;3;;;
7123409-1;0;1;2;5;49;9;1;2;1;0;3;;;
7123412-1;0;1;2;3;68;9;1;3;6;0;1;;;
7123415-1;1;1;2;4;58;9;1;2;1;0;1;;;
7123416-1;1;1;2;4;51;9;1;2;1;2;1;;;
7123425-1;0;1;1;5;20;9;1;1;2;0;1;;;
7123429-1;1;1;2;4;53;9;1;2;4;2;1;;;
7123437-1;0;1;2;5;61;9;1;2;4;0;1;;;
7123438-1;0;1;1;4;70;9;1;2;5;0;1;;;
7123439-1;1;1;2;5;44;9;1;2;1;2;3;;;
7123441-1;0;1;1;6;68;9;1;2;4;0;1;;;
7123444-1;1;1;2;5;30;9;1;2;1;2;3;;;
7123445-1;2;1;2;4;53;9;1;2;1;0;1;;;
7123447-1;0;1;2;5;29;9;1;2;1;2;3;;;
7123448-1;0;1;1;5;33;9;1;2;1;2;3;;;
7123455-1;0;1;1;3;74;9;1;2;1;0;1;;;
7123459-1;0;1;1;5;33;9;1;2;2;2;3;;;
7123460-1;3;1;2;5;36;9;1;1;3;1;1;;;
7123462-1;2;1;2;4;40;9;1;1;1;2;1;;;
7123470-1;0;1;2;4;26;9;1;2;1;2;3;;;
7123471-1;1;1;2;5;26;9;1;2;1;2;3;;;
7123472-1;1;1;1;4;46;9;1;2;1;2;3;;;
7123473-1;0;1;1;4;71;9;1;2;4;0;1;;;
7123474-1;0;1;2;3;61;9;1;1;4;0;0;;;
7123475-1;0;1;1;5;75;9;1;2;1;0;1;;;
7123476-1;0;1;2;4;64;9;1;2;4;0;1;;;
7123478-1;1;1;2;4;65;9;1;1;1;2;3;;;
7123480-1;0;1;1;2;55;9;1;2;1;2;3;;;
7123494-1;1;1;2;5;21;9;1;1;3;2;3;;;
7123501-1;1;1;2;4;67;9;1;1;4;0;1;;;
7123503-1;1;1;2;5;41;9;1;1;1;2;3;;;
7123504-1;1;1;2;5;50;9;1;1;1;2;3;;;
7123505-1;2;1;2;4;53;9;1;1;4;1;1;;;
7123507-1;1;1;2;5;33;9;1;1;1;2;1;;;
7123510-1;0;1;2;3;77;9;1;1;4;0;1;;;
7123513-1;0;1;2;5;30;9;1;1;1;2;1;;;
7123515-1;0;1;1;5;29;9;1;1;1;2;1;;;
7123516-1;2;1;2;6;25;9;1;2;1;2;3;;;
7123517-1;1;1;2;5;42;9;1;1;1;0;1;;;
7123519-1;0;1;2;5;29;9;1;2;1;2;3;;;
7123520-1;0;1;2;3;86;9;1;2;4;0;0;;;
7123521-1;0;1;2;5;40;9;1;1;1;0;3;;;
7123524-1;0;1;2;6;65;9;1;1;1;0;1;;;
7123532-1;0;1;1;5;26;9;1;1;1;2;1;;;
7123535-1;1;1;2;3;61;9;1;1;1;0;0;;;
7123539-1;0;1;2;6;51;9;1;1;1;2;3;;;
7123543-1;0;1;1;5;26;9;1;1;2;0;1;;;
7123545-1;0;1;2;5;23;9;1;1;2;0;1;;;
7123546-1;0;1;2;5;38;9;1;1;2;0;3;;;
7123547-1;0;1;2;5;49;9;1;1;1;0;1;;;
7123550-1;0;1;1;4;68;9;1;1;1;0;1;;;
7123551-1;0;1;2;3;63;9;1;1;1;0;1;;;
7123552-1;0;1;1;2;26;9;1;1;1;0;1;;;
7123554-1;2;1;2;4;48;9;1;1;4;0;1;;;
7123556-1;1;1;1;4;46;9;1;1;1;0;1;;;
7123557-1;3;1;2;4;42;9;1;1;1;0;1;;;
7123558-1;0;1;1;5;41;9;1;1;1;2;1;;;
7123559-1;1;1;2;4;45;9;1;1;4;0;1;;;
7123560-1;0;1;2;5;64;9;1;1;5;0;1;;;
7123563-2;0;1;2;5;45;9;1;1;1;0;1;;;
7123565-1;1;1;2;5;36;9;1;1;4;2;3;;;
7123566-1;0;1;1;5;24;9;1;1;1;2;3;;;
7123567-1;1;1;2;5;38;9;1;2;4;0;1;;;
7123569-1;0;1;2;3;52;9;1;1;1;0;1;;;
7123575-1;0;1;2;3;84;9;1;1;4;0;0;;;
7123576-1;0;1;2;3;68;9;1;1;4;0;0;;;
7123583-1;0;1;2;4;43;9;2; ;4;0;0;;;
7123585-1;2;1;2;5;46;9;1;1;4;0;1;;;
7123586-1;1;1;2;3;50;9;1;1;1;0;1;;;
7123589-1;0;1;1;3;85;9;1;1;6;0;0;;;
7123590-1;0;1;2;5;57;9;1;1;1;0;1;;;
7123595-1;0;1;1;3;63;9;1;2;1;0;0;;;
7123597-1;0;1;2;4;23;9;1;1;4;0;1;;;
7123598-1;2;1;2;5;40;9;1;1;1;0;1;;;
7123600-1;2;1;2;4;27;9;1;1;2;2;1;;;
7123607-1;0;1;2;4;65;9;1;1;4;0;1;;;
7123608-1;4;1;2;4;29;9;1;1;1;0;1;;;
7123609-1;2;1;2;3;65;9;1;1;6;0;0;;;
7123609-2;2;1;2;4;33;9;1;1;2;0;1;;;
7123610-1;1;1;2;3;62;9;1;1;1;0;1;;;
7123612-1;1;1;2;4;37;9;1;1;4;0;1;;;
7123613-1;2;1;2;5;37;9;1;1;2;1;3;;;
7123615-2;1;1;2;5;25;9;1;1;4;0;1;;;
7123615-3;1;1;2;5;22;9;1;1;1;0;3;;;
7123617-1;0;1;1;5;27;9;1;1;1;2;3;;;
7123619-1;2;1;2;6;33;9;1;1;1;0;1;;;
7123622-1;3;1;2;4;39;9;1;1;1;2;3;;;
7123624-1;2;1;2;4;40;9;1;1;1;2;3;;;
7123625-1;1;1;2;6;56;9;1;1;1;0;1;;;
7123626-1;0;1;1;4;67;9;1;1;1;0;1;;;
7123634-1;0;1;2;3;57;9;1;1;4;0;1;;;
7123640-1;1;1;2;4;55;9;1;1;1;0;1;;;
7123641-1;1;1;2;3;65;9;1;1;4;0;1;;;
7123642-1;2;1;1;4;43;9;1;1;1;2;1;;;
7123646-1;0;1;1;1;30;9;1;1;1;2;1;;;
7123651-1;1;1;2;5;43;9;1;1;1;2;1;;;
7123656-1;1;1;2;4;31;9;1;1;2;2;3;;;
7123657-1;0;1;2;4;49;9;1;1;4;0;1;;;
7123663-1;0;1;2;3;61;9;1;1;4;0;1;;;
7123664-1;0;1;1;2;51;9;1;1;1;0;1;;;
7123668-1;0;1;1;5;76;9;1;1;1;0;0;;;
7123673-1;2;1;2;3;62;9;1;1;1;0;1;;;
7123675-1;2;1;2;2;34;9;1;1;4;0;1;;;
7123678-1;0;1;1;3;69;9;1;1;1;0;0;;;
7123694-1;0;1;2;5;24;9;1;2;1;2;2;;;
7123697-1;1;1;2;3;84;9;1;2;4;0;1;;;
7123701-1;0;1;1;4;74;9;1;2;1;0;1;;;
7123701-2;1;1;2;4;40;9;1;2;4;2;1;;;
7123711-1;0;1;1;5;49;9;2; ;1;0;1;;;
7123713-1;1;1;1;5;57;9;1;2;1;0;0;;;
7123714-1;0;1;2;5;64;9;1;1;4;0;0;;;
7123716-1;0;1;1;5;40;9;1;2;1;0;1;;;
7123719-1;0;1;2;4;46;9;1;1;6;2;1;;;
7123721-1;0;1;2;5;51;9;1;1;4;2;1;;;
7123724-1;1;1;2;5;38;9;1;2;1;2;3;;;
7123727-1;2;1;2;4;57;9;1;2;1;2;1;;;
7123729-1;1;1;2;5;28;9;1;0;1;0;3;;;
7123732-1;0;1;1;5;59;9;1;1;2;0;1;;;
7123733-1;0;1;2;5;19;9;1;1;1;2;1;;;
7123734-1;6;1;2;5;39;9;1;2;1;0;1;;;
7123735-1;0;1;1;5;23;9;1;2;1;2;1;;;
7123736-1;0;1;1;2;32;9;1;1;1;2;3;;;
7123737-1;0;1;1;4;50;9;1;1;1;0;1;;;
7123740-1;2;1;2;5;54;9;1;1;4;0;1;;;
7123741-1;2;1;2;4;73;9;1;1;4;0;1;;;
7123751-1;3;1;2;5;34;9;1;2;1;2;1;;;
7123753-1;1;1;2;4;30;9;1;1;4;0;1;;;
7123755-1;1;1;2;3;73;9;1;1;5;0;1;;;
7123759-1;0;1;2;3;64;9;1;1;1;2;3;;;
7123760-1;3;1;2;4;36;9;1;2;1;0;1;;;
7123763-1;1;1;2;4;63;1;1;1;4;0;1;;;
7123771-1;0;1;1;4;46;1;1;0;5;0;0;;;
7123773-1;1;1;1;3;65;1;1;0;5;0;1;;;
7123777-1;0;1;1;4;70;1;1;0;1;0;0;;;
7123782-1;2;1;2;5;38;1;1;0;4;0;1;;;
7123785-1;0;1;1;5;31;1;1;1;1;2;1;;;
7123787-1;2;1;2;4;50;1;1;1;4;0;1;;;
7123790-1;2;1;2;4;65;1;1;2;6;0;1;;;
7123794-1;2;1;2;3;57;1;1;2;4;0;1;;;
7123801-1;1;1;2;3;60;1;1;1;4;0;1;;;
7123802-1;1;1;2;4;60;1;1;1;4;0;1;;;
7123803-1;0;1;2;4;51;1;1;1;1;0;1;;;
7123804-1;2;1;2;4;22;1;1;1;1;0;1;;;
7123805-1;3;1;2;3;42;1;1;1;1;2;3;;;
7123806-1;1;1;2;3;61;1;1;1;1;0;1;;;
7123807-1;0;1;1;4;51;1;1;1;1;0;1;;;
7123813-1;0;1;1;3;58;1;1;1;1;0;1;;;
7123814-1;3;1;2;4;42;1;1;1;4;0;1;;;
7123817-1;0;1;1;4;52;1;1;0;1;0;1;;;
7123819-1;1;1;2;3;49;1;1;1;4;0;1;;;
7123823-2;3;1;2;4;34;1;1;1;2;0;1;;;
7123824-1;1;1;2;4;52;1;1;1;6;2;3;;;
7123826-1;1;1;1;5;31;1;1;2;1;2;1;;;
7123828-1;1;1;2;3;83;1;1;1;4;0;1;;;
7123831-1;0;1;2;4;47;1;1;2;1;2;3;;;
7123831-2;1;1;1;4;48;1;1;2;6;0;1;;;
7123835-1;1;1;1;3;83;1;1;1;1;0;1;;;
7123837-1;0;1;2;5;62;1;1;1;4;0;1;;;
7123838-1;0;1;2;3;78;1;1;1;5;0;0;;;
7123839-1;0;1;2;3;74;1;1;1;4;0;0;;;
7123840-1;0;1;1;3;78;1;1;1;4;0;0;;;
7123843-1;2;1;2;4;27;1;1;1;1;2;3;;;
7123844-1;1;1;2;3;62;1;1;1;4;0;0;;;
7123845-1;1;1;2;4;52;1;1;1;4;0;1;;;
7123848-1;1;1;2;3;77;1;1;1;5;0;1;;;
7123849-1;0;1;1;5;70;1;1;1;4;0;0;;;
7123852-1;1;1;2;4;50;1;1;1;1;0;3;;;
7123859-1;0;1;2;3;83;1;1;1;5;0;0;;;
7123863-1;1;1;2;4;36;1;1;2;4;2;3;;;
7123872-1;1;1;2;5;45;5;1;6;1;2;3;;;
7123876-1;0;1;1;5;28;5;1;4;1;2;3;;;
7123880-1;0;1;1;5;22;5;1;5;3;2;3;;;
7123888-1;0;1;2;5;26;5;1;3;1;2;3;;;
7123889-1;0;1;2;5;20;5;1;4;3;2;3;;;
7123891-1;0;1;1;5;22;5;1;4;1;2;3;;;
7123892-1;0;1;1;5;35;5;1;4;1;2;3;;;
7123893-1;0;1;1;5;38;5;1;5;1;2;3;;;
7123896-1;0;1;1;4;68;2;1;2;4;0;1;;;
7123913-1;1;1;2;4;46;3;1;3;1;2;2;;;
7123914-1;2;1;2;4;44;3;1;2;4;0;1;;;
7123915-1;3;1;1;3;83;3;1;3;5;0;0;;;
7123916-1;1;1;1;4;54;3;1;3;4;0;1;;;
7123918-1;0;1;1;4;54;3;1;2;1;0;1;;;
7123921-1;1;1;2;4;41;3;1;2;4;2;3;;;
7123925-1;0;1;2;5;60;3;1;1;1;0;1;;;
