Codigo;Hijos;Secuencia Jefe;Sexo Jefe;Secuencia Conyuge;Sexo Conyuge;Tipo Union;Edad Jefe;Edad Conyuge
7129793-1;1;1;2;;;4;50;
7129794-1;2;1;2;;;4;56;
7129796-1;0;1;1;;;5;45;
7129797-1;2;1;2;2;1;6;64;62
7129798-1;1;1;1;2;2;6;61;48
7129800-1;1;1;1;2;2;2;51;30
7129801-1;2;1;1;2;2;2;69;62
7129802-1;0;1;1;2;2;6;35;42
7129804-1;0;1;1;;;5;62;
7129805-1;0;1;2;;;4;47;
7129806-1;0;1;1;;;4;67;
7129807-1;0;1;1;2;2;2;68;66
7129808-1;0;1;1;2;2;2;58;54
7129809-1;1;1;2;2;1;2;35;41
7129810-1;1;1;1;;;4;50;
7129811-1;1;1;1;2;2;2;46;41
7129812-1;1;1;1;2;2;2;75;51
7129813-1;0;1;1;2;2;6;81;75
7129814-1;0;1;1;2;2;6;79;48
7129816-1;1;1;1;2;2;2;40;41
7129817-1;0;1;1;2;2;2;28;32
7129818-1;1;1;2;;;4;86;
7129818-2;0;1;1;;;2;64;
7129818-3;0;1;2;;;3;60;
7129818-4;0;1;1;;;5;61;
7129819-1;0;1;1;2;2;6;44;37
7129820-1;0;1;2;;;3;75;
7129821-1;2;1;1;2;2;6;51;49
7129822-1;0;1;2;;;3;73;
7129824-1;2;1;1;2;2;6;59;49
7129825-1;1;1;2;;;3;68;
7129826-1;2;1;2;2;1;2;28;41
7129827-1;1;1;2;;;4;39;
7129828-1;1;1;2;;;4;55;
7129829-1;1;1;1;2;2;2;64;62
7129833-1;1;1;2;;;3;65;
7129834-1;1;1;1;2;2;2;74;68
7129836-1;1;1;1;2;2;2;73;65
7129837-1;2;1;2;;;4;39;
7129838-1;0;1;1;;;4;50;
7129839-1;0;1;2;2;1;6;54;60
7129840-1;1;1;2;;;4;69;
7129841-1;1;1;2;2;1;6;75;80
7129843-1;1;1;2;;;4;56;
7129844-1;2;1;2;;;4;22;
7129845-1;0;1;1;;;5;34;
7129846-1;0;1;1;2;2;2;45;46
7129847-1;0;1;1;;;4;61;
7129848-1;1;1;2;;;4;58;
7129849-1;2;1;2;;;5;33;
7129850-1;2;1;1;2;2;2;38;32
7129851-1;1;1;1;2;2;6;62;48
7129852-1;2;1;1;2;2;2;58;63
7129853-1;1;1;1;;;4;51;
7129854-1;1;1;1;2;2;2;31;33
7129855-1;1;1;1;2;2;6;58;50
7129856-1;1;1;1;2;2;6;51;52
7129857-1;1;1;1;2;2;2;48;42
7129858-1;0;1;2;;;4;81;
7129860-1;0;1;1;;;4;42;
7129862-1;1;1;2;2;1;6;65;68
7129863-1;2;1;1;2;2;6;49;35
7129867-1;1;1;1;2;2;6;68;64
7129869-1;2;1;1;2;2;2;69;62
7129871-1;2;1;1;2;2;6;51;45
7129872-1;0;1;1;2;2;6;64;63
7129873-1;2;1;1;2;2;6;47;36
7129874-1;0;1;1;;;4;69;
7129875-1;1;1;1;2;2;2;34;33
7129876-1;0;1;1;2;2;6;68;60
7129877-1;0;1;1;2;2;2;55;71
7129878-1;1;1;2;;;4;49;
7129879-1;1;1;1;2;2;1;20;21
7129880-1;0;1;1;2;2;2;65;58
7129881-1;0;1;1;2;2;2;54;53
7129882-1;0;1;1;2;2;6;69;66
7129883-1;1;1;1;2;2;2;28;20
7129884-1;0;1;2;;;2;29;
7129885-1;1;1;1;2;2;2;34;39
7129887-1;3;1;2;;;3;55;
7129888-1;0;1;1;;;5;88;
7129889-1;0;1;2;;;3;66;
7129890-1;2;1;1;2;2;2;33;29
7129891-1;1;1;1;;;3;69;
7129892-1;3;1;1;2;2;2;71;51
7129893-1;3;1;1;2;2;2;47;48
7129894-1;0;1;1;2;2;2;38;21
7129896-1;2;1;1;2;2;2;43;25
7129897-1;1;1;2;;;4;60;
7129899-1;3;1;2;;;3;60;
7129900-1;0;1;2;;;3;65;
7129901-1;0;1;1;;;4;29;
7129902-1;2;1;1;2;2;6;72;58
7129903-1;4;1;1;2;2;6;38;43
7129904-1;1;1;1;2;2;6;34;29
7129905-1;1;1;1;2;2;2;41;38
7129906-1;2;1;2;;;4;52;
7129907-1;1;1;1;2;2;2;68;61
7129909-1;0;1;1;2;2;6;63;61
7129910-1;0;1;1;2;2;2;74;70
7129911-1;2;1;2;2;1;6;66;84
7129912-1;0;1;1;;;4;36;
7129913-1;1;1;1;2;2;2;35;37
7129914-1;0;1;1;2;2;1;51;42
7129916-1;4;1;1;2;2;2;31;30
7129917-1;0;1;1;2;2;2;40;19
7129918-1;0;1;1;2;2;6;71;68
7129919-1;0;1;1;;;4;80;
7129920-1;0;1;1;;;4;68;
7129921-1;1;1;1;2;2;2;37;32
7129922-1;0;1;1;;;3;63;
7129923-1;3;1;1;2;2;2;50;31
7129924-1;0;1;1;2;2;6;65;70
7129925-1;2;1;1;2;2;2;54;46
7129926-1;0;1;1;2;2;6;76;71
7129927-1;1;1;1;;;4;50;
7129928-1;2;1;1;2;2;2;40;32
7129929-1;0;1;1;2;2;1;25;41
7129930-1;6;1;1;2;2;1;61;41
7129931-1;1;1;2;;;6;63;
7129933-1;0;1;1;;;4;31;
7129934-1;2;1;1;2;2;2;47;41
7129935-1;1;1;1;2;2;6;67;64
7129936-1;0;1;1;2;2;6;71;60
7129937-1;0;1;1;;;4;66;
7129938-1;3;1;1;2;2;2;43;38
7129941-1;3;1;1;2;2;2;43;41
7129942-1;3;1;1;2;2;6;32;37
7129943-1;0;1;1;2;2;6;61;52
7129944-1;2;1;1;2;2;2;49;42
7129945-1;0;1;2;;;4;58;
7129950-1;1;1;1;2;2;6;58;53
7129951-1;1;1;1;2;2;2;31;23
7129952-1;1;1;2;;;3;72;
7129953-1;3;1;1;2;2;2;59;54
7129955-1;0;1;1;2;2;2;38;29
7129956-1;0;1;2;2;1;2;45;39
7129958-1;0;1;1;;;4;29;
7129959-1;0;1;1;2;2;2;51;44
7129961-1;1;1;1;2;2;2;21;28
7129962-1;0;1;1;;;5;39;
7129963-1;0;1;1;;;5;68;
7129964-1;0;1;1;2;2;2;39;23
7129965-1;1;1;2;;;5;58;
7129966-1;1;1;2;;;5;66;
7129967-1;0;1;1;2;2;6;83;80
7129968-1;2;1;2;;;4;45;
7129969-1;1;1;2;;;4;36;
7129970-1;1;1;1;2;2;2;27;28
7129971-1;0;1;1;;;5;37;
7129972-1;0;1;1;2;2;6;73;75
7129973-1;0;1;1;2;2;6;71;64
7129974-1;1;1;2;;;5;55;
7129975-1;1;1;1;2;2;2;26;21
7129976-1;2;1;2;;;3;49;
7129977-1;1;1;2;;;3;64;
7129978-1;1;1;1;2;2;6;42;37
7129979-1;0;1;1;2;2;1;29;22
7129980-1;1;1;2;;;5;61;
7129981-1;0;1;1;;;5;51;
7129982-1;2;1;1;2;2;6;40;50
7129983-1;0;1;2;;;3;66;
7129984-1;0;1;1;;;5;45;
7129985-1;0;1;1;;;4;45;
7129986-1;3;1;2;;;5;30;
7129987-1;1;1;1;2;2;1;27;18
7129988-1;0;1;2;;;6;65;
7129989-1;2;1;1;2;2;6;67;68
7129990-1;0;1;1;;;3;75;
7129991-1;1;1;1;2;2;2;30;23
7129992-1;0;1;2;;;3;73;
7129993-1;0;1;1;2;2;6;63;55
7129994-1;0;1;2;;;3;74;
7129995-1;1;1;1;2;2;1;38;19
7129996-1;0;1;1;2;2;6;59;45
7129997-1;0;1;2;;;3;79;
7129998-1;2;1;1;2;2;2;34;28
7129999-1;1;1;1;2;2;2;43;40
7130000-1;0;1;1;;;5;58;
7130001-1;1;1;1;2;2;6;55;58
7130002-1;0;1;2;;;5;57;
7130003-1;0;1;1;;;6;57;
7130004-1;1;1;1;2;2;2;25;21
7130006-1;3;1;2;;;5;51;
7130007-1;1;1;2;;;4;50;
7130008-1;1;1;2;;;3;82;
7130009-1;1;1;1;2;2;2;49;48
7130010-1;0;1;2;;;5;31;
7130011-1;2;1;2;;;3;83;
7130011-2;1;1;2;;;4;57;
7130012-1;0;1;2;;;4;49;
7130013-1;0;1;1;2;2;2;28;27
7130014-1;0;1;2;;;5;42;
7130015-1;0;1;2;2;1;6;61;59
7130016-1;0;1;2;;;3;77;
7130017-1;1;1;2;;;5;60;
7130019-1;1;1;1;2;2;2;53;45
7130020-1;1;1;1;2;2;6;27;24
7130021-1;0;1;2;2;1;6;58;52
7130022-1;0;1;1;;;4;36;
7130024-1;0;1;1;2;2;6;60;64
7130025-1;4;1;1;2;2;2;64;60
7130026-1;3;1;2;;;5;42;
7130029-1;1;1;2;;;4;40;
7130030-1;1;1;2;;;4;59;
7130034-1;0;1;2;2;1;6;49;61
7130035-1;1;1;1;2;2;6;74;74
7130037-1;0;1;1;;;5;43;
7130038-1;2;1;2;;;6;58;
7130040-1;1;1;2;;;5;38;
7130041-1;1;1;1;;;5;31;
7130042-1;0;1;1;2;2;6;68;59
7130043-1;0;1;1;2;2;6;76;74
7130044-1;0;1;2;2;1;6;65;64
7130045-1;1;1;1;;;5;39;
7130046-1;1;1;1;;;4;61;
7130048-1;1;1;2;;;4;59;
7130049-1;0;1;1;;;5;24;
7130050-1;0;1;1;;;5;40;
7130051-1;2;1;1;2;2;6;46;46
7130053-1;2;1;2;;;4;42;
7130054-1;0;1;2;;;4;36;
7130056-1;1;1;1;2;2;6;68;62
7130057-1;1;1;1;2;2;6;68;71
7130058-1;1;1;1;2;2;2;44;35
7130059-1;1;1;1;2;2;2;48;35
7130060-1;0;1;1;;;4;33;
7130061-1;0;1;1;2;2;6;63;56
7130062-1;1;1;1;2;2;6;72;72
7130063-1;1;1;1;2;2;2;60;49
7130064-1;2;1;1;2;2;2;28;32
7130065-1;0;1;2;;;5;58;
7130066-1;1;1;2;;;5;55;
7130068-1;0;1;2;2;1;6;66;69
7130069-1;0;1;1;;;5;69;
7130078-1;0;1;2;;;5;63;
7130083-1;1;1;1;2;2;2;39;29
7130084-1;0;1;2;;;4;55;
7130085-1;0;1;2;2;1;1;37;49
7130086-1;3;1;1;2;2;6;71;48
7130087-1;0;1;1;;;5;28;
7130088-1;0;1;2;;;5;33;
7130089-1;0;1;1;;;5;68;
7130090-1;1;1;2;;;5;42;
7130091-1;0;1;2;2;1;6;29;25
7130092-1;1;1;1;2;2;2;29;35
7130093-1;2;1;1;2;2;2;25;21
7130094-1;1;1;1;2;2;2;55;45
7130095-1;1;1;1;2;2;6;49;38
7130096-1;0;1;1;2;2;6;48;54
7130097-1;0;1;1;;;5;59;
7130099-1;0;1;2;2;1;6;82;76
7130100-1;0;1;1;2;2;2;52;61
7130102-1;1;1;1;2;2;2;43;39
7130103-1;1;1;1;2;2;6;66;71
7130104-1;1;1;1;2;2;6;47;40
7130106-1;1;1;2;;;5;52;
7130107-1;1;1;1;2;2;6;50;47
7130108-1;0;1;1;;;3;84;
7130109-1;1;1;2;;;4;62;
7130110-1;2;1;2;;;2;43;
7130111-1;1;1;1;2;2;6;93;91
7130112-1;0;1;1;2;2;6;68;66
7130113-1;1;1;1;2;2;6;62;39
7130114-1;1;1;2;;;5;76;
7130115-1;1;1;2;;;5;37;
7130116-1;0;1;1;;;4;51;
7130117-1;3;1;1;2;2;2;42;33
7130118-1;1;1;1;2;2;6;32;28
7130119-1;0;1;2;;;4;50;
7130121-1;0;1;2;;;5;54;
7130122-1;0;1;2;;;5;58;
7130123-1;0;1;2;2;1;2;53;63
7130124-1;0;1;2;;;5;47;
7130125-1;0;1;1;2;2;1;31;18
7130126-1;1;1;1;2;2;6;91;90
7130127-1;1;1;2;;;3;70;
7130128-1;1;1;2;;;3;64;
7130129-1;0;1;2;;;4;50;
7130130-1;1;1;1;2;2;2;61;44
7130131-1;0;1;1;2;2;6;60;60
7130132-1;2;1;1;2;2;6;34;28
7130133-1;0;1;2;;;3;78;
7130134-1;1;1;1;2;2;2;41;39
7130135-1;1;1;1;2;2;2;56;44
7130137-1;2;1;1;2;2;2;48;52
7130138-1;4;1;1;2;2;2;44;42
7130139-1;1;1;2;;;5;48;
7130140-1;0;1;2;;;4;36;
7130141-1;2;1;2;;;5;26;
7130142-1;1;1;1;2;2;2;33;38
7130143-1;1;1;1;2;2;6;26;22
7130144-1;0;1;1;2;2;2;51;58
7130145-1;2;1;2;;;4;27;
7130146-1;0;1;1;;;2;49;
7130147-1;0;1;2;2;1;2;60;77
7130148-1;3;1;1;2;2;6;54;48
7130149-1;3;1;1;2;2;6;43;38
7130150-1;1;1;1;;;3;73;
7130151-1;1;1;1;2;2;6;61;59
7130152-1;1;1;1;;;4;43;
7130153-1;3;1;2;;;3;62;
7130154-1;1;1;1;2;2;6;56;61
7130154-2;2;1;2;2;1;2;29;31
7130155-1;3;1;1;2;2;6;58;33
7130156-1;1;1;1;2;2;6;52;47
7130158-1;2;1;2;;;4;78;
7130159-1;4;1;1;2;2;2;42;47
7130160-1;1;1;1;2;2;6;72;66
7130161-1;0;1;1;;;3;78;
7130162-1;2;1;1;2;2;6;54;55
7130163-1;2;1;1;2;2;6;42;38
7130164-1;1;1;1;2;2;2;60;46
7130165-1;2;1;1;2;2;6;71;41
7130166-1;2;1;1;2;2;2;42;39
7130167-1;2;1;2;;;4;65;
7130168-1;1;1;1;2;2;6;42;41
7130169-1;0;1;2;;;6;57;
7130170-1;1;1;1;2;2;6;55;41
7130171-1;1;1;1;2;2;2;37;57
7130173-1;5;1;1;;;3;61;
7130174-1;3;1;1;2;2;2;36;32
7130175-1;1;1;1;2;2;6;65;56
7130176-1;3;1;2;;;4;37;
7130178-1;1;1;1;2;2;6;33;30
7130179-1;1;1;2;;;4;42;
7130180-1;4;1;1;2;2;6;49;43
7130181-1;2;1;1;2;2;6;37;30
7130182-1;2;1;1;2;2;2;60;47
7130183-1;2;1;1;2;2;6;45;28
7130184-1;0;1;2;2;1;2;67;67
7130185-1;2;1;2;;;2;42;
7130186-1;0;1;1;2;2;6;62;59
7130187-1;3;1;1;2;2;6;37;37
7130188-1;2;1;1;2;2;2;41;28
7130189-1;2;1;2;;;4;39;
7130190-1;2;1;1;2;2;2;41;28
7130191-1;0;1;1;;;4;76;
7130192-1;3;1;2;;;4;43;
7130193-1;0;1;2;;;4;24;
7130194-1;0;1;2;2;1;1;34;36
7130195-1;1;1;1;2;2;6;33;34
7130196-1;4;1;1;2;2;2;36;34
7130197-1;1;1;1;2;2;6;67;61
7130198-1;0;1;1;2;2;6;64;54
7130199-1;0;1;2;;;5;24;
7130201-1;1;1;1;2;2;2;71;68
7130202-1;1;1;2;2;1;2;30;36
7130203-1;1;1;1;2;2;2;45;52
7130204-1;0;1;1;2;2;6;75;71
7130205-1;2;1;1;2;2;2;29;36
7130206-1;3;1;1;2;2;2;33;26
7130207-1;3;1;1;2;2;2;29;27
7130208-1;2;1;2;;;4;27;
7130209-1;3;1;1;2;2;2;42;37
7130210-1;0;1;2;;;3;61;
7130211-1;2;1;2;;;3;76;
7130212-1;0;1;1;;;4;61;
7130214-1;2;1;2;;;4;37;
7130218-1;6;1;1;2;2;2;51;49
7130219-1;1;1;1;2;2;6;40;31
7130219-2;1;1;1;2;2;2;30;27
7130220-1;1;1;1;2;2;6;31;28
7130221-1;3;1;1;2;2;2;32;31
7130223-1;0;1;2;2;1;2;57;53
7130224-1;0;1;2;2;1;2;46;46
7130225-1;2;1;1;2;2;6;41;42
7130226-1;1;1;2;2;1;2;39;31
7130227-1;2;1;2;;;4;52;
7130228-1;2;1;1;2;2;2;23;25
7130230-1;1;1;2;;;3;61;
7130231-1;0;1;1;2;2;6;33;40
7130233-1;1;1;1;2;2;2;77;61
7130234-1;2;1;1;2;2;2;49;49
7130235-1;2;1;1;2;2;2;34;32
7130236-1;1;1;1;;;4;27;
7130237-1;0;1;1;;;4;61;
7130238-1;1;1;1;;;5;78;
7130239-1;1;1;1;2;2;2;57;49
7130239-2;0;1;1;2;2;2;47;44
7130240-1;2;1;2;;;4;58;
7130241-1;1;1;2;2;1;6;57;58
7130242-1;2;1;2;2;1;2;38;28
7130243-1;1;1;1;2;2;2;68;72
7130244-1;2;1;2;;;4;24;
7130244-2;1;1;1;2;2;2;23;21
7130244-3;1;1;1;;;5;47;
7130245-1;3;1;1;2;2;2;47;45
7130246-1;1;1;2;2;1;2;27;29
7130247-1;0;1;2;;;4;82;
7130248-1;3;1;1;2;2;2;56;48
7130249-1;0;1;1;;;5;22;
7130249-2;0;1;1;2;2;1;30;21
7130251-1;0;1;1;;;4;50;
7130252-1;0;1;1;;;5;19;
7130253-1;2;1;1;2;2;2;75;69
7130255-1;1;1;1;2;2;2;47;41
7130256-1;0;1;2;2;1;2;36;58
7130257-1;2;1;2;;;4;28;
7130258-1;1;1;2;2;1;2;43;40
7130259-1;0;1;1;2;2;2;70;61
7130260-1;0;1;1;2;2;2;21;19
7130261-1;2;1;1;2;2;2;44;36
7130262-1;0;1;2;2;1;2;48;53
7130263-1;0;1;1;;;3;79;
7130264-1;0;1;1;;;4;46;
7130265-1;0;1;1;;;4;62;
7130266-1;0;1;2;;;3;68;
7130267-1;1;1;1;2;2;2;66;65
7130268-1;2;1;1;2;2;2;37;44
7130271-1;0;1;1;;;4;67;
7130272-1;4;1;1;2;2;6;31;30
7130274-1;2;1;2;2;1;2;25;31
7130275-1;3;1;1;2;2;2;43;44
7130277-1;0;1;2;;;4;65;
7130279-1;1;1;1;2;2;2;41;19
7130280-1;0;1;1;2;2;6;66;63
7130281-1;1;1;1;2;2;6;49;40
7130282-1;2;1;1;2;2;2;33;37
7130283-1;0;1;2;2;1;2;74;83
7130284-1;1;1;2;2;1;6;54;73
7130285-1;0;1;1;;;5;25;
7130286-1;0;1;1;;;5;79;
7130287-1;4;1;1;2;2;2;42;28
7130288-1;0;1;2;;;3;61;
7130289-1;0;1;1;;;4;44;
7130290-1;1;1;2;2;1;2;46;29
7130291-1;2;1;1;;;3;27;
7130292-1;2;1;1;2;2;1;33;17
7130293-1;0;1;1;;;5;36;
7130294-1;2;1;1;2;2;2;38;40
7130295-1;0;1;2;2;1;2;68;78
7130296-1;2;1;2;2;1;6;30;33
7130297-1;0;1;2;2;1;2;46;54
7130298-1;0;1;2;2;1;2;28;38
7130299-1;0;1;2;;;5;19;
7130300-1;0;1;1;2;2;2;40;37
7130301-1;0;1;1;2;2;6;43;42
7130302-1;0;1;1;;;4;71;
7130303-1;0;1;2;2;1;2;48;60
7130304-1;0;1;2;2;1;2;66;59
7130305-1;0;1;1;;;5;23;
7130306-1;0;1;2;;;5;21;
7130307-1;3;1;2;2;1;2;44;40
7130309-1;1;1;1;2;2;2;58;49
7130310-1;0;1;1;;;3;79;
7130311-1;0;1;1;2;2;6;56;48
7130312-1;0;1;1;2;2;2;33;27
7130313-1;0;1;1;;;3;51;
7130314-1;1;1;2;2;1;2;45;54
7130315-1;0;1;1;2;2;2;65;63
7130316-1;1;1;1;2;2;6;44;34
7130317-1;0;1;1;2;2;1;18;21
7130318-1;1;1;1;2;2;2;46;26
7130319-1;1;1;1;2;2;2;29;24
7130320-1;1;1;2;;;4;32;
7130321-1;1;1;2;;;4;55;
7130322-1;1;1;2;;;4;19;
7130323-1;1;1;1;2;2;2;33;29
7130324-1;1;1;2;;;3;44;
7130325-1;1;1;1;2;2;2;38;39
7130326-1;2;1;1;2;2;6;30;20
7130327-1;3;1;1;2;2;2;24;21
7130328-1;1;1;2;2;1;6;51;50
7130329-1;1;1;1;2;2;6;72;62
7130330-1;0;1;1;;;5;21;
7130331-1;0;1;2;;;4;50;
7130332-1;0;1;1;2;2;1;21;20
7130333-1;1;1;1;2;2;6;66;62
7130334-1;1;1;2;2;1;2;79;83
7130335-1;1;1;2;;;4;76;
7130336-1;2;1;2;;;4;44;
7130337-1;3;1;2;2;1;6;46;46
7130339-1;2;1;1;2;2;6;81;72
7130340-1;1;1;2;;;6;45;
7130341-1;1;1;2;;;3;75;
7130342-1;0;1;2;;;3;52;
7130343-1;1;1;1;2;2;2;58;51
7130344-1;1;1;2;;;4;30;
7130344-2;0;1;1;2;2;2;20;21
7130345-1;2;1;1;2;2;2;27;23
7130346-1;0;1;1;;;3;85;
7130348-1;0;1;2;;;4;69;
7130349-1;0;1;2;;;3;43;
7130350-1;3;1;2;;;5;30;
7130351-1;2;1;1;2;2;2;50;26
7130352-1;3;1;1;2;2;6;37;35
7130353-1;0;1;1;2;2;1;33;27
7130355-1;0;1;2;;;4;40;
7130356-1;0;1;2;2;1;2;28;26
7130357-1;3;1;1;2;2;6;29;27
7130358-1;2;1;2;;;4;46;
7130359-1;1;1;2;2;1;1;14;17
7130360-1;3;1;2;;;5;36;
7130361-1;0;1;1;2;2;1;22;22
7130362-1;2;1;1;2;2;2;23;24
7130364-1;2;1;1;2;2;2;27;25
7130365-1;0;1;1;;;5;28;
7130366-1;0;1;2;;;3;70;
7130367-1;2;1;2;;;4;45;
7130368-1;2;1;2;;;4;30;
7130369-1;2;1;1;;;4;24;
7130370-1;0;1;2;;;4;52;
7130371-1;0;1;1;;;6;59;
7130372-1;0;1;1;;;5;25;
7130373-1;0;1;1;;;5;27;
7130374-1;2;1;1;2;2;6;27;33
7130375-1;0;1;1;2;2;2;59;43
7130376-1;0;1;2;;;6;55;
7130377-1;0;1;2;;;4;61;
7130378-1;0;1;1;;;5;22;
7130379-1;0;1;2;;;5;28;
7130380-1;2;1;1;2;2;6;35;31
7130381-1;0;1;1;;;4;41;
7130382-1;1;1;1;;;3;72;
7130386-1;1;1;1;2;2;6;61;60
7130387-1;2;1;1;2;2;2;28;31
7130389-1;2;1;2;2;1;2;35;31
7130393-1;1;1;1;2;2;2;60;53
7130396-1;2;1;1;2;2;2;40;45
7130397-1;0;1;2;;;5;34;
7130398-1;0;1;1;;;5;22;
7130399-1;2;1;2;;;5;35;
7130400-1;3;1;1;2;2;2;34;30
7130402-1;0;1;1;;;4;57;
7130404-1;2;1;1;2;2;2;32;40
7130406-1;2;1;2;;;4;26;
7130407-1;0;1;1;;;4;60;
7130409-1;0;1;1;;;4;79;
7130411-1;0;1;2;;;6;72;
7130412-1;1;1;1;2;2;2;41;41
7130414-1;0;1;2;;;3;54;
7130415-1;0;1;1;2;2;6;33;26
7130417-1;1;1;2;;;4;61;
7130418-1;2;1;2;2;1;2;33;46
7130420-1;6;1;1;2;2;2;49;43
7130421-1;2;1;1;2;2;2;33;29
7130422-1;7;1;1;2;2;6;39;38
7130423-1;2;1;2;2;1;2;29;39
7130425-1;3;1;2;;;4;31;
7130426-1;2;1;1;2;2;2;25;23
7130428-1;2;1;1;2;2;2;39;36
7130429-1;0;1;1;;;4;75;
7130431-1;3;1;1;2;2;2;41;34
7130432-1;0;1;2;2;1;2;29;33
7130441-1;2;1;1;2;2;2;36;34
7130442-1;0;1;2;;;5;50;
7130443-1;4;1;2;;;4;49;
7130444-1;1;1;1;2;2;2;75;60
7130445-1;2;1;1;2;2;2;33;28
7130446-1;4;1;2;2;1;2;44;42
7130449-1;2;1;2;2;1;2;24;36
7130450-1;2;1;2;;;5;30;
7130451-1;4;1;2;;;5;35;
7130452-1;0;1;2;;;3;62;
7130454-1;1;1;1;2;2;2;34;24
7130457-1;1;1;2;;;4;38;
7130458-1;1;1;1;2;2;6;63;53
7130459-1;1;1;2;;;5;33;
7130461-1;1;1;1;2;2;2;46;44
7130462-1;0;1;1;;;5;85;
7130463-1;7;1;1;2;2;2;44;43
7130464-1;1;1;2;;;5;27;
7130466-1;0;1;1;;;5;66;
7130467-1;0;1;1;;;4;51;
7130468-1;0;1;1;;;5;41;
7130469-1;2;1;1;2;2;2;43;41
7130470-1;2;1;2;;;4;36;
7130471-1;0;1;1;;;4;43;
7130472-1;1;1;2;;;3;67;
7130473-1;2;1;1;2;2;2;47;32
7130478-1;0;1;2;;;3;64;
7130479-1;3;1;2;;;4;32;
7130480-1;2;1;1;2;2;2;35;35
7130481-1;3;1;2;;;5;49;
7130482-1;1;1;1;2;2;2;19;22
7130483-1;0;1;1;2;2;2;74;69
7130484-1;1;1;1;2;2;2;36;28
7130485-1;0;1;1;2;2;2;47;37
7130486-1;2;1;1;2;2;2;58;54
7130487-1;1;1;1;2;2;6;55;56
7130489-1;0;1;2;;;5;55;
7130490-1;0;1;1;;;5;31;
7130491-1;2;1;1;2;2;6;49;48
7130492-1;2;1;1;;;3;63;
7130493-1;1;1;2;;;3;50;
7130495-1;1;1;2;;;5;41;
7130496-1;1;1;1;2;2;6;37;35
7130498-1;0;1;2;;;5;65;
7130499-1;0;1;1;2;2;6;65;64
7130500-1;0;1;1;2;2;6;47;44
7130501-1;0;1;2;;;4;60;
7130502-1;1;1;1;2;2;2;36;36
7130504-1;2;1;1;2;2;6;37;37
7130505-1;0;1;2;2;1;2;30;41
7130506-1;2;1;1;2;2;6;47;30
7130509-1;1;1;2;;;4;49;
7130511-1;2;1;1;2;2;6;30;30
7130513-1;0;1;1;2;2;2;44;50
7130514-1;0;1;1;;;5;22;
7130515-1;0;1;1;;;5;27;
7130516-1;3;1;1;2;2;2;40;40
7130517-1;3;1;1;2;2;2;76;41
7130518-1;0;1;1;;;5;42;
7130522-1;0;1;1;2;2;6;32;41
7130523-1;5;1;1;2;2;2;48;46
7130524-1;0;1;1;2;2;6;81;79
7130526-1;0;1;2;2;1;2;56;64
7130527-1;0;1;1;;;4;44;
7130528-1;0;1;1;2;2;2;19;18
7130529-1;0;1;1;;;5;39;
7130530-1;2;1;1;2;2;2;28;26
7130531-1;2;1;1;2;2;6;49;45
7130532-1;0;1;1;2;2;2;62;63
7130533-1;0;1;1;2;2;2;67;60
7130534-1;0;1;1;;;5;18;
7130537-1;2;1;2;;;2;35;
7130548-1;2;1;1;2;2;2;35;33
7130549-1;0;1;1;2;2;6;54;51
7130550-1;3;1;1;2;2;2;49;36
7130551-1;1;1;2;;;4;28;
7130552-1;2;1;2;;;4;58;
7130553-1;1;1;1;2;2;2;26;28
7130554-1;0;1;1;;;3;85;
7130555-1;1;1;1;2;2;2;43;39
7130556-1;0;1;1;2;2;2;50;65
7130559-1;0;1;2;;;3;62;
7130560-1;0;1;2;;;5;24;
7130567-1;3;1;2;;;4;62;
7130568-1;1;1;2;;;4;61;
7130569-1;0;1;1;2;2;2;47;37
7130570-1;5;1;1;2;2;2;38;35
7130571-1;2;1;1;;;4;34;
7130572-1;1;1;1;2;2;2;36;30
7130573-1;1;1;1;2;2;2;48;25
7130574-1;2;1;2;;;4;54;
7130575-1;0;1;2;;;4;50;
7130578-1;5;1;2;;;4;40;
7130579-1;2;1;2;2;1;2;50;48
7130580-1;2;1;1;2;2;2;58;39
7130581-1;4;1;2;;;4;30;
7130582-1;3;1;1;;;3;59;
7130583-1;3;1;1;2;2;1;32;29
7130584-1;0;1;1;2;2;2;23;19
7130585-1;2;1;1;2;2;2;25;19
7130586-1;1;1;2;;;4;46;
7130587-1;0;1;2;2;1;6;62;61
7130588-1;1;1;1;2;2;2;60;47
7130590-1;0;1;2;;;4;61;
7130593-1;1;1;1;;;3;72;
7130594-1;0;1;1;;;5;23;
7130595-1;4;1;1;2;2;2;25;25
7130596-1;0;1;2;;;5;34;
7130597-1;2;1;1;2;2;6;66;49
7130598-1;2;1;1;2;2;2;45;27
7130599-1;0;1;1;2;2;2;49;35
7130600-1;1;1;1;2;2;6;64;55
7130601-1;6;1;1;2;2;2;45;30
7130603-1;2;1;1;2;2;2;53;48
7130604-1;2;1;2;;;5;23;
7130605-1;0;1;1;;;5;33;
7130606-1;2;1;1;2;2;2;50;31
7130607-1;0;1;1;2;2;2;22;21
7130609-1;0;1;1;;;5;22;
7130610-1;1;1;2;2;1;1;38;21
7130611-1;2;1;2;;;5;30;
7130612-1;3;1;1;2;2;2;35;35
7130613-1;2;1;2;;;5;33;
7130614-1;2;1;1;2;2;2;51;53
7130615-1;1;1;1;2;2;2;24;27
7130616-1;1;1;1;2;2;6;44;44
7130618-1;0;1;1;2;2;1;22;14
