Codigo;Hijos;Secuencia Jefe;Sexo Jefe;Secuencia Conyuge;Sexo Conyuge;Tipo Union;Educacion padre;Educacion madre
7140613-1;0;1;1;2;2;6;;
7140614-1;1;1;1;2;2;6;;
7140615-1;2;1;1;2;2;6;;
7140616-1;0;1;1;2;2;6;;
7140617-1;0;1;1;;;6;;
7140618-1;0;1;1;;;4;;
7140619-1;0;1;1;2;2;6;;
7140620-1;1;1;1;2;2;2;;
7140621-1;0;1;1;2;2;6;;
7140622-1;2;1;1;2;2;2;;
7140623-1;0;1;2;;;4;;
7140625-1;2;1;1;;;4;;
7140626-1;0;1;1;2;2;2;;
7140628-1;0;1;2;;;4;;
7140629-1;0;1;2;;;3;;
7140630-1;0;1;2;;;3;;
7140631-1;2;1;1;2;2;6;;
7140632-1;0;1;2;;;4;;
7140633-1;2;1;1;2;2;6;;
7140634-1;0;1;1;2;2;6;;
7140635-1;3;1;2;;;4;;
7140636-1;0;1;1;2;2;2;;
7140638-1;1;1;1;2;2;2;;
7140639-1;0;1;1;2;2;6;;
7140640-1;0;1;1;2;2;6;;
7140641-1;1;1;1;2;2;2;;
7140642-1;1;1;2;;;3;;
7140643-1;2;1;1;2;2;6;;
7140644-1;1;1;1;2;2;6;;
7140645-1;0;1;2;;;3;;
7140646-1;1;1;2;;;4;;
7140647-1;0;1;2;;;3;;
7140648-1;0;1;1;2;2;6;;
7140649-1;1;1;1;2;2;2;;
7140650-1;1;1;1;2;2;6;;
7140651-1;0;1;2;;;5;;
7140652-1;2;1;2;;;6;;
7140653-1;4;1;2;;;4;;
7140653-2;1;1;2;;;4;;
7140654-1;0;1;2;;;3;;
7140655-1;0;1;1;;;4;;
7140656-1;1;1;2;;;4;;
7140657-1;2;1;1;2;2;2;;
7140660-1;1;1;1;2;2;6;;
7140661-1;2;1;2;;;2;;
7140662-1;0;1;1;2;2;6;;
7140663-1;1;1;1;2;2;2;;
7140664-1;1;1;1;2;2;6;;
7140665-1;0;1;1;2;2;6;;
7140668-1;0;1;1;2;2;6;;
7140669-1;0;1;2;;;2;;
7140671-1;2;1;1;2;2;2;;
7140672-1;1;1;1;;;5;;
7140673-1;0;1;1;2;2;6;;
7140674-1;2;1;1;2;2;6;;
7140675-1;2;1;1;2;2;6;;
7140677-1;1;1;2;;;4;;
7140681-1;1;1;1;2;2;2;;
7140682-1;1;1;1;2;2;2;;
7140683-1;0;1;2;;;4;;
7140684-1;1;1;2;;;4;;
7140685-1;2;1;1;2;2;6;;
7140686-1;1;1;2;;;6;;
7140688-1;0;1;1;;;4;;
7140689-1;0;1;1;2;2;6;;
7140690-1;1;1;2;;;4;;
7140691-1;1;1;2;;;3;;
7140693-1;1;1;2;;;4;;
7140694-1;1;1;1;2;2;6;;
7140695-1;2;1;1;2;2;2;;
7140696-1;2;1;1;2;2;6;;
7140697-1;1;1;1;2;2;2;;
7140699-1;0;1;1;;;5;;
7140700-1;2;1;1;2;2;6;;
7140701-1;1;1;1;2;2;6;;
7140702-1;2;1;1;2;2;2;;
7140704-1;2;1;1;2;2;2;;
7140705-1;0;1;1;;;5;;
7140706-1;0;1;2;;;5;;
7140707-1;1;1;2;2;1;6;;
7140708-1;1;1;2;2;1;2;;
7140709-1;0;1;2;;;5;;
7140710-1;2;1;1;2;2;6;;
7140711-1;1;1;1;2;2;6;;
7140712-1;3;1;2;;;4;;
7140713-1;2;1;2;;;3;;
7140714-1;0;1;1;;;4;;
7140715-1;1;1;2;2;1;6;;
7140716-1;0;1;1;2;2;2;;
7140717-1;0;1;1;;;5;;
7140718-1;1;1;2;;;4;;
7140719-1;0;1;2;;;4;;
7140720-1;1;1;2;;;5;;
7140721-1;0;1;1;;;4;;
7140722-1;1;1;1;2;2;6;;
7140723-1;2;1;1;2;2;2;;
7140725-1;3;1;2;2;1;6;;
7140728-1;4;1;1;2;2;2;;
7140730-1;2;1;1;2;2;6;;
7140731-1;2;1;2;;;1;;
7140734-1;0;1;2;;;3;;
7140735-1;1;1;1;;;4;;
7140736-1;2;1;1;2;2;6;;
7140739-1;2;1;2;;;5;;
7140740-1;0;1;2;;;3;;
7140742-1;4;1;1;2;2;2;;
7140743-1;2;1;2;;;4;;
7140744-1;1;1;1;2;2;6;;
7140746-1;0;1;1;;;5;;
7140748-1;2;1;2;2;1;2;;
7140749-1;3;1;2;2;1;2;;
7140750-1;0;1;2;;;5;;
7140751-1;0;1;2;2;1;2;;
7140752-1;2;1;1;2;2;6;;
7140754-1;2;1;2;;;5;;
7140755-1;2;1;2;2;1;6;;
7140756-1;1;1;1;2;2;2;;
7140757-1;1;1;2;;;5;;
7140758-1;3;1;2;;;4;;
7140760-1;0;1;1;2;2;6;;
7140761-1;1;1;2;;;5;;
7140762-1;0;1;2;;;5;;
7140763-1;1;1;2;;;5;;
7140764-1;1;1;1;2;2;2;;
7140765-1;0;1;1;2;2;2;;
7140766-1;0;1;1;2;2;6;;
7140767-1;0;1;1;2;2;6;;
7140768-1;0;1;2;;;4;;
7140769-1;1;1;2;;;1;;
7140774-1;0;1;2;;;3;;
7140779-1;3;1;1;2;2;6;;
7140780-1;3;1;1;2;2;2;;
7140782-1;2;1;1;2;2;6;;
7140783-1;2;1;1;2;2;2;;
7140785-1;1;1;2;2;1;2;;
7140786-1;3;1;1;2;2;6;;
7140788-1;2;1;1;2;2;6;;
7140789-1;0;1;1;2;2;2;;
7140790-1;0;1;1;2;2;2;;
7140791-1;0;1;2;;;4;;
7140792-1;1;1;1;2;2;2;;
7140793-1;0;1;1;2;2;1;;
7140794-1;1;1;2;;;2;;
7140795-1;1;1;1;2;2;2;;
7140796-1;2;1;1;2;2;6;;
7140798-1;2;1;1;2;2;2;;
7140800-1;2;1;2;;;4;;
7140801-1;2;1;2;2;1;6;;
7140802-1;1;1;1;2;2;2;;
7140803-1;3;1;1;2;2;6;;
7140806-1;1;1;2;;;3;;
7140807-1;1;1;2;;;5;;
7140807-2;2;1;2;;;5;;
7140808-1;2;1;2;;;4;;
7140809-1;0;1;1;;;3;;
7140811-1;4;1;2;;;4;;
7140812-1;0;1;1;2;2;2;;
7140813-1;0;1;2;;;4;;
7140814-1;2;1;2;;;4;;
7140816-1;0;1;2;2;1;2;;
7140817-1;1;1;1;;;3;;
7140817-2;2;1;1;2;2;2;;
7140818-1;1;1;2;;;4;;
7140819-1;0;1;2;;;3;;
7140820-1;2;1;1;2;2;2;;
7140821-1;1;1;2;;;4;;
7140822-1;1;1;1;2;2;2;;
7140823-1;0;1;1;2;2;2;;
7140824-1;1;1;2;2;1;2;;
7140825-1;0;1;2;2;1;2;;
7140827-1;1;1;1;2;2;2;;
7140828-1;0;1;1;;;6;;
7140829-1;2;1;1;2;2;2;;
7140830-1;5;1;2;;;4;;
7140831-1;2;1;1;2;2;2;;
7140833-1;2;1;2;;;5;;
7140834-1;1;1;1;2;2;2;;
7140835-1;1;1;1;2;2;2;;
7140836-1;0;1;1;2;2;6;;
7140838-1;1;1;1;2;2;2;;
7140839-1;1;1;2;2;1;2;;
7140840-1;0;1;2;;;4;;
7140841-1;0;1;2;2;1;1;;
7140842-1;1;1;1;2;2;6;;
7140843-1;1;1;2;;;4;;
7140845-1;1;1;2;;;3;;
7140846-1;0;1;1;2;2;2;;
7140847-1;0;1;2;2;1;2;;
7140848-1;1;1;2;;;4;;
7140850-1;1;1;1;2;2;2;;
7140851-1;0;1;2;;;2;;
7140852-1;2;1;2;2;1;6;;
7140853-1;0;1;1;;;4;;
7140855-1;0;1;1;;;4;;
7140856-1;2;1;1;2;2;2;;
7140858-1;1;1;2;;;2;;
7140859-1;1;1;1;2;2;2;;
7140860-1;0;1;1;;;5;;
7140861-1;0;1;1;2;2;2;;
7140862-1;2;1;1;2;2;2;;
7140863-1;0;1;1;;;3;;
7140865-1;0;1;2;2;1;2;;
7140866-1;1;1;2;;;4;;
7140868-1;1;1;2;;;3;;
7140869-1;2;1;2;2;1;2;;
7140870-1;1;1;2;;;3;;
7140871-1;2;1;2;;;4;;
7140872-1;0;1;1;2;2;2;;
7140873-1;2;1;1;2;2;2;;
7140874-1;0;1;1;;;6;;
7140875-1;0;1;2;2;1;2;;
7140876-1;3;1;1;2;2;1;;
7140877-1;1;1;1;2;2;2;;
7140879-1;2;1;1;2;2;1;;
7140882-1;0;1;2;;;5;;
7140883-1;2;1;1;;;4;;
7140884-1;1;1;1;2;2;2;;
7140885-1;3;1;1;2;2;2;;
7140886-1;1;1;1;2;2;6;;
7140887-1;0;1;1;2;2;2;;
7140889-1;0;1;1;2;2;2;;
7140891-1;1;1;2;2;1;2;;
7140892-1;0;1;2;;;3;;
7140893-1;1;1;2;2;1;2;;
7140894-1;1;1;2;2;1;2;;
7140895-1;0;1;1;;;5;;
7140898-1;1;1;2;2;1;2;;
7140899-1;0;1;1;2;2;6;;
7140900-1;1;1;2;;;4;;
7140901-1;1;1;1;2;2;2;;
7140902-1;0;1;1;2;2;2;;
7140903-1;0;1;2;;;4;;
7140905-1;1;1;2;;;2;;
7140906-1;0;1;1;;;4;;
7140907-1;2;1;2;;;4;;
7140908-1;1;1;2;;;3;;
7140909-1;2;1;1;2;2;2;;
7140910-1;3;1;1;2;2;2;;
7140912-1;2;1;2;;;4;;
7140913-1;1;1;1;2;2;2;;
7140914-1;2;1;1;2;2;2;;
7140915-1;1;1;2;2;1;2;;
7140916-1;2;1;1;2;2;2;;
7140917-1;0;1;2;;;3;;
7140918-1;0;1;1;;;4;;
7140919-1;2;1;2;2;1;2;;
7140920-1;0;1;2;2;1;2;;
7140922-1;0;1;1;2;2;6;;
7140923-1;2;1;2;;;4;;
7140926-1;3;1;1;2;2;2;;
7140927-1;0;1;1;2;2;2;;
7140928-1;2;1;1;2;2;2;;
7140932-1;0;1;1;2;2;6;;
7140933-1;3;1;2;;;3;;
7140934-1;1;1;1;2;2;6;;
7140935-1;0;1;1;;;4;;
7140936-1;0;1;2;2;1;2;;
7140938-1;0;1;1;;;5;;
7140939-1;1;1;1;2;2;2;;
7140940-1;1;1;1;2;2;2;;
7140942-1;1;1;1;2;2;2;;
7140943-1;3;1;1;2;2;2;;
7140944-1;1;1;1;2;2;2;;
7140945-1;1;1;2;2;1;2;;
7140946-1;2;1;2;;;2;;
7140947-1;0;1;2;;;3;;
7140948-1;0;1;1;2;2;2;;
7140949-1;0;1;1;2;2;2;;
7140950-1;2;1;2;;;4;;
7140952-1;0;1;1;;;3;;
7140953-1;2;1;1;2;2;2;;
7140954-1;3;1;2;;;4;;
7140955-1;1;1;1;2;2;2;;
7140956-1;2;1;2;;;4;;
7140957-1;2;1;2;;;4;;
7140958-1;2;1;1;2;2;6;;
7140959-1;2;1;2;;;4;;
7140960-1;1;1;2;;;4;;
7140961-1;0;1;2;2;1;2;;
7140962-1;1;1;2;;;4;;
7140963-1;2;1;2;2;1;2;;
7140964-1;2;1;2;;;2;;
7140965-1;4;1;2;2;1;2;;
7140966-1;1;1;2;2;1;2;;
7140967-1;1;1;2;2;1;2;;
7140968-1;0;1;2;2;1;2;;
7140969-1;3;1;1;2;2;2;;
7140970-1;0;1;2;;;3;;
7140971-1;3;1;1;2;2;6;;
7140972-1;1;1;1;2;2;6;;
7140973-1;0;1;2;;;5;;
7140975-1;1;1;2;;;3;;
7140976-1;0;1;1;;;4;;
7140977-1;1;1;1;2;2;2;;
7140978-1;0;1;1;;;5;;
7140979-1;0;1;1;;;5;;
7140980-1;4;1;2;;;3;;
7140981-1;2;1;2;;;5;;
7140982-1;0;1;2;;;4;;
7140984-1;0;1;2;;;5;;
7140985-1;0;1;2;;;3;;
7140986-1;0;1;2;2;1;2;;
7140987-1;0;1;1;;;4;;
7140988-1;0;1;1;;;4;;
7140989-1;0;1;2;;;4;;
7140990-1;1;1;2;;;4;;
7140991-1;0;1;1;2;2;6;;
7140992-1;1;1;1;2;2;6;;
7140993-1;1;1;1;2;2;2;;
7140994-1;2;1;1;2;2;2;;
7140995-1;1;1;2;;;2;;
7140996-1;2;1;2;2;1;2;;
7140997-1;1;1;2;;;4;;
7140998-1;1;1;2;2;1;6;;
7140999-1;0;1;2;;;3;;
7141000-1;1;1;2;;;3;;
7141001-1;0;1;2;;;4;;
7141002-1;1;1;2;;;6;;
7141003-1;0;1;1;2;2;6;;
7141004-1;0;1;2;2;1;2;;
7141005-1;0;1;2;2;1;2;;
7141006-1;0;1;2;;;4;;
7141007-1;0;1;2;;;4;;
7141008-1;0;1;2;;;4;;
7141009-1;2;1;2;2;1;2;;
7141010-1;3;1;1;2;2;6;;
7141011-1;4;1;2;;;4;;
7141012-1;0;1;2;;;6;;
7141013-1;0;1;2;;;3;;
7141014-1;1;1;2;2;1;2;;
7141015-1;0;1;2;;;4;;
7141016-1;3;1;1;2;2;6;;
7141017-1;0;1;1;;;6;;
7141018-1;2;1;1;2;2;6;;
7141019-1;0;1;2;;;4;;
7141020-1;4;1;2;2;1;6;;
7141021-1;0;1;2;;;4;;
7141022-1;1;1;2;;;4;;
7141023-1;2;1;2;;;2;;
7141024-1;2;1;1;2;2;6;;
7141025-1;2;1;1;2;2;6;;
7141026-1;0;1;1;;;2;;
7141027-1;1;1;2;;;2;;
7141028-1;0;1;1;;;4;;
7141029-1;0;1;2;2;1;2;;
7141030-1;0;1;2;;;4;;
7141031-1;2;1;2;;;4;;
7141032-1;0;1;1;;;4;;
7141033-1;0;1;1;;;5;;
7141034-1;0;1;1;2;2;2;;
7141035-1;0;1;2;2;1;2;;
7141036-1;2;1;2;;;3;;
7141037-1;0;1;2;;;4;;
7141038-1;0;1;2;;;2;;
7141039-1;2;1;2;;;5;;
7141040-1;1;1;2;2;1;2;;
7141041-1;1;1;1;2;2;2;;
7141042-1;0;1;1;;;2;;
7141043-1;1;1;1;2;2;2;;
7141044-1;0;1;2;2;1;2;;
7141045-1;1;1;2;;;5;;
7141046-1;0;1;1;2;2;2;;
7141047-1;1;1;1;;;3;;
7141048-1;2;1;2;;;4;;
7141049-1;0;1;1;;;5;;
7141050-1;0;1;2;2;1;2;;
7141051-1;1;1;2;2;1;2;;
7141052-1;1;1;1;2;2;2;;
7141054-1;1;1;1;2;2;2;;
7141055-1;2;1;1;2;2;2;;
7141056-1;3;1;2;;;4;;
7141057-1;0;1;1;;;4;;
7141058-1;1;1;2;;;4;;
7141059-1;1;1;2;;;4;;
7141060-1;1;1;1;2;2;2;;
7141061-1;1;1;2;2;1;2;;
7141062-1;2;1;2;;;4;;
7141063-1;0;1;1;;;4;;
7141064-1;2;1;1;2;2;2;;
7141066-1;2;1;1;2;2;2;;
7141067-1;0;1;2;;;5;;
7141068-1;0;1;2;;;3;;
7141069-1;0;1;2;;;4;;
7141070-1;0;1;1;2;2;2;;
7141071-1;1;1;1;2;2;6;;
7141072-1;2;1;2;;;4;;
7141074-1;1;1;2;;;4;;
7141075-1;4;1;1;2;2;2;;
7141076-1;0;1;2;2;1;6;;
7141078-1;0;1;2;2;1;2;;
7141079-1;1;1;2;;;4;;
7141080-1;1;1;2;;;6;;
7141082-1;1;1;1;2;2;6;;
7141083-1;2;1;1;2;2;2;;
7141084-1;2;1;2;;;4;;
7141085-1;3;1;1;2;2;2;;
7141086-1;1;1;2;;;4;;
7141088-1;0;1;1;;;4;;
7141089-1;0;1;2;;;4;;
7141090-1;1;1;2;;;4;;
7141091-1;2;1;1;2;2;2;;
7141092-1;1;1;2;;;2;;
7141093-1;2;1;1;2;2;2;;
7141094-1;3;1;2;;;4;;
7141095-1;2;1;1;2;2;6;;
7141096-1;1;1;2;;;4;;
7141097-1;1;1;1;2;2;6;;
7141098-1;1;1;2;;;4;;
7141099-1;0;1;1;;;4;;
7141100-1;1;1;2;2;1;2;;
7141109-1;2;1;2;;;4;;
7141115-1;0;1;1;;;5;;
7141116-1;1;1;1;2;2;6;;
7141117-1;0;1;1;;;5;;
7141118-1;1;1;1;2;2;6;;
7141122-1;0;1;1;;;5;;
7141123-1;2;1;2;;;5;;
7141124-1;0;1;2;;;5;;
7141125-1;0;1;1;;;5;;
7141136-1;0;1;1;;;5;;
7141137-1;4;1;1;2;2;2;;
7141138-1;2;1;2;;;4;;
7141139-1;0;1;1;;;5;;
7141140-1;1;1;1;2;2;2;;
7141141-1;0;1;1;2;2;6;;
7141143-1;2;1;2;;;4;;
7141144-1;2;1;2;;;4;;
7141145-1;3;1;1;2;2;6;;
7141154-1;1;1;1;2;2;2;;
7141155-1;2;1;1;2;2;2;;
7141156-1;0;1;2;;;3;;
7141157-1;2;1;1;;;4;;
7141158-1;2;1;1;2;2;2;;
7141159-1;2;1;2;;;4;;
7141160-1;1;1;1;2;2;2;;
7141162-1;0;1;1;2;2;1;;
7141163-1;2;1;1;2;2;2;;
7141165-1;3;1;1;2;2;6;;
7141175-1;1;1;2;;;5;;
7141176-1;0;1;1;2;2;2;;
7141177-1;0;1;2;;;3;;
7141178-1;0;1;1;2;2;1;;
7141179-1;2;1;1;2;2;2;;
7141180-1;2;1;1;2;2;2;;
7141181-1;0;1;1;2;2;2;;
7141182-1;3;1;1;2;2;2;;
7141183-1;1;1;1;2;2;6;;
7141184-1;1;1;1;2;2;2;;
7141185-1;0;1;1;2;2;2;;
7141186-1;4;1;1;2;2;2;;
7141187-1;1;1;1;2;2;2;;
7141189-1;2;1;1;2;2;2;;
7141190-1;1;1;1;2;2;2;;
7141191-1;1;1;2;2;1;6;;
7141192-1;3;1;1;2;2;2;;
7141193-1;0;1;2;;;1;;
7141194-1;0;1;1;;;4;;
7141195-1;1;1;1;;;4;;
7141196-1;0;1;1;;;4;;
7141198-1;1;1;1;2;2;2;;
7141199-1;2;1;1;2;2;2;;
7141200-1;1;1;2;;;3;;
7141201-1;3;1;2;;;4;;
7141202-1;2;1;2;;;5;;
7141203-1;2;1;1;2;2;2;;
7141204-1;2;1;1;2;2;6;;
7141205-1;0;1;2;;;5;;
7141206-1;2;1;1;2;2;2;;
7141207-1;0;1;1;;;4;;
7141208-1;0;1;1;;;5;;
7141213-1;1;1;1;2;2;6;;
7141215-1;1;1;1;2;2;1;;
7141216-1;1;1;1;;;4;;
7141217-1;3;1;1;2;2;2;;
7141218-1;0;1;2;;;3;;
7141219-1;2;1;2;;;1;;
7141220-1;1;1;2;;;4;;
7141221-1;2;1;2;;;4;;
7141222-1;1;1;1;2;2;1;;
7141223-1;1;1;2;;;4;;
7141224-1;1;1;2;;;5;;
7141225-1;0;1;1;2;2;1;;
7141226-1;1;1;1;;;5;;
7141227-1;2;1;2;;;5;;
7141229-1;0;1;2;;;3;;
7141230-1;0;1;1;;;5;;
7141231-1;3;1;2;;;2;;
7141232-1;0;1;1;;;5;;
7141233-1;1;1;2;;;5;;
7141234-1;1;1;1;;;4;;
7141235-1;2;1;1;;;6;;
7141236-1;0;1;1;;;4;;
7141237-1;1;1;1;2;2;2;;
7141238-1;3;1;1;;;4;;
7141239-1;1;1;1;2;2;6;;
7141240-1;0;1;1;;;3;;
7141241-1;0;1;1;2;2;2;;
7141242-1;0;1;1;;;4;;
7141244-1;2;1;1;2;2;2;;
7141245-1;0;1;1;2;2;2;;
7141246-1;0;1;1;;;4;;
7141248-1;2;1;1;2;2;6;;
7141249-1;3;1;1;2;2;2;;
7141250-1;1;1;1;;;6;;
7141251-1;2;1;1;2;2;2;;
7141252-1;2;1;1;2;2;6;;
7141253-1;0;1;1;2;2;6;;
7141254-1;0;1;1;;;2;;
7141255-1;1;1;1;2;2;6;;
7141256-1;0;1;1;2;2;6;;
7141257-1;1;1;1;2;2;6;;
7141258-1;3;1;1;2;2;2;;
7141259-1;3;1;1;2;2;6;;
7141260-1;3;1;1;2;2;2;;
7141261-1;0;1;1;;;5;;
7141262-1;1;1;1;2;2;2;;
7141263-1;0;1;1;2;2;2;;
7141264-1;0;1;1;;;4;;
7141265-1;3;1;2;2;1;2;;
7141266-1;0;1;1;;;5;;
7141267-1;2;1;1;2;2;2;;
7141268-1;0;1;1;2;2;6;;
7141270-1;3;1;1;2;2;6;;
7141271-1;0;1;1;;;4;;
7141272-1;0;1;1;;;5;;
7141274-1;1;1;1;2;2;6;;
7141275-1;0;1;1;2;2;2;;
7141276-1;0;1;1;;;4;;
7141277-1;3;1;1;2;2;2;;
7141278-1;4;1;2;2;1;2;;
7141279-1;0;1;1;;;5;;
7141280-1;0;1;1;;;2;;
7141282-1;2;1;1;2;2;6;;
7141283-1;2;1;1;2;2;2;;
7141286-1;0;1;1;;;4;;
7141287-1;0;1;1;2;2;6;;
7141288-1;1;1;1;;;4;;
7141290-1;1;1;1;2;2;2;;
7141291-1;0;1;1;;;5;;
7141292-1;0;1;1;2;2;6;;
7141293-1;3;1;1;2;2;2;;
7141294-1;2;1;1;;;4;;
7141295-1;0;1;2;;;2;;
7141296-1;3;1;1;2;2;2;;
7141297-1;1;1;1;2;2;2;;
7141298-1;0;1;1;;;4;;
7141299-1;2;1;1;2;2;2;;
7141301-1;1;1;2;2;1;2;;
7141302-1;2;1;1;2;2;2;;
7141303-1;0;1;1;;;2;;
7141305-1;0;1;2;2;1;2;;
7141306-1;1;1;1;2;2;2;;
7141310-1;0;1;1;;;4;;
7141311-1;2;1;2;2;1;6;;
7141313-1;2;1;1;2;2;2;;
7141314-1;2;1;2;2;1;2;;
7141315-1;0;1;1;2;2;2;;
7141316-1;0;1;1;;;2;;
7141317-1;0;1;1;2;2;1;;
7141318-1;1;1;1;2;2;2;;
7141319-1;0;1;1;;;4;;
7141321-1;2;1;1;;;4;;
7141322-1;0;1;1;;;5;;
7141323-1;0;1;2;2;1;1;;
7141324-1;2;1;1;2;2;2;;
7141325-1;0;1;1;;;3;;
7141326-1;1;1;1;;;4;;
7141327-1;1;1;2;;;5;;
7141329-1;3;1;1;2;2;2;;
7141330-1;3;1;1;2;2;2;;
7141331-1;0;1;2;;;1;;
7141332-1;1;1;1;2;2;2;;
7141333-1;3;1;2;2;1;6;;
7141334-1;1;1;1;2;2;6;;
7141335-1;0;1;1;;;5;;
7141336-1;0;1;1;;;4;;
7141337-1;2;1;2;;;4;;
7141338-1;1;1;1;2;2;2;;
7141340-1;4;1;1;2;2;2;;
7141341-1;0;1;1;2;2;1;;
7141342-1;0;1;1;;;2;;
7141343-1;0;1;1;2;2;6;;
7141345-1;5;1;1;2;2;2;;
7141346-1;0;1;1;;;5;;
7141347-1;1;1;2;;;2;;
7141348-1;2;1;1;2;2;1;;
7141349-1;0;1;1;;;4;;
7141350-1;0;1;1;;;4;;
7141351-1;1;1;1;2;2;6;;
7141352-1;0;1;1;;;4;;
7141353-1;0;1;1;;;4;;
7141355-1;1;1;1;2;2;2;;
7141360-1;0;1;1;;;5;;
7141362-1;1;1;1;2;2;2;;
7141366-1;0;1;1;;;5;;
7141367-1;0;1;1;;;4;;
7141368-1;1;1;1;2;2;2;;
7141369-1;2;1;1;2;2;6;;
7141370-1;0;1;1;;;4;;
7141371-1;1;1;1;2;2;2;;
7141373-1;3;1;1;2;2;1;;
7141374-1;2;1;1;2;2;2;;
7141375-1;0;1;2;;;5;;
7141376-1;0;1;2;;;4;;
7141377-1;0;1;1;;;5;;
7141378-1;0;1;1;;;6;;
7141379-1;0;1;1;2;2;1;;
7141380-1;2;1;1;2;2;2;;
7141381-1;0;1;1;;;2;;
7141382-1;0;1;2;;;6;;
7141383-1;4;1;1;2;2;1;;
7141384-1;3;1;2;2;1;2;;
7141387-1;0;1;1;2;2;2;;
7141388-1;0;1;2;2;1;2;;
7141389-1;1;1;2;;;4;;
7141390-1;0;1;1;;;5;;
7141391-1;4;1;1;2;2;2;;
7141392-1;1;1;1;2;2;6;;
7141393-1;1;1;2;2;1;2;;
7141394-1;0;1;2;2;1;6;;
7141395-1;2;1;2;2;1;2;;
7141396-1;0;1;1;;;5;;
7141397-1;2;1;1;2;2;2;;
7141398-1;1;1;1;2;2;1;;
7141399-1;5;1;1;2;2;6;;
7141400-1;1;1;1;2;2;6;;
7141401-1;2;1;2;;;2;;
7141402-1;2;1;1;2;2;2;;
7141403-1;2;1;1;2;2;6;;
7141404-1;0;1;2;;;5;;
7141405-1;0;1;1;;;4;;
7141407-1;0;1;1;;;5;;
7141408-1;3;1;1;2;2;2;;
7141409-1;2;1;2;;;4;;
7141410-1;2;1;2;;;4;;
7141412-1;0;1;1;2;2;6;;
7141413-1;0;1;1;2;2;2;;
7141414-1;1;1;1;;;5;;
7141415-1;0;1;1;2;2;2;;
7141416-1;2;1;1;2;2;2;;
7141417-1;0;1;1;2;2;2;;
7141418-1;0;1;1;;;5;;
7141419-1;0;1;1;;;5;;
7141420-1;2;1;1;2;2;6;;
7141421-1;0;1;2;;;4;;
7141422-1;1;1;1;;;4;;
7141423-1;1;1;1;;;4;;
7141424-1;6;1;1;2;2;6;;
7141425-1;1;1;1;2;2;6;;
7141426-1;0;1;1;2;2;2;;
7141427-1;0;1;2;;;5;;
7141428-1;2;1;1;;;4;;
7141429-1;1;1;2;;;5;;
7141430-1;3;1;2;;;4;;
7141431-1;0;1;2;;;5;;
7141432-1;0;1;1;2;2;2;;
7141433-1;2;1;1;2;2;2;;
7141434-1;1;1;2;;;3;;
7141434-2;3;1;2;;;4;;
7141435-1;0;1;1;;;4;;
7141437-1;1;1;1;2;2;2;;
7141438-1;0;1;1;;;5;;
7141439-1;1;1;2;;;5;;
7141440-1;2;1;1;2;2;6;;
7141441-1;0;1;1;;;5;;
7141442-1;1;1;1;2;2;2;;
7141443-1;4;1;2;;;5;;
7141444-1;1;1;1;2;2;2;;
7141445-1;0;1;2;;;5;;
7141447-1;0;1;1;;;6;;
7141448-1;2;1;1;;;4;;
7141449-1;1;1;1;2;2;6;;
7141450-1;1;1;1;2;2;2;;
7141451-1;0;1;1;2;2;2;;
7141452-1;1;1;1;2;2;6;;
7141453-1;0;1;1;;;5;;
7141454-1;4;1;2;;;4;;
7141455-1;2;1;1;2;2;6;;
7141456-1;0;1;1;;;6;;
7141458-1;2;1;1;2;2;6;;
7141459-1;2;1;2;;;4;;
7141460-1;4;1;1;2;2;2;;
7141462-1;0;1;1;;;3;;
7141464-1;1;1;2;;;4;;
7141465-1;0;1;2;;;3;;
7141466-1;0;1;2;;;5;;
7141467-1;5;1;1;2;2;2;;
7141468-1;1;1;2;;;2;;
7141469-1;2;1;1;2;2;2;;
7141470-1;0;1;1;;;6;;
7141471-1;0;1;1;;;4;;
7141473-1;1;1;2;;;3;;
7141474-1;1;1;1;2;2;2;;
7141475-1;0;1;1;2;2;2;;
7141476-1;0;1;1;2;2;6;;
7141477-1;0;1;2;2;1;2;;
7141478-1;0;1;1;2;2;6;;
7141479-1;1;1;1;2;2;6;;
7141480-1;1;1;1;2;2;6;;
7141481-1;2;1;1;2;2;2;;
7141482-1;1;1;1;2;2;2;;
7141483-1;0;1;1;;;5;;
7141485-1;1;1;1;2;2;2;;
7141486-1;0;1;1;;;5;;
7141487-1;0;1;1;2;2;2;;
7141488-1;1;1;1;;;4;;
7141489-1;0;1;2;;;4;;
7141490-1;2;1;1;2;2;6;;
7141491-1;0;1;1;2;2;6;;
7141492-1;0;1;2;;;3;;
7141493-1;2;1;1;2;2;2;;
7141494-1;1;1;2;;;4;;
7141498-1;0;1;2;;;3;;
7141499-1;1;1;1;2;2;6;;
7141500-1;0;1;1;;;4;;
7141501-1;1;1;2;2;1;2;;
7141502-1;2;1;1;2;2;2;;
7141503-1;2;1;1;2;2;2;;
7141504-1;0;1;1;2;2;2;;
7141505-1;4;1;1;2;2;2;;
7141506-1;4;1;1;2;2;1;;
7141507-1;0;1;1;;;4;;
7141508-1;0;1;1;2;2;2;;
7141509-1;0;1;1;;;5;;
7141510-1;1;1;1;2;2;2;;
7141511-1;1;1;1;2;2;6;;
7141512-1;1;1;2;2;1;2;;
7141513-1;0;1;1;;;3;;
7141514-1;0;1;1;;;3;;
7141515-1;0;1;1;;;4;;
