Codigo;Hijos;Sexo Jefe;Sexo Conyuge;Tipo Union;Edad Jefe;Edad Conyuge;Region;Cantidad de personas;Estrato vivienda;Trabajo Jefe;Trabajo conyuge;Ingresos totales;Uso tecnologia Jefe;Uso tecnologia conyuge;Edu Jefe;Edu Conyuge;Afiliacion salud;N cuartos;N cuartos dormir;Valor Electricidad;N usos Lavadora
7191571-1;0;1;2;2;28;19;2;3;1;1;4;250000;0;0;1;1;1;2;1;17000;0
7191573-1;0;1;2;2;58;51;2;2;1;1;4;350000;0;0;1;1;1;3;2;18000;0
7191574-1;1;1;2;2;54;47;2;3;1;1;4;1005000;0;0;1;1;1;3;2;22000;0
7191575-1;0;1;2;6;76;71;2;2;1;4;4;318333;0;0;1;1;1;3;1;10000;2
7191577-1;1;1;2;6;53;47;2;3;1;1;4;440000;0;0;1;1;1;2;2;10000;0
7191578-1;2;2;1;2;27;27;2;4;1;4;1;1230000;2;2;1;1;1;3;2;4000;0
7191579-1;1;2;1;6;45;50;2;3;1;1;1;517000;0;0;1;1;1;2;1;25000;0
7191582-1;0;1;2;6;58;53;2;3;1;1;4;100000;0;0;1;1;1;3;2;15000;2
7191585-1;2;1;2;2;33;32;2;5;1;1;1;1472666;2;2;1;1;1;4;4;48000;2
7191589-1;1;1;2;6;60;55;2;3;1;1;4;415000;0;0;1;1;1;4;2;40000;2
7191590-1;2;1;2;6;61;50;2;4;0;1;4;1201666;0;0;1;1;1;4;3;5613;2
7191591-1;2;1;2;2;30;28;2;4;1;1;4;1235000;0;0;1;1;1;3;2;38000;2
7191593-1;1;1;2;2;25;23;2;3;1;1;4;1435833;2;2;1;1;1;3;2;10000;2
7191595-1;1;1;2;2;60;41;2;3;1;1;4;875000;0;0;1;1;1;3;2;28000;0
7191600-1;3;2;1;2;38;35;2;5;1;1;2;525000;0;0;1;1;2;2;2;45000;0
7191601-1;4;2;1;2;40;39;2;6;1;4;1;820000;0;0;1;1;2;3;3;25000;0
7191602-1;0;1;2;2;35;19;2;2;1;1;4;850000;0;0;1;1;1;2;1;42000;0
7191603-1;3;1;2;6;39;29;2;5;1;1;1;1166000;0;0;1;1;1;3;2;29000;0
7191604-1;2;1;2;2;20;24;2;4;1;1;4;1000000;0;0;1;1;1;1;1;36000;0
7191605-1;3;2;1;2;28;38;2;5;1;4;6;1455000;2;0;1;1;1;3;2;32000;1
7191610-1;2;1;2;2;42;38;2;4;2;1;1;2500000;2;2;3;3;1;3;2;50000;2
7191616-1;4;2;1;2;30;37;2;6;1;1;1;1380833;2;2;1;1;1;3;2;1400;1
7191617-1;2;2;1;6;57;62;2;4;2;1;2;1300000;2;0;3;3;1;5;4;150000;3
7191618-1;1;1;2;6;69;62;2;5;2;4;4;3602833;0;0;1;1;1;6;4;45000;0
7191620-1;3;1;2;6;74;69;2;10;2;4;4;3894166;0;0;1;1;1;4;3;55000;0
7191621-1;2;1;2;6;62;58;2;6;2;1;4;4233333;0;0;1;1;1;4;3;50000;0
7191622-1;1;1;2;2;24;18;2;3;2;1;4;1290000;0;0;1;1;1;2;2;25000;0
7191624-1;0;1;2;6;58;55;2;2;2;1;1;2240000;0;0;1;1;1;5;1;80000;0
7191625-1;0;1;2;2;29;36;2;2;2;1;1;1997333;0;2;1;1;1;2;1;22000;1
7191627-1;2;1;2;6;44;42;2;4;3;1;1;3500000;2;0;3;3;1;4;3;58000;0
7191628-1;2;1;2;6;55;55;2;5;2;1;4;2000000;0;0;1;1;1;2;2;80000;3
7191629-1;0;1;2;6;53;49;2;2;2;1;4;853333;0;0;1;1;1;4;3;25000;0
7191630-1;1;1;2;6;29;25;2;3;2;1;4;1005000;0;0;1;1;2;2;1;22000;0
7191633-1;1;1;2;2;52;41;2;3;4;1;1;2242116;2;2;1;1;1;3;2;80562;0
7191635-1;3;1;2;2;39;33;2;5;4;1;4;1485000;2;2;1;1;1;3;2;111816;2
7191637-1;0;1;2;6;54;49;2;3;3;1;4;1387500;0;0;1;1;1;3;2;60446;1
7191640-1;4;1;2;2;41;37;2;5;4;1;1;1675000;0;0;1;1;1;2;2;20000;0
7191641-1;2;1;2;6;44;25;2;5;6;1;4;870000;2;0;1;1;1;3;2;34000;2
7191643-1;1;1;2;6;43;50;2;4;2;1;1;5500000;2;2;3;3;1;4;3;70000;2
7191644-1;0;1;2;2;36;34;2;2;2;1;1;772970;2;2;3;3;1;2;1;35000;2
7191646-1;0;1;2;6;54;53;2;2;2;1;4;1825000;2;2;1;1;1;4;1;54000;2
7191647-1;2;1;2;2;42;43;2;4;2;1;4;1526000;0;2;1;1;1;4;3;45500;2
7191648-1;0;1;2;6;66;58;2;2;2;1;1;1228116;2;2;1;3;1;4;1;31500;2
7191650-1;1;2;1;2;21;26;2;3;2;1;1;2236333;2;2;2;3;1;4;3;35000;2
7191651-1;1;1;2;6;57;51;2;3;3;1;1;8166666;2;2;3;3;1;4;3;80000;2
7191653-1;0;1;2;6;78;74;2;2;3;5;5;13200000;2;1;3;3;1;4;1;32000;2
7191654-1;0;1;2;6;69;79;2;3;3;1;6;2883333;2;2;1;3;1;3;2;75000;2
7191655-1;2;1;2;6;43;45;2;4;3;1;1;4700000;2;2;3;3;1;4;3;45000;2
7191657-1;0;1;2;6;67;65;2;2;3;4;4;5000000;2;2;3;3;1;4;2;49000;1
7191658-1;1;1;2;6;75;65;2;3;3;5;4;9400000;2;2;3;3;1;4;2;56000;2
7191659-1;0;1;2;6;60;55;2;2;3;1;1;4875000;2;2;3;3;1;3;1;45000;1
7191661-1;2;1;2;6;65;57;2;4;3;4;4;8600000;2;2;3;3;1;3;2;55000;2
7191662-1;0;1;2;6;74;81;2;2;3;6;5;4400000;2;0;1;3;1;4;1;71000;2
7191664-1;1;1;2;6;53;52;2;3;2;1;4;1590000;0;2;1;1;1;3;2;40000;1
7191666-1;0;1;2;2;21;21;2;2;2;1;1;1400000;0;0;1;2;1;2;1;20000;0
7191667-1;3;1;2;6;36;36;2;5;2;1;4;2654833;2;2;1;1;1;5;3;35000;2
7191668-1;2;1;2;6;55;51;2;4;1;2;4;2816333;0;2;1;1;2;4;3;45000;0
7191670-1;2;1;2;2;33;30;2;4;2;1;1;2366666;2;2;1;1;1;4;2;22000;0
7191671-1;1;1;2;2;52;46;2;3;2;5;4;12500;0;0;0;1;1;3;1;15000;0
7191674-1;2;1;2;6;32;38;2;4;2;1;1;5100000;2;2;3;3;1;5;3;80000;2
7191676-1;0;1;2;2;30;29;2;2;2;1;1;807500;0;0;1;1;2;1;1;15000;0
7191678-1;1;1;2;6;48;44;2;3;2;1;4;2100000;0;0;1;1;1;4;2;40000;2
7191679-1;0;1;2;6;71;74;2;2;2;6;4;1587500;2;0;1;1;1;4;1;38000;1
7191683-1;1;1;2;2;67;56;2;3;2;5;1;3695083;2;2;1;1;1;4;2;40000;2
7191686-1;0;1;2;6;58;65;2;2;2;1;4;1000000;0;0;1;1;1;4;2;50000;1
7191687-1;1;1;2;6;70;69;2;3;2;6;4;1465000;0;0;1;1;1;4;2;60000;1
7191688-1;3;1;2;2;35;35;2;5;2;1;1;2860000;2;2;1;3;1;4;3;20000;2
7191690-1;0;1;2;6;54;49;2;3;2;1;1;3231250;2;2;1;1;1;6;2;41624;2
7191691-1;0;1;2;6;80;76;2;2;1;5;4;200000;0;0;1;1;1;4;1;18000;0
7191693-1;0;1;2;1;17;15;2;2;2;1;4;750000;2;0;1;1;1;3;1;15000;0
7191694-1;0;1;2;6;59;51;2;2;3;1;4;1657000;0;0;1;1;1;5;1;55000;1
7191697-1;0;1;2;6;60;59;2;2;2;1;1;4316666;0;0;0;1;1;6;1;30000;1
7191698-1;1;1;2;2;34;31;2;3;2;1;4;1693333;0;0;1;3;1;4;2;35000;1
7191699-1;0;1;2;2;44;32;2;2;2;1;4;1466666;0;2;1;1;1;4;2;35000;2
7191700-1;2;1;2;6;34;24;2;4;2;1;4;1241666;0;0;1;1;1;3;2;111377;0
7191701-1;2;1;2;6;66;52;2;4;2;1;4;2682000;0;0;1;1;1;3;1;20000;0
7191703-1;0;1;2;6;45;46;2;2;2;1;1;20466666;2;2;3;3;1;6;1;380000;2
7191704-1;2;1;2;2;45;37;2;4;2;1;4;927500;0;0;1;1;1;4;2;35000;0
7191705-1;0;1;2;6;67;63;2;2;2;1;1;19183333;2;2;3;3;1;5;1;85000;1
7191706-1;2;1;2;6;35;32;2;4;2;1;4;2340000;2;2;1;1;1;4;3;32000;2
7191713-1;1;1;2;6;41;41;2;3;2;1;4;1250000;0;2;1;1;1;3;2;15000;1
7191714-1;1;1;2;6;52;61;2;3;4;1;1;7325000;2;2;3;3;1;6;2;40000;2
7191715-1;0;1;2;6;76;64;2;2;4;1;4;1800000;2;0;1;1;1;6;1;50000;1
7191716-1;0;1;2;6;59;59;2;2;4;1;1;8000000;2;2;3;3;1;5;1;50000;2
7191717-1;0;1;2;6;67;70;2;2;4;1;6;6600000;2;0;3;3;1;5;1;25000;1
7191722-1;0;2;1;2;34;26;2;2;2;1;1;1594782;2;2;1;1;1;2;1;32000;0
7191724-1;2;1;2;2;30;21;2;5;2;1;1;1788000;0;0;1;1;1;3;3;48000;0
7191725-1;0;1;2;2;29;24;2;2;2;1;4;1418333;2;2;1;1;1;3;1;70000;0
7191728-1;2;1;2;2;33;27;2;4;1;1;3;1085000;2;2;1;3;2;3;2;55000;2
7191732-1;0;1;2;6;55;54;2;2;2;1;1;3250000;2;2;1;1;1;3;1;30000;2
7191733-1;3;1;2;2;42;36;2;5;2;6;1;1605000;2;2;1;3;1;3;2;19750;0
7191736-1;2;1;2;2;66;60;2;5;2;6;1;380000;0;0;1;1;1;4;4;27500;0
7191737-1;1;2;1;6;76;84;2;5;2;4;6;2174166;0;0;1;1;1;3;3;20000;2
7191739-1;1;2;1;2;24;30;2;3;2;1;1;900000;2;2;1;3;2;3;2;16000;2
7191742-1;1;1;2;6;50;47;2;5;2;1;1;2965833;2;2;1;1;1;6;4;50000;1
7191743-1;1;2;1;2;54;69;2;3;2;4;1;687500;0;0;1;1;1;1;1;20000;0
7191744-1;0;1;2;6;68;51;2;2;2;1;4;3108333;2;2;3;3;1;4;2;50000;1
7191747-1;2;1;2;6;36;30;2;4;1;1;4;1738333;2;0;1;1;1;3;2;24445;2
7191750-1;0;1;2;2;36;41;2;2;2;1;4;730000;2;2;1;0;2;3;1;20000;0
7191752-1;0;1;2;2;59;63;2;2;2;1;4;450000;0;0;1;1;1;3;1;22000;0
7191753-1;2;1;2;6;39;40;2;4;1;1;4;1197000;2;0;1;1;1;4;3;22000;3
7191754-1;0;2;1;6;76;78;2;2;2;4;5;8350000;0;0;1;1;1;3;1;38000;0
7191758-1;0;1;2;6;72;69;2;2;1;1;4;525000;0;0;1;1;1;3;1;12500;0
7191767-1;2;1;2;6;42;30;2;4;1;1;1;2419500;2;2;1;2;1;3;2;18000;3
7191768-1;0;1;2;2;26;23;2;2;2;1;1;1782116;2;2;1;1;1;3;1;22000;1
7191772-1;1;1;2;6;48;37;2;5;1;1;4;815000;1;0;1;1;1;3;2;1586;2
7191774-1;0;1;2;6;75;76;2;2;0;4;4;1078000;0;0;1;1;1;2;1;20000;0
7191777-1;1;1;2;2;73;60;2;3;1;1;4;695833;0;0;1;1;1;3;2;30000;0
7191783-1;0;1;2;6;67;53;2;3;1;1;1;5973083;0;2;1;1;1;3;2;25000;2
7191784-1;1;2;1;2;62;60;2;3;2;1;1;4344782;0;0;1;1;1;3;2;50000;2
7191786-1;0;1;2;6;86;79;2;2;2;4;4;1750000;0;0;1;1;1;3;1;25000;2
7191787-1;4;1;2;2;34;30;2;6;1;1;4;948116;2;2;1;3;1;3;2;35000;2
7191788-1;0;2;1;6;60;68;2;2;1;4;5;10242000;0;0;1;1;1;3;1;14000;0
7191789-1;1;1;2;6;67;56;2;3;2;5;4;29933333;2;2;3;1;1;5;2;30000;2
7191790-1;2;1;2;2;55;25;2;4;1;1;4;1457449;2;2;1;1;1;3;2;10844;2
7191793-1;0;1;2;6;73;59;2;2;1;4;4;396666;0;0;1;1;1;3;1;12000;0
7191796-1;0;1;2;6;77;73;2;2;1;4;4;3000000;0;2;1;1;1;4;1;50000;2
7191798-1;2;1;2;2;40;40;2;4;1;1;4;835000;0;2;1;1;1;3;3;25000;0
7191801-1;0;1;2;6;83;73;2;2;1;1;4;9318333;0;0;1;1;1;3;1;35000;1
7191804-1;0;1;2;6;68;60;2;2;1;1;4;1000000;0;0;1;1;1;4;1;20000;0
7191805-1;0;1;2;6;60;50;2;2;1;4;4;3327116;2;2;3;3;1;4;1;35000;1
7191808-1;1;1;2;6;52;53;2;3;1;1;4;150000;2;2;1;1;1;2;1;15000;3
7191810-1;0;1;2;6;94;71;2;2;1;5;4;291000;0;0;1;1;1;3;1;13000;0
7191811-1;0;2;1;6;74;67;2;2;1;4;1;866666;0;0;1;1;1;2;1;14000;0
7191812-1;0;1;2;6;51;46;2;2;1;2;4;1000000;2;2;1;1;1;3;1;15000;2
7191814-1;0;1;2;6;62;61;2;2;1;1;4;700000;0;0;1;1;1;3;1;17000;0
7191816-1;0;1;2;6;66;53;2;2;2;4;1;1000000;2;2;2;1;1;2;1;21000;2
7191818-1;0;1;2;6;57;56;2;2;2;1;1;2334666;0;2;3;1;1;3;1;100000;2
7191820-1;0;1;2;6;79;76;2;2;2;4;4;1650000;0;0;1;1;1;4;1;30000;2
7191821-1;0;1;2;6;60;62;2;2;2;1;4;1423000;2;0;3;1;1;3;1;20000;2
7191824-1;2;1;2;6;52;43;2;4;2;1;4;795000;0;0;1;1;1;3;2;22000;2
7191826-1;0;1;2;6;86;66;2;2;2;4;4;1973116;0;0;1;1;1;3;1;11500;2
7191827-1;0;1;2;2;64;72;2;2;1;1;4;1496333;0;0;1;1;1;2;1;15000;0
7191830-1;0;1;2;2;62;57;2;2;2;1;4;550000;0;0;1;1;1;4;1;23000;2
7191832-1;2;1;2;2;62;51;2;5;1;1;4;1050000;0;0;1;1;1;4;4;27000;1
7191835-1;1;1;2;6;47;44;2;4;1;1;4;1768116;2;2;1;1;1;3;2;13000;2
7191837-1;1;1;2;6;61;57;2;4;2;1;4;2096333;2;0;3;1;1;4;3;15000;2
7191838-1;1;1;2;6;57;53;2;3;2;1;4;2856000;2;2;1;1;1;3;2;20000;1
7191844-1;1;1;2;1;42;34;2;3;2;1;4;1056666;2;2;1;1;1;1;1;15000;0
7191845-1;0;1;2;6;66;64;2;2;2;2;4;1400000;2;2;1;1;1;3;1;37000;2
7191846-1;1;1;2;6;64;60;2;4;2;1;4;2598333;0;2;1;3;1;4;1;102000;1
7191852-1;0;1;2;2;73;63;2;2;2;5;1;558333;0;0;1;1;1;3;1;40000;0
7191853-1;0;1;2;6;66;60;2;2;2;1;1;840000;0;0;1;0;1;3;1;30000;0
7191854-1;0;1;2;6;79;78;2;2;2;4;4;733333;0;0;1;1;1;4;1;54000;1
7191855-1;0;1;2;6;66;64;2;2;2;1;4;583333;0;2;3;1;1;4;1;13000;1
7191857-1;2;1;2;2;40;37;2;4;2;1;4;950000;2;2;3;1;1;3;2;55000;3
7191858-1;2;2;1;6;54;52;2;5;0;4;1;360000;0;0;1;1;1;3;3;45000;0
7191859-1;0;1;2;6;63;65;2;3;2;1;4;1148333;0;2;1;1;1;4;3;35000;2
7191860-1;0;1;2;2;73;59;2;3;1;1;4;545000;0;0;1;1;1;4;2;25000;2
7191861-1;0;1;2;2;62;58;2;2;2;1;4;620000;0;0;0;1;1;3;1;17000;0
7191862-1;3;1;2;1;56;38;2;5;2;1;4;1200000;0;0;1;1;1;3;2;11000;2
7191864-1;0;2;1;2;69;77;2;2;2;1;6;1540000;0;0;0;1;1;4;1;20600;2
7191866-1;0;1;2;6;76;73;2;3;2;6;5;4050000;0;2;1;1;1;3;1;22000;1
7191867-1;2;1;2;2;32;36;2;4;2;1;4;1140000;2;2;1;1;1;3;2;52000;0
7191876-1;0;1;2;6;38;33;3;2;1;1;4;1397000;2;2;3;2;1;5;2;78000;3
7191878-1;2;1;2;2;35;25;3;4;1;1;1;1843000;2;0;1;2;1;2;1;70000;3
7191880-1;2;1;2;6;30;33;3;4;1;1;1;1656232;2;2;3;3;1;1;1;32000;2
7191883-1;2;1;2;2;56;49;3;6;1;1;4;9325416;0;0;1;1;1;4;3;77280;2
7191884-1;0;1;2;6;40;46;3;2;3;1;1;4025000;2;2;1;3;1;4;1;100000;1
7191886-1;2;1;2;6;69;74;3;4;2;6;4;6200241;0;0;1;1;1;5;4;35000;2
7191887-1;1;1;2;6;29;22;3;4;3;1;4;1028116;2;2;1;3;1;4;3;52000;2
7191889-1;1;1;2;2;43;30;3;3;2;1;4;828116;2;2;3;1;1;3;3;53000;2
7191892-1;4;1;2;6;52;46;3;7;2;1;4;1528116;0;0;1;1;1;5;4;42000;3
7191895-1;1;1;2;2;23;18;3;3;2;1;1;1336333;2;2;3;3;1;2;2;44000;2
7191900-1;3;1;2;2;42;31;3;5;1;1;4;466666;0;0;1;1;1;2;2;0;0
7191901-1;2;1;2;2;39;36;3;4;3;1;1;6654166;2;2;3;3;1;3;2;180000;2
7191902-1;1;1;2;2;67;61;3;3;1;4;4;629166;0;0;1;1;1;2;1;37900;3
7191903-1;2;2;1;6;48;56;3;7;3;1;1;3925000;2;2;3;1;1;5;4;120000;3
7191907-1;1;1;2;6;26;21;3;3;1;1;1;800000;2;2;1;3;1;1;1;48000;2
7191908-1;3;1;2;2;53;45;3;5;1;1;4;1199000;2;2;1;1;1;4;3;43000;3
7191913-1;0;1;2;6;58;51;3;3;1;1;4;1195000;0;0;1;1;1;2;2;50000;2
7191917-1;1;1;2;2;52;49;3;3;1;2;4;183333;2;0;1;1;1;3;2;18000;3
7191919-1;1;1;2;6;38;29;3;3;1;1;1;3200000;2;2;1;3;2;4;3;35000;2
7191921-1;2;1;2;2;31;29;3;4;1;1;4;1334166;2;2;1;1;1;3;2;27000;2
7191925-1;2;1;2;2;33;26;3;4;1;1;4;984166;2;2;1;1;1;3;2;150000;3
7191928-1;2;1;2;2;36;28;3;4;2;1;4;812500;2;2;1;1;1;3;2;85000;2
7191931-1;1;1;2;6;64;61;3;3;3;1;4;2772500;2;2;1;1;1;3;2;70000;0
7191932-1;1;1;2;2;47;27;3;3;3;1;3;1216666;2;2;3;3;1;3;2;42000;0
7191942-1;3;1;2;2;33;36;3;5;1;1;4;978116;0;2;1;1;1;3;3;33000;0
7191943-1;1;1;2;2;54;43;3;3;1;1;4;1470833;2;2;3;1;1;2;1;42000;1
7191946-1;1;1;2;6;55;59;3;4;1;1;1;1605000;0;2;1;1;1;3;2;50000;1
7191950-1;1;2;1;2;31;36;3;3;2;1;1;3478000;2;2;2;1;1;3;2;80000;1
7191952-1;2;1;2;2;53;44;3;5;2;1;4;2000000;2;2;1;1;1;5;3;24000;2
7191953-1;2;1;2;6;57;46;3;4;2;1;1;4263116;2;2;1;1;1;3;2;50000;2
7191954-1;1;2;1;1;29;30;3;3;2;1;4;2593000;2;2;3;1;1;4;2;26000;0
7191958-1;1;2;1;2;21;25;3;3;2;4;1;1275000;2;2;3;1;1;4;2;32000;1
7191960-1;0;1;2;2;21;19;3;2;2;1;3;2333333;2;2;3;3;1;2;1;20000;2
7191963-1;2;1;2;2;27;30;3;4;8;1;4;1617500;0;0;1;1;1;7;3;96965;0
7191965-1;1;1;2;6;39;43;3;3;1;1;1;2746000;2;2;1;3;2;3;2;156000;2
7191976-1;2;1;2;2;29;28;3;5;8;1;4;1765000;0;0;1;1;1;4;2;31102;0
7191977-1;2;1;2;2;37;30;3;4;8;1;4;1280000;0;0;1;1;1;4;2;23999;0
7191979-1;2;1;2;2;37;29;3;4;8;1;4;1722500;1;1;1;1;1;4;2;17640;0
7191984-1;0;1;2;6;91;78;3;3;2;5;4;171666;0;0;0;1;1;4;2;23000;0
7191987-1;2;1;2;6;37;34;3;4;3;1;1;3196000;2;2;1;3;1;4;3;170000;2
7191994-1;1;1;2;2;44;40;3;3;2;1;1;2016129;2;2;3;3;1;4;2;50000;2
7191996-1;2;1;2;2;40;41;3;8;2;1;1;4575333;0;2;1;3;1;5;4;37000;2
7192001-1;1;1;2;2;40;34;3;3;1;1;4;861250;0;0;1;1;1;2;1;9000;0
7192004-1;1;1;2;2;57;45;3;3;1;1;4;600000;0;0;0;0;1;3;2;5000;0
7192006-1;2;1;2;2;24;24;3;4;1;1;4;600000;0;2;1;3;1;3;1;25000;0
7192007-1;0;1;2;2;60;55;3;2;1;1;4;530000;0;0;1;1;1;5;1;12000;0
7192009-1;0;1;2;2;61;78;3;2;1;1;4;245000;0;0;1;1;1;3;1;7370;0
7192010-1;0;1;2;6;60;57;3;2;1;1;4;66666;0;0;1;1;1;3;1;6000;2
7192013-1;0;2;1;2;66;57;3;2;1;4;1;560000;0;0;0;0;1;4;1;32000;0
7192015-1;3;1;2;2;35;30;3;5;1;1;4;1250000;0;0;1;1;1;4;3;30000;0
7192018-1;0;1;2;6;46;36;3;2;1;1;4;830000;0;0;1;1;1;3;1;10600;0
7192019-1;2;1;2;2;37;38;3;4;1;1;4;450000;0;0;1;1;1;3;1;18000;2
7192020-1;2;1;2;6;42;26;3;4;1;1;4;550000;0;0;1;1;1;3;2;35000;0
7192023-1;2;1;2;6;33;22;3;4;1;1;4;792500;0;0;1;1;2;3;2;8000;0
7192025-1;2;1;2;2;49;45;3;4;1;1;4;749166;0;0;1;1;1;3;2;27000;0
7192030-1;2;1;2;6;49;42;3;4;1;1;4;680500;0;0;1;1;1;4;2;25000;0
7192031-1;0;1;2;2;60;59;3;2;1;1;4;1000000;0;0;0;1;1;4;1;36000;0
7192035-1;0;1;2;2;59;53;3;3;1;1;4;3950000;0;2;1;1;1;4;2;58000;0
7192036-1;0;1;2;2;66;35;3;2;1;1;4;1006666;0;0;0;0;1;3;2;5000;0
7192037-1;0;1;2;6;60;56;3;2;1;1;4;1090000;0;1;0;1;1;4;1;12000;0
7192038-1;2;1;2;2;38;22;3;4;1;1;4;761666;1;2;1;1;1;3;1;11000;0
7192040-1;0;2;1;2;66;61;3;2;1;4;1;770000;0;0;1;0;1;3;1;8000;0
7192043-1;0;1;2;6;53;52;3;2;8;1;4;1000000;0;0;1;1;1;5;1;54116;0
7192047-1;0;1;2;6;53;42;3;3;1;1;4;104000;0;0;1;1;1;3;2;7000;0
7192050-1;1;1;2;6;54;52;3;3;1;1;1;1474166;0;0;1;1;1;3;2;10000;0
7192053-1;0;1;2;2;56;40;3;2;1;1;4;750000;0;0;1;1;1;5;1;26000;0
7192055-1;0;1;2;2;62;58;3;2;1;1;4;300000;0;0;1;1;1;3;1;20000;0
7192057-1;4;1;2;2;36;35;3;6;1;1;4;1199833;0;2;1;1;1;4;3;8000;0
7192058-1;0;1;2;6;49;45;3;3;1;1;4;650000;0;0;1;1;1;3;1;30000;2
7192059-1;2;1;2;2;54;54;3;4;1;1;4;964833;0;0;1;1;1;2;1;47000;0
7192061-1;0;1;2;2;54;42;3;2;1;1;4;150000;0;0;1;1;1;3;1;22000;0
7192062-1;1;1;2;2;30;18;3;3;1;1;4;380000;0;0;1;1;1;1;1;12000;0
7192064-1;1;1;2;2;26;24;3;3;1;1;4;880000;2;2;1;1;2;4;2;22000;2
7192065-1;1;1;2;2;55;27;3;3;1;1;4;1017500;0;2;1;3;1;3;2;8000;2
7192066-1;2;1;2;6;28;22;3;4;1;1;4;898000;2;2;1;1;1;3;2;10000;0
7192067-1;1;1;2;2;40;37;3;3;1;1;4;1240000;0;0;1;1;1;4;2;22000;0
7192068-1;1;1;2;6;54;53;3;3;1;1;4;500000;0;0;1;0;1;3;2;15000;0
7192070-1;3;1;2;6;43;28;3;5;1;1;4;435000;0;2;1;1;1;4;2;38000;0
7192073-1;0;1;2;6;78;63;3;3;1;1;1;498500;0;0;0;0;1;1;1;33000;0
7192075-1;0;1;2;6;56;50;3;2;1;1;4;2280000;0;0;1;1;1;3;1;60000;0
7192080-1;2;1;2;2;25;29;3;4;1;1;1;1077000;0;2;1;1;1;3;2;7000;0
7192082-1;0;1;2;6;56;50;3;2;1;1;4;950000;0;0;1;1;1;3;1;22000;0
7192083-1;0;1;2;6;63;59;3;2;2;4;4;1400000;0;2;1;1;1;4;1;38000;1
7192089-1;1;1;2;6;63;53;3;3;2;1;4;1110000;2;2;3;3;1;3;2;180000;1
7192092-1;2;1;2;6;38;32;3;4;2;1;4;1083333;2;2;3;3;1;3;2;32000;2
7192112-1;0;1;2;6;54;60;3;2;2;2;4;560000;0;0;1;1;1;3;1;38000;2
7192114-1;0;1;2;6;61;56;3;2;2;6;4;2100000;0;0;1;1;1;4;1;50000;2
7192115-1;1;1;2;2;47;38;3;3;2;1;4;1520000;2;2;3;1;1;3;1;28000;2
7192116-1;0;1;2;6;54;52;3;2;1;1;4;1200000;0;2;1;1;1;4;4;107000;1
7192117-1;2;1;2;2;61;51;3;7;2;2;4;2626666;0;0;1;1;1;3;2;45000;2
7192118-1;3;1;2;6;30;31;3;5;1;1;4;1287500;2;2;1;1;1;3;2;14690;0
7192119-1;0;1;2;6;52;47;3;2;2;1;4;2065000;0;2;1;1;1;3;1;75000;0
7192126-1;1;1;2;2;37;45;3;5;1;1;4;1600000;2;2;1;1;1;3;2;95000;2
7192127-1;2;1;2;2;45;41;3;6;1;1;1;1775000;0;0;1;1;1;2;2;28000;0
7192129-1;4;2;1;2;51;56;3;6;1;1;1;2300833;0;0;1;1;1;3;2;55000;0
7192130-1;4;1;2;1;33;37;3;6;1;1;4;2138333;2;1;1;1;1;4;3;45000;0
7192131-1;2;1;2;2;37;35;3;4;2;1;1;2675698;2;2;3;3;1;4;2;68000;2
7192205-1;0;1;2;2;71;66;2;2;1;1;1;1150000;0;0;1;1;1;3;1;20000;1
7192206-1;0;2;1;2;27;26;2;2;2;3;1;400000;2;2;3;2;1;3;1;24000;1
7192212-1;1;2;1;6;57;61;2;4;4;4;2;529166;0;0;1;1;2;4;3;35000;2
7192216-1;1;1;2;6;55;53;2;3;5;1;1;11816666;2;2;3;3;1;5;2;140000;2
7192225-1;0;1;2;2;37;42;2;2;2;2;1;1366032;2;2;3;3;1;3;1;36000;1
7192230-1;1;1;2;6;63;60;2;5;2;4;4;2343433;0;0;1;1;1;4;4;107000;2
7192233-1;2;1;2;2;40;37;2;4;2;1;4;1601166;2;2;1;1;1;4;3;65000;2
7192234-1;1;1;2;6;63;54;2;3;2;2;4;465000;0;0;1;1;1;2;1;10666;0
7192236-1;0;1;2;6;55;58;2;2;2;1;4;1600000;2;0;1;1;1;2;1;60000;0
7192237-1;1;1;2;2;59;55;2;3;2;1;4;876166;0;0;1;1;1;2;2;31666;2
7192239-1;0;1;2;6;65;51;2;2;2;4;4;2683333;2;2;1;1;1;4;1;80000;2
7192240-1;0;1;2;2;51;46;2;2;2;1;4;1000000;2;2;1;1;1;2;1;20000;2
7192241-1;2;1;2;6;39;38;2;4;2;1;4;1895666;2;2;1;1;1;3;2;17333;1
7192242-1;2;1;2;2;37;30;2;4;2;1;4;1400000;2;2;1;1;1;3;1;300000;2
7192243-1;0;1;2;6;73;75;2;2;2;4;1;1576000;0;0;1;1;1;4;2;35000;1
7192244-1;0;1;2;6;55;53;2;2;2;1;4;616666;2;0;1;1;1;3;1;14000;0
7192245-1;1;1;2;2;34;38;2;3;2;1;1;944916;2;2;1;1;2;3;2;10000;0
7192246-1;2;1;2;2;43;33;2;4;2;1;4;1169500;2;2;1;1;1;5;3;16666;0
7192252-1;2;1;2;2;41;38;2;4;1;1;4;500000;0;0;1;1;1;2;2;15000;0
7192254-1;3;1;2;2;35;29;2;5;1;1;1;1192166;0;2;1;1;2;2;2;19333;2
7192255-1;3;1;2;2;46;33;2;5;1;1;4;1244000;2;2;1;1;1;3;2;18333;0
