DIRECTORIO;SECUENCIA_ENCUESTA;SECUENCIA_P;ORDEN;P784S1A3;FEX_C
7194296;2;1;2;5;30,2555179077857
7194296;3;1;3;6;30,2555179077857
7194303;1;1;1;3;32,1086901389265
7194303;2;1;2;4;32,1086901389265
7194303;3;1;3;5;32,1086901389265
7194312;1;1;1;4;32,2491024502203
7194317;1;1;1;2;48,948192971023
7194317;2;1;2;4;48,948192971023
7194326;1;1;1;4;28,4787799223883
7194326;2;1;2;6;28,4787799223883
7194331;1;1;1;3;33,964102521337
7194335;1;1;1;2;23,8601927137261
7194352;1;1;1;3;12,460360661613
7194353;1;1;1;3;10,8678488866006
7194353;2;1;2;4;10,8678488866006
7194354;1;1;1;3;17,0899493488074
7194354;2;1;2;4;17,0899493488074
7194361;1;1;1;2;18,1507852211557
7194361;2;1;2;3;18,1507852211557
7194361;3;1;3;4;18,1507852211557
7194367;1;1;1;3;17,0975318122259
7194368;1;1;1;4;12,5104336616304
7194368;2;1;2;5;12,5104336616304
7194378;1;1;1;3;12,1304209974882
7194380;1;1;1;3;14,7750010615175
7194385;1;1;1;3;11,7749228402303
7194386;1;2;1;2;952,642469991334
7194408;1;1;1;1;3282,40093500627
7194413;1;1;1;3;3669,27359690425
7194413;2;1;2;4;3669,27359690425
7194414;1;1;1;3;73,6518653619263
7194432;1;1;1;3;95,8886573268274
7194432;2;1;2;4;95,8886573268274
7194434;1;1;1;3;117,656880377241
7194436;1;1;1;3;140,34521796359
7194439;1;1;1;3;159,619193562248
7194440;1;1;1;2;183,849979499113
7194440;2;1;2;3;183,849979499113
7194463;3;1;3;5;68,7414432026355
7194463;1;1;1;3;68,7414432026355
7194463;2;1;2;4;68,7414432026355
7194464;1;1;1;3;135,106937056845
7194464;2;1;2;4;135,106937056845
7194469;1;1;1;3;109,108771753412
7194469;2;1;2;4;109,108771753412
7194512;1;1;1;3;192,186972451569
7194516;1;1;1;4;305,099747910884
7194523;1;1;1;5;174,403646893379
7194531;1;2;1;3;211,154654925237
7194531;2;2;2;4;211,154654925237
7194531;3;2;3;5;211,154654925237
7194531;4;2;4;6;211,154654925237
7194533;1;1;1;4;121,288830888721
7194535;1;1;1;3;199,981032562231
7194535;2;1;2;4;199,981032562231
7194536;1;1;1;4;261,993722179711
7194548;1;1;1;6;159,87899646979
7194548;2;1;2;7;159,87899646979
7194548;3;1;3;9;159,87899646979
7194550;1;1;1;4;125,510976155743
7194552;1;1;1;3;133,482099566209
7194552;2;1;2;4;133,482099566209
7194555;1;1;1;3;125,713585304412
7194555;2;1;2;4;125,713585304412
7194571;1;1;1;3;112,405489751309
7194571;2;1;2;4;112,405489751309
7194587;1;1;1;5;85,0315227215004
7194589;1;1;1;3;283,650417234033
7194589;2;1;2;4;283,650417234033
7194589;3;1;3;5;283,650417234033
7194590;1;1;1;3;294,038494942424
7194594;1;1;1;3;13,2877011306347
7194594;2;1;2;5;13,2877011306347
7194596;1;1;1;5;14,9533690402454
7194599;1;1;1;3;20,716489304937
7194599;2;1;2;4;20,716489304937
7194599;3;1;3;5;20,716489304937
7194600;1;1;1;3;17,5956438882219
7194600;2;1;2;4;17,5956438882219
7194610;1;1;1;3;80,0181698165952
7194610;2;1;2;4;80,0181698165952
7194616;1;1;1;3;31,9538725183273
7194623;1;1;1;4;41,1176967327151
7194623;3;1;3;6;41,1176967327151
7194623;2;1;2;5;41,1176967327151
7194630;1;1;1;4;13,6727855432174
7194631;1;1;1;2;22,1259572228267
7194634;1;1;1;4;41,8747992062071
7194634;2;1;2;5;41,8747992062071
7194635;1;1;1;3;48,7556219424402
7194643;1;1;1;2;280,231775288116
7194643;2;1;2;3;280,231775288116
7194644;1;1;1;4;440,001388269046
7194644;2;1;2;6;440,001388269046
7194645;1;2;1;4;195,301930841872
7194651;1;1;1;3;48,122923778615
7194654;1;1;1;3;56,7324123290477
7194655;1;1;1;5;81,725361124964
7194655;2;1;2;6;81,725361124964
7194656;1;1;1;2;90,0803016352519
7194656;2;1;2;4;90,0803016352519
7194656;3;1;3;5;90,0803016352519
7194678;1;1;1;5;40,4977404921252
7194678;2;1;2;6;40,4977404921252
7194691;1;1;1;3;38,1276208154583
7194703;1;1;1;3;65,7706060790744
7194703;2;1;2;4;65,7706060790744
7194706;1;1;1;3;82,6482944912342
7194706;2;1;2;4;82,6482944912342
7194706;3;1;3;5;82,6482944912342
7194725;1;1;1;3;50,6847329241646
7194725;2;1;2;5;50,6847329241646
7194726;1;1;1;3;56,7626746723488
7194726;2;1;2;6;56,7626746723488
7194727;1;1;1;4;73,8742870988083
7194728;1;1;1;2;42,7551492154365
7194728;2;1;2;3;42,7551492154365
7194728;3;1;3;4;42,7551492154365
7194751;1;1;1;2;9,18729216146968
7194755;1;1;1;3;66,2986755074458
7194755;2;1;2;4;66,2986755074458
7194755;3;1;3;5;66,2986755074458
7194793;1;1;1;1;11,1669363233377
7194819;1;1;1;3;16,6530111826137
7194819;2;1;2;4;16,6530111826137
7194819;3;1;3;5;16,6530111826137
7194820;1;1;1;1;17,4858913004034
7194835;1;1;1;1;6,75857763190333
7194836;1;1;1;3;13,6157577528994
7194836;2;1;2;4;13,6157577528994
7194836;3;1;3;5;13,6157577528994
7194837;1;1;1;4;12,0339569800252
7194898;1;1;1;1;69,7606300383171
7194939;1;1;1;4;44,4033266173483
7194939;2;1;2;5;44,4033266173483
7194941;1;1;1;4;46,703060624329
7194965;1;1;1;4;43,1382876202892
7194965;2;1;2;5;43,1382876202892
7194996;1;1;1;1;50,8445133187607
7195003;1;1;1;3;36,9186723374772
7195003;2;1;2;4;36,9186723374772
7195005;1;1;1;4;36,3377407710015
7195005;2;1;2;5;36,3377407710015
7195019;1;1;1;4;24,6124482249848
7195035;1;1;1;3;42,1525890254927
7195039;1;1;1;2;30,3043522804436
7195044;2;1;2;4;28,252847346711
7195044;1;1;1;3;28,252847346711
7195047;1;1;1;3;29,3505335982974
7195055;1;1;1;3;38,6782628919851
7195057;1;1;1;3;16,3224372007136
7195057;2;1;2;4;16,3224372007136
7195063;1;1;1;3;41,0758261443141
7195063;2;1;2;4;41,0758261443141
7195073;1;1;1;3;30,5431245754895
7195075;1;1;1;3;75,3882655414885
7195083;1;1;1;1;59,5324472673621
7195092;1;1;1;3;29,3505335982974
7195105;1;1;1;3;37,485671914793
7195107;2;1;2;3;43,2784524077625
7195107;1;1;1;2;43,2784524077625
7195122;1;1;1;3;28,1017260169951
7195130;1;1;1;2;52,5623463952849
7195130;2;1;2;3;52,5623463952849
7195130;3;1;3;4;52,5623463952849
7195133;1;1;1;3;50,3597201318364
7195133;2;1;2;4;50,3597201318364
7195133;3;1;3;5;50,3597201318364
7195137;1;1;1;3;25,8612558062871
7195137;2;1;2;4;25,8612558062871
7195138;1;1;1;2;33,2670774803535
7195138;2;1;2;3;33,2670774803535
7195141;1;1;1;3;49,2109644608097
7195141;2;1;2;4;49,2109644608097
7195149;1;1;1;3;29,3505335982974
7195152;1;1;1;3;35,516634631728
7195152;2;1;2;4;35,516634631728
7195152;3;1;3;5;35,516634631728
7195155;1;1;1;3;25,8612558062871
7195158;1;1;1;3;27,0538467834792
7195158;2;1;2;4;27,0538467834792
7195162;1;1;1;3;39,8832351671221
7195164;3;1;3;5;37,5865483523038
7195164;2;1;2;4;37,5865483523038
7195164;1;1;1;3;37,5865483523038
7195166;1;1;1;2;44,4710433849546
7195166;2;1;2;3;44,4710433849546
7195170;1;1;1;3;16,3224372007136
7195172;1;1;1;3;28,4732108549137
7195175;1;1;1;3;35,1451497938095
7195175;2;1;2;4;35,1451497938095
7195181;1;1;1;3;18,2883715417883
7195181;2;1;2;4;18,2883715417883
7195193;1;1;1;3;58,3948065380565
7195193;2;1;2;4;58,3948065380565
7195193;3;1;3;5;58,3948065380565
7195196;1;1;1;2;49,0100361130234
7195196;2;1;2;3;49,0100361130234
7195205;1;1;1;3;36,7092256089201
7195205;2;1;2;4;36,7092256089201
7195205;3;1;3;5;36,7092256089201
7195215;1;1;1;3;36,9951275674097
7195393;1;1;1;3;4,72196766907524
7195393;2;1;2;4;4,72196766907524
7195432;1;1;1;3;4,72196766907524
7195432;2;1;2;4;4,72196766907524
7195433;1;1;1;4;4,72196766907524
7195433;2;1;2;5;4,72196766907524
7195494;1;1;1;2;10,9953863121811
7195494;2;1;2;3;10,9953863121811
7195494;3;1;3;4;10,9953863121811
7195497;1;1;1;2;12,6356580366233
7195500;1;1;1;3;6,30624156456641
7195503;1;1;1;3;8,44633520432054
7195505;1;1;1;2;5,32669622428864
7195505;2;1;2;3;5,32669622428864
7195509;1;1;1;3;7,28425581129324
7195509;2;1;2;4;7,28425581129324
7195512;1;1;1;3;2,99822390072643
7195512;2;1;2;4;2,99822390072643
7195515;1;1;1;3;7,18517887519284
7195515;2;1;2;4;7,18517887519284
7195515;3;1;3;5;7,18517887519284
7195562;1;1;1;3;2,58585481733195
7195562;2;1;2;4;2,58585481733195
7195562;3;1;3;5;2,58585481733195
7195602;1;1;1;3;3,16254971080955
7195611;1;1;1;4;3,13611667195705
7195611;2;1;2;5;3,13611667195705
7195611;3;1;3;6;3,13611667195705
7195622;1;1;1;4;1,30533621394517
7195622;2;1;2;5;1,30533621394517
7195623;1;1;1;3;1,22377149148131
7195623;2;1;2;4;1,22377149148131
7195623;3;1;3;5;1,22377149148131
7195623;4;1;4;6;1,22377149148131
7195631;1;1;1;3;1,22377149148131
7195631;2;1;2;4;1,22377149148131
7195637;1;1;1;3;4,59304030265878
7195637;2;1;2;4;4,59304030265878
7195637;3;1;3;5;4,59304030265878
7195641;1;1;1;3;1,19317720419427
7195648;1;1;1;3;2,08493149147362
7195648;2;1;2;5;2,08493149147362
7195648;3;1;3;6;2,08493149147362
7195651;1;1;1;5;2,50954862571994
7195651;2;1;2;10;2,50954862571994
7195652;1;1;1;3;2,15797045754526
7195652;2;1;2;6;2,15797045754526
7195653;1;1;1;5;2,39788787051502
7195654;1;1;1;8;2,85983258955601
7195656;1;1;1;4;4,7727088167771
7195656;2;1;2;5;4,7727088167771
7195656;3;1;3;6;4,7727088167771
7195658;1;1;1;4;3,09975000252577
7195658;2;1;2;5;3,09975000252577
7195658;3;1;3;6;3,09975000252577
7195660;1;1;1;3;1,96303147848083
7195660;2;1;2;4;1,96303147848083
7195661;1;1;1;3;2,19400383800133
7195661;2;1;2;4;2,19400383800133
7195661;3;1;3;5;2,19400383800133
7195663;1;1;1;5;1,92699809802476
7195670;1;1;1;4;3,39352207033005
7195670;2;1;2;5;3,39352207033005
7195670;3;1;3;6;3,39352207033005
7195671;1;1;1;7;2,73922678090183
7195671;2;1;2;8;2,73922678090183
7195690;1;1;1;3;1,66334393107321
7195690;2;1;2;4;1,66334393107321
7195692;1;1;1;5;,530119360666477
7195692;2;1;2;6;,530119360666477
7195696;1;1;1;3;,530119360666477
7195701;1;1;1;5;,530119360666477
7195703;1;1;1;3;1,27002639330118
7195707;1;1;1;3;1,21701717457195
7195707;2;1;2;5;1,21701717457195
7195707;3;1;3;6;1,21701717457195
7195713;1;1;1;3;1,25401704234905
7195713;2;1;2;4;1,25401704234905
7195713;3;1;3;5;1,25401704234905
7195714;1;1;1;2;1,16285794597974
7195715;1;1;1;3;,95819450161766
7195718;1;1;1;3;1,40509626305041
7195718;2;1;2;4;1,40509626305041
7195719;1;1;1;6;1,17253139626054
7195719;2;1;2;7;1,17253139626054
7195763;1;1;1;3;2,90613301627899
7195763;2;1;2;4;2,90613301627899
7195773;1;1;1;2;1,00722950260373
7195773;2;1;2;3;1,00722950260373
7195773;3;1;3;4;1,00722950260373
7195787;1;1;1;4;1,27002639330118
7195793;1;1;1;3;1,21644216964046
7195797;1;1;1;4;1,59375035646037
7195797;2;1;2;5;1,59375035646037
7195805;1;1;1;3;,979328080175929
7195805;2;1;2;4;,979328080175929
7195805;3;1;3;6;,979328080175929
7195807;1;1;1;4;1,06081372626445
7195807;2;1;2;5;1,06081372626445
7195808;1;1;1;3;1,2494678196744
7195808;2;1;2;4;1,2494678196744
7195808;3;1;3;5;1,2494678196744
7195815;1;1;1;2;,872159632854491
7195819;1;1;1;4;,581461319729243
7195819;2;1;2;5;,581461319729243
7195819;3;1;3;6;,581461319729243
7195825;1;1;1;4;1,42622984160868
7195825;2;1;2;5;1,42622984160868
7195829;1;1;1;4;1,25401704234905
7195829;2;1;2;5;1,25401704234905
7195831;1;1;1;3;1,40509626305041
7195831;2;1;2;4;1,40509626305041
7195832;1;1;1;3;,876708855529144
7195832;2;1;2;4;,876708855529144
7195853;1;1;1;3;,667496188492412
7195853;2;1;2;4;,667496188492412
7195853;3;1;3;5;,667496188492412
7195859;1;1;1;3;,95819450161766
7195870;1;1;1;2;46,3210709539435
7195873;1;1;1;3;58,0544644669302
7195873;2;1;2;4;58,0544644669302
7195881;1;1;1;2;19,2725609156712
7195886;1;1;1;4;41,8008624123416
7195894;1;1;1;2;7,2334103167097
7195896;1;1;1;4;8,12826829113562
7195896;2;1;2;5;8,12826829113562
7195897;1;1;1;4;7,27423584790806
7195898;1;1;1;4;8,98230073436319
7195898;2;1;2;5;8,98230073436319
7195898;3;1;3;6;8,98230073436319
7195899;1;1;1;3;10,4040328907266
7195899;2;1;2;4;10,4040328907266
7195899;3;1;3;5;10,4040328907266
7195899;4;1;4;6;10,4040328907266
7195900;1;1;1;4;6,4556053226101
7195900;2;1;2;5;6,4556053226101
7195901;1;1;1;3;7,26449033025325
7195901;2;1;2;4;7,26449033025325
7195903;1;1;1;6;9,07971771377108
7195903;2;1;2;7;9,07971771377108
7195909;1;2;1;2;4,9439814099816
7195912;1;1;1;4;8,11311827226985
7195916;1;1;1;4;71,2339266270969
7195916;2;1;2;5;71,2339266270969
7195916;3;1;3;6;71,2339266270969
7195925;1;1;1;2;15,0542847205448
7195929;1;1;1;2;12,5431451884529
7195934;1;1;1;3;24,7967670855802
7195936;1;1;1;2;19,0937880314087
7195938;1;4;1;2;14,6581445201952
7195941;1;1;1;2;15,0542847205448
7195945;1;1;1;3;6,49360531727064
7195948;1;1;1;2;8,67029249193891
7195948;2;1;2;3;8,67029249193891
7195949;1;1;1;4;59,0581198616276
7195955;1;1;1;3;19,0927813112085
7195956;1;1;1;2;14,0071402998279
7195956;2;1;2;3;14,0071402998279
7195962;1;1;1;3;21,3528466781712
7195966;1;1;1;4;19,3393047002979
7195968;1;1;1;3;23,9971082513674
7195969;1;1;1;2;24,395999859203
7195976;1;1;1;3;65,1927411441157
7195976;2;1;2;4;65,1927411441157
7195977;1;1;1;3;48,5791534699673
7195977;2;1;2;4;48,5791534699673
7196013;1;1;1;3;10,6816811310049
7196013;2;1;2;4;10,6816811310049
7196015;1;1;1;3;25,5256691623316
7196026;1;1;1;1;26,0830692815753
7196035;1;1;1;3;18,3369217984465
7196037;1;1;1;3;18,3369217984465
7196038;1;1;1;2;26,0425619505091
7196039;1;1;1;3;17,3616437836621
7196046;1;1;1;2;20,0682284183532
7196046;2;1;2;3;20,0682284183532
7196046;3;1;3;4;20,0682284183532
7196052;1;1;1;2;9,33521808012059
7196052;2;1;2;3;9,33521808012059
7196057;1;1;1;2;11,3772402025384
7196057;2;1;2;3;11,3772402025384
7196059;1;1;1;3;15,6254794052959
7196064;1;1;1;3;26,1386106243377
7196064;2;1;2;4;26,1386106243377
7196064;3;1;3;5;26,1386106243377
7196065;1;1;1;3;17,1538676134962
7196065;2;1;2;4;17,1538676134962
7196065;3;1;3;5;17,1538676134962
7196065;4;1;4;6;17,1538676134962
7196068;1;1;1;3;19,0594037117289
7196068;2;1;2;4;19,0594037117289
7196068;3;1;3;5;19,0594037117289
7196073;1;1;1;3;6,53465265608441
7196073;2;1;2;4;6,53465265608441
7196089;1;1;1;3;36,1179792327057
7196089;2;1;2;4;36,1179792327057
7196090;1;1;1;2;5,50760339208566
7196091;1;1;1;3;21,5910764643348
7196094;1;1;1;2;9,88413250871987
7196094;2;1;2;3;9,88413250871987
7196095;1;1;1;3;36,1179792327057
7196095;2;1;2;4;36,1179792327057
7196095;3;1;3;5;36,1179792327057
7196097;1;1;1;3;21,5910764643348
7196098;1;1;1;2;15,9144160229374
7196101;1;1;1;2;10,3194226379159
7196103;1;1;1;4;25,4800516504898
7196105;1;1;1;4;32,7688860514428
7196114;1;1;1;3;3,89072072730746
7196114;2;1;2;4;3,89072072730746
7196114;3;1;3;5;3,89072072730746
7196115;1;1;1;3;9,30338302521632
7196118;1;1;1;2;5,39352857778354
7196118;2;1;2;3;5,39352857778354
7196127;1;1;1;3;15,1737344789302
7196129;1;1;1;3;13,8024226304729
7196129;2;1;2;4;13,8024226304729
7196129;3;1;3;5;13,8024226304729
7196129;4;1;4;6;13,8024226304729
7196130;1;1;1;3;4,25897572788974
7196137;1;1;1;3;10,2842312386964
7196139;1;1;1;4;10,4334934842236
7196139;2;1;2;5;10,4334934842236
7196140;1;1;1;2;15,9773483679283
7196141;1;1;1;3;16,1957797504793
7196145;1;1;1;3;19,2939565363879
7196145;2;1;2;4;19,2939565363879
7196148;1;1;1;2;7,41089662344277
7196148;2;1;2;3;7,41089662344277
7196148;3;1;3;5;7,41089662344277
7196152;1;1;1;3;8,69011228031138
7196152;2;1;2;4;8,69011228031138
7196158;1;1;1;2;32,5881953087321
7196158;2;1;2;3;32,5881953087321
7196158;3;1;3;4;32,5881953087321
7196162;1;1;1;2;8,19222151286069
7196164;1;1;1;3;9,60630385083816
7196171;1;1;1;3;6,93305209662793
7196171;2;1;2;4;6,93305209662793
7196174;1;1;1;3;12,8721753164663
7196174;2;1;2;4;12,8721753164663
7196185;1;1;1;2;10,7965407492565
7196205;1;1;1;2;24,3528529515673
7196205;2;1;2;3;24,3528529515673
7196210;1;1;1;2;6,3717278433361
7196215;1;1;1;4;7,96833025048632
7196215;2;1;2;5;7,96833025048632
7196219;2;1;2;3;30,0223186367236
7196219;1;1;1;2;30,0223186367236
7196223;1;1;1;3;63,9029001451091
7196223;2;1;2;4;63,9029001451091
7196226;1;1;1;3;69,1881062277945
7196255;1;1;1;3;103,14397182979
7196260;1;1;1;3;90,6413134923611
7196269;1;1;1;2;87,1755945293006
7196269;2;1;2;3;87,1755945293006
7196278;1;1;1;4;86,4527963142707
7196280;1;1;1;5;80,3690983149192
7196315;1;1;1;3;55,2405165400104
7196316;1;1;1;3;57,8104665715784
7196338;1;1;1;4;44,543170364497
7196338;2;1;2;5;44,543170364497
7196341;1;1;1;4;56,4017444513315
7196342;1;1;1;3;57,8989681854376
7196342;2;1;2;4;57,8989681854376
7196350;1;1;1;2;54,8287049821504
7196358;1;1;1;2;50,5591533700995
7196358;2;1;2;3;50,5591533700995
7196359;1;1;1;2;37,870208572821
7196359;2;1;2;3;37,870208572821
7196368;1;1;1;3;43,2646644176787
7196369;1;1;1;3;35,4238067305728
7196382;1;1;1;3;25,6441059320674
7196389;1;1;1;2;25,4103579795047
7196389;2;1;2;3;25,4103579795047
7196391;1;1;1;6;34,8363410117726
7196391;2;1;2;8;34,8363410117726
7196399;1;1;1;3;28,176021504465
7196401;1;1;1;3;35,8364673637634
7196403;1;1;1;3;18,5142636451508
7196403;2;1;2;4;18,5142636451508
7196407;1;1;1;3;38,7859524183317
7196407;2;1;2;4;38,7859524183317
7196407;3;1;3;5;38,7859524183317
7196409;1;1;1;5;66,5873071895597
7196414;1;1;1;3;101,736874887465
7196415;1;1;1;4;77,0204822993451
7196415;2;1;2;5;77,0204822993451
7196419;1;1;1;5;146,387426581166
7196419;2;1;2;6;146,387426581166
7196420;2;1;2;4;17,379239150853
7196420;1;1;1;3;17,379239150853
7196422;1;1;1;3;23,2764950539
7196423;1;1;1;3;37,3324983355828
7196423;2;1;2;4;37,3324983355828
7196424;1;1;1;4;36,9180431034186
7196429;1;1;1;3;36,5035878712543
7196429;2;1;2;4;36,5035878712543
7196434;1;1;1;3;31,3751092162025
7196434;2;1;2;4;31,3751092162025
7196440;1;1;1;4;33,289085852314
7196440;2;1;2;5;33,289085852314
7196441;1;1;1;3;27,8956066265801
7196442;2;1;2;5;28,669974279634
7196442;1;1;1;4;28,669974279634
7196445;1;1;1;3;28,5742435387484
7196445;2;1;2;4;28,5742435387484
7196446;1;1;1;2;28,4286145468833
7196446;2;1;2;3;28,4286145468833
7196447;1;1;1;3;31,1104152796524
7196447;2;1;2;4;31,1104152796524
7196450;1;1;1;2;22,0171959860664
7196452;1;1;1;4;33,4347148441791
7196456;1;1;1;3;25,8005449866986
7196456;2;1;2;4;25,8005449866986
7196463;1;1;1;3;75,22718981705
7196463;2;1;2;4;75,22718981705
7196464;1;1;1;3;111,092232576112
7196464;2;1;2;4;111,092232576112
7196470;1;1;1;3;28,8265323287234
7196470;2;1;2;4;28,8265323287234
7196470;3;1;3;5;28,8265323287234
7196472;1;1;1;3;34,2481001689966
7196476;1;1;1;2;33,9588147398723
7196478;1;1;1;3;33,6595945380296
7196480;1;1;1;3;31,4724771806971
7196481;1;1;1;3;33,9510814222565
7196482;1;1;1;5;36,8860130443484
7196483;1;1;1;2;31,5664728112821
7196485;1;1;1;3;26,3895108114698
7196485;2;1;2;4;26,3895108114698
7196486;1;1;1;4;40,5818776540977
7196490;1;1;1;1;43,4651222645474
7196493;1;1;1;3;44,0032699491257
7196524;2;1;2;5;59,8809568195393
7196524;1;1;1;4;59,8809568195393
7196541;1;1;1;2;96,6642933632281
7196542;1;1;1;3;108,561283712556
7196542;2;1;2;4;108,561283712556
7196545;1;1;1;3;104,656365388422
7196552;1;1;1;6;112,357402384804
7196557;1;1;1;3;77,4640661505619
7196560;1;1;1;4;120,787219606444
7196560;2;1;2;5;120,787219606444
7196578;1;1;1;3;87,7382477068914
7196578;2;1;2;4;87,7382477068914
7196581;1;1;1;6;116,776816836597
7196601;1;1;1;3;72,3475307273835
7196601;2;1;2;4;72,3475307273835
7196601;3;1;3;5;72,3475307273835
7196606;1;1;1;3;72,1660585068805
7196606;2;1;2;4;72,1660585068805
7196609;1;1;1;4;35,4088802886331
7196609;2;1;2;5;35,4088802886331
7196611;1;1;1;3;73,8053105550237
7196612;1;1;1;2;57,0385133972353
7196612;2;1;2;3;57,0385133972353
7196613;1;1;1;3;63,5251000314419
7196613;2;1;2;4;63,5251000314419
7196614;1;1;1;3;66,2949468662975
7196614;2;1;2;4;66,2949468662975
7196616;1;1;1;3;68,8238979647589
7196617;1;1;1;3;46,9298665941097
7196617;2;1;2;4;46,9298665941097
7196632;1;1;1;3;68,4067697549723
7196641;1;1;1;3;44,507237915723
7196641;2;1;2;4;44,507237915723
7196644;1;1;1;2;30,8624873409821
7196644;2;1;2;2;30,8624873409821
7196646;1;1;1;3;25,6918715777666
7196647;1;1;1;5;25,4432562304299
7196647;2;1;2;6;25,4432562304299
7196655;1;1;1;4;31,0670519970432
7196657;2;1;2;5;26,4613780791628
7196657;1;1;1;4;26,4613780791628
7196657;3;1;3;6;26,4613780791628
7196660;1;1;1;3;36,0301472895308
7196660;2;1;2;4;36,0301472895308
7196662;1;1;1;3;31,3903070131167
7196682;1;1;1;4;28,6755776692537
7196685;1;1;1;2;28,0320707805128
7196688;1;1;1;4;16,4048155176793
7196695;1;1;1;3;75,3369662214621
7196695;2;1;2;2;75,3369662214621
7196695;3;1;3;1;75,3369662214621
7196696;1;1;1;4;55,5163260116176
7196696;2;1;2;5;55,5163260116176
7196696;3;1;3;6;55,5163260116176
7196701;1;1;1;3;48,6797995350288
7196701;2;1;2;4;48,6797995350288
7196701;3;1;3;5;48,6797995350288
7196710;1;1;1;5;25,3209561374926
7196714;1;1;1;3;17,4136333236227
7196715;1;1;1;3;35,0732404944913
7196715;2;1;2;4;35,0732404944913
7196727;1;1;1;3;53,0176119512216
7196731;1;1;1;2;85,8648686612177
7196735;1;1;1;4;93,3847911050021
7196748;1;1;1;2;26,8766633940963
7196752;1;1;1;3;29,696700686699
7196753;1;1;1;3;37,8210175710272
7196763;1;1;1;3;40,5758379079584
7196763;2;1;2;4;40,5758379079584
7196763;3;1;3;5;40,5758379079584
7196763;4;1;4;6;40,5758379079584
7196767;1;1;1;4;27,1304642969646
7196785;1;1;1;4;36,056563667494
7196792;1;1;1;3;47,2619348878477
7196792;2;1;2;4;47,2619348878477
7196792;3;1;3;5;47,2619348878477
7196796;1;1;1;3;132,409041864419
7196799;1;1;1;5;96,3779596472917
7196801;1;1;1;2;107,355892534503
7196801;2;1;2;3;107,355892534503
7196807;1;1;1;4;30,0471363895783
7196808;1;1;1;3;40,4804649231474
7196808;2;1;2;4;40,4804649231474
7196810;1;1;1;3;35,2675278221946
7196810;2;1;2;4;35,2675278221946
7196814;1;1;1;4;26,0489535697922
7196815;1;1;1;3;27,4936466407458
7196815;2;1;2;4;27,4936466407458
7196823;1;1;1;2;125,378822621075
7196827;1;1;1;3;38,0030032846975
7196834;1;1;1;3;30,7171896514449
7196848;1;1;1;3;42,3210333866336
7196848;2;1;2;4;42,3210333866336
7196850;1;1;1;4;42,4265357704105
7196850;2;1;2;5;42,4265357704105
7196850;3;1;3;6;42,4265357704105
7196855;1;1;1;2;28,1863297112326
7196894;1;1;1;4;180,194723547804
7196894;2;1;2;5;180,194723547804
7196898;1;1;1;3;46,7812573696954
7196904;1;1;1;4;58,3643669396898
7196904;2;1;2;5;58,3643669396898
7196905;1;1;1;5;59,9058083444087
7196911;1;1;1;3;38,7745006455513
7196911;2;1;2;4;38,7745006455513
7196913;1;1;1;5;81,291321563559
7196920;1;1;1;2;69,5505163692519
7196926;1;1;1;3;67,4602522680198
7196928;1;1;1;3;46,8500837242516
7196938;1;1;1;1;136,946187786152
7196938;2;1;2;2;136,946187786152
7196938;3;1;3;3;136,946187786152
7196940;1;1;1;2;99,8130868522809
7196941;1;1;1;2;73,6387314264096
7196941;2;1;2;3;73,6387314264096
7196943;1;1;1;5;166,863129304035
7196945;2;1;2;4;168,287432522958
7196945;1;1;1;3;168,287432522958
7196952;1;1;1;3;139,87065332408
7196952;2;1;2;4;139,87065332408
7196953;1;1;1;3;174,345275683941
7196953;2;1;2;4;174,345275683941
7196996;1;1;1;4;83,4007328621311
7196999;1;1;1;4;67,6091611143677
7197001;1;1;1;3;83,4007328621311
7197001;2;1;2;4;83,4007328621311
7197002;1;1;1;3;54,0675677593144
7197002;2;1;2;4;54,0675677593144
7197008;1;1;1;3;98,8683423333143
7197008;2;1;2;4;98,8683423333143
7197009;2;1;2;3;93,009929565898
7197009;1;1;1;2;93,009929565898
7197009;3;1;3;4;93,009929565898
7197015;1;1;1;2;91,1845302789365
7197018;1;1;1;3;82,3085310507479
7197018;2;1;2;4;82,3085310507479
7197024;1;1;1;3;66,7931441975962
7197048;1;1;1;3;237,738299408404
7197048;2;1;2;4;237,738299408404
7197048;3;1;3;5;237,738299408404
7197051;1;1;1;5;155,35271437543
7197051;2;1;2;6;155,35271437543
7197063;1;1;1;3;114,791297115829
7197066;1;1;1;4;75,8371073280681
7197075;1;1;1;5;81,4861703415066
7197082;1;1;1;3;446,184008671288
7197082;2;1;2;4;446,184008671288
7197086;1;1;1;3;352,420873159467
7197086;2;1;2;4;352,420873159467
7197087;1;1;1;3;384,783560879225
7197087;2;1;2;4;384,783560879225
7197087;3;1;3;5;384,783560879225
7197087;4;1;4;6;384,783560879225
7197087;5;1;5;7;384,783560879225
7197089;1;1;1;2;381,702273506117
7197089;2;1;2;6;381,702273506117
7197104;1;1;1;6;276,914221642604
7197107;1;1;1;1;282,215507221617
7197107;2;1;2;2;282,215507221617
7197107;3;1;3;3;282,215507221617
7197107;4;1;4;4;282,215507221617
7197112;1;1;1;2;252,451797978613
7197112;2;1;2;3;252,451797978613
7197116;1;1;1;3;188,076445814846
7197116;2;1;2;4;188,076445814846
7197116;3;1;3;5;188,076445814846
7197122;1;1;1;3;150,93198358564
7197122;2;1;2;4;150,93198358564
7197125;1;1;1;2;162,421064492066
