DIRECTORIO;SECUENCIA_ENCUESTA;SECUENCIA_P;ORDEN;P8692S3A1;FEX_C
7143361;1;1;1;1;1020,39346173329
7143361;2;1;2;2;1020,39346173329
7143380;2;1;2;2;913,45869266551
7143380;1;1;1;1;913,45869266551
7143388;1;1;1;1;983,491923759797
7143388;2;1;2;2;983,491923759797
7143402;1;1;1;1;1126,02425487338
7143402;2;1;2;2;1126,02425487338
7143403;1;1;1;1;1169,7523125721
7143403;2;1;2;2;1169,7523125721
7143430;1;1;1;1;2196,59843146069
7143430;2;1;2;2;2196,59843146069
7143436;1;1;1;1;1136,26896554995
7143436;2;1;2;2;1136,26896554995
7143448;1;1;1;1;915,703564479893
7143448;2;1;2;2;915,703564479893
7143455;1;1;1;1;912,701345894069
7143455;2;1;2;2;912,701345894069
7143466;1;1;1;1;1470,93959836915
7143466;2;1;2;2;1470,93959836915
7143473;1;1;1;1;878,626007207134
7143473;2;1;2;2;878,626007207134
7143486;1;1;1;1;1984,02438970643
7143486;2;1;2;2;1984,02438970643
7143490;1;1;1;1;915,703564479893
7143490;2;1;2;2;915,703564479893
7143497;1;1;1;1;921,440513083872
7143497;2;1;2;2;921,440513083872
7143506;1;1;1;1;1053,84028883875
7143506;2;1;2;2;1053,84028883875
7143511;1;1;1;1;915,703564479893
7143511;2;1;2;2;915,703564479893
7143517;1;1;1;1;974,968938919037
7143517;2;1;2;2;974,968938919037
7143523;1;1;1;1;2344,3272483043
7143523;2;1;2;2;2344,3272483043
7143527;1;1;1;1;871,659446641253
7143527;2;1;2;2;871,659446641253
7143529;1;1;1;1;915,703564479893
7143529;2;1;2;2;915,703564479893
7143530;1;1;1;2;974,968938919037
7143530;2;1;2;3;974,968938919037
7143532;1;1;1;1;915,703564479893
7143532;2;1;2;2;915,703564479893
7143541;1;1;1;1;898,735781188533
7143541;2;1;2;2;898,735781188533
7143545;1;1;1;1;969,411925469047
7143545;2;1;2;2;969,411925469047
7143584;1;1;1;1;904,178361053308
7143584;2;1;2;2;904,178361053308
7143588;1;1;1;1;1020,39346173329
7143588;2;1;2;2;1020,39346173329
7143610;1;1;1;1;1717,16730805001
7143610;2;1;2;2;1717,16730805001
7143632;1;1;1;1;1031,91866515987
7143632;2;1;2;2;1031,91866515987
7143644;1;1;1;1;985,809667002831
7143644;2;1;2;2;985,809667002831
7143695;1;1;1;2;47,7541870252052
7143695;2;1;2;3;47,7541870252052
7143695;3;1;3;4;47,7541870252052
7143829;1;1;1;1;35,605877371078
7143829;2;1;2;2;35,605877371078
7143861;1;1;1;1;118,632412796623
7143861;2;1;2;2;118,632412796623
7143872;1;1;1;1;23,2869823935844
7143872;2;1;2;2;23,2869823935844
7143874;1;1;1;1;22,5852572358245
7143874;2;1;2;2;22,5852572358245
7143880;1;1;1;1;27,5792256761033
7143880;2;1;2;2;27,5792256761033
7143897;1;1;1;1;754,641762643423
7143897;2;1;2;2;754,641762643423
7143900;1;1;1;1;1048,20671350623
7143900;2;1;2;2;1048,20671350623
7143916;1;1;1;1;1098,28338890981
7143916;2;1;2;2;1098,28338890981
7143949;1;1;1;1;175,000705799175
7143949;2;1;2;2;175,000705799175
7143963;1;1;1;1;68,720277683437
7143963;2;1;2;2;68,720277683437
7143963;3;1;3;3;68,720277683437
7143963;4;1;4;4;68,720277683437
7143980;4;1;4;4;80,6714353733209
7143980;1;1;1;1;80,6714353733209
7143980;2;1;2;2;80,6714353733209
7143980;3;1;3;3;80,6714353733209
7143980;5;1;5;5;80,6714353733209
7143997;1;1;1;1;32,2607594322773
7143997;2;1;2;2;32,2607594322773
7144000;1;1;1;1;39,0195423807695
7144000;2;1;2;2;39,0195423807695
7144004;1;1;1;1;31,2758128082453
7144004;2;1;2;2;31,2758128082453
7144031;1;1;1;1;124,41488323973
7144031;2;1;2;2;124,41488323973
7144080;1;1;1;1;60,4068983996451
7144080;2;1;2;2;60,4068983996451
7144115;1;1;1;1;15,8132565509633
7144115;2;1;2;2;15,8132565509633
7144116;2;1;2;2;16,004143400503
7144116;1;1;1;1;16,004143400503
7144149;1;1;1;1;466,437799525247
7144149;2;1;2;2;466,437799525247
7144165;1;1;1;1;259,052741870193
7144165;2;1;2;2;259,052741870193
7144174;1;1;1;1;420,963306886846
7144174;2;1;2;2;420,963306886846
7144268;1;1;1;1;3,33561919440145
7144268;2;1;2;2;3,33561919440145
7144370;1;1;1;1;89,7042860417078
7144370;2;1;2;2;89,7042860417078
7144404;1;1;1;1;89,2397510794668
7144404;2;1;2;3;89,2397510794668
7144404;3;1;3;4;89,2397510794668
7144404;4;1;4;5;89,2397510794668
7144431;1;1;1;1;29,575460674778
7144431;2;1;2;2;29,575460674778
7144493;1;1;1;1;136,171061064953
7144493;2;1;2;2;136,171061064953
7144604;1;1;1;1;13,8912464397077
7144604;2;1;2;2;13,8912464397077
7144620;1;1;1;1;11,8822626302572
7144620;2;1;2;2;11,8822626302572
7144664;1;1;1;1;188,581749667737
7144664;2;1;2;2;188,581749667737
7144689;1;1;1;1;166,877822086842
7144689;2;1;2;2;166,877822086842
7144690;1;1;1;1;178,080651683637
7144690;2;1;2;2;178,080651683637
7144691;1;1;1;2;184,696125614072
7144691;2;1;2;3;184,696125614072
7144702;1;1;1;1;166,437683794211
7144702;2;1;2;2;166,437683794211
7144704;1;1;1;1;181,62941913322
7144704;2;1;2;2;181,62941913322
7144711;1;1;1;1;206,851451895887
7144711;2;1;2;2;206,851451895887
7144711;3;1;3;3;206,851451895887
7144715;1;1;1;1;208,892979520328
7144715;2;1;2;2;208,892979520328
7144718;1;1;1;1;301,831191252722
7144718;2;1;2;2;301,831191252722
7144743;1;1;1;1;68,8764864499343
7144743;2;1;2;2;68,8764864499343
7144745;1;1;1;1;70,1265612803565
7144745;2;1;2;2;70,1265612803565
7144775;1;1;1;1;86,2815498760839
7144775;2;1;2;2;86,2815498760839
7144776;1;1;1;1;86,7261462321929
7144776;2;1;2;2;86,7261462321929
7144798;1;1;1;1;267,17319672176
7144798;2;1;2;2;267,17319672176
7144802;1;1;1;1;165,81785534465
7144802;2;1;2;2;165,81785534465
7144802;3;1;3;3;165,81785534465
7144802;4;1;4;4;165,81785534465
7144802;5;1;5;5;165,81785534465
7144829;1;1;1;1;123,998487688871
7144829;2;1;2;2;123,998487688871
7144892;1;1;1;1;30,3815295164315
7144892;2;1;2;2;30,3815295164315
7144937;1;1;1;1;965,091629035732
7144937;2;1;2;2;965,091629035732
7144981;1;1;1;1;6,99746646094723
7144981;2;1;2;2;6,99746646094723
7145022;1;1;1;1;5,62956422860495
7145022;2;1;2;2;5,62956422860495
7145051;1;1;1;1;960,87612297261
7145051;2;1;2;2;960,87612297261
7145056;1;1;1;1;905,828311129564
7145056;2;1;2;2;905,828311129564
7145088;1;1;1;1;43,6354409902365
7145088;2;1;2;2;43,6354409902365
7145168;1;1;1;1;89,629622462197
7145168;2;1;2;2;89,629622462197
7145236;1;1;1;1;101,288365783686
7145236;2;1;2;2;101,288365783686
7145277;1;1;1;1;48,3615033962388
7145277;2;1;2;2;48,3615033962388
7145299;1;1;1;1;152,235905460786
7145299;2;1;2;2;152,235905460786
7145334;1;1;1;1;67,1064763199474
7145334;2;1;2;2;67,1064763199474
7145339;1;1;1;1;61,1473519969635
7145339;2;1;2;2;61,1473519969635
7145410;1;1;1;1;91,8081505782117
7145410;2;1;2;2;91,8081505782117
7145453;1;1;1;1;85,2463415248246
7145453;2;1;2;2;85,2463415248246
7145504;1;1;1;1;139,60690441629
7145504;2;1;2;2;139,60690441629
7145531;1;1;1;1;33,1725743899872
7145531;2;1;2;2;33,1725743899872
7145547;1;1;1;1;108,276960251945
7145547;2;1;2;2;108,276960251945
7145547;3;1;3;3;108,276960251945
7145557;1;1;1;1;126,186055318758
7145557;2;1;2;2;126,186055318758
7145560;1;1;1;1;126,186055318758
7145560;2;1;2;2;126,186055318758
7145562;1;1;1;1;133,434608321696
7145562;2;1;2;2;133,434608321696
7145570;1;1;1;1;56,3924255648551
7145570;2;1;2;2;56,3924255648551
7145575;1;1;1;1;74,9403597084708
7145575;2;1;2;2;74,9403597084708
7145583;1;1;1;1;74,126598257067
7145583;2;1;2;2;74,126598257067
7145584;1;1;1;1;56,3924255648551
7145584;2;1;2;2;56,3924255648551
7145589;1;1;1;1;32,5722660672932
7145589;2;1;2;2;32,5722660672932
7145600;1;1;1;1;80,0642482904042
7145600;2;1;2;2;80,0642482904042
7145605;1;1;1;1;307,736673777508
7145605;2;1;2;2;307,736673777508
7145609;1;1;1;1;197,251755693291
7145609;2;1;2;2;197,251755693291
7145614;1;1;1;1;154,648539698014
7145614;2;1;2;2;154,648539698014
7145618;1;1;1;1;197,251755693291
7145618;2;1;2;2;197,251755693291
7145619;1;1;1;1;197,251755693291
7145619;2;1;2;2;197,251755693291
7145645;2;1;2;2;167,482975644157
7145645;1;1;1;1;167,482975644157
7145673;1;1;1;1;141,77139836932
7145673;2;1;2;2;141,77139836932
7145675;1;1;1;1;150,07189810351
7145675;2;1;2;2;150,07189810351
7145676;1;1;1;1;17,7788181482503
7145676;2;1;2;2;17,7788181482503
7145688;1;1;1;1;20,296008447251
7145688;2;1;2;2;20,296008447251
7145731;1;1;1;1;17,7788181482503
7145731;2;1;2;2;17,7788181482503
7145740;1;1;1;1;37,5463938622203
7145740;2;1;2;2;37,5463938622203
7145836;1;1;1;1;191,688788172858
7145836;2;1;2;2;191,688788172858
7145842;1;1;1;1;249,195424624716
7145842;2;1;2;2;249,195424624716
7145843;1;1;1;1;301,630365922858
7145843;2;1;2;2;301,630365922858
7145861;1;1;1;3;281,63578736662
7145861;2;1;2;4;281,63578736662
7145883;1;1;1;1;142,817294822226
7145883;2;1;2;2;142,817294822226
7145885;1;1;1;1;172,026255684173
7145885;2;1;2;2;172,026255684173
7145907;1;1;1;1;588,567555008826
7145907;2;1;2;2;588,567555008826
7146007;1;1;1;1;91,3044028723745
7146007;2;1;2;5;91,3044028723745
7146045;1;1;1;1;588,271210215244
7146045;2;1;2;2;588,271210215244
7146063;1;1;1;1;79,1501686880733
7146063;2;1;2;2;79,1501686880733
7146078;1;1;1;2;828,772139346135
7146078;2;1;2;3;828,772139346135
7146078;3;1;3;8;828,772139346135
7146086;1;1;1;1;154,540416955819
7146086;2;1;2;2;154,540416955819
7146109;1;1;1;1;135,921578042571
7146109;2;1;2;2;135,921578042571
7146109;3;1;3;3;135,921578042571
7146109;4;1;4;4;135,921578042571
7146110;1;1;1;2;74,9113828510643
7146110;2;1;2;1;74,9113828510643
7146114;1;1;1;1;108,592400054557
7146114;2;1;2;2;108,592400054557
7146114;3;1;3;3;108,592400054557
7146116;1;1;1;1;863,254731138439
7146116;2;1;2;2;863,254731138439
7146128;1;1;1;1;60,3058549658602
7146128;2;1;2;2;60,3058549658602
7146129;1;1;1;1;46,3136218082341
7146129;2;1;2;2;46,3136218082341
7146149;1;1;1;1;74,3188974973873
7146149;2;1;2;2;74,3188974973873
7146154;1;1;1;1;1628,63860693675
7146154;2;1;2;2;1628,63860693675
7146155;1;1;1;1;68,1256560392717
7146155;2;1;2;2;68,1256560392717
7146165;1;1;1;1;848,490161433332
7146165;2;1;2;2;848,490161433332
7146173;1;1;1;1;1230,74194154628
7146173;2;1;2;2;1230,74194154628
7146191;1;1;1;1;401,538854941766
7146191;2;1;2;2;401,538854941766
7146206;1;1;1;1;131,933488549823
7146206;2;1;2;2;131,933488549823
7146211;2;1;2;2;368,839125263504
7146211;1;1;1;1;368,839125263504
7146217;1;1;1;1;172,755997712955
7146217;2;1;2;2;172,755997712955
7146228;1;1;1;1;385,913011212657
7146228;2;1;2;2;385,913011212657
7146229;1;1;1;1;321,293008442427
7146229;2;1;2;2;321,293008442427
7146255;1;1;1;1;85,5847255521679
7146255;2;1;2;2;85,5847255521679
7146255;3;1;3;3;85,5847255521679
7146255;4;1;4;4;85,5847255521679
7146257;1;1;1;1;92,1244377668828
7146257;2;1;2;2;92,1244377668828
7146257;3;1;3;3;92,1244377668828
7146257;4;1;4;4;92,1244377668828
7146258;1;1;1;1;113,613363299674
7146258;2;1;2;2;113,613363299674
7146258;3;1;3;3;113,613363299674
7146345;1;1;1;1;105,405269580636
7146345;2;1;2;3;105,405269580636
7146345;3;1;3;4;105,405269580636
7146345;4;1;4;7;105,405269580636
7146345;5;1;5;11;105,405269580636
7146365;1;1;1;1;18,0766569023753
7146365;2;1;2;2;18,0766569023753
7146368;1;1;1;1;21,7473376336309
7146368;2;1;2;2;21,7473376336309
7146370;1;1;1;1;17,447844217511
7146370;2;1;2;2;17,447844217511
7146372;1;1;1;2;16,0855785289478
7146372;2;1;2;3;16,0855785289478
7146380;2;1;2;2;15,9417733560974
7146380;1;1;1;1;15,9417733560974
7146407;1;1;1;1;181,161294176427
7146407;2;1;2;2;181,161294176427
7146423;1;1;1;1;229,310238428863
7146423;2;1;2;2;229,310238428863
7146478;1;1;1;1;129,919220019367
7146478;2;1;2;2;129,919220019367
7146480;1;1;1;1;128,043151157725
7146480;2;1;2;2;128,043151157725
7146506;1;1;1;1;178,616995143792
7146506;2;1;2;2;178,616995143792
7146516;1;1;1;1;148,97291384194
7146516;2;1;2;2;148,97291384194
7146571;1;1;1;1;37,6294557885831
7146571;2;1;2;2;37,6294557885831
7146579;1;1;1;1;315,749614222215
7146579;2;1;2;2;315,749614222215
7146607;1;1;1;1;121,799796306463
7146607;2;1;2;2;121,799796306463
7146803;1;1;1;1;24,4118073910648
7146803;2;1;2;2;24,4118073910648
7146819;1;1;1;1;17,2478980593679
7146819;2;1;2;3;17,2478980593679
7146844;1;1;1;1;507,589277091696
7146844;2;1;2;2;507,589277091696
7146853;1;1;1;1;644,444036376446
7146853;2;1;2;2;644,444036376446
7146862;1;1;1;1;931,862338002397
7146862;2;1;2;2;931,862338002397
7146875;1;1;1;1;624,709646658018
7146875;2;1;2;2;624,709646658018
7146887;1;1;1;1;663,914150457819
7146887;2;1;2;2;663,914150457819
7146889;1;1;1;3;801,458050192108
7146889;2;1;2;4;801,458050192108
7146891;1;1;1;1;973,68751182694
7146891;2;1;2;3;973,68751182694
7146999;1;1;1;1;90,0488854570613
7146999;2;1;2;2;90,0488854570613
7147002;1;1;1;1;1237,14773747209
7147002;2;1;2;2;1237,14773747209
7147002;3;1;3;3;1237,14773747209
7147019;1;1;1;1;227,258447700846
7147019;2;1;2;2;227,258447700846
7147040;1;1;1;1;262,542063763821
7147040;2;1;2;2;262,542063763821
7147199;1;1;1;1;51,6346123454948
7147199;2;1;2;2;51,6346123454948
7147239;1;1;1;2;39,4677125299478
7147239;2;1;2;5;39,4677125299478
7147258;1;1;1;1;16,020434665757
7147258;2;1;2;2;16,020434665757
7147258;3;1;3;3;16,020434665757
7147325;1;1;1;1;32,6509625966626
7147325;2;1;2;2;32,6509625966626
7147386;1;1;1;1;22,5030344204246
7147386;2;1;2;2;22,5030344204246
7147392;1;1;1;1;47,8036178504055
7147392;2;1;2;2;47,8036178504055
7147393;1;1;1;1;43,1270221240343
7147393;2;1;2;2;43,1270221240343
7147395;1;1;1;1;61,5011219234935
7147395;2;1;2;2;61,5011219234935
7147418;1;1;1;1;26,6426816291836
7147418;2;1;2;2;26,6426816291836
7147429;1;1;1;1;38,1674280558376
7147429;2;1;2;2;38,1674280558376
7147453;1;1;1;1;43,5285093540671
7147453;2;1;2;2;43,5285093540671
7147483;1;1;1;1;179,566715024068
7147483;2;1;2;2;179,566715024068
7147505;1;1;1;1;235,234180757679
7147505;2;1;2;2;235,234180757679
7147507;1;1;1;1;214,339381826227
7147507;2;1;2;2;214,339381826227
7147528;1;1;1;1;175,390716700227
7147528;2;1;2;2;175,390716700227
7147535;1;1;1;1;308,937973422082
7147535;2;1;2;2;308,937973422082
7147543;1;1;1;1;60,0881408626217
7147543;2;1;2;2;60,0881408626217
7147626;1;1;1;1;119,11650401638
7147626;2;1;2;2;119,11650401638
7147634;1;1;1;1;308,133948783303
7147634;2;1;2;2;308,133948783303
7147639;1;1;1;1;347,255494519614
7147639;2;1;2;2;347,255494519614
7147685;1;1;1;1;17,0006050503364
7147685;2;1;2;2;17,0006050503364
7147718;1;1;1;1;97,0022937239802
7147718;2;1;2;2;97,0022937239802
7147728;1;1;1;1;101,179879968074
7147728;2;1;2;2;101,179879968074
7147882;1;1;1;1;187,959149810151
7147882;2;1;2;2;187,959149810151
7147887;1;1;1;1;107,645680224486
7147887;2;1;2;2;107,645680224486
7147929;1;1;1;1;115,758211409245
7147929;2;1;2;2;115,758211409245
7147929;3;1;3;3;115,758211409245
7147929;4;1;4;4;115,758211409245
7147967;1;1;1;1;129,701660574677
7147967;2;1;2;2;129,701660574677
7148019;1;1;1;1;1243,50011915417
7148019;2;1;2;2;1243,50011915417
7148038;1;1;1;1;156,51967386954
7148038;2;1;2;2;156,51967386954
7148067;1;1;1;1;801,267292842065
7148067;2;1;2;2;801,267292842065
7148100;1;1;1;1;62,4425487441531
7148100;2;1;2;2;62,4425487441531
7148102;1;1;1;1;62,4425487441531
7148102;2;1;2;2;62,4425487441531
7148120;1;1;1;1;76,0213252170879
7148120;2;1;2;2;76,0213252170879
7148135;1;1;1;1;166,747058063729
7148135;2;1;2;2;166,747058063729
7148139;1;1;1;1;64,0199179534096
7148139;2;1;2;2;64,0199179534096
7148139;3;1;3;3;64,0199179534096
7148139;4;1;4;4;64,0199179534096
7148140;1;1;1;1;166,747058063729
7148140;2;1;2;2;166,747058063729
7148150;1;1;1;1;166,747058063729
7148150;2;1;2;2;166,747058063729
7148152;1;1;1;1;73,6261932002067
7148152;2;1;2;2;73,6261932002067
7148158;1;1;1;1;86,002559167151
7148158;2;1;2;2;86,002559167151
7148192;1;1;1;1;67,6527647208421
7148192;2;1;2;2;67,6527647208421
7148412;1;1;1;1;1,18362945817974
7148412;2;1;2;2;1,18362945817974
7148524;1;1;1;1;255,585083346854
7148524;2;1;2;2;255,585083346854
7148540;1;1;1;1;481,372413255866
7148540;2;1;2;2;481,372413255866
7148565;1;1;1;1;275,669519562506
7148565;2;1;2;2;275,669519562506
7148593;1;1;1;1;150,621598765046
7148593;2;1;2;2;150,621598765046
7148640;1;1;1;1;55,3681775000735
7148640;2;1;2;2;55,3681775000735
7149013;1;1;1;1;9,38976634020767
7149013;2;1;2;2;9,38976634020767
7149038;1;1;1;1;15,3719354974794
7149038;2;1;2;2;15,3719354974794
7149089;1;1;1;1;6,19094067774081
7149089;2;1;2;2;6,19094067774081
7149125;1;1;1;1;257,020958662407
7149125;2;1;2;2;257,020958662407
7149129;1;1;1;1;172,672564848234
7149129;2;1;2;2;172,672564848234
7149135;1;1;1;1;25,4558047463827
7149135;2;1;2;2;25,4558047463827
7149176;1;1;1;1;100,807871623377
7149176;2;1;2;2;100,807871623377
7149195;1;1;1;1;89,1272489133664
7149195;2;1;2;2;89,1272489133664
7149196;1;1;1;1;92,8315119454065
7149196;2;1;2;2;92,8315119454065
7149224;1;1;1;1;82,8992146966834
7149224;2;1;2;2;82,8992146966834
7149251;1;1;1;1;47,8957587110404
7149251;2;1;2;2;47,8957587110404
7149294;1;1;1;1;157,563788522805
7149294;2;1;2;2;157,563788522805
7149308;1;1;1;1;187,11052779255
7149308;2;1;2;2;187,11052779255
7149330;1;1;1;1;152,138862563244
7149330;2;1;2;2;152,138862563244
7149343;1;1;1;1;39,6886960011284
7149343;2;1;2;2;39,6886960011284
7149442;1;1;1;1;169,741148762533
7149442;2;1;2;2;169,741148762533
7149448;1;1;1;1;104,987206464508
7149448;2;1;2;2;104,987206464508
7149551;1;1;1;2;33,6923354924694
7149551;2;1;2;1;33,6923354924694
7149558;1;1;1;1;25,1590229703835
7149558;2;1;2;2;25,1590229703835
7149576;1;1;1;1;127,899634295803
7149576;2;1;2;2;127,899634295803
7149581;1;1;1;1;28,1170661519964
7149581;2;1;2;2;28,1170661519964
7149608;1;1;1;1;58,0948810565924
7149608;2;1;2;2;58,0948810565924
7149622;1;1;1;1;1741,38054721378
7149622;2;1;2;2;1741,38054721378
7149624;1;1;1;1;1897,08592419736
7149624;2;1;2;2;1897,08592419736
7149624;3;1;3;3;1897,08592419736
7149626;1;1;1;1;1137,2899780442
7149626;2;1;2;2;1137,2899780442
7149661;1;1;1;1;1020,39346173329
7149661;2;1;2;2;1020,39346173329
7149666;1;1;1;1;924,226549320653
7149666;2;1;2;2;924,226549320653
7149668;1;1;1;1;1031,91866515987
7149668;2;1;2;2;1031,91866515987
7149670;1;1;1;1;980,705887523016
7149670;2;1;2;2;980,705887523016
7149674;1;1;1;1;915,703564479893
7149674;2;1;2;2;915,703564479893
7149681;1;1;1;1;898,735781188533
7149681;2;1;2;2;898,735781188533
7149682;1;1;1;1;915,703564479893
7149682;2;1;2;2;915,703564479893
7149686;1;1;1;1;915,703564479893
7149686;2;1;2;2;915,703564479893
7149688;1;1;1;1;915,703564479893
7149688;2;1;2;2;915,703564479893
7149691;1;1;1;1;974,284463576247
7149691;2;1;2;2;974,284463576247
7149692;1;1;1;1;917,805125373884
7149692;2;1;2;2;917,805125373884
7149703;1;1;1;1;915,703564479893
7149703;2;1;2;2;915,703564479893
7149717;1;1;1;1;988,481269654398
7149717;2;1;2;2;988,481269654398
7149720;1;1;1;1;983,491923759797
7149720;2;1;2;2;983,491923759797
7149735;1;1;1;1;915,703564479893
7149735;2;1;2;2;915,703564479893
7149742;1;1;1;1;905,826254596588
7149742;2;1;2;2;905,826254596588
7149774;1;1;1;1;10,6473874436329
7149774;2;1;2;2;10,6473874436329
7149823;1;1;1;1;9,16624183521389
7149823;2;1;2;2;9,16624183521389
7149864;1;1;1;1;6,1477251423111
7149864;2;1;2;2;6,1477251423111
7149871;1;1;1;1;6,0019658018007
7149871;2;1;2;2;6,0019658018007
7149872;1;1;1;1;8,10699046651914
7149872;2;1;2;2;8,10699046651914
7149957;2;1;2;2;113,298115208731
7149957;1;1;1;1;113,298115208731
7149960;1;1;1;1;124,618187971531
7149960;2;1;2;2;124,618187971531
7149961;1;1;1;1;148,907919201641
7149961;2;1;2;2;148,907919201641
7149980;1;1;1;3;21,7727107820237
7149980;2;1;2;4;21,7727107820237
7150056;1;1;1;1;79,8348627493466
7150056;2;1;2;2;79,8348627493466
7150062;1;1;1;1;124,852712845624
7150062;2;1;2;2;124,852712845624
7150083;1;1;1;1;31,7235084589747
7150083;2;1;2;2;31,7235084589747
7150109;1;1;1;1;105,669020123944
7150109;2;1;2;2;105,669020123944
7150116;1;1;1;1;149,486054437525
7150116;2;1;2;2;149,486054437525
7150121;1;1;1;1;183,672892855028
7150121;2;1;2;2;183,672892855028
7150187;1;1;1;1;103,470831719275
7150187;2;1;2;2;103,470831719275
7150190;1;1;1;1;87,815384886628
7150190;2;1;2;2;87,815384886628
7150199;1;1;1;1;342,830638952305
7150199;2;1;2;2;342,830638952305
7150199;3;1;3;3;342,830638952305
7150200;1;1;1;1;515,661802999402
7150200;2;1;2;2;515,661802999402
7150203;1;1;1;1;237,349227861136
7150203;2;1;2;2;237,349227861136
7150221;1;1;1;1;357,152358584469
7150221;2;1;2;2;357,152358584469
7150254;1;1;1;1;68,3526536356175
7150254;2;1;2;2;68,3526536356175
7150260;1;1;1;1;105,282749514425
7150260;2;1;2;2;105,282749514425
7150273;1;1;1;1;280,683598122252
7150273;2;1;2;10;280,683598122252
7150285;1;1;1;1;205,180732541144
7150285;2;1;2;2;205,180732541144
7150285;3;1;3;3;205,180732541144
7150285;4;1;4;4;205,180732541144
7150292;1;1;1;1;206,366573902123
7150292;2;1;2;2;206,366573902123
7150314;1;1;1;1;232,745524021589
7150314;2;1;2;2;232,745524021589
7150315;1;1;1;1;254,86539771937
7150315;2;1;2;2;254,86539771937
7150325;1;1;1;1;236,35590770799
7150325;3;1;3;3;236,35590770799
7150325;4;1;4;4;236,35590770799
7150325;2;1;2;2;236,35590770799
7150342;1;1;1;1;149,987970699211
7150342;2;1;2;2;149,987970699211
7150342;3;1;3;3;149,987970699211
7150342;4;1;4;4;149,987970699211
7150381;1;1;1;1;216,188339414176
7150381;2;1;2;2;216,188339414176
7150381;3;1;3;3;216,188339414176
7150381;4;1;4;4;216,188339414176
7150508;1;1;1;1;472,548360769831
7150508;2;1;2;2;472,548360769831
7150514;1;1;1;1;203,134411192994
7150514;2;1;2;2;203,134411192994
7150515;1;1;1;1;254,379391166809
7150515;2;1;2;2;254,379391166809
7150520;1;1;1;1;259,430088903915
7150520;2;1;2;2;259,430088903915
7150520;3;1;3;3;259,430088903915
7150529;2;1;2;2;1001,05826551665
7150529;1;1;1;1;1001,05826551665
7150556;1;1;1;1;957,557095005345
7150556;2;1;2;2;957,557095005345
7150559;1;1;1;1;543,016856551503
7150559;2;1;2;2;543,016856551503
7150560;1;1;1;1;486,301152879571
7150560;2;1;2;2;486,301152879571
7150567;1;1;1;1;697,873732379125
7150567;2;1;2;2;697,873732379125
7150569;1;1;1;1;722,583302920765
7150569;2;1;2;2;722,583302920765
7150611;1;1;1;1;52,3586144873765
7150611;2;1;2;2;52,3586144873765
7150615;1;1;1;1;65,6907403676838
7150615;2;1;2;2;65,6907403676838
7150617;1;1;1;1;52,3586144873765
7150617;2;1;2;2;52,3586144873765
7150618;1;1;1;1;49,5143434467094
7150618;2;1;2;2;49,5143434467094
7150651;1;1;1;1;232,431730096553
7150651;2;1;2;2;232,431730096553
7150699;1;1;1;1;292,19546743386
7150699;2;1;2;3;292,19546743386
7150759;1;1;1;1;606,668344341445
7150759;2;1;2;2;606,668344341445
7150764;1;1;1;1;531,037730282096
7150764;2;1;2;2;531,037730282096
7150765;1;1;1;1;547,098763007437
7150765;2;1;2;2;547,098763007437
7150768;1;1;1;1;622,812837624722
7150768;2;1;2;2;622,812837624722
7150771;1;1;1;1;622,812837624722
7150771;2;1;2;2;622,812837624722
7150773;1;1;1;1;588,271210215244
7150773;2;1;2;2;588,271210215244
7150791;1;1;1;1;1215,69735485842
7150791;2;1;2;2;1215,69735485842
7150793;1;1;1;1;494,091009075714
7150793;2;1;2;2;494,091009075714
7150794;1;1;1;1;588,271210215244
7150794;2;1;2;2;588,271210215244
7150802;1;1;1;1;1106,6493964655
7150802;2;1;2;2;1106,6493964655
7150809;1;1;1;1;622,812837624722
7150809;2;1;2;2;622,812837624722
7150821;1;1;1;1;588,271210215244
7150821;2;1;2;2;588,271210215244
7150824;1;1;1;1;1181,96423434734
7150824;2;1;2;2;1181,96423434734
7150886;1;1;1;1;1158,22949636359
7150886;2;1;2;2;1158,22949636359
7150906;1;1;1;1;217,388055253467
7150906;2;1;2;2;217,388055253467
7150909;1;1;1;1;996,00425588335
7150909;2;1;2;2;996,00425588335
7150923;1;1;1;1;49,6567949140943
7150923;2;1;2;2;49,6567949140943
7150930;1;1;1;1;53,6277703236864
7150930;2;1;2;2;53,6277703236864
7150932;1;1;1;1;75,7254182363887
7150932;2;1;2;2;75,7254182363887
7150968;1;1;1;1;70,302096180459
7150968;2;1;2;2;70,302096180459
7150976;1;1;1;1;101,941183531929
7150976;2;1;2;2;101,941183531929
7150982;1;1;1;1;108,592400054557
7150982;2;1;2;2;108,592400054557
7150983;1;1;1;1;128,532805687918
7150983;2;1;2;2;128,532805687918
7150996;1;1;1;1;60,9472536661286
7150996;2;1;2;2;60,9472536661286
7150997;1;1;1;2;57,2989916944332
7150997;2;1;2;3;57,2989916944332
7150997;3;1;3;4;57,2989916944332
7151070;1;1;1;1;90,8342080523623
7151070;2;1;2;2;90,8342080523623
7151072;1;1;1;1;107,221171661332
7151072;2;1;2;2;107,221171661332
7151090;2;1;2;2;177,437345653101
7151090;1;1;1;1;177,437345653101
7151092;1;1;1;5;177,414968320912
7151092;2;1;2;6;177,414968320912
7151111;1;1;1;1;201,927624639831
7151111;2;1;2;2;201,927624639831
7151128;1;1;1;1;111,832762499472
